"Status","Year","Profession_of_post","Function_of_post","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Unknown","Counter Fraud","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Digital, Data & Technology","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Digital, Data & Technology","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Digital, Data & Technology","Inner London - East","30","30","[c]","[c]"
"Leaver Dept.","2022","Unknown","Digital, Data & Technology","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Finance","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Finance","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Human Resources","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Human Resources","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Human Resources","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Human Resources","Inner London - West","60","60","48560","41170"
"Leaver Dept.","2022","Unknown","Human Resources","Northumberland, and Tyne and Wear","30","30","[c]","[c]"
"Leaver Dept.","2022","Unknown","Human Resources","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Human Resources","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Legal","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","No function","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","No function","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","No function","Cheshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","No function","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","No function","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","No function","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","No function","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","No function","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","No function","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","No function","Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","No function","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","No function","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","No function","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","No function","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","No function","Inner London - East","30","30","[c]","[c]"
"Leaver Dept.","2022","Unknown","No function","Inner London - West","1280","1270","42970","35060"
"Leaver Dept.","2022","Unknown","No function","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","No function","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","No function","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","No function","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","No function","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","No function","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","No function","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","No function","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","No function","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","No function","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","No function","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","No function","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","No function","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","No function","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","No function","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","No function","Unknown","270","260","40430","32000"
"Leaver Dept.","2022","Unknown","No function","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","No function","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","No function","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","No function","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Project Delivery","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Project Delivery","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Project Delivery","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Project Delivery","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Property","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Property","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Property","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Security","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Security","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Security","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Security","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Security","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Cheshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Derbyshire and Nottinghamshire","70","60","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","East Wales","80","80","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Eastern Scotland","190","180","42620","38630"
"Leaver Dept.","2022","Unknown","Unknown","Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Greater Manchester","140","140","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Inner London - East","120","110","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Inner London - West","430","100","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Lancashire","50","50","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Merseyside","70","70","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Northumberland, and Tyne and Wear","210","200","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Outer London - South","40","40","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Southern Scotland","50","40","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Tees Valley and Durham","30","30","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","West Central Scotland","110","110","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","West Midlands","80","70","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","West Yorkshire","140","110","[c]","[c]"
"Leaver Dept.","2022","Veterinarian","No function","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Veterinarian","No function","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Veterinarian","No function","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Veterinarian","No function","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Veterinarian","No function","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Veterinarian","No function","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Commercial","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Commercial","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Commercial","Cheshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Commercial","Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Commercial","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Commercial","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Commercial","Dorset and Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Commercial","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Commercial","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Commercial","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Commercial","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Commercial","Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","60","60","29840","26670"
"New entrant CS","2021","Commercial","Commercial","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Commercial","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Commercial","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Commercial","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Commercial","Inner London - West","70","70","47080","40650"
"New entrant CS","2021","Commercial","Commercial","Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Commercial","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Commercial","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Commercial","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Commercial","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Commercial","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Commercial","Outer London - West and North West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Commercial","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Commercial","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Commercial","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Commercial","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Commercial","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Commercial","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Commercial","West Yorkshire","40","40","[c]","[c]"
"New entrant CS","2021","Commercial","No function","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","No function","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","No function","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","No function","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","No function","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Project Delivery","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","40","40","[c]","[c]"
"New entrant CS","2021","Commercial","Project Delivery","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Project Delivery","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Property","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Property","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Property","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Unknown","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Unknown","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Analysis","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Communications","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Communications","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Communications","Cheshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Communications","Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Communications","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Communications","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Communications","Dorset and Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Communications","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Communications","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Communications","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Communications","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Communications","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Communications","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Communications","Inner London - East","30","30","[c]","[c]"
"New entrant CS","2021","Communications","Communications","Inner London - West","230","230","38110","33360"
"New entrant CS","2021","Communications","Communications","Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Communications","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Communications","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Communications","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Communications","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Communications","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Communications","Outer London - West and North West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Communications","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Communications","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Communications","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Communications","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Communications","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Communications","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Communications","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Digital, Data & Technology","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Human Resources","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","No function","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","No function","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","No function","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","No function","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","No function","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Project Delivery","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Unknown","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Unknown","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Unknown","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Unknown","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Unknown","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Corporate Finance","Finance","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Corporate Finance","Finance","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Corporate Finance","Finance","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Corporate Finance","Finance","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Corporate Finance","No function","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Corporate Finance","No function","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Counter Fraud","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Counter Fraud","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Counter Fraud","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Counter Fraud","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Counter Fraud","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Counter Fraud","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Counter Fraud","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Counter Fraud","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Counter Fraud","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Counter Fraud","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Counter Fraud","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Counter Fraud","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","No function","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Analysis","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Analysis","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Analysis","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Analysis","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Analysis","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Analysis","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Analysis","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Analysis","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Analysis","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Communications","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Communications","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Digital, Data & Technology","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Digital, Data & Technology","Berkshire, Buckinghamshire and Oxfordshire","30","30","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Digital, Data & Technology","Cheshire","30","30","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Digital, Data & Technology","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Digital, Data & Technology","Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Digital, Data & Technology","Derbyshire and Nottinghamshire","40","40","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Digital, Data & Technology","Devon","100","100","30900","27130"
"New entrant CS","2021","Digital, Data and Technology","Digital, Data & Technology","Dorset and Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Digital, Data & Technology","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Digital, Data & Technology","East Wales","150","140","35720","33270"
"New entrant CS","2021","Digital, Data and Technology","Digital, Data & Technology","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Digital, Data & Technology","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Digital, Data & Technology","Essex","30","30","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Digital, Data & Technology","Gloucestershire, Wiltshire and Bath/Bristol area","130","130","36360","33000"
"New entrant CS","2021","Digital, Data and Technology","Digital, Data & Technology","Greater Manchester","50","50","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Digital, Data & Technology","Hampshire and Isle of Wight","80","80","37870","34040"
"New entrant CS","2021","Digital, Data and Technology","Digital, Data & Technology","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Digital, Data & Technology","Highlands and Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Digital, Data & Technology","Inner London - East","140","140","48390","47550"
"New entrant CS","2021","Digital, Data and Technology","Digital, Data & Technology","Inner London - West","280","270","46730","42460"
"New entrant CS","2021","Digital, Data and Technology","Digital, Data & Technology","Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Digital, Data & Technology","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Digital, Data & Technology","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Digital, Data & Technology","Merseyside","30","30","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Digital, Data & Technology","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Digital, Data & Technology","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Digital, Data & Technology","Northumberland and Tyne and Wear","30","30","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Digital, Data & Technology","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Digital, Data & Technology","Outer London - West and North West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Digital, Data & Technology","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Digital, Data & Technology","Shropshire and Staffordshire","40","40","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Digital, Data & Technology","South Yorkshire","40","40","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Digital, Data & Technology","Southern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Digital, Data & Technology","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Digital, Data & Technology","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Digital, Data & Technology","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Digital, Data & Technology","West Midlands","70","70","39540","36500"
"New entrant CS","2021","Digital, Data and Technology","Digital, Data & Technology","West Wales and The Valleys","60","60","33700","26130"
"New entrant CS","2021","Digital, Data and Technology","Digital, Data & Technology","West Yorkshire","40","40","[c]","[c]"
