"Status","Year","Region_ITL1","Parent_department","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Overseas","Home Office","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Ministry of Defence","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Ministry of Defence","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Ministry of Defence","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Ministry of Defence","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Ministry of Defence","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Ministry of Defence","White","50","50","39180","36960"
"Leaver CS","2021","Overseas","National Crime Agency","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","National Crime Agency","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","National Crime Agency","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","National Crime Agency","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","National Crime Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","National Crime Agency","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Scottish Government","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Scottish Government","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Scottish Government","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Scottish Government","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Scottish Government","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Scottish Government","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Cabinet Office","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Cabinet Office","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Cabinet Office","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Cabinet Office","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Cabinet Office","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Cabinet Office","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Competition and Markets Authority","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Competition and Markets Authority","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Competition and Markets Authority","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Competition and Markets Authority","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Competition and Markets Authority","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Competition and Markets Authority","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Department for Business, Energy and Industrial Strategy","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Department for Business, Energy and Industrial Strategy","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Department for Business, Energy and Industrial Strategy","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Department for Business, Energy and Industrial Strategy","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Department for Business, Energy and Industrial Strategy","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Department for Business, Energy and Industrial Strategy","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Department for Environment, Food and Rural Affairs","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Department for Environment, Food and Rural Affairs","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Department for Environment, Food and Rural Affairs","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Department for Environment, Food and Rural Affairs","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Department for Environment, Food and Rural Affairs","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Department for Environment, Food and Rural Affairs","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Department for Transport","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Department for Transport","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Department for Transport","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Department for Transport","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Department for Transport","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Department for Transport","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Department for Work and Pensions","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Department for Work and Pensions","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Department for Work and Pensions","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Department for Work and Pensions","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Department for Work and Pensions","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Department for Work and Pensions","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Department for Work and Pensions","Unknown","50","50","26010","21010"
"Leaver CS","2021","Scotland","Department for Work and Pensions","White","300","240","25380","21010"
"Leaver CS","2021","Scotland","Foreign, Commonwealth and Development Office","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Foreign, Commonwealth and Development Office","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Foreign, Commonwealth and Development Office","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Foreign, Commonwealth and Development Office","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Foreign, Commonwealth and Development Office","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Foreign, Commonwealth and Development Office","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","HM Revenue and Customs","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","HM Revenue and Customs","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","HM Revenue and Customs","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","HM Revenue and Customs","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","HM Revenue and Customs","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","HM Revenue and Customs","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","HM Revenue and Customs","Unknown","140","110","[c]","[c]"
"Leaver CS","2021","Scotland","HM Revenue and Customs","White","420","340","[c]","[c]"
"Leaver CS","2021","Scotland","HM Treasury","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","HM Treasury","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","HM Treasury","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","HM Treasury","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","HM Treasury","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","HM Treasury","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Home Office","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Home Office","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Home Office","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Home Office","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Home Office","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Home Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Home Office","White","40","30","[c]","[c]"
"Leaver CS","2021","Scotland","Ministry of Defence","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Ministry of Defence","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Ministry of Defence","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Ministry of Defence","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Ministry of Defence","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Ministry of Defence","White","170","160","30900","29430"
"Leaver CS","2021","Scotland","Ministry of Justice","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Ministry of Justice","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Ministry of Justice","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Ministry of Justice","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Ministry of Justice","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Ministry of Justice","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","National Crime Agency","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","National Crime Agency","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","National Crime Agency","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","National Crime Agency","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","National Crime Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","National Crime Agency","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Office of Gas and Electricity Markets","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Office of Gas and Electricity Markets","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Office of Gas and Electricity Markets","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Office of Gas and Electricity Markets","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Office of Gas and Electricity Markets","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Office of Gas and Electricity Markets","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Office of Gas and Electricity Markets","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Office of Rail and Road","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Office of Rail and Road","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Office of Rail and Road","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Office of Rail and Road","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Office of Rail and Road","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Office of Rail and Road","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Office of Rail and Road","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Scotland Office","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Scotland Office","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Scotland Office","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Scotland Office","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Scotland Office","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Scotland Office","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Scottish Government","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Scottish Government","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Scottish Government","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Scottish Government","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Scottish Government","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Scottish Government","Unknown","390","350","32540","28170"
"Leaver CS","2021","Scotland","Scottish Government","White","510","460","37330","33620"
"Leaver CS","2021","Scotland","United Kingdom Statistics Authority","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","United Kingdom Statistics Authority","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","United Kingdom Statistics Authority","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","United Kingdom Statistics Authority","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","United Kingdom Statistics Authority","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","United Kingdom Statistics Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","United Kingdom Statistics Authority","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Attorney General's Departments","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Attorney General's Departments","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Attorney General's Departments","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Attorney General's Departments","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Attorney General's Departments","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Attorney General's Departments","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Attorney General's Departments","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Cabinet Office","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Cabinet Office","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Cabinet Office","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Cabinet Office","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Cabinet Office","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Cabinet Office","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Department for Business, Energy and Industrial Strategy","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Department for Business, Energy and Industrial Strategy","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Department for Business, Energy and Industrial Strategy","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Department for Business, Energy and Industrial Strategy","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Department for Business, Energy and Industrial Strategy","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Department for Business, Energy and Industrial Strategy","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Department for Environment, Food and Rural Affairs","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Department for Environment, Food and Rural Affairs","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Department for Environment, Food and Rural Affairs","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Department for Environment, Food and Rural Affairs","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Department for Environment, Food and Rural Affairs","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Department for Environment, Food and Rural Affairs","Unknown","90","80","33170","25880"
"Leaver CS","2021","South East (England)","Department for Environment, Food and Rural Affairs","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Department for International Trade","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Department for International Trade","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Department for International Trade","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Department for International Trade","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Department for International Trade","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Department for International Trade","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Department for Transport","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Department for Transport","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Department for Transport","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Department for Transport","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Department for Transport","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Department for Transport","White","60","50","36330","31380"
"Leaver CS","2021","South East (England)","Department for Work and Pensions","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Department for Work and Pensions","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Department for Work and Pensions","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Department for Work and Pensions","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Department for Work and Pensions","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Department for Work and Pensions","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Department for Work and Pensions","Unknown","60","50","26980","27570"
"Leaver CS","2021","South East (England)","Department for Work and Pensions","White","240","210","26590","26890"
"Leaver CS","2021","South East (England)","Department of Health and Social Care","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Department of Health and Social Care","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Department of Health and Social Care","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Department of Health and Social Care","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Department of Health and Social Care","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Department of Health and Social Care","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Department of Health and Social Care","White","40","40","[c]","[c]"
"Leaver CS","2021","South East (England)","Foreign, Commonwealth and Development Office","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Foreign, Commonwealth and Development Office","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Foreign, Commonwealth and Development Office","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Foreign, Commonwealth and Development Office","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Foreign, Commonwealth and Development Office","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Foreign, Commonwealth and Development Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Foreign, Commonwealth and Development Office","White","70","50","38820","34450"
"Leaver CS","2021","South East (England)","HM Revenue and Customs","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","HM Revenue and Customs","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","HM Revenue and Customs","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","HM Revenue and Customs","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","HM Revenue and Customs","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","HM Revenue and Customs","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","HM Revenue and Customs","Unknown","40","30","[c]","[c]"
"Leaver CS","2021","South East (England)","HM Revenue and Customs","White","150","120","[c]","[c]"
"Leaver CS","2021","South East (England)","HM Treasury","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","HM Treasury","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","HM Treasury","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","HM Treasury","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","HM Treasury","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","HM Treasury","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Home Office","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Home Office","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Home Office","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Home Office","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Home Office","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Home Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Home Office","White","80","70","26060","25500"
"Leaver CS","2021","South East (England)","Ministry of Defence","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Ministry of Defence","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Ministry of Defence","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Ministry of Defence","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Ministry of Defence","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Ministry of Defence","Undeclared","40","30","[c]","[c]"
"Leaver CS","2021","South East (England)","Ministry of Defence","Unknown","90","80","27450","23540"
"Leaver CS","2021","South East (England)","Ministry of Defence","White","520","480","30190","27970"
"Leaver CS","2021","South East (England)","Ministry of Justice","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Ministry of Justice","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Ministry of Justice","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Ministry of Justice","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Ministry of Justice","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Ministry of Justice","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Ministry of Justice","Unknown","210","200","[c]","[c]"
"Leaver CS","2021","South East (England)","Ministry of Justice","White","540","490","24580","21180"
"Leaver CS","2021","South East (England)","National Crime Agency","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","National Crime Agency","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","National Crime Agency","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","National Crime Agency","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","National Crime Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","National Crime Agency","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","United Kingdom Statistics Authority","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","United Kingdom Statistics Authority","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","United Kingdom Statistics Authority","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","United Kingdom Statistics Authority","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","United Kingdom Statistics Authority","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","United Kingdom Statistics Authority","Undeclared","50","40","23040","19130"
"Leaver CS","2021","South East (England)","United Kingdom Statistics Authority","White","90","70","24590","19520"
"Leaver CS","2021","South West (England)","Attorney General's Departments","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Attorney General's Departments","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Attorney General's Departments","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Attorney General's Departments","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Attorney General's Departments","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Attorney General's Departments","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Cabinet Office","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Cabinet Office","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Cabinet Office","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Cabinet Office","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Cabinet Office","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Cabinet Office","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Charity Commission","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Charity Commission","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Charity Commission","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Charity Commission","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Charity Commission","Other ethnicity","[c]","[c]","[c]","[c]"
