"Status","Year","Function_of_post","Region_ITL3","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","No function","Croydon","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Croydon","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Croydon","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Croydon","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Croydon","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Croydon","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Darlington","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Darlington","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Darlington","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Derby","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Derby","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Derby","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Devon CC","AA/AO","100","90","[c]","[c]"
"Leaver CS","2021","No function","Devon CC","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Devon CC","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Devon CC","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Devon CC","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Dorset CC","AA/AO","60","60","[c]","[c]"
"Leaver CS","2021","No function","Dorset CC","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Dorset CC","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Dudley","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Dudley","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Dudley","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Dumfries and Galloway","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Dumfries and Galloway","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Durham CC","AA/AO","110","100","[c]","[c]"
"Leaver CS","2021","No function","Durham CC","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Durham CC","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Durham CC","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Ealing","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","East Ayrshire and North Ayrshire mainland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","East Cumbria","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","East Cumbria","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","East Derbyshire","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","East Kent","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","East Kent","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","East Kent","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","East Kent","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","East Lancashire","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","East Lancashire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","East Lancashire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","East Lothian and Midlothian","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","East Merseyside","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","East Merseyside","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","East Merseyside","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","East Merseyside","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","East Merseyside","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","East Riding of Yorkshire","AA/AO","90","80","[c]","[c]"
"Leaver CS","2021","No function","East Riding of Yorkshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","East Riding of Yorkshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","East Riding of Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","East Surrey","AA/AO","50","40","[c]","[c]"
"Leaver CS","2021","No function","East Surrey","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","East Surrey","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","East Surrey","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","East Surrey","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","East Surrey","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","East Sussex CC","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","East Sussex CC","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","East Sussex CC","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Enfield","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Enfield","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Essex Haven Gateway","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Essex Haven Gateway","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Essex Haven Gateway","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Essex Haven Gateway","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Essex Haven Gateway","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Essex Thames Gateway","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Essex Thames Gateway","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Falkirk","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Falkirk","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Falkirk","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Flintshire and Wrexham","AA/AO","90","90","[c]","[c]"
"Leaver CS","2021","No function","Flintshire and Wrexham","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Flintshire and Wrexham","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Flintshire and Wrexham","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Flintshire and Wrexham","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Glasgow City","AA/AO","40","30","[c]","[c]"
"Leaver CS","2021","No function","Glasgow City","EO","40","40","[c]","[c]"
"Leaver CS","2021","No function","Glasgow City","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Glasgow City","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Gloucestershire","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Gloucestershire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Gloucestershire","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Gloucestershire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Gloucestershire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Greater Manchester North East","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Greater Manchester North East","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Greater Manchester North East","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Greater Manchester North East","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Greater Manchester North West","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Greater Manchester North West","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Greater Manchester North West","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Greater Manchester North West","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Greater Manchester North West","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Greater Manchester South East","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Greater Manchester South East","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Greater Manchester South East","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Greater Manchester South West","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Greater Manchester South West","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Greater Manchester South West","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Greater Manchester South West","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Gwent Valleys","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Gwent Valleys","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Gwent Valleys","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Gwent Valleys","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Gwynedd","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Gwynedd","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Gwynedd","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Gwynedd","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Gwynedd","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Hackney and Newham","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Hackney and Newham","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Hackney and Newham","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Hackney and Newham","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Haringey and Islington","AA/AO","60","60","[c]","[c]"
"Leaver CS","2021","No function","Haringey and Islington","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Haringey and Islington","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Haringey and Islington","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Harrow and Hillingdon","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Harrow and Hillingdon","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Harrow and Hillingdon","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Harrow and Hillingdon","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Harrow and Hillingdon","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Hartlepool and Stockton-on-Tees","AA/AO","40","40","[c]","[c]"
"Leaver CS","2021","No function","Hartlepool and Stockton-on-Tees","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Hartlepool and Stockton-on-Tees","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Hartlepool and Stockton-on-Tees","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Hartlepool and Stockton-on-Tees","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Heart of Essex","AA/AO","40","40","[c]","[c]"
"Leaver CS","2021","No function","Heart of Essex","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Heart of Essex","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Heart of Essex","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Herefordshire, County of","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Hertfordshire","AA/AO","50","40","[c]","[c]"
"Leaver CS","2021","No function","Hertfordshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Hertfordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Hounslow and Richmond upon Thames","AA/AO","50","50","[c]","[c]"
"Leaver CS","2021","No function","Hounslow and Richmond upon Thames","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Hounslow and Richmond upon Thames","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Hounslow and Richmond upon Thames","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Hounslow and Richmond upon Thames","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Hounslow and Richmond upon Thames","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Inverclyde, East Renfrewshire and Renfrewshire","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Inverclyde, East Renfrewshire and Renfrewshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Inverclyde, East Renfrewshire and Renfrewshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Inverclyde, East Renfrewshire and Renfrewshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Inverness and Nairn and Moray, Badenoch and Strathspey","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Inverness and Nairn and Moray, Badenoch and Strathspey","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Inverness and Nairn and Moray, Badenoch and Strathspey","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Isle of Anglesey","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Isle of Anglesey","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Isle of Wight","AA/AO","30","30","[c]","[c]"
"Leaver CS","2021","No function","Isle of Wight","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Kensington & Chelsea and Hammersmith & Fulham","AA/AO","40","40","[c]","[c]"
"Leaver CS","2021","No function","Kensington & Chelsea and Hammersmith & Fulham","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Kensington & Chelsea and Hammersmith & Fulham","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Kensington & Chelsea and Hammersmith & Fulham","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Kent Thames Gateway","AA/AO","80","70","[c]","[c]"
"Leaver CS","2021","No function","Kent Thames Gateway","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Kent Thames Gateway","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Kent Thames Gateway","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Kingston upon Hull, City of","AA/AO","30","30","[c]","[c]"
"Leaver CS","2021","No function","Kingston upon Hull, City of","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Kingston upon Hull, City of","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Kingston upon Hull, City of","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Lambeth","AA/AO","40","40","[c]","[c]"
"Leaver CS","2021","No function","Lambeth","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Lambeth","G6/G7","40","40","[c]","[c]"
"Leaver CS","2021","No function","Lambeth","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Lambeth","SEO/HEO","60","60","39830","39990"
"Leaver CS","2021","No function","Lambeth","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Lancaster and Wyre","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Lancaster and Wyre","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Lancaster and Wyre","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Leeds","AA/AO","150","140","19470","19570"
"Leaver CS","2021","No function","Leeds","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Leeds","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Leeds","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Leeds","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Leeds","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Leicester","AA/AO","50","40","[c]","[c]"
"Leaver CS","2021","No function","Leicester","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Leicester","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Leicester","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Leicestershire CC and Rutland","AA/AO","90","80","[c]","[c]"
"Leaver CS","2021","No function","Leicestershire CC and Rutland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Leicestershire CC and Rutland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Leicestershire CC and Rutland","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Leicestershire CC and Rutland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Leicestershire CC and Rutland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Lewisham and Southwark","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Lewisham and Southwark","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Lewisham and Southwark","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Lewisham and Southwark","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Lewisham and Southwark","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Lewisham and Southwark","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Lincolnshire","AA/AO","70","60","[c]","[c]"
"Leaver CS","2021","No function","Lincolnshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Lincolnshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Lincolnshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Liverpool","AA/AO","40","40","[c]","[c]"
"Leaver CS","2021","No function","Liverpool","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Liverpool","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Liverpool","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Liverpool","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Liverpool","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Luton","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Luton","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Manchester","AA/AO","110","100","19920","20150"
"Leaver CS","2021","No function","Manchester","EO","40","40","[c]","[c]"
"Leaver CS","2021","No function","Manchester","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Manchester","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Manchester","SEO/HEO","30","30","[c]","[c]"
"Leaver CS","2021","No function","Manchester","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Medway","AA/AO","70","70","[c]","[c]"
"Leaver CS","2021","No function","Medway","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Medway","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Medway","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Merton, Kingston upon Thames and Sutton","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Merton, Kingston upon Thames and Sutton","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Merton, Kingston upon Thames and Sutton","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Merton, Kingston upon Thames and Sutton","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Mid Kent","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Mid Kent","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Mid Kent","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Mid Kent","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Mid Kent","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Mid Lancashire","AA/AO","50","40","[c]","[c]"
"Leaver CS","2021","No function","Mid Lancashire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Mid Lancashire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Mid Lancashire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Mid Lancashire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Milton Keynes","AA/AO","50","50","[c]","[c]"
"Leaver CS","2021","No function","Milton Keynes","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Milton Keynes","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Milton Keynes","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Milton Keynes","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Monmouthshire and Newport","AA/AO","50","40","[c]","[c]"
"Leaver CS","2021","No function","Monmouthshire and Newport","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Monmouthshire and Newport","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Monmouthshire and Newport","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Monmouthshire and Newport","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Monmouthshire and Newport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","North and North East Lincolnshire","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","North and North East Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","North and West Norfolk","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","North and West Norfolk","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","North and West Norfolk","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","North Hampshire","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","North Hampshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","North Hampshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","North Hampshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","North Lanarkshire","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","North Lanarkshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","North Nottinghamshire","AA/AO","40","30","[c]","[c]"
"Leaver CS","2021","No function","North Nottinghamshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","North Nottinghamshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","North Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","North Yorkshire CC","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","North Yorkshire CC","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","North Yorkshire CC","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","North Yorkshire CC","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","North Yorkshire CC","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Northumberland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Northumberland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Northumberland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Norwich and East Norfolk","AA/AO","70","60","[c]","[c]"
"Leaver CS","2021","No function","Norwich and East Norfolk","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Norwich and East Norfolk","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Norwich and East Norfolk","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Norwich and East Norfolk","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Nottingham","AA/AO","100","90","19600","18890"
"Leaver CS","2021","No function","Nottingham","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Nottingham","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Nottingham","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Nottingham","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Nottingham","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Oxfordshire","AA/AO","80","70","[c]","[c]"
"Leaver CS","2021","No function","Oxfordshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Oxfordshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Oxfordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Perth and Kinross and Stirling","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Perth and Kinross and Stirling","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Perth and Kinross and Stirling","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Perth and Kinross and Stirling","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Peterborough","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Peterborough","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Peterborough","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Peterborough","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Plymouth","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Plymouth","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Plymouth","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Plymouth","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Plymouth","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Portsmouth","AA/AO","[c]","[c]","[c]","[c]"
