"Status","Year","Parent_department","Sex","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Female","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Female","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Female","No function","60","60","43170","39600"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Female","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Female","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Female","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Male","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Male","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Male","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Male","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Male","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Male","No function","70","70","43690","40800"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Male","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Male","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Male","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Female","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Female","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Female","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Female","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Female","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Female","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Female","No function","470","390","27810","21840"
"Leaver CS","2022","Department for Transport","Female","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Female","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Female","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Male","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Male","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Male","Digital, Data & Technology","60","60","40540","36850"
"Leaver CS","2022","Department for Transport","Male","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Male","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Male","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Male","No function","630","580","32160","26780"
"Leaver CS","2022","Department for Transport","Male","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Male","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Male","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Female","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Female","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Female","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Female","Counter Fraud","140","100","26410","27570"
"Leaver CS","2022","Department for Work and Pensions","Female","Debt","130","100","22350","21260"
"Leaver CS","2022","Department for Work and Pensions","Female","Digital, Data & Technology","70","60","43300","40070"
"Leaver CS","2022","Department for Work and Pensions","Female","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Female","Human Resources","70","60","33500","27570"
"Leaver CS","2022","Department for Work and Pensions","Female","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Female","No function","4130","3470","26480","27570"
"Leaver CS","2022","Department for Work and Pensions","Female","Project Delivery","40","30","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Female","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Female","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Female","Unknown","810","740","25880","27570"
"Leaver CS","2022","Department for Work and Pensions","Male","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Male","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Male","Counter Fraud","110","90","26800","27570"
"Leaver CS","2022","Department for Work and Pensions","Male","Debt","90","80","22520","21260"
"Leaver CS","2022","Department for Work and Pensions","Male","Digital, Data & Technology","160","150","47440","46300"
"Leaver CS","2022","Department for Work and Pensions","Male","Finance","50","40","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Male","Human Resources","30","30","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Male","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Male","No function","2440","2280","26670","27570"
"Leaver CS","2022","Department for Work and Pensions","Male","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Male","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Male","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Male","Unknown","500","480","27710","26840"
"Leaver CS","2022","Department of Health and Social Care","Female","Analysis","30","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Female","Commercial","40","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Female","Communications","40","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Female","Digital, Data & Technology","30","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Female","Finance","60","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Female","Human Resources","60","40","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Female","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Female","No function","1880","1570","41950","37470"
"Leaver CS","2022","Department of Health and Social Care","Female","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Female","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Female","Unknown","50","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Male","Analysis","30","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Male","Commercial","30","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Male","Digital, Data & Technology","50","30","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Male","Finance","40","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Male","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Male","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Male","No function","770","630","45910","37880"
"Leaver CS","2022","Department of Health and Social Care","Male","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Male","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Estyn","Female","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Estyn","Female","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Estyn","Male","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Estyn","Male","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Female","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Female","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Female","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Female","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Female","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Male","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Male","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Male","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Male","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Male","No function","50","40","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Female","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Female","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Female","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Female","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Female","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Female","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Female","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Female","Project Delivery","40","40","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Female","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Female","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Female","Unknown","90","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Male","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Male","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Male","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Male","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Male","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Male","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Male","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Male","Project Delivery","50","40","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Male","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Male","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Male","Unknown","110","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Female","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Female","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Female","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Female","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Female","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Female","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Female","No function","170","130","28090","27130"
"Leaver CS","2022","HM Land Registry","Female","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Female","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Male","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Male","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Male","Digital, Data & Technology","50","50","36710","38450"
"Leaver CS","2022","HM Land Registry","Male","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Male","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Male","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Male","No function","90","80","29620","27130"
"Leaver CS","2022","HM Land Registry","Male","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Male","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Female","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Female","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Female","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Female","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Female","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Female","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Female","No function","50","40","29100","22080"
"Leaver CS","2022","HM Revenue and Customs","Female","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Female","Property","140","120","26320","22040"
"Leaver CS","2022","HM Revenue and Customs","Female","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Female","Unknown","2530","2030","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Male","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Male","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Male","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Male","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Male","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Male","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Male","No function","40","30","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Male","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Male","Property","110","100","31160","26000"
"Leaver CS","2022","HM Revenue and Customs","Male","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Male","Unknown","2000","1800","[c]","[c]"
"Leaver CS","2022","HM Treasury","Female","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Female","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Female","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Female","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Female","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Female","No function","60","60","[c]","[c]"
"Leaver CS","2022","HM Treasury","Female","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Female","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Male","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Male","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Male","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Male","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Male","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Male","No function","70","70","[c]","[c]"
"Leaver CS","2022","HM Treasury","Male","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Male","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Female","Unknown","1030","870","30600","25630"
"Leaver CS","2022","Home Office","Male","Unknown","1060","930","33210","27910"
"Leaver CS","2022","Ministry of Defence","Female","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Female","Commercial","60","50","36940","34250"
"Leaver CS","2022","Ministry of Defence","Female","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Female","Digital, Data & Technology","60","50","30280","26670"
"Leaver CS","2022","Ministry of Defence","Female","Finance","60","60","33540","26930"
"Leaver CS","2022","Ministry of Defence","Female","Human Resources","100","90","29660","26350"
"Leaver CS","2022","Ministry of Defence","Female","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Female","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Female","No function","160","140","32490","29230"
"Leaver CS","2022","Ministry of Defence","Female","Project Delivery","250","230","33240","30340"
"Leaver CS","2022","Ministry of Defence","Female","Property","70","70","29470","26350"
"Leaver CS","2022","Ministry of Defence","Female","Security","110","100","29490","26350"
"Leaver CS","2022","Ministry of Defence","Female","Unknown","890","810","28540","22400"
"Leaver CS","2022","Ministry of Defence","Male","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Male","Commercial","60","60","39610","37790"
"Leaver CS","2022","Ministry of Defence","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Male","Digital, Data & Technology","140","140","36080","33300"
"Leaver CS","2022","Ministry of Defence","Male","Finance","50","50","35950","30750"
"Leaver CS","2022","Ministry of Defence","Male","Human Resources","40","40","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Male","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Male","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Male","No function","380","360","35630","32640"
"Leaver CS","2022","Ministry of Defence","Male","Project Delivery","600","580","36520","34260"
"Leaver CS","2022","Ministry of Defence","Male","Property","130","130","32660","33300"
"Leaver CS","2022","Ministry of Defence","Male","Security","550","530","31980","28890"
"Leaver CS","2022","Ministry of Defence","Male","Unknown","1230","1180","32130","29200"
"Leaver CS","2022","Ministry of Justice","Female","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Female","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Female","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Female","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Female","No function","5220","4690","25950","21170"
"Leaver CS","2022","Ministry of Justice","Female","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Female","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Male","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Male","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Male","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Male","No function","4530","4260","28600","22570"
"Leaver CS","2022","Ministry of Justice","Male","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Male","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Female","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Female","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Female","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Female","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Female","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Female","No function","90","90","39860","34580"
"Leaver CS","2022","National Crime Agency","Female","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Female","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Female","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Male","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Male","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Male","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Male","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Male","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Male","No function","170","160","42110","40170"
"Leaver CS","2022","National Crime Agency","Male","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Male","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Male","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","Female","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","Female","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","Female","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","Male","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","Male","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","Male","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Female","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Female","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Female","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Female","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Female","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Female","No function","110","110","53570","51360"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Female","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Female","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Male","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Male","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Male","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Male","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Male","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Male","No function","40","40","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Male","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Male","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Female","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Female","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Female","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Female","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Female","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Female","No function","60","50","35010","30950"
"Leaver CS","2022","Office of Gas and Electricity Markets","Female","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Male","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Male","Digital, Data & Technology","[c]","[c]","[c]","[c]"
