"Status","Year","Parent_department","Ethnicity","Disability","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Charity Commission","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Asian","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Black","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Black","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","White","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","White","Declared non-disabled","60","60","56330","55430"
"Leaver CS","2022","Competition and Markets Authority","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Asian","Declared non-disabled","30","30","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Asian","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Black","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Unknown","Declared non-disabled","40","40","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Unknown","Unknown","210","180","32000","26000"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","White","Declared disabled","40","40","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","White","Declared non-disabled","370","340","41250","39650"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","White","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","White","Unknown","50","40","32110","30360"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Asian","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Asian","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Black","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","White","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","White","Declared non-disabled","80","80","41750","35510"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","White","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Asian","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Asian","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Black","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Black","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Unknown","Unknown","90","90","35870","29840"
"Leaver CS","2022","Department for Education","White","Declared disabled","30","30","[c]","[c]"
"Leaver CS","2022","Department for Education","White","Declared non-disabled","160","150","47340","42470"
"Leaver CS","2022","Department for Education","White","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","White","Unknown","50","50","39770","36500"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Asian","Declared non-disabled","40","40","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Black","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Black","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Unknown","Declared non-disabled","80","80","23140","21300"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Unknown","Unknown","150","140","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","White","Declared disabled","80","70","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","White","Declared non-disabled","470","430","30240","25330"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","White","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Asian","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Black","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Black","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Unknown","Unknown","80","80","[c]","[c]"
"Leaver CS","2022","Department for International Trade","White","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","White","Declared non-disabled","60","60","[c]","[c]"
"Leaver CS","2022","Department for International Trade","White","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Asian","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Black","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Black","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Unknown","Unknown","40","40","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","White","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","White","Declared non-disabled","130","120","46830","43740"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","White","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Asian","Declared non-disabled","50","40","[c]","[c]"
"Leaver CS","2022","Department for Transport","Asian","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Black","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Undeclared","Declared non-disabled","30","30","[c]","[c]"
"Leaver CS","2022","Department for Transport","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Unknown","Unknown","320","300","28510","26130"
"Leaver CS","2022","Department for Transport","White","Declared disabled","90","70","29390","26780"
"Leaver CS","2022","Department for Transport","White","Declared non-disabled","630","540","32160","26780"
"Leaver CS","2022","Department for Transport","White","Undeclared","40","40","[c]","[c]"
"Leaver CS","2022","Department for Transport","White","Unknown","30","30","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Asian","Declared disabled","70","60","27660","27570"
"Leaver CS","2022","Department for Work and Pensions","Asian","Declared non-disabled","490","450","27960","27570"
"Leaver CS","2022","Department for Work and Pensions","Asian","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Black","Declared disabled","50","50","29270","27570"
"Leaver CS","2022","Department for Work and Pensions","Black","Declared non-disabled","340","330","28850","31060"
"Leaver CS","2022","Department for Work and Pensions","Black","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Mixed","Declared disabled","50","40","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Mixed","Declared non-disabled","180","170","27150","27570"
"Leaver CS","2022","Department for Work and Pensions","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Other ethnicity","Declared non-disabled","60","60","30130","29290"
"Leaver CS","2022","Department for Work and Pensions","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Undeclared","Declared disabled","50","40","27930","27570"
"Leaver CS","2022","Department for Work and Pensions","Undeclared","Declared non-disabled","200","150","27850","27570"
"Leaver CS","2022","Department for Work and Pensions","Undeclared","Undeclared","60","50","31010","27570"
"Leaver CS","2022","Department for Work and Pensions","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Unknown","Declared non-disabled","160","130","29770","26120"
"Leaver CS","2022","Department for Work and Pensions","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Unknown","Unknown","980","950","26750","27570"
"Leaver CS","2022","Department for Work and Pensions","White","Declared disabled","1120","920","26380","27570"
"Leaver CS","2022","Department for Work and Pensions","White","Declared non-disabled","4730","4100","27260","27570"
"Leaver CS","2022","Department for Work and Pensions","White","Undeclared","200","180","25950","25110"
"Leaver CS","2022","Department for Work and Pensions","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Asian","Declared non-disabled","190","170","41610","33220"
"Leaver CS","2022","Department of Health and Social Care","Asian","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Asian","Unknown","90","80","42690","32960"
"Leaver CS","2022","Department of Health and Social Care","Black","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Black","Declared non-disabled","150","140","35940","32330"
"Leaver CS","2022","Department of Health and Social Care","Black","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Black","Unknown","50","30","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Mixed","Declared non-disabled","40","40","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Undeclared","Unknown","110","100","46470","40730"
"Leaver CS","2022","Department of Health and Social Care","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Unknown","Unknown","610","210","50640","49300"
"Leaver CS","2022","Department of Health and Social Care","White","Declared disabled","130","110","40300","35970"
"Leaver CS","2022","Department of Health and Social Care","White","Declared non-disabled","1260","1100","41860","37530"
"Leaver CS","2022","Department of Health and Social Care","White","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","White","Unknown","410","300","48570","40560"
"Leaver CS","2022","Estyn","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Estyn","Asian","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Estyn","Black","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Estyn","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Estyn","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Estyn","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Estyn","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Estyn","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Estyn","White","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Estyn","White","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Asian","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Black","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Black","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","White","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","White","Declared non-disabled","40","40","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","White","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Asian","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Asian","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Black","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Unknown","Unknown","80","50","[c]","[c]"
