"Status","Year","Function_of_post","Sex","Age","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Finance","Female","20-29","40","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Female","30-39","40","30","[c]","[c]"
"Leaver CS","2022","Finance","Female","40-49","50","40","[c]","[c]"
"Leaver CS","2022","Finance","Female","50-59","50","40","[c]","[c]"
"Leaver CS","2022","Finance","Female","60-64","40","40","[c]","[c]"
"Leaver CS","2022","Finance","Female","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Male","20-29","60","60","27590","25340"
"Leaver CS","2022","Finance","Male","30-39","40","30","[c]","[c]"
"Leaver CS","2022","Finance","Male","40-49","40","30","[c]","[c]"
"Leaver CS","2022","Finance","Male","50-59","50","40","[c]","[c]"
"Leaver CS","2022","Finance","Male","60-64","50","40","[c]","[c]"
"Leaver CS","2022","Finance","Male","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","Female","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","Female","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","Female","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","Female","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","Female","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","Female","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","Female","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","Male","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","Male","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","Male","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","Male","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","Male","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","Male","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","Male","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Female","20-29","110","100","27070","26890"
"Leaver CS","2022","Human Resources","Female","30-39","90","80","34280","30300"
"Leaver CS","2022","Human Resources","Female","40-49","80","70","41200","38200"
"Leaver CS","2022","Human Resources","Female","50-59","80","70","39630","34290"
"Leaver CS","2022","Human Resources","Female","60-64","70","60","36920","34330"
"Leaver CS","2022","Human Resources","Female","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Male","20-29","50","50","[c]","[c]"
"Leaver CS","2022","Human Resources","Male","30-39","50","40","[c]","[c]"
"Leaver CS","2022","Human Resources","Male","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Male","50-59","40","40","[c]","[c]"
"Leaver CS","2022","Human Resources","Male","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Male","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Female","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Female","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Female","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Female","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Female","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Female","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Male","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Male","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Male","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Male","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Male","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Male","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Female","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Female","20-29","100","90","28010","25280"
"Leaver CS","2022","Legal","Female","30-39","100","100","46250","51250"
"Leaver CS","2022","Legal","Female","40-49","70","60","56870","55610"
"Leaver CS","2022","Legal","Female","50-59","80","70","47440","50980"
"Leaver CS","2022","Legal","Female","60-64","70","60","48890","55610"
"Leaver CS","2022","Legal","Female","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Male","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Male","20-29","60","60","32970","27350"
"Leaver CS","2022","Legal","Male","30-39","60","60","50130","52520"
"Leaver CS","2022","Legal","Male","40-49","50","40","[c]","[c]"
"Leaver CS","2022","Legal","Male","50-59","60","50","53660","53350"
"Leaver CS","2022","Legal","Male","60-64","40","30","[c]","[c]"
"Leaver CS","2022","Legal","Male","65+","30","20","[c]","[c]"
"Leaver CS","2022","No function","Female","16-19","70","70","21300","21170"
"Leaver CS","2022","No function","Female","20-29","3730","3580","25860","24180"
"Leaver CS","2022","No function","Female","30-39","2520","2250","31690","27570"
"Leaver CS","2022","No function","Female","40-49","1940","1720","35130","27570"
"Leaver CS","2022","No function","Female","50-59","2550","2220","34300","27570"
"Leaver CS","2022","No function","Female","60-64","1640","1270","31050","27570"
"Leaver CS","2022","No function","Female","65+","1390","960","27250","24310"
"Leaver CS","2022","No function","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Male","16-19","50","50","[c]","[c]"
"Leaver CS","2022","No function","Male","20-29","2720","2650","25830","23720"
"Leaver CS","2022","No function","Male","30-39","2190","2130","33130","27570"
"Leaver CS","2022","No function","Male","40-49","1390","1330","35950","28220"
"Leaver CS","2022","No function","Male","50-59","1860","1750","36000","27570"
"Leaver CS","2022","No function","Male","60-64","1260","1090","37450","30720"
"Leaver CS","2022","No function","Male","65+","1130","840","31320","27470"
"Leaver CS","2022","No function","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Female","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Female","20-29","100","100","29470","25880"
"Leaver CS","2022","Project Delivery","Female","30-39","100","100","40890","38500"
"Leaver CS","2022","Project Delivery","Female","40-49","80","70","44280","40000"
"Leaver CS","2022","Project Delivery","Female","50-59","90","80","41750","37930"
"Leaver CS","2022","Project Delivery","Female","60-64","60","50","42770","39650"
"Leaver CS","2022","Project Delivery","Female","65+","40","30","[c]","[c]"
"Leaver CS","2022","Project Delivery","Male","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Male","20-29","170","170","27900","26590"
"Leaver CS","2022","Project Delivery","Male","30-39","160","160","38090","37200"
"Leaver CS","2022","Project Delivery","Male","40-49","100","100","44780","41090"
"Leaver CS","2022","Project Delivery","Male","50-59","160","150","46160","40580"
"Leaver CS","2022","Project Delivery","Male","60-64","150","130","45620","40980"
"Leaver CS","2022","Project Delivery","Male","65+","90","80","39250","36490"
"Leaver CS","2022","Project Delivery","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Female","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Female","20-29","40","30","[c]","[c]"
"Leaver CS","2022","Property","Female","30-39","60","50","[c]","[c]"
"Leaver CS","2022","Property","Female","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Female","50-59","60","50","32310","22130"
"Leaver CS","2022","Property","Female","60-64","40","30","[c]","[c]"
"Leaver CS","2022","Property","Female","65+","30","30","[c]","[c]"
"Leaver CS","2022","Property","Male","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Male","20-29","60","50","26330","25000"
"Leaver CS","2022","Property","Male","30-39","30","30","[c]","[c]"
"Leaver CS","2022","Property","Male","40-49","40","40","[c]","[c]"
"Leaver CS","2022","Property","Male","50-59","70","70","34210","30020"
"Leaver CS","2022","Property","Male","60-64","80","70","41560","36460"
"Leaver CS","2022","Property","Male","65+","70","70","35150","33300"
"Leaver CS","2022","Security","Female","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Female","20-29","30","30","[c]","[c]"
"Leaver CS","2022","Security","Female","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Female","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Female","50-59","40","40","[c]","[c]"
"Leaver CS","2022","Security","Female","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Female","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Male","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Male","20-29","100","100","27960","26680"
"Leaver CS","2022","Security","Male","30-39","90","90","30560","27750"
"Leaver CS","2022","Security","Male","40-49","60","60","31930","27680"
"Leaver CS","2022","Security","Male","50-59","170","170","33960","39070"
"Leaver CS","2022","Security","Male","60-64","130","120","37900","39070"
"Leaver CS","2022","Security","Male","65+","90","80","28500","25000"
"Leaver CS","2022","Unknown","Female","16-19","30","30","[c]","[c]"
"Leaver CS","2022","Unknown","Female","20-29","1200","1090","25900","24880"
"Leaver CS","2022","Unknown","Female","30-39","870","740","29860","27470"
"Leaver CS","2022","Unknown","Female","40-49","810","670","31290","27570"
"Leaver CS","2022","Unknown","Female","50-59","1270","1060","32620","27570"
"Leaver CS","2022","Unknown","Female","60-64","1070","830","33190","26670"
"Leaver CS","2022","Unknown","Female","65+","680","490","27980","25260"
"Leaver CS","2022","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Male","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Male","20-29","1150","1070","26540","24880"
"Leaver CS","2022","Unknown","Male","30-39","860","820","31680","27940"
"Leaver CS","2022","Unknown","Male","40-49","580","550","35820","29290"
"Leaver CS","2022","Unknown","Male","50-59","1030","950","34630","29430"
"Leaver CS","2022","Unknown","Male","60-64","1060","900","38100","32740"
"Leaver CS","2022","Unknown","Male","65+","810","640","33420","29080"
"Leaver CS","2022","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Female","20-29","80","80","35960","32900"
"Leaver Dept.","2021","Analysis","Female","30-39","40","40","[c]","[c]"
"Leaver Dept.","2021","Analysis","Female","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Female","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Female","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Male","20-29","70","70","35260","33170"
"Leaver Dept.","2021","Analysis","Male","30-39","50","50","[c]","[c]"
"Leaver Dept.","2021","Analysis","Male","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Male","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Male","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Female","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Female","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Female","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Female","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Female","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Male","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Male","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Male","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Male","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Male","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Female","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Female","20-29","60","60","34540","33050"
"Leaver Dept.","2021","Communications","Female","30-39","40","40","[c]","[c]"
"Leaver Dept.","2021","Communications","Female","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Female","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Male","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Male","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Male","30-39","30","30","[c]","[c]"
"Leaver Dept.","2021","Communications","Male","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Male","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Female","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Female","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Female","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Female","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Male","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Male","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Male","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Male","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Debt","Female","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Debt","Male","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Female","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Female","30-39","40","40","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Female","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Female","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Female","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Female","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Male","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Male","30-39","50","50","43110","42430"
"Leaver Dept.","2021","Digital, Data & Technology","Male","40-49","30","30","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Male","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Male","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Male","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Female","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Female","30-39","40","30","[c]","[c]"
"Leaver Dept.","2021","Finance","Female","40-49","30","30","[c]","[c]"
"Leaver Dept.","2021","Finance","Female","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Female","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Female","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Male","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Male","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Male","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Male","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Male","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Male","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Female","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Female","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Female","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Female","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Female","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Male","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Male","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Male","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Male","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Male","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Female","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Female","20-29","110","110","30050","29030"
"Leaver Dept.","2021","Human Resources","Female","30-39","90","80","41440","37300"
"Leaver Dept.","2021","Human Resources","Female","40-49","70","60","47570","46670"
"Leaver Dept.","2021","Human Resources","Female","50-59","40","40","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Female","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Female","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Male","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Male","20-29","50","50","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Male","30-39","60","60","37990","34400"
"Leaver Dept.","2021","Human Resources","Male","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Male","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Male","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Male","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Female","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Female","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Female","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Female","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Male","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Male","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Male","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Male","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Female","20-29","50","50","[c]","[c]"
"Leaver Dept.","2021","Legal","Female","30-39","40","40","[c]","[c]"
"Leaver Dept.","2021","Legal","Female","40-49","30","30","[c]","[c]"
"Leaver Dept.","2021","Legal","Female","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Female","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Male","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Male","30-39","30","30","[c]","[c]"
"Leaver Dept.","2021","Legal","Male","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Male","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Male","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Female","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Female","20-29","1000","990","31770","32000"
"Leaver Dept.","2021","No function","Female","30-39","700","670","39970","35900"
"Leaver Dept.","2021","No function","Female","40-49","330","310","46820","42840"
"Leaver Dept.","2021","No function","Female","50-59","180","170","40810","34550"
"Leaver Dept.","2021","No function","Female","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Female","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Male","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Male","20-29","770","760","33040","32000"
"Leaver Dept.","2021","No function","Male","30-39","570","560","41430","38580"
"Leaver Dept.","2021","No function","Male","40-49","250","240","48700","48480"
"Leaver Dept.","2021","No function","Male","50-59","170","170","43450","36770"
"Leaver Dept.","2021","No function","Male","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Male","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Female","20-29","70","70","32560","30700"
"Leaver Dept.","2021","Project Delivery","Female","30-39","70","60","41730","39800"
"Leaver Dept.","2021","Project Delivery","Female","40-49","70","60","49730","50250"
"Leaver Dept.","2021","Project Delivery","Female","50-59","50","40","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Female","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Male","20-29","80","80","32070","30430"
"Leaver Dept.","2021","Project Delivery","Male","30-39","90","90","39850","38600"
"Leaver Dept.","2021","Project Delivery","Male","40-49","50","50","45000","40980"
"Leaver Dept.","2021","Project Delivery","Male","50-59","50","40","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Male","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Female","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Female","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Female","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Female","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Female","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Female","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Male","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Male","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Male","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Male","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Male","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Male","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Female","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Female","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Female","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Female","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Male","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Male","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Male","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Male","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","20-29","960","850","30590","28500"
"Leaver Dept.","2021","Unknown","Female","30-39","830","720","35080","30110"
"Leaver Dept.","2021","Unknown","Female","40-49","650","580","38040","31060"
"Leaver Dept.","2021","Unknown","Female","50-59","440","410","34740","29640"
"Leaver Dept.","2021","Unknown","Female","60-64","40","30","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Unknown","60","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","20-29","780","700","30670","28670"
"Leaver Dept.","2021","Unknown","Male","30-39","770","710","35590","31060"
"Leaver Dept.","2021","Unknown","Male","40-49","430","400","37100","31700"
"Leaver Dept.","2021","Unknown","Male","50-59","290","270","37570","31060"
"Leaver Dept.","2021","Unknown","Male","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Unknown","60","30","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Female","20-29","130","110","35770","33750"
"Leaver Dept.","2022","Analysis","Female","30-39","70","50","[c]","[c]"
"Leaver Dept.","2022","Analysis","Female","40-49","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Female","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Female","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Male","20-29","130","100","35440","33710"
"Leaver Dept.","2022","Analysis","Male","30-39","90","70","42740","40290"
"Leaver Dept.","2022","Analysis","Male","40-49","50","30","[c]","[c]"
"Leaver Dept.","2022","Analysis","Male","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Male","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Female","20-29","50","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Female","30-39","70","50","40750","39700"
"Leaver Dept.","2022","Commercial","Female","40-49","70","40","[c]","[c]"
"Leaver Dept.","2022","Commercial","Female","50-59","50","30","[c]","[c]"
"Leaver Dept.","2022","Commercial","Female","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Female","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Male","20-29","50","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Male","30-39","60","40","[c]","[c]"
"Leaver Dept.","2022","Commercial","Male","40-49","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Male","50-59","50","40","[c]","[c]"
"Leaver Dept.","2022","Commercial","Male","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Male","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Female","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Female","20-29","80","70","32560","31410"
"Leaver Dept.","2022","Communications","Female","30-39","90","70","42340","37300"
"Leaver Dept.","2022","Communications","Female","40-49","70","50","[c]","[c]"
"Leaver Dept.","2022","Communications","Female","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Female","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Female","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Male","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Male","20-29","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Male","30-39","80","60","42310","38000"
"Leaver Dept.","2022","Communications","Male","40-49","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Male","50-59","30","[c]","[c]","[c]"
