"Status","Year","Responsibility_level","Region_ITL2","Disability","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","SEO/HEO","Essex","Declared non-disabled","70","60","40250","39070"
"Leaver CS","2022","SEO/HEO","Essex","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Essex","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Gloucestershire, Wiltshire and Bath/Bristol area","Declared disabled","70","70","36940","37400"
"Leaver CS","2022","SEO/HEO","Gloucestershire, Wiltshire and Bath/Bristol area","Declared non-disabled","640","600","35710","35560"
"Leaver CS","2022","SEO/HEO","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","60","60","37970","37360"
"Leaver CS","2022","SEO/HEO","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","160","150","36740","36740"
"Leaver CS","2022","SEO/HEO","Greater Manchester","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Greater Manchester","Declared non-disabled","180","170","35890","36030"
"Leaver CS","2022","SEO/HEO","Greater Manchester","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Greater Manchester","Unknown","60","60","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Hampshire and Isle of Wight","Declared disabled","40","30","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Hampshire and Isle of Wight","Declared non-disabled","230","210","37570","36840"
"Leaver CS","2022","SEO/HEO","Hampshire and Isle of Wight","Undeclared","50","40","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Hampshire and Isle of Wight","Unknown","50","40","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Herefordshire, Worcestershire and Warwickshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Herefordshire, Worcestershire and Warwickshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Herefordshire, Worcestershire and Warwickshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Herefordshire, Worcestershire and Warwickshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Highlands and Islands","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Highlands and Islands","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Highlands and Islands","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Inner London - East","Declared disabled","60","50","38290","36810"
"Leaver CS","2022","SEO/HEO","Inner London - East","Declared non-disabled","500","470","37130","36900"
"Leaver CS","2022","SEO/HEO","Inner London - East","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Inner London - East","Unknown","180","170","38130","38800"
"Leaver CS","2022","SEO/HEO","Inner London - West","Declared disabled","130","110","38390","37310"
"Leaver CS","2022","SEO/HEO","Inner London - West","Declared non-disabled","830","770","38780","38160"
"Leaver CS","2022","SEO/HEO","Inner London - West","Undeclared","70","70","39850","39970"
"Leaver CS","2022","SEO/HEO","Inner London - West","Unknown","660","490","36460","35590"
"Leaver CS","2022","SEO/HEO","Kent","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Kent","Declared non-disabled","40","40","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Kent","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Kent","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Lancashire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Lancashire","Declared non-disabled","80","70","37260","35310"
"Leaver CS","2022","SEO/HEO","Lancashire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Lancashire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Leicestershire, Rutland and Northamptonshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Leicestershire, Rutland and Northamptonshire","Declared non-disabled","60","60","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Leicestershire, Rutland and Northamptonshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Leicestershire, Rutland and Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Lincolnshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Lincolnshire","Declared non-disabled","30","30","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Lincolnshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Merseyside","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Merseyside","Declared non-disabled","120","100","37170","35910"
"Leaver CS","2022","SEO/HEO","Merseyside","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Merseyside","Unknown","40","40","[c]","[c]"
"Leaver CS","2022","SEO/HEO","North Eastern Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","North Eastern Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","North Eastern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","North Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","North Yorkshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","North Yorkshire","Declared non-disabled","60","60","36810","36460"
"Leaver CS","2022","SEO/HEO","North Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","North Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Northern Ireland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Northern Ireland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Northumberland, and Tyne and Wear","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Northumberland, and Tyne and Wear","Declared non-disabled","160","140","36120","35410"
"Leaver CS","2022","SEO/HEO","Northumberland, and Tyne and Wear","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Northumberland, and Tyne and Wear","Unknown","40","40","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Outer London - East and North East","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Outer London - East and North East","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Outer London - East and North East","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Outer London - East and North East","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Outer London - South","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Outer London - South","Declared non-disabled","110","100","39970","38160"
"Leaver CS","2022","SEO/HEO","Outer London - South","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Outer London - South","Unknown","50","50","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Outer London - West and North West","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Outer London - West and North West","Declared non-disabled","120","100","36300","35350"
"Leaver CS","2022","SEO/HEO","Outer London - West and North West","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Outer London - West and North West","Unknown","30","30","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Overseas","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Overseas","Declared non-disabled","30","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Overseas","Unknown","40","40","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Shropshire and Staffordshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Shropshire and Staffordshire","Declared non-disabled","70","60","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Shropshire and Staffordshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Shropshire and Staffordshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","South Yorkshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","South Yorkshire","Declared non-disabled","80","70","36090","35330"
"Leaver CS","2022","SEO/HEO","South Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","South Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Southern Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Southern Scotland","Declared non-disabled","40","40","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Southern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Southern Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Surrey, East and West Sussex","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Surrey, East and West Sussex","Declared non-disabled","80","70","38820","39010"
"Leaver CS","2022","SEO/HEO","Surrey, East and West Sussex","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Tees Valley and Durham","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Tees Valley and Durham","Declared non-disabled","60","50","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Tees Valley and Durham","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Tees Valley and Durham","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Unknown","Declared non-disabled","60","50","38740","39040"
"Leaver CS","2022","SEO/HEO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Unknown","Unknown","70","30","[c]","[c]"
"Leaver CS","2022","SEO/HEO","West Central Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","West Central Scotland","Declared non-disabled","140","130","38190","36130"
"Leaver CS","2022","SEO/HEO","West Central Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","West Central Scotland","Unknown","50","40","[c]","[c]"
"Leaver CS","2022","SEO/HEO","West Midlands","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","West Midlands","Declared non-disabled","180","160","38130","36340"
"Leaver CS","2022","SEO/HEO","West Midlands","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","West Midlands","Unknown","70","70","37590","37340"
"Leaver CS","2022","SEO/HEO","West Wales and The Valleys","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","West Wales and The Valleys","Declared non-disabled","70","60","38510","37410"
"Leaver CS","2022","SEO/HEO","West Wales and The Valleys","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","West Wales and The Valleys","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","West Yorkshire","Declared disabled","30","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","West Yorkshire","Declared non-disabled","200","170","35960","35830"
"Leaver CS","2022","SEO/HEO","West Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","West Yorkshire","Unknown","110","70","36150","37300"
"Leaver CS","2022","Unknown","Bedfordshire and Hertfordshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Bedfordshire and Hertfordshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Bedfordshire and Hertfordshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Bedfordshire and Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Berkshire, Buckinghamshire and Oxfordshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Berkshire, Buckinghamshire and Oxfordshire","Declared non-disabled","50","50","[c]","[c]"
"Leaver CS","2022","Unknown","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Berkshire, Buckinghamshire and Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Cheshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Cheshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Cheshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Cornwall and Isles of Scilly","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Cornwall and Isles of Scilly","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Cornwall and Isles of Scilly","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Cumbria","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Cumbria","Declared non-disabled","30","30","[c]","[c]"
"Leaver CS","2022","Unknown","Cumbria","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Derbyshire and Nottinghamshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Derbyshire and Nottinghamshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Derbyshire and Nottinghamshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Derbyshire and Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Devon","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Devon","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Devon","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Devon","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Dorset and Somerset","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Dorset and Somerset","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Dorset and Somerset","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Dorset and Somerset","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East Anglia","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East Anglia","Declared non-disabled","60","50","[c]","[c]"
"Leaver CS","2022","Unknown","East Anglia","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East Anglia","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East Wales","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East Wales","Declared non-disabled","30","30","[c]","[c]"
"Leaver CS","2022","Unknown","East Wales","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East Yorkshire and Northern Lincolnshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East Yorkshire and Northern Lincolnshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East Yorkshire and Northern Lincolnshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East Yorkshire and Northern Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Eastern Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Eastern Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Essex","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Essex","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Essex","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Essex","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","Declared non-disabled","110","100","38340","39860"
"Leaver CS","2022","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","40","40","[c]","[c]"
"Leaver CS","2022","Unknown","Greater Manchester","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Greater Manchester","Declared non-disabled","40","30","[c]","[c]"
"Leaver CS","2022","Unknown","Greater Manchester","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Greater Manchester","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Hampshire and Isle of Wight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Hampshire and Isle of Wight","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Hampshire and Isle of Wight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Herefordshire, Worcestershire and Warwickshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Herefordshire, Worcestershire and Warwickshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Herefordshire, Worcestershire and Warwickshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Highlands and Islands","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Highlands and Islands","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Inner London - East","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Inner London - East","Declared non-disabled","60","50","[c]","[c]"
"Leaver CS","2022","Unknown","Inner London - East","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Inner London - East","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Inner London - West","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Inner London - West","Declared non-disabled","40","30","[c]","[c]"
"Leaver CS","2022","Unknown","Inner London - West","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Inner London - West","Unknown","60","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Kent","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Kent","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Kent","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Kent","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Lancashire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Lancashire","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Lancashire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Lancashire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Leicestershire, Rutland and Northamptonshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Leicestershire, Rutland and Northamptonshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Leicestershire, Rutland and Northamptonshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Leicestershire, Rutland and Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Lincolnshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Lincolnshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Lincolnshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Merseyside","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Merseyside","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Merseyside","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","North Yorkshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","North Yorkshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","North Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","North Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Northumberland, and Tyne and Wear","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Northumberland, and Tyne and Wear","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Northumberland, and Tyne and Wear","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Northumberland, and Tyne and Wear","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Outer London - East and North East","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Outer London - East and North East","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Outer London - East and North East","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Outer London - East and North East","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Outer London - South","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Outer London - South","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Outer London - South","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Outer London - South","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Outer London - West and North West","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Outer London - West and North West","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Outer London - West and North West","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Outer London - West and North West","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Shropshire and Staffordshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Shropshire and Staffordshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Shropshire and Staffordshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Shropshire and Staffordshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","South Yorkshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","South Yorkshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","South Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","South Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Surrey, East and West Sussex","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Surrey, East and West Sussex","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Surrey, East and West Sussex","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Tees Valley and Durham","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Tees Valley and Durham","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Tees Valley and Durham","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Tees Valley and Durham","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Declared non-disabled","30","30","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Unknown","440","390","36010","33270"
"Leaver CS","2022","Unknown","West Central Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Central Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Central Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Central Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Midlands","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Midlands","Declared non-disabled","40","30","[c]","[c]"
"Leaver CS","2022","Unknown","West Midlands","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Midlands","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Wales and The Valleys","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Wales and The Valleys","Declared non-disabled","40","30","[c]","[c]"
"Leaver CS","2022","Unknown","West Wales and The Valleys","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Wales and The Valleys","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Yorkshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Yorkshire","Declared non-disabled","40","30","[c]","[c]"
"Leaver CS","2022","Unknown","West Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Bedfordshire and Hertfordshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Bedfordshire and Hertfordshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Bedfordshire and Hertfordshire","Undeclared","[c]","[c]","[c]","[c]"
