"Status","Year","Ethnicity","Disability","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Undeclared","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Operational Delivery","50","40","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared disabled","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared disabled","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared disabled","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared non-disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared non-disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared non-disabled","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared non-disabled","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared non-disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared non-disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared non-disabled","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared non-disabled","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared non-disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared non-disabled","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared non-disabled","Operational Delivery","30","30","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared non-disabled","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared non-disabled","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared non-disabled","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared non-disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared non-disabled","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared non-disabled","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared non-disabled","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared non-disabled","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared non-disabled","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared non-disabled","Unknown","120","110","34790","30300"
"Leaver Dept.","2021","Unknown","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","Unknown","60","60","40280","36650"
"Leaver Dept.","2021","Unknown","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Communications","50","50","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Digital, Data and Technology","40","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Finance","40","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Human Resources","50","50","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","International Trade","50","50","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Operational Delivery","330","330","27070","22680"
"Leaver Dept.","2021","Unknown","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Other","50","50","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Policy","530","510","41200","36800"
"Leaver Dept.","2021","Unknown","Unknown","Project Delivery","60","60","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Unknown","1500","1250","35690","32000"
"Leaver Dept.","2021","White","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Declared disabled","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Declared disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Declared disabled","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Declared disabled","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Declared disabled","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Declared disabled","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Declared disabled","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Declared disabled","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Declared disabled","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Declared disabled","Operational Delivery","110","110","28250","24210"
"Leaver Dept.","2021","White","Declared disabled","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Declared disabled","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Declared disabled","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Declared disabled","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Declared disabled","Policy","90","90","42500","37550"
"Leaver Dept.","2021","White","Declared disabled","Project Delivery","40","30","[c]","[c]"
"Leaver Dept.","2021","White","Declared disabled","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Declared disabled","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Declared disabled","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Declared disabled","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Declared disabled","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Declared disabled","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Declared disabled","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Declared disabled","Unknown","340","310","34990","31990"
"Leaver Dept.","2021","White","Declared non-disabled","Commercial","80","80","38210","37410"
"Leaver Dept.","2021","White","Declared non-disabled","Communications","80","80","45630","41340"
"Leaver Dept.","2021","White","Declared non-disabled","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Declared non-disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Declared non-disabled","Digital, Data and Technology","80","80","45550","38360"
"Leaver Dept.","2021","White","Declared non-disabled","Economics","50","50","[c]","[c]"
"Leaver Dept.","2021","White","Declared non-disabled","Finance","100","100","47960","49050"
"Leaver Dept.","2021","White","Declared non-disabled","Human Resources","150","150","38880","34400"
"Leaver Dept.","2021","White","Declared non-disabled","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Declared non-disabled","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Declared non-disabled","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Declared non-disabled","International Trade","30","30","[c]","[c]"
"Leaver Dept.","2021","White","Declared non-disabled","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Declared non-disabled","Legal","60","60","57750","55710"
"Leaver Dept.","2021","White","Declared non-disabled","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Declared non-disabled","Operational Delivery","890","860","29570","24880"
"Leaver Dept.","2021","White","Declared non-disabled","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Declared non-disabled","Other","160","150","38210","31140"
"Leaver Dept.","2021","White","Declared non-disabled","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Declared non-disabled","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Declared non-disabled","Policy","620","600","47200","44090"
"Leaver Dept.","2021","White","Declared non-disabled","Project Delivery","210","210","42610","39420"
"Leaver Dept.","2021","White","Declared non-disabled","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Declared non-disabled","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Declared non-disabled","Science and Engineering","80","80","37410","34510"
"Leaver Dept.","2021","White","Declared non-disabled","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Declared non-disabled","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Declared non-disabled","Statistics","40","40","[c]","[c]"
"Leaver Dept.","2021","White","Declared non-disabled","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Declared non-disabled","Unknown","2280","2090","35980","31990"
"Leaver Dept.","2021","White","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Undeclared","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Undeclared","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Undeclared","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Undeclared","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Undeclared","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Undeclared","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Undeclared","Operational Delivery","60","60","[c]","[c]"
"Leaver Dept.","2021","White","Undeclared","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Undeclared","Policy","40","30","[c]","[c]"
"Leaver Dept.","2021","White","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Undeclared","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Undeclared","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Undeclared","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Undeclared","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Undeclared","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Undeclared","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Undeclared","Unknown","110","100","35190","30300"
"Leaver Dept.","2021","White","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Unknown","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Unknown","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Unknown","Operational Delivery","60","60","35580","30630"
"Leaver Dept.","2021","White","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Unknown","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Unknown","Policy","50","50","[c]","[c]"
"Leaver Dept.","2021","White","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Unknown","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Unknown","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Unknown","Unknown","110","90","[c]","[c]"
"Leaver Dept.","2022","Asian","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Declared disabled","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Declared disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Declared disabled","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Declared disabled","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Declared disabled","Geography","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Declared disabled","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Declared disabled","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Declared disabled","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Declared disabled","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Declared disabled","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Declared disabled","Operational Delivery","80","80","28860","27570"
"Leaver Dept.","2022","Asian","Declared disabled","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Declared disabled","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Declared disabled","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Declared disabled","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Declared disabled","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Declared disabled","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Declared disabled","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Declared disabled","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Declared disabled","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Declared disabled","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Declared disabled","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Declared disabled","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Declared disabled","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Declared non-disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Declared non-disabled","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Declared non-disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Declared non-disabled","Digital, Data and Technology","70","60","41740","37100"
"Leaver Dept.","2022","Asian","Declared non-disabled","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Declared non-disabled","Finance","50","50","[c]","[c]"
"Leaver Dept.","2022","Asian","Declared non-disabled","Geography","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Declared non-disabled","Human Resources","30","30","[c]","[c]"
"Leaver Dept.","2022","Asian","Declared non-disabled","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Declared non-disabled","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Declared non-disabled","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Declared non-disabled","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Declared non-disabled","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Declared non-disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Declared non-disabled","Medicine","40","30","[c]","[c]"
"Leaver Dept.","2022","Asian","Declared non-disabled","Operational Delivery","890","840","29620","27570"
"Leaver Dept.","2022","Asian","Declared non-disabled","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Declared non-disabled","Other","50","50","[c]","[c]"
"Leaver Dept.","2022","Asian","Declared non-disabled","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Declared non-disabled","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Declared non-disabled","Policy","140","140","40380","35070"
"Leaver Dept.","2022","Asian","Declared non-disabled","Project Delivery","40","40","[c]","[c]"
"Leaver Dept.","2022","Asian","Declared non-disabled","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Declared non-disabled","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Declared non-disabled","Science and Engineering","170","170","34380","32330"
"Leaver Dept.","2022","Asian","Declared non-disabled","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Declared non-disabled","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Declared non-disabled","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Declared non-disabled","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Declared non-disabled","Unknown","250","230","42950","36570"
"Leaver Dept.","2022","Asian","Declared non-disabled","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Undeclared","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Undeclared","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Undeclared","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Undeclared","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Undeclared","Operational Delivery","40","40","[c]","[c]"
"Leaver Dept.","2022","Asian","Undeclared","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Undeclared","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Undeclared","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Undeclared","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Operational Delivery","90","80","37670","27920"
"Leaver Dept.","2022","Asian","Unknown","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Science and Engineering","60","60","40980","40510"
"Leaver Dept.","2022","Asian","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Declared disabled","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Declared disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Declared disabled","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Declared disabled","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Declared disabled","Geography","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Declared disabled","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Declared disabled","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Declared disabled","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Declared disabled","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Declared disabled","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Declared disabled","Operational Delivery","40","40","[c]","[c]"
"Leaver Dept.","2022","Black","Declared disabled","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Declared disabled","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Declared disabled","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Declared disabled","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Declared disabled","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Declared disabled","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Declared disabled","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Declared disabled","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Declared disabled","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Declared disabled","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Declared disabled","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Declared disabled","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
