"Status","Year","Function_of_post","Organisation","Disability","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Analysis","Crown Prosecution Service","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Defence Science and Technology Laboratory","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Defence Science and Technology Laboratory","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Defence Science and Technology Laboratory","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Department for Digital, Culture, Media and Sport","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Department for Digital, Culture, Media and Sport","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Department for Digital, Culture, Media and Sport","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Department for Education (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Department for Education (excl. agencies)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Department for International Trade","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Department for International Trade","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Department for Transport (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Department for Transport (excl. agencies)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Driver and Vehicle Standards Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Driver and Vehicle Standards Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Food Standards Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Food Standards Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Government Actuary's Department","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Government Actuary's Department","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Government Actuary's Department","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Health and Safety Executive","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Health and Safety Executive","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Health and Safety Executive","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","HM Courts and Tribunals Service","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","HM Courts and Tribunals Service","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","HM Treasury (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","HM Treasury (excl. agencies)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","HM Treasury (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Insolvency Service","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Insolvency Service","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Ministry of Defence (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Ministry of Defence (excl. agencies)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Ministry of Defence (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Ministry of Housing, Communities and Local Government (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Ministry of Housing, Communities and Local Government (excl. agencies)","Declared non-disabled","30","30","[c]","[c]"
"Leaver Dept.","2021","Analysis","Ministry of Housing, Communities and Local Government (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Ministry of Housing, Communities and Local Government (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Ministry of Justice (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Ministry of Justice (excl. agencies)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Ministry of Justice (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","National Infrastructure Commission","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","National Infrastructure Commission","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Office for Budget Responsibility","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Office for Budget Responsibility","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Office for Budget Responsibility","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Office for Budget Responsibility","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Office for Standards in Education, Children's Services and Skills","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Office for Standards in Education, Children's Services and Skills","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Office of Gas and Electricity Markets","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Office of Gas and Electricity Markets","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Office of Rail and Road","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Office of Rail and Road","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Registers of Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Registers of Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Registers of Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Rural Payments Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Rural Payments Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Rural Payments Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","UK Export Finance","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","UK Export Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","UK Intellectual Property Office","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","UK Intellectual Property Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","UK Intellectual Property Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","United Kingdom Statistics Authority","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","United Kingdom Statistics Authority","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","United Kingdom Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Valuation Office Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Valuation Office Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Valuation Office Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Wales Office","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Wales Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Water Services Regulation Authority","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Water Services Regulation Authority","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Welsh Revenue Authority","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Welsh Revenue Authority","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Welsh Revenue Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Cabinet Office (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Cabinet Office (excl. agencies)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Cabinet Office (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Crown Commercial Service","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Crown Commercial Service","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Crown Commercial Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Defence Equipment and Support","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Defence Equipment and Support","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Defence Science and Technology Laboratory","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Defence Science and Technology Laboratory","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Department for Business, Energy and Industrial Strategy (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Department for Business, Energy and Industrial Strategy (excl. agencies)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Department for Business, Energy and Industrial Strategy (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Department for Digital, Culture, Media and Sport","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Department for Digital, Culture, Media and Sport","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Department for Education (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Department for Education (excl. agencies)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Department for International Development","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Department for International Development","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Department for International Trade","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Department for International Trade","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Driver and Vehicle Licensing Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Driver and Vehicle Licensing Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Driver and Vehicle Licensing Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","FCDO Services","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","FCDO Services","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","FCDO Services","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","HM Prison and Probation Service","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","HM Prison and Probation Service","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","HM Prison and Probation Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Insolvency Service","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Insolvency Service","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Insolvency Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Institute for Apprenticeships and Technical Education","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Institute for Apprenticeships and Technical Education","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Legal Aid Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Legal Aid Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Ministry of Defence (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Ministry of Defence (excl. agencies)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Ministry of Housing, Communities and Local Government (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Ministry of Housing, Communities and Local Government (excl. agencies)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Ministry of Justice (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Ministry of Justice (excl. agencies)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Ministry of Justice (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","National Crime Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","National Crime Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Public Health England","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Public Health England","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Serious Fraud Office","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Serious Fraud Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Submarine Delivery Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Submarine Delivery Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","The National Archives","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","The National Archives","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","UK Export Finance","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","UK Export Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","UK Intellectual Property Office","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","UK Intellectual Property Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Attorney General's Office","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Attorney General's Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Attorney General's Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Cabinet Office (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Cabinet Office (excl. agencies)","Declared non-disabled","30","30","[c]","[c]"
"Leaver Dept.","2021","Communications","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Centre for Environment, Fisheries and Aquaculture Science","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Centre for Environment, Fisheries and Aquaculture Science","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Companies House","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Companies House","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Competition and Markets Authority","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Competition and Markets Authority","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Criminal Injuries Compensation Authority","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Criminal Injuries Compensation Authority","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Crown Commercial Service","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Crown Commercial Service","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Crown Commercial Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Crown Prosecution Service","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Crown Prosecution Service","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Crown Prosecution Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Defence Equipment and Support","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Defence Equipment and Support","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Defence Equipment and Support","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Department for Business, Energy and Industrial Strategy (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Department for Business, Energy and Industrial Strategy (excl. agencies)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Department for Digital, Culture, Media and Sport","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Department for Digital, Culture, Media and Sport","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Department for International Trade","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Department for International Trade","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Driver and Vehicle Standards Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Driver and Vehicle Standards Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Driver and Vehicle Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","ESTYN","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","ESTYN","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Food Standards Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Food Standards Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Foreign, Commonwealth and Development Office (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Foreign, Commonwealth and Development Office (excl. agencies)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Government Legal Department","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Government Legal Department","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Government Legal Department","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Government Legal Department","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Health and Safety Executive","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Health and Safety Executive","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","HM Courts and Tribunals Service","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","HM Courts and Tribunals Service","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","HM Treasury (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","HM Treasury (excl. agencies)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Insolvency Service","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Insolvency Service","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Legal Aid Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Legal Aid Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Medicines and Healthcare Products Regulatory Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Medicines and Healthcare Products Regulatory Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Medicines and Healthcare Products Regulatory Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Ministry of Defence (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Ministry of Defence (excl. agencies)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Ministry of Defence (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Ministry of Housing, Communities and Local Government (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Ministry of Housing, Communities and Local Government (excl. agencies)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Ministry of Housing, Communities and Local Government (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Ministry of Housing, Communities and Local Government (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Ministry of Justice (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Ministry of Justice (excl. agencies)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","National Crime Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","National Crime Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Northern Ireland Office","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Northern Ireland Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Office for Standards in Education, Children's Services and Skills","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Office for Standards in Education, Children's Services and Skills","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Office of Gas and Electricity Markets","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Office of Gas and Electricity Markets","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Office of Rail and Road","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Office of Rail and Road","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Public Health England","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Public Health England","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Rural Payments Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Rural Payments Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
