"Status","Year","Sex","Responsibility_level","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Female","EO","Other","60","60","25890","26680"
"Leaver Dept.","2021","Female","EO","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","EO","Policy","110","110","27970","27420"
"Leaver Dept.","2021","Female","EO","Project Delivery","40","40","[c]","[c]"
"Leaver Dept.","2021","Female","EO","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","EO","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","EO","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","EO","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","EO","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","EO","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","EO","Unknown","750","680","27730","27570"
"Leaver Dept.","2021","Female","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","G6/G7","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","G6/G7","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","G6/G7","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","G6/G7","Digital, Data and Technology","30","30","[c]","[c]"
"Leaver Dept.","2021","Female","G6/G7","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","G6/G7","Finance","50","40","[c]","[c]"
"Leaver Dept.","2021","Female","G6/G7","Human Resources","50","50","[c]","[c]"
"Leaver Dept.","2021","Female","G6/G7","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","G6/G7","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","G6/G7","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","G6/G7","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","G6/G7","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","G6/G7","Legal","50","40","[c]","[c]"
"Leaver Dept.","2021","Female","G6/G7","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","G6/G7","Operational Delivery","70","70","55400","53660"
"Leaver Dept.","2021","Female","G6/G7","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","G6/G7","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","G6/G7","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","G6/G7","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","G6/G7","Policy","300","290","56230","54210"
"Leaver Dept.","2021","Female","G6/G7","Project Delivery","60","60","60280","57950"
"Leaver Dept.","2021","Female","G6/G7","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","G6/G7","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","G6/G7","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","G6/G7","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","G6/G7","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","G6/G7","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","G6/G7","Unknown","420","340","56850","54760"
"Leaver Dept.","2021","Female","SCS","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","SCS","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","SCS","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","SCS","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","SCS","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","SCS","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","SCS","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","SCS","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","SCS","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","SCS","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","SCS","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","SCS","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","SCS","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","SCS","Policy","60","50","82420","76510"
"Leaver Dept.","2021","Female","SCS","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","SCS","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","SCS","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","SCS","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","SCS","Unknown","80","60","[c]","[c]"
"Leaver Dept.","2021","Female","SEO/HEO","Commercial","60","60","35920","36720"
"Leaver Dept.","2021","Female","SEO/HEO","Communications","70","70","38600","38540"
"Leaver Dept.","2021","Female","SEO/HEO","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","SEO/HEO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","SEO/HEO","Digital, Data and Technology","40","40","[c]","[c]"
"Leaver Dept.","2021","Female","SEO/HEO","Economics","30","30","[c]","[c]"
"Leaver Dept.","2021","Female","SEO/HEO","Finance","50","40","[c]","[c]"
"Leaver Dept.","2021","Female","SEO/HEO","Human Resources","100","100","35200","34400"
"Leaver Dept.","2021","Female","SEO/HEO","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","SEO/HEO","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","SEO/HEO","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","SEO/HEO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","SEO/HEO","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","SEO/HEO","Operational Delivery","260","250","34610","33250"
"Leaver Dept.","2021","Female","SEO/HEO","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","SEO/HEO","Other","60","60","33460","32850"
"Leaver Dept.","2021","Female","SEO/HEO","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","SEO/HEO","Policy","450","440","36420","35900"
"Leaver Dept.","2021","Female","SEO/HEO","Project Delivery","110","110","34070","33300"
"Leaver Dept.","2021","Female","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","SEO/HEO","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","SEO/HEO","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","SEO/HEO","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","SEO/HEO","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","SEO/HEO","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","SEO/HEO","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","SEO/HEO","Unknown","1080","950","34020","32810"
"Leaver Dept.","2021","Female","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Operational Delivery","40","40","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Unknown","60","50","[c]","[c]"
"Leaver Dept.","2021","Male","AA/AO","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","AA/AO","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","AA/AO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","AA/AO","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","AA/AO","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","AA/AO","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","AA/AO","Operational Delivery","340","330","20920","20880"
"Leaver Dept.","2021","Male","AA/AO","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","AA/AO","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","AA/AO","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","AA/AO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","AA/AO","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","AA/AO","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","AA/AO","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","AA/AO","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","AA/AO","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","AA/AO","Unknown","510","500","21200","21010"
"Leaver Dept.","2021","Male","EO","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","EO","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","EO","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","EO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","EO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","EO","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","EO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","EO","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","EO","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","EO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","EO","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","EO","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","EO","Operational Delivery","210","210","25550","25020"
"Leaver Dept.","2021","Male","EO","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","EO","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","EO","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","EO","Policy","80","80","27460","27550"
"Leaver Dept.","2021","Male","EO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","EO","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","EO","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","EO","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","EO","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","EO","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","EO","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","EO","Unknown","540","510","27800","27570"
"Leaver Dept.","2021","Male","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","G6/G7","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","G6/G7","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","G6/G7","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","G6/G7","Digital, Data and Technology","40","40","[c]","[c]"
"Leaver Dept.","2021","Male","G6/G7","Economics","40","30","[c]","[c]"
"Leaver Dept.","2021","Male","G6/G7","Finance","30","30","[c]","[c]"
"Leaver Dept.","2021","Male","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","G6/G7","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","G6/G7","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","G6/G7","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","G6/G7","International Trade","40","40","[c]","[c]"
"Leaver Dept.","2021","Male","G6/G7","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","G6/G7","Legal","30","30","[c]","[c]"
"Leaver Dept.","2021","Male","G6/G7","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","G6/G7","Operational Delivery","70","70","56930","53860"
"Leaver Dept.","2021","Male","G6/G7","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","G6/G7","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","G6/G7","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","G6/G7","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","G6/G7","Policy","250","240","56000","53610"
"Leaver Dept.","2021","Male","G6/G7","Project Delivery","50","50","56090","54930"
"Leaver Dept.","2021","Male","G6/G7","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","G6/G7","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","G6/G7","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","G6/G7","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","G6/G7","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","G6/G7","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","G6/G7","Unknown","410","340","58190","56300"
"Leaver Dept.","2021","Male","SCS","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","SCS","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","SCS","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","SCS","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","SCS","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","SCS","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","SCS","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","SCS","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","SCS","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","SCS","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","SCS","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","SCS","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","SCS","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","SCS","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","SCS","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","SCS","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","SCS","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","SCS","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","SCS","Unknown","60","50","[c]","[c]"
"Leaver Dept.","2021","Male","SEO/HEO","Commercial","50","50","[c]","[c]"
"Leaver Dept.","2021","Male","SEO/HEO","Communications","40","40","[c]","[c]"
"Leaver Dept.","2021","Male","SEO/HEO","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","SEO/HEO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","SEO/HEO","Digital, Data and Technology","50","50","[c]","[c]"
"Leaver Dept.","2021","Male","SEO/HEO","Economics","30","30","[c]","[c]"
"Leaver Dept.","2021","Male","SEO/HEO","Finance","50","50","[c]","[c]"
"Leaver Dept.","2021","Male","SEO/HEO","Human Resources","50","50","[c]","[c]"
"Leaver Dept.","2021","Male","SEO/HEO","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","SEO/HEO","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","SEO/HEO","International Trade","40","40","[c]","[c]"
"Leaver Dept.","2021","Male","SEO/HEO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","SEO/HEO","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","SEO/HEO","Operational Delivery","190","180","33980","33100"
"Leaver Dept.","2021","Male","SEO/HEO","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","SEO/HEO","Other","50","50","[c]","[c]"
"Leaver Dept.","2021","Male","SEO/HEO","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","SEO/HEO","Policy","370","360","35940","34400"
"Leaver Dept.","2021","Male","SEO/HEO","Project Delivery","110","110","35160","34570"
"Leaver Dept.","2021","Male","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","SEO/HEO","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","SEO/HEO","Science and Engineering","50","50","[c]","[c]"
"Leaver Dept.","2021","Male","SEO/HEO","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","SEO/HEO","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","SEO/HEO","Statistics","40","30","[c]","[c]"
"Leaver Dept.","2021","Male","SEO/HEO","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","SEO/HEO","Unknown","860","760","34370","32910"
"Leaver Dept.","2021","Male","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Unknown","60","50","[c]","[c]"
"Leaver Dept.","2021","Unknown","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","EO","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","G6/G7","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","G6/G7","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","G6/G7","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","SCS","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","SEO/HEO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","SEO/HEO","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","SEO/HEO","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","AA/AO","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","AA/AO","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","AA/AO","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","AA/AO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","AA/AO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","AA/AO","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","AA/AO","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","AA/AO","Human Resources","30","30","[c]","[c]"
"Leaver Dept.","2022","Female","AA/AO","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","AA/AO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","AA/AO","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","AA/AO","Operational Delivery","1300","1170","21350","21260"
"Leaver Dept.","2022","Female","AA/AO","Other","110","100","21590","21260"
"Leaver Dept.","2022","Female","AA/AO","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","AA/AO","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","AA/AO","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","AA/AO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","AA/AO","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","AA/AO","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","AA/AO","Science and Engineering","120","110","21650","21820"
"Leaver Dept.","2022","Female","AA/AO","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","AA/AO","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","AA/AO","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","AA/AO","Unknown","390","350","21760","21260"
"Leaver Dept.","2022","Female","EO","Commercial","30","30","[c]","[c]"
"Leaver Dept.","2022","Female","EO","Communications","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","EO","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","EO","Counter Fraud","30","30","[c]","[c]"
"Leaver Dept.","2022","Female","EO","Digital, Data and Technology","50","40","[c]","[c]"
"Leaver Dept.","2022","Female","EO","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","EO","Finance","70","50","[c]","[c]"
"Leaver Dept.","2022","Female","EO","Geography","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","EO","Human Resources","100","80","26710","26880"
"Leaver Dept.","2022","Female","EO","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","EO","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","EO","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","EO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","EO","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","EO","Operational Delivery","1890","1770","27050","27570"
"Leaver Dept.","2022","Female","EO","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","EO","Other","190","180","27260","27570"
"Leaver Dept.","2022","Female","EO","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","EO","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","EO","Policy","140","110","27350","27850"
"Leaver Dept.","2022","Female","EO","Project Delivery","40","40","[c]","[c]"
"Leaver Dept.","2022","Female","EO","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","EO","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","EO","Science and Engineering","190","180","25570","25660"
"Leaver Dept.","2022","Female","EO","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","EO","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","EO","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","EO","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","EO","Unknown","340","320","27950","27570"
"Leaver Dept.","2022","Female","G6/G7","Commercial","50","40","[c]","[c]"
"Leaver Dept.","2022","Female","G6/G7","Communications","70","30","[c]","[c]"
"Leaver Dept.","2022","Female","G6/G7","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","G6/G7","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","G6/G7","Digital, Data and Technology","70","60","57920","57300"
"Leaver Dept.","2022","Female","G6/G7","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","G6/G7","Finance","70","50","58120","56360"
"Leaver Dept.","2022","Female","G6/G7","Geography","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","G6/G7","Human Resources","100","90","56970","54540"
"Leaver Dept.","2022","Female","G6/G7","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","G6/G7","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","G6/G7","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","G6/G7","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","G6/G7","Knowledge and Information Management","80","70","56340","54230"
"Leaver Dept.","2022","Female","G6/G7","Legal","60","60","59500","58500"
"Leaver Dept.","2022","Female","G6/G7","Medicine","60","50","64920","54760"
"Leaver Dept.","2022","Female","G6/G7","Operational Delivery","640","600","56970","54230"
"Leaver Dept.","2022","Female","G6/G7","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","G6/G7","Other","30","30","[c]","[c]"
"Leaver Dept.","2022","Female","G6/G7","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","G6/G7","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","G6/G7","Policy","410","310","57010","54340"
"Leaver Dept.","2022","Female","G6/G7","Project Delivery","60","60","58550","57760"
"Leaver Dept.","2022","Female","G6/G7","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","G6/G7","Science and Engineering","350","330","56780","53120"
