"Status","Year","Responsibility_level","Ethnicity","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","G6/G7","Chinese","East Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Chinese","East Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Chinese","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Chinese","East Surrey","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Chinese","East Sussex CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Chinese","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Chinese","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Chinese","Falkirk","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Chinese","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Chinese","Glasgow City","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Chinese","Gloucestershire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Chinese","Greater Manchester North East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Chinese","Greater Manchester North West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Chinese","Greater Manchester South East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Chinese","Greater Manchester South West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Chinese","Gwent Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Chinese","Gwynedd","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Chinese","Hackney and Newham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Chinese","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Chinese","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Chinese","Heart of Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Chinese","Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Chinese","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Chinese","Inverclyde, East Renfrewshire and Renfrewshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Chinese","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Chinese","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Chinese","Lambeth","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Chinese","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Chinese","Leeds","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Chinese","Leicester","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Chinese","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Chinese","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Chinese","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Chinese","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Chinese","Liverpool","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Chinese","Luton","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Chinese","Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Chinese","Medway","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Chinese","Mid Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Chinese","Mid Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Chinese","Milton Keynes","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Chinese","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Chinese","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Chinese","North Hampshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Chinese","North Lanarkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Chinese","North Yorkshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Chinese","Northumberland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Chinese","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Chinese","Nottingham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Chinese","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Chinese","Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Chinese","Perth and Kinross and Stirling","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Chinese","Peterborough","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Chinese","Plymouth","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Chinese","Portsmouth","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Chinese","Powys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Chinese","Scottish Borders","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Chinese","Sefton","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Chinese","Sheffield","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Chinese","Shropshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Chinese","Solihull","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Chinese","Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Chinese","South and West Derbyshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Chinese","South Hampshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Chinese","South Lanarkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Chinese","South Teesside","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Chinese","South West Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Chinese","Southampton","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Chinese","Southend-on-Sea","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Chinese","Staffordshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Chinese","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Chinese","Suffolk","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Chinese","Swansea","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Chinese","Swindon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Chinese","Telford and Wrekin","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Chinese","Tower Hamlets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Chinese","Tyneside","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Chinese","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Chinese","Wakefield","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Chinese","Walsall","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Chinese","Warrington","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Chinese","Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Chinese","West Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Chinese","West Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Chinese","West Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Chinese","West Lothian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Chinese","West Surrey","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Chinese","West Sussex (North East)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Chinese","West Sussex (South West)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Chinese","Westminster","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Chinese","Wiltshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Chinese","Wirral","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Chinese","Wolverhampton","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Chinese","Worcestershire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Chinese","York","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Mixed","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Mixed","Angus and Dundee City","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Mixed","Ards and North Down","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Mixed","Barnet","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Mixed","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Mixed","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Mixed","Bedford","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Mixed","Belfast","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Mixed","Berkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Mixed","Birmingham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Mixed","Blackpool","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Mixed","Bournemouth and Poole","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Mixed","Bradford","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Mixed","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Mixed","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Mixed","Brighton and Hove","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Mixed","Bristol, City of","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Mixed","Bromley","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Mixed","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Mixed","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Mixed","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Mixed","Camden and City of London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Mixed","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Mixed","Central Hampshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Mixed","Central Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Mixed","Cheshire East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Mixed","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Mixed","City of Edinburgh","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Mixed","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Mixed","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Mixed","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Mixed","Coventry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Mixed","Croydon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Mixed","Darlington","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Mixed","Devon CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Mixed","Dorset CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Mixed","Dudley","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Mixed","Durham CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Mixed","East Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Mixed","East Derbyshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Mixed","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Mixed","East Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Mixed","East Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Mixed","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Mixed","East Surrey","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Mixed","East Sussex CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Mixed","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Mixed","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Mixed","Falkirk","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Mixed","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Mixed","Glasgow City","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Mixed","Gloucestershire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Mixed","Greater Manchester North East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Mixed","Greater Manchester North West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Mixed","Greater Manchester South East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Mixed","Greater Manchester South West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Mixed","Gwent Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Mixed","Gwynedd","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Mixed","Hackney and Newham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Mixed","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Mixed","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Mixed","Heart of Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Mixed","Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Mixed","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Mixed","Inverclyde, East Renfrewshire and Renfrewshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Mixed","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Mixed","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Mixed","Lambeth","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Mixed","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Mixed","Leeds","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Mixed","Leicester","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Mixed","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Mixed","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Mixed","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Mixed","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Mixed","Liverpool","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Mixed","Luton","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Mixed","Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Mixed","Medway","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Mixed","Mid Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Mixed","Mid Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Mixed","Milton Keynes","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Mixed","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Mixed","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Mixed","North Hampshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Mixed","North Lanarkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Mixed","North Yorkshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Mixed","Northumberland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Mixed","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Mixed","Nottingham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Mixed","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Mixed","Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Mixed","Perth and Kinross and Stirling","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Mixed","Peterborough","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Mixed","Plymouth","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Mixed","Portsmouth","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Mixed","Powys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Mixed","Scottish Borders","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Mixed","Sefton","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Mixed","Sheffield","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Mixed","Shropshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Mixed","Solihull","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Mixed","Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Mixed","South and West Derbyshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Mixed","South Hampshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Mixed","South Lanarkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Mixed","South Teesside","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Mixed","South West Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Mixed","Southampton","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Mixed","Southend-on-Sea","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Mixed","Staffordshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Mixed","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Mixed","Suffolk","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Mixed","Swansea","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Mixed","Swindon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Mixed","Telford and Wrekin","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Mixed","Tower Hamlets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Mixed","Tyneside","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Mixed","Wakefield","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Mixed","Walsall","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Mixed","Warrington","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Mixed","Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Mixed","West Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Mixed","West Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Mixed","West Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Mixed","West Lothian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Mixed","West Surrey","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Mixed","West Sussex (North East)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Mixed","West Sussex (South West)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Mixed","Westminster","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Mixed","Wiltshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Mixed","Wirral","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Mixed","Wolverhampton","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Mixed","Worcestershire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Mixed","York","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Other ethnicity","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Other ethnicity","Angus and Dundee City","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Other ethnicity","Ards and North Down","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Other ethnicity","Barnet","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Other ethnicity","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Other ethnicity","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Other ethnicity","Bedford","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Other ethnicity","Belfast","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Other ethnicity","Berkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Other ethnicity","Birmingham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Other ethnicity","Blackpool","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Other ethnicity","Bournemouth and Poole","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Other ethnicity","Bradford","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Other ethnicity","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Other ethnicity","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Other ethnicity","Brighton and Hove","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Other ethnicity","Bristol, City of","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Other ethnicity","Bromley","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Other ethnicity","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Other ethnicity","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Other ethnicity","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Other ethnicity","Camden and City of London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Other ethnicity","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Other ethnicity","Central Hampshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Other ethnicity","Central Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Other ethnicity","Cheshire East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Other ethnicity","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Other ethnicity","City of Edinburgh","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Other ethnicity","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Other ethnicity","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Other ethnicity","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Other ethnicity","Coventry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Other ethnicity","Croydon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Other ethnicity","Darlington","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Other ethnicity","Devon CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Other ethnicity","Dorset CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Other ethnicity","Dudley","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Other ethnicity","Durham CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Other ethnicity","East Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Other ethnicity","East Derbyshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Other ethnicity","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Other ethnicity","East Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Other ethnicity","East Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Other ethnicity","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Other ethnicity","East Surrey","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Other ethnicity","East Sussex CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Other ethnicity","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Other ethnicity","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Other ethnicity","Falkirk","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Other ethnicity","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Other ethnicity","Glasgow City","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Other ethnicity","Gloucestershire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Other ethnicity","Greater Manchester North East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Other ethnicity","Greater Manchester North West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Other ethnicity","Greater Manchester South East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Other ethnicity","Greater Manchester South West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Other ethnicity","Gwent Valleys","[c]","[c]","[c]","[c]"
