"Status","Year","Ethnicity","Profession_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Other ethnicity","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Veterinarian","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Veterinarian","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Veterinarian","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Veterinarian","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Veterinarian","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Veterinarian","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Veterinarian","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Veterinarian","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Veterinarian","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Commercial","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Commercial","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Commercial","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Commercial","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Commercial","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Communications","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Communications","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Corporate Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Counter Fraud","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Counter Fraud","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Counter Fraud","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Counter Fraud","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Counter Fraud","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Counter Fraud","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Counter Fraud","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Counter Fraud","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Counter Fraud","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Counter Fraud","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Counter Fraud","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data and Technology","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data and Technology","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data and Technology","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data and Technology","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data and Technology","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data and Technology","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data and Technology","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data and Technology","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data and Technology","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data and Technology","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Economics","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Economics","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Finance","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Finance","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Finance","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Finance","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Finance","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Finance","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Finance","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Geography","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Geography","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Geography","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Human Resources","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Human Resources","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Human Resources","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Human Resources","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Human Resources","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Human Resources","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Human Resources","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Inspector of Education and Training","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Intelligence Analysis","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Intelligence Analysis","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Intelligence Analysis","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Intelligence Analysis","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Intelligence Analysis","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Internal Audit","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","International Trade","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","International Trade","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Knowledge and Information Management","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Knowledge and Information Management","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Knowledge and Information Management","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Knowledge and Information Management","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Knowledge and Information Management","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Knowledge and Information Management","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Knowledge and Information Management","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Legal","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Legal","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Legal","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Legal","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Legal","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Legal","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Legal","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Medicine","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Medicine","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Medicine","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Medicine","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Medicine","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Medicine","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Medicine","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Medicine","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Operational Delivery","East Midlands (England)","50","40","[c]","[c]"
"Leaver CS","2022","Undeclared","Operational Delivery","East of England","50","50","[c]","[c]"
"Leaver CS","2022","Undeclared","Operational Delivery","London","160","140","36100","31520"
"Leaver CS","2022","Undeclared","Operational Delivery","North East (England)","40","30","[c]","[c]"
"Leaver CS","2022","Undeclared","Operational Delivery","North West (England)","90","70","27650","25080"
"Leaver CS","2022","Undeclared","Operational Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Operational Delivery","Scotland","50","40","29900","27370"
"Leaver CS","2022","Undeclared","Operational Delivery","South East (England)","120","100","27050","26090"
"Leaver CS","2022","Undeclared","Operational Delivery","South West (England)","50","40","[c]","[c]"
"Leaver CS","2022","Undeclared","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Operational Delivery","Wales","40","40","[c]","[c]"
"Leaver CS","2022","Undeclared","Operational Delivery","West Midlands (England)","50","40","[c]","[c]"
"Leaver CS","2022","Undeclared","Operational Delivery","Yorkshire and The Humber","50","40","[c]","[c]"
"Leaver CS","2022","Undeclared","Operational Research","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Operational Research","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Planning","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Planning Inspectors","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Policy","London","40","40","[c]","[c]"
"Leaver CS","2022","Undeclared","Policy","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Policy","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Policy","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Policy","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Policy","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Policy","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Policy","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Property","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Property","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Property","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Property","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Property","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Property","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Property","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Property","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Property","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Property","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Property","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Psychology","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Psychology","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Science and Engineering","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Science and Engineering","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Science and Engineering","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Science and Engineering","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Science and Engineering","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Science and Engineering","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Science and Engineering","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Science and Engineering","South West (England)","40","40","[c]","[c]"
"Leaver CS","2022","Undeclared","Science and Engineering","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Science and Engineering","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Science and Engineering","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Security","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Security","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Security","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Security","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Security","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Security","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Security","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Security","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Security","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Social Research","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Social Research","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Social Research","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Statistics","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Statistics","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Statistics","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Statistics","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Statistics","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Tax","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Tax","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Tax","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Tax","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Tax","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","London","60","50","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","North East (England)","30","20","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","North West (England)","40","30","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Scotland","30","30","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Veterinarian","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Veterinarian","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Veterinarian","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","London","40","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","London","70","50","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Corporate Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Counter Fraud","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Counter Fraud","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Counter Fraud","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Counter Fraud","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Counter Fraud","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Counter Fraud","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Counter Fraud","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Counter Fraud","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data and Technology","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data and Technology","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data and Technology","London","90","70","50790","53420"
"Leaver CS","2022","Unknown","Digital, Data and Technology","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data and Technology","North West (England)","30","30","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data and Technology","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data and Technology","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data and Technology","South West (England)","40","40","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data and Technology","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data and Technology","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data and Technology","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Economics","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Economics","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Economics","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","London","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Geography","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Inspector of Education and Training","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Inspector of Education and Training","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Inspector of Education and Training","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Intelligence Analysis","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Intelligence Analysis","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Intelligence Analysis","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Intelligence Analysis","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Internal Audit","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Internal Audit","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Internal Audit","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","International Trade","London","50","50","[c]","[c]"
"Leaver CS","2022","Unknown","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Knowledge and Information Management","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Knowledge and Information Management","Scotland","[c]","[c]","[c]","[c]"
