"Status","Year","Parent_department","Region_ITL3","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Ministry of Justice","Isle of Wight","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Isle of Wight","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Isle of Wight","No function","640","600","28320","26610"
"In post","2022","Ministry of Justice","Isle of Wight","Property","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Isle of Wight","Security","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Kensington & Chelsea and Hammersmith & Fulham","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Kensington & Chelsea and Hammersmith & Fulham","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Kensington & Chelsea and Hammersmith & Fulham","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Kensington & Chelsea and Hammersmith & Fulham","No function","620","600","33270","32420"
"In post","2022","Ministry of Justice","Kensington & Chelsea and Hammersmith & Fulham","Property","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Kensington & Chelsea and Hammersmith & Fulham","Security","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Kent Thames Gateway","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Kent Thames Gateway","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Kent Thames Gateway","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Kent Thames Gateway","No function","1270","1210","30150","30700"
"In post","2022","Ministry of Justice","Kent Thames Gateway","Property","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Kent Thames Gateway","Security","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Kingston upon Hull, City of","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Kingston upon Hull, City of","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Kingston upon Hull, City of","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Kingston upon Hull, City of","No function","800","740","28320","27090"
"In post","2022","Ministry of Justice","Kingston upon Hull, City of","Property","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Kingston upon Hull, City of","Security","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Lambeth","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Lambeth","No function","500","480","35990","33550"
"In post","2022","Ministry of Justice","Lambeth","Security","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Lancaster and Wyre","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Lancaster and Wyre","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Lancaster and Wyre","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Lancaster and Wyre","No function","350","320","28580","26950"
"In post","2022","Ministry of Justice","Lancaster and Wyre","Property","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Lancaster and Wyre","Security","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Leeds","Analysis","60","50","35860","30450"
"In post","2022","Ministry of Justice","Leeds","Commercial","70","70","34090","36050"
"In post","2022","Ministry of Justice","Leeds","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Leeds","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Leeds","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Leeds","Human Resources","40","40","[c]","[c]"
"In post","2022","Ministry of Justice","Leeds","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Leeds","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Leeds","No function","2270","2130","29180","26610"
"In post","2022","Ministry of Justice","Leeds","Project Delivery","80","80","37470","36050"
"In post","2022","Ministry of Justice","Leeds","Property","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Leeds","Security","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Leicester","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Leicester","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Leicester","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Leicester","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Leicester","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Leicester","No function","940","870","26880","24090"
"In post","2022","Ministry of Justice","Leicester","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Leicester","Property","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Leicester","Security","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Leicestershire CC and Rutland","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Leicestershire CC and Rutland","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Leicestershire CC and Rutland","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Leicestershire CC and Rutland","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Leicestershire CC and Rutland","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Leicestershire CC and Rutland","No function","1120","1050","28190","25830"
"In post","2022","Ministry of Justice","Leicestershire CC and Rutland","Property","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Leicestershire CC and Rutland","Security","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Lewisham and Southwark","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Lewisham and Southwark","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Lewisham and Southwark","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Lewisham and Southwark","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Lewisham and Southwark","No function","580","560","34110","32090"
"In post","2022","Ministry of Justice","Lewisham and Southwark","Property","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Lewisham and Southwark","Security","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Lincolnshire CC","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Lincolnshire CC","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Lincolnshire CC","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Lincolnshire CC","No function","1030","980","28600","26460"
"In post","2022","Ministry of Justice","Lincolnshire CC","Property","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Lincolnshire CC","Security","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Liverpool","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Liverpool","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Liverpool","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Liverpool","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Liverpool","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Liverpool","No function","1420","1310","27710","25120"
"In post","2022","Ministry of Justice","Liverpool","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Liverpool","Property","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Liverpool","Security","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Luton","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Luton","No function","200","180","25930","23630"
"In post","2022","Ministry of Justice","Luton","Property","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Manchester","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Manchester","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Manchester","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Manchester","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Manchester","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Manchester","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Manchester","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Manchester","No function","1800","1680","28300","25120"
"In post","2022","Ministry of Justice","Manchester","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Manchester","Property","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Manchester","Security","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Manchester","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Medway","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Medway","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Medway","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Medway","No function","870","830","30040","28610"
"In post","2022","Ministry of Justice","Medway","Property","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Medway","Security","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Merton, Kingston upon Thames and Sutton","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Merton, Kingston upon Thames and Sutton","No function","200","180","29960","28310"
"In post","2022","Ministry of Justice","Merton, Kingston upon Thames and Sutton","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Mid Kent","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Mid Kent","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Mid Kent","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Mid Kent","No function","570","530","29210","27380"
"In post","2022","Ministry of Justice","Mid Kent","Property","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Mid Kent","Security","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Mid Lancashire","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Mid Lancashire","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Mid Lancashire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Mid Lancashire","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Mid Lancashire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Mid Lancashire","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Mid Lancashire","No function","1020","930","29880","27250"
"In post","2022","Ministry of Justice","Mid Lancashire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Mid Lancashire","Property","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Mid Lancashire","Security","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Milton Keynes","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Milton Keynes","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Milton Keynes","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Milton Keynes","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Milton Keynes","No function","690","670","29830","29260"
"In post","2022","Ministry of Justice","Milton Keynes","Property","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Milton Keynes","Security","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Monmouthshire and Newport","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Monmouthshire and Newport","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Monmouthshire and Newport","Human Resources","60","60","33950","32550"
"In post","2022","Ministry of Justice","Monmouthshire and Newport","No function","490","440","29210","28010"
"In post","2022","Ministry of Justice","Monmouthshire and Newport","Property","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Monmouthshire and Newport","Security","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","North and North East Lincolnshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","North and North East Lincolnshire","No function","160","150","28490","25120"
"In post","2022","Ministry of Justice","North and North East Lincolnshire","Security","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","North and West Norfolk","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","North and West Norfolk","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","North and West Norfolk","No function","390","360","28980","28010"
"In post","2022","Ministry of Justice","North and West Norfolk","Property","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","North and West Norfolk","Security","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","North Hampshire","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","North Hampshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","North Hampshire","No function","150","140","28270","24800"
"In post","2022","Ministry of Justice","North Hampshire","Property","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","North Northamptonshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","North Northamptonshire","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","North Northamptonshire","No function","60","60","28600","28200"
"In post","2022","Ministry of Justice","North Nottinghamshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","North Nottinghamshire","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","North Nottinghamshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","North Nottinghamshire","No function","710","670","28900","27120"
"In post","2022","Ministry of Justice","North Nottinghamshire","Property","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","North Nottinghamshire","Security","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","North Yorkshire CC","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","North Yorkshire CC","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","North Yorkshire CC","No function","130","110","28550","25120"
"In post","2022","Ministry of Justice","North Yorkshire CC","Property","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Northumberland","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Northumberland","No function","80","70","30780","30210"
"In post","2022","Ministry of Justice","Northumberland","Security","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Norwich and East Norfolk","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Norwich and East Norfolk","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Norwich and East Norfolk","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Norwich and East Norfolk","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Norwich and East Norfolk","No function","800","760","26420","24090"
"In post","2022","Ministry of Justice","Norwich and East Norfolk","Property","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Norwich and East Norfolk","Security","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Nottingham","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Nottingham","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Nottingham","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Nottingham","Digital, Data & Technology","30","30","[c]","[c]"
"In post","2022","Ministry of Justice","Nottingham","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Nottingham","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Nottingham","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Nottingham","No function","1580","1460","26650","25120"
"In post","2022","Ministry of Justice","Nottingham","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Nottingham","Property","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Nottingham","Security","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Nottingham","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Oxfordshire CC","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Oxfordshire CC","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Oxfordshire CC","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Oxfordshire CC","No function","930","870","30090","29420"
"In post","2022","Ministry of Justice","Oxfordshire CC","Property","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Oxfordshire CC","Security","50","50","40930","41430"
"In post","2022","Ministry of Justice","Peterborough","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Peterborough","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Peterborough","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Peterborough","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Peterborough","No function","250","230","31950","28200"
"In post","2022","Ministry of Justice","Peterborough","Property","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Peterborough","Security","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Plymouth","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Plymouth","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Plymouth","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Plymouth","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Plymouth","No function","220","190","28100","24800"
"In post","2022","Ministry of Justice","Plymouth","Property","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Portsmouth","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Portsmouth","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Portsmouth","No function","210","180","28090","24800"
"In post","2022","Ministry of Justice","Portsmouth","Property","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Powys","No function","30","30","[c]","[c]"
"In post","2022","Ministry of Justice","Redbridge and Waltham Forest","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Redbridge and Waltham Forest","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Redbridge and Waltham Forest","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Redbridge and Waltham Forest","No function","250","220","31010","28310"
"In post","2022","Ministry of Justice","Sandwell","No function","100","90","28530","25560"
"In post","2022","Ministry of Justice","Sefton","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Sefton","No function","150","140","28630","24800"
"In post","2022","Ministry of Justice","Sefton","Property","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Sheffield","Digital, Data & Technology","100","100","51920","50430"
"In post","2022","Ministry of Justice","Sheffield","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Sheffield","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Sheffield","No function","430","380","28050","25120"
"In post","2022","Ministry of Justice","Sheffield","Property","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Sheffield","Security","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Shropshire","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Shropshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Shropshire","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Shropshire","No function","410","380","28900","27120"
"In post","2022","Ministry of Justice","Shropshire","Property","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Shropshire","Security","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Somerset CC","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Somerset CC","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Somerset CC","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Somerset CC","No function","220","200","27290","24090"
"In post","2022","Ministry of Justice","Somerset CC","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Somerset CC","Property","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","South and West Derbyshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","South and West Derbyshire","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","South and West Derbyshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","South and West Derbyshire","No function","460","430","29500","27120"
"In post","2022","Ministry of Justice","South and West Derbyshire","Property","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","South and West Derbyshire","Security","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","South Ayrshire","No function","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","South Hampshire","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","South Hampshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","South Hampshire","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","South Hampshire","No function","110","100","29240","24980"
"In post","2022","Ministry of Justice","South Lanarkshire","No function","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","South Nottinghamshire","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","South Nottinghamshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","South Nottinghamshire","No function","450","430","29210","27380"
"In post","2022","Ministry of Justice","South Nottinghamshire","Security","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","South Teesside","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","South Teesside","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","South Teesside","No function","320","280","27300","24800"
"In post","2022","Ministry of Justice","South Teesside","Security","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","South West Wales","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","South West Wales","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","South West Wales","No function","170","160","27960","25120"
"In post","2022","Ministry of Justice","South West Wales","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","South West Wales","Property","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","South West Wales","Security","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Southampton","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Southampton","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Southampton","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Southampton","No function","250","220","27410","24800"
"In post","2022","Ministry of Justice","Southampton","Property","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Southend-on-Sea","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Southend-on-Sea","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Southend-on-Sea","No function","110","100","26900","24800"
"In post","2022","Ministry of Justice","Staffordshire CC","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Staffordshire CC","Commercial","60","60","26230","25120"
"In post","2022","Ministry of Justice","Staffordshire CC","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Staffordshire CC","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Staffordshire CC","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Staffordshire CC","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Staffordshire CC","No function","2350","2220","28980","26610"
"In post","2022","Ministry of Justice","Staffordshire CC","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Staffordshire CC","Property","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Staffordshire CC","Security","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Stoke-on-Trent","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Stoke-on-Trent","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Stoke-on-Trent","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Stoke-on-Trent","No function","650","590","24130","20970"
"In post","2022","Ministry of Justice","Stoke-on-Trent","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Suffolk CC","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Suffolk CC","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Suffolk CC","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Suffolk CC","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Suffolk CC","No function","1330","1240","29310","28140"
"In post","2022","Ministry of Justice","Suffolk CC","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Suffolk CC","Property","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Suffolk CC","Security","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Sunderland","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Sunderland","No function","120","110","28860","26370"
"In post","2022","Ministry of Justice","Sunderland","Property","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Swansea","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Swansea","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Swansea","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Swansea","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Swansea","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Swansea","No function","630","570","28330","26850"
"In post","2022","Ministry of Justice","Swansea","Property","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Swansea","Security","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Swindon","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Swindon","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Swindon","No function","160","150","26880","23170"
"In post","2022","Ministry of Justice","Telford and Wrekin","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Telford and Wrekin","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Telford and Wrekin","No function","90","80","30180","24800"
"In post","2022","Ministry of Justice","Telford and Wrekin","Property","[c]","[c]","[c]","[c]"
