"Status","Year","Responsibility_level","Profession_of_post","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","SCS","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Unknown","Unknown","130","90","91870","84710"
"Leaver CS","2021","SEO/HEO","Commercial","Commercial","70","60","37070","36410"
"Leaver CS","2021","SEO/HEO","Commercial","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Commercial","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Communications","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Communications","Communications","90","90","35790","34340"
"Leaver CS","2021","SEO/HEO","Communications","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Communications","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Communications","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Corporate Finance","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Digital, Data and Technology","Digital, Data & Technology","140","140","37830","38000"
"Leaver CS","2021","SEO/HEO","Digital, Data and Technology","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Digital, Data and Technology","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Digital, Data and Technology","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Digital, Data and Technology","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Economics","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Economics","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Finance","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Finance","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Finance","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Finance","Finance","90","80","39600","37880"
"Leaver CS","2021","SEO/HEO","Finance","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Finance","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Human Resources","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Human Resources","Human Resources","110","100","38710","38980"
"Leaver CS","2021","SEO/HEO","Human Resources","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Human Resources","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Inspector of Education and Training","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Intelligence Analysis","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Intelligence Analysis","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Internal Audit","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","International Trade","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Knowledge and Information Management","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Knowledge and Information Management","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Knowledge and Information Management","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Knowledge and Information Management","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Knowledge and Information Management","No function","30","30","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Knowledge and Information Management","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Knowledge and Information Management","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Legal","Legal","130","100","41270","42460"
"Leaver CS","2021","SEO/HEO","Medicine","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Medicine","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Medicine","Unknown","60","60","38500","37890"
"Leaver CS","2021","SEO/HEO","Operational Delivery","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Operational Delivery","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Operational Delivery","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Operational Delivery","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Operational Delivery","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Operational Delivery","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Operational Delivery","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Operational Delivery","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Operational Delivery","No function","650","590","37760","35900"
"Leaver CS","2021","SEO/HEO","Operational Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Operational Delivery","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Operational Delivery","Unknown","110","100","36680","36370"
"Leaver CS","2021","SEO/HEO","Operational Research","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Operational Research","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Other","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Other","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Other","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Other","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Other","No function","40","40","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Other","Project Delivery","50","50","33960","32720"
"Leaver CS","2021","SEO/HEO","Other","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Other","Unknown","200","190","36480","36240"
"Leaver CS","2021","SEO/HEO","Planning","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Planning","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Planning Inspectors","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Policy","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Policy","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Policy","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Policy","No function","170","170","35870","34520"
"Leaver CS","2021","SEO/HEO","Policy","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Policy","Unknown","100","100","37840","37410"
"Leaver CS","2021","SEO/HEO","Project Delivery","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Project Delivery","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Project Delivery","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Project Delivery","Project Delivery","190","180","36870","36970"
"Leaver CS","2021","SEO/HEO","Project Delivery","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Property","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Property","Property","150","130","38560","37710"
"Leaver CS","2021","SEO/HEO","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Psychology","No function","50","40","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Science and Engineering","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Science and Engineering","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Science and Engineering","No function","210","200","35090","34590"
"Leaver CS","2021","SEO/HEO","Science and Engineering","Project Delivery","80","70","37840","37540"
"Leaver CS","2021","SEO/HEO","Science and Engineering","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Science and Engineering","Unknown","40","30","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Security","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Security","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Security","Security","30","30","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Social Research","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Social Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Statistics","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Unknown","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Unknown","No function","160","140","31710","32000"
"Leaver CS","2021","SEO/HEO","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Unknown","Unknown","1950","1670","36210","35110"
"Leaver CS","2021","SEO/HEO","Veterinarian","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Commercial","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Communications","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Digital, Data and Technology","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Knowledge and Information Management","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Operational Delivery","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Operational Delivery","No function","610","530","[c]","[c]"
"Leaver CS","2021","Unknown","Operational Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other","Unknown","170","170","35220","32700"
"Leaver CS","2021","Unknown","Planning Inspectors","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Property","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Science and Engineering","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Security","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","No function","50","50","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Unknown","370","340","[c]","[c]"
"Leaver CS","2022","AA/AO","Commercial","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Commercial","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Communications","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Communications","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Counter Fraud","Counter Fraud","80","60","21710","21260"
"Leaver CS","2022","AA/AO","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Digital, Data and Technology","Digital, Data & Technology","100","90","21170","21170"
"Leaver CS","2022","AA/AO","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Economics","Analysis","70","70","[c]","[c]"
"Leaver CS","2022","AA/AO","Economics","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Finance","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Finance","Finance","60","60","21990","21830"
"Leaver CS","2022","AA/AO","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Geography","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Geography","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Human Resources","Human Resources","110","100","21610","21170"
"Leaver CS","2022","AA/AO","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Intelligence Analysis","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","International Trade","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Knowledge and Information Management","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Knowledge and Information Management","No function","30","30","[c]","[c]"
"Leaver CS","2022","AA/AO","Knowledge and Information Management","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Legal","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Legal","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Medicine","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Medicine","Unknown","50","50","22830","23280"
"Leaver CS","2022","AA/AO","Operational Delivery","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Operational Delivery","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Operational Delivery","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Operational Delivery","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Operational Delivery","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Operational Delivery","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Operational Delivery","Grants Management","90","80","21180","21300"
"Leaver CS","2022","AA/AO","Operational Delivery","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Operational Delivery","Legal","140","120","22130","22200"
"Leaver CS","2022","AA/AO","Operational Delivery","No function","9900","8880","21240","21260"
"Leaver CS","2022","AA/AO","Operational Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Operational Delivery","Property","130","120","21510","21880"
"Leaver CS","2022","AA/AO","Operational Delivery","Unknown","520","400","21980","21680"
"Leaver CS","2022","AA/AO","Operational Research","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Other","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Other","Debt","180","150","21330","21260"
"Leaver CS","2022","AA/AO","Other","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Other","No function","130","130","21610","21260"
"Leaver CS","2022","AA/AO","Other","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Other","Unknown","840","780","20950","21130"
"Leaver CS","2022","AA/AO","Planning","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Planning","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Planning Inspectors","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Policy","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Policy","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Policy","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Policy","No function","80","70","[c]","[c]"
"Leaver CS","2022","AA/AO","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Project Delivery","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Project Delivery","Project Delivery","40","30","[c]","[c]"
"Leaver CS","2022","AA/AO","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Property","Property","100","90","19460","19010"
"Leaver CS","2022","AA/AO","Psychology","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Science and Engineering","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Science and Engineering","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Science and Engineering","No function","110","100","19890","19450"
"Leaver CS","2022","AA/AO","Science and Engineering","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Science and Engineering","Unknown","70","70","21780","22200"
"Leaver CS","2022","AA/AO","Security","Security","510","490","28730","25540"
"Leaver CS","2022","AA/AO","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Social Research","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Social Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Statistics","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Tax","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Tax","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Unknown","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Unknown","No function","210","180","[c]","[c]"
"Leaver CS","2022","AA/AO","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Unknown","Unknown","3480","2940","22260","21260"
"Leaver CS","2022","AA/AO","Veterinarian","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Commercial","Commercial","50","50","[c]","[c]"
"Leaver CS","2022","EO","Commercial","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Commercial","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Commercial","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Communications","Communications","70","50","[c]","[c]"
"Leaver CS","2022","EO","Communications","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Communications","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Communications","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Corporate Finance","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Counter Fraud","Counter Fraud","130","90","27790","27570"
"Leaver CS","2022","EO","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Digital, Data and Technology","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Digital, Data and Technology","Digital, Data & Technology","210","190","27410","26960"
"Leaver CS","2022","EO","Digital, Data and Technology","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Digital, Data and Technology","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Digital, Data and Technology","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Economics","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Economics","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Finance","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Finance","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Finance","Finance","80","60","26670","26670"
"Leaver CS","2022","EO","Finance","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Finance","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Finance","Unknown","60","50","25680","26670"
"Leaver CS","2022","EO","Geography","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Geography","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Human Resources","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Human Resources","Human Resources","120","90","26040","26930"
"Leaver CS","2022","EO","Human Resources","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Intelligence Analysis","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Intelligence Analysis","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Intelligence Analysis","Unknown","50","40","27220","27370"
"Leaver CS","2022","EO","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","International Trade","No function","40","30","[c]","[c]"
"Leaver CS","2022","EO","Knowledge and Information Management","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Knowledge and Information Management","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Knowledge and Information Management","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Knowledge and Information Management","No function","120","100","25670","25080"
"Leaver CS","2022","EO","Knowledge and Information Management","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Legal","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Legal","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Medicine","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Medicine","Unknown","60","50","31210","31530"
"Leaver CS","2022","EO","Operational Delivery","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Operational Delivery","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Operational Delivery","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Operational Delivery","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Operational Delivery","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Operational Delivery","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Operational Delivery","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Operational Delivery","Grants Management","50","40","[c]","[c]"
"Leaver CS","2022","EO","Operational Delivery","Human Resources","50","40","[c]","[c]"
"Leaver CS","2022","EO","Operational Delivery","Legal","40","40","[c]","[c]"
"Leaver CS","2022","EO","Operational Delivery","No function","5240","4650","28120","27570"
"Leaver CS","2022","EO","Operational Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Operational Delivery","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Operational Delivery","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Operational Delivery","Unknown","720","590","27410","26210"
"Leaver CS","2022","EO","Operational Research","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Other","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Other","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Other","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Other","Legal","30","30","[c]","[c]"
"Leaver CS","2022","EO","Other","No function","330","300","26730","27570"
"Leaver CS","2022","EO","Other","Project Delivery","100","90","21580","20960"
"Leaver CS","2022","EO","Other","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Other","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Other","Unknown","280","270","28270","28210"
"Leaver CS","2022","EO","Planning","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Planning Inspectors","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Policy","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Policy","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Policy","No function","160","130","26670","26840"
"Leaver CS","2022","EO","Policy","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Policy","Unknown","40","40","[c]","[c]"
"Leaver CS","2022","EO","Project Delivery","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Project Delivery","Project Delivery","70","70","25380","26100"
"Leaver CS","2022","EO","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Property","Property","80","70","26350","26030"
"Leaver CS","2022","EO","Psychology","No function","40","40","[c]","[c]"
"Leaver CS","2022","EO","Science and Engineering","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Science and Engineering","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Science and Engineering","Digital, Data & Technology","[c]","[c]","[c]","[c]"
