"Status","Year","Sex","Age","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Female","30-39","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","30-39","Foreign, Commonwealth and Development Office","60","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","30-39","HM Revenue and Customs","250","230","[c]","[c]"
"Leaver Dept.","2021","Female","30-39","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","30-39","Home Office","200","180","35920","30110"
"Leaver Dept.","2021","Female","30-39","Ministry of Defence","120","110","38000","36730"
"Leaver Dept.","2021","Female","30-39","Ministry of Housing, Communities and Local Government","80","80","46580","51580"
"Leaver Dept.","2021","Female","30-39","Ministry of Justice","270","250","30290","25690"
"Leaver Dept.","2021","Female","30-39","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","30-39","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","30-39","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","30-39","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","30-39","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","30-39","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","30-39","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","30-39","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","30-39","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","30-39","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","30-39","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","30-39","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","30-39","Wales Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","30-39","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","30-39","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","40-49","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","40-49","Cabinet Office","90","80","52760","52520"
"Leaver Dept.","2021","Female","40-49","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","40-49","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","40-49","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","40-49","Department for Business, Energy and Industrial Strategy","50","50","[c]","[c]"
"Leaver Dept.","2021","Female","40-49","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","40-49","Department for Education","40","30","[c]","[c]"
"Leaver Dept.","2021","Female","40-49","Department for Environment, Food and Rural Affairs","60","50","46710","47890"
"Leaver Dept.","2021","Female","40-49","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","40-49","Department for Transport","30","30","[c]","[c]"
"Leaver Dept.","2021","Female","40-49","Department for Work and Pensions","220","200","31390","27570"
"Leaver Dept.","2021","Female","40-49","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","40-49","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","40-49","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","40-49","HM Revenue and Customs","210","190","[c]","[c]"
"Leaver Dept.","2021","Female","40-49","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","40-49","Home Office","140","130","42650","31100"
"Leaver Dept.","2021","Female","40-49","Ministry of Defence","90","90","42410","37890"
"Leaver Dept.","2021","Female","40-49","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","40-49","Ministry of Justice","150","150","40470","34940"
"Leaver Dept.","2021","Female","40-49","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","40-49","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","40-49","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","40-49","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","40-49","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","40-49","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","40-49","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","40-49","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","40-49","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","40-49","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","40-49","Wales Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","40-49","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","50-59","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","50-59","Cabinet Office","40","40","[c]","[c]"
"Leaver Dept.","2021","Female","50-59","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","50-59","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","50-59","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","50-59","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","50-59","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","50-59","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","50-59","Department for Environment, Food and Rural Affairs","30","30","[c]","[c]"
"Leaver Dept.","2021","Female","50-59","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","50-59","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","50-59","Department for Work and Pensions","180","170","31320","27570"
"Leaver Dept.","2021","Female","50-59","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","50-59","ESTYN","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","50-59","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","50-59","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","50-59","HM Revenue and Customs","140","130","[c]","[c]"
"Leaver Dept.","2021","Female","50-59","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","50-59","Home Office","80","70","40060","31060"
"Leaver Dept.","2021","Female","50-59","Ministry of Defence","60","60","38210","34050"
"Leaver Dept.","2021","Female","50-59","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","50-59","Ministry of Justice","110","100","34900","29580"
"Leaver Dept.","2021","Female","50-59","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","50-59","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","50-59","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","50-59","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","50-59","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","50-59","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","50-59","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","50-59","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","50-59","Wales Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","50-59","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","60-64","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","60-64","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","60-64","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","60-64","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","60-64","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","60-64","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","60-64","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","60-64","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","60-64","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","60-64","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","60-64","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","60-64","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","60-64","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","60-64","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","60-64","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","60-64","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","60-64","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","60-64","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","60-64","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","60-64","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","65+","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","65+","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","65+","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","65+","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","65+","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","65+","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","65+","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","65+","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Department of Health and Social Care","40","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","16-19","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","16-19","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","16-19","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","16-19","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","16-19","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","16-19","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","16-19","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","20-29","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","20-29","Cabinet Office","310","310","33350","32000"
"Leaver Dept.","2021","Male","20-29","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","20-29","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","20-29","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","20-29","Department for Business, Energy and Industrial Strategy","110","100","36500","33570"
"Leaver Dept.","2021","Male","20-29","Department for Digital, Culture, Media and Sport","40","40","[c]","[c]"
"Leaver Dept.","2021","Male","20-29","Department for Education","40","40","[c]","[c]"
"Leaver Dept.","2021","Male","20-29","Department for Environment, Food and Rural Affairs","90","90","33360","33120"
"Leaver Dept.","2021","Male","20-29","Department for International Trade","60","60","36650","32850"
"Leaver Dept.","2021","Male","20-29","Department for Transport","60","60","34650","34650"
"Leaver Dept.","2021","Male","20-29","Department for Work and Pensions","150","150","27870","27570"
"Leaver Dept.","2021","Male","20-29","Department of Health and Social Care","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","20-29","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","20-29","Foreign, Commonwealth and Development Office","60","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","20-29","HM Revenue and Customs","280","280","[c]","[c]"
"Leaver Dept.","2021","Male","20-29","HM Treasury","30","30","[c]","[c]"
"Leaver Dept.","2021","Male","20-29","Home Office","130","130","30650","27760"
"Leaver Dept.","2021","Male","20-29","Ministry of Defence","150","150","29640","27540"
"Leaver Dept.","2021","Male","20-29","Ministry of Housing, Communities and Local Government","90","90","33060","32560"
"Leaver Dept.","2021","Male","20-29","Ministry of Justice","140","140","27690","24310"
"Leaver Dept.","2021","Male","20-29","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","20-29","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","20-29","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","20-29","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","20-29","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","20-29","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","20-29","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","20-29","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","20-29","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","20-29","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","20-29","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","20-29","United Kingdom Statistics Authority","40","40","[c]","[c]"
"Leaver Dept.","2021","Male","20-29","Wales Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","20-29","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","30-39","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","30-39","Cabinet Office","180","180","44410","38580"
"Leaver Dept.","2021","Male","30-39","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","30-39","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","30-39","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","30-39","Department for Business, Energy and Industrial Strategy","110","100","45340","49080"
"Leaver Dept.","2021","Male","30-39","Department for Digital, Culture, Media and Sport","40","40","[c]","[c]"
"Leaver Dept.","2021","Male","30-39","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","30-39","Department for Environment, Food and Rural Affairs","60","60","40300","38370"
"Leaver Dept.","2021","Male","30-39","Department for International Trade","40","40","[c]","[c]"
"Leaver Dept.","2021","Male","30-39","Department for Transport","90","90","38220","35430"
"Leaver Dept.","2021","Male","30-39","Department for Work and Pensions","170","170","31060","27570"
"Leaver Dept.","2021","Male","30-39","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","30-39","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","30-39","Foreign, Commonwealth and Development Office","70","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","30-39","HM Revenue and Customs","270","260","[c]","[c]"
"Leaver Dept.","2021","Male","30-39","HM Treasury","40","30","[c]","[c]"
"Leaver Dept.","2021","Male","30-39","Home Office","150","150","33810","28670"
"Leaver Dept.","2021","Male","30-39","Ministry of Defence","140","130","38700","37640"
"Leaver Dept.","2021","Male","30-39","Ministry of Housing, Communities and Local Government","50","50","44120","47860"
"Leaver Dept.","2021","Male","30-39","Ministry of Justice","170","170","34350","30850"
"Leaver Dept.","2021","Male","30-39","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","30-39","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","30-39","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","30-39","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","30-39","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","30-39","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","30-39","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","30-39","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","30-39","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","30-39","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","30-39","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","30-39","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","30-39","Wales Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","30-39","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","30-39","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","40-49","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","40-49","Cabinet Office","70","70","53820","54700"
"Leaver Dept.","2021","Male","40-49","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","40-49","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","40-49","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","40-49","Department for Business, Energy and Industrial Strategy","50","40","[c]","[c]"
"Leaver Dept.","2021","Male","40-49","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","40-49","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","40-49","Department for Environment, Food and Rural Affairs","40","40","[c]","[c]"
"Leaver Dept.","2021","Male","40-49","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","40-49","Department for Transport","40","40","[c]","[c]"
"Leaver Dept.","2021","Male","40-49","Department for Work and Pensions","140","130","31920","27570"
"Leaver Dept.","2021","Male","40-49","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","40-49","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","40-49","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","40-49","HM Revenue and Customs","130","130","[c]","[c]"
"Leaver Dept.","2021","Male","40-49","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","40-49","Home Office","90","90","39990","32740"
"Leaver Dept.","2021","Male","40-49","Ministry of Defence","80","80","44360","40580"
"Leaver Dept.","2021","Male","40-49","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","40-49","Ministry of Justice","100","100","41880","35430"
"Leaver Dept.","2021","Male","40-49","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","40-49","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","40-49","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","40-49","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","40-49","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","40-49","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","40-49","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","40-49","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","40-49","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","40-49","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","40-49","Wales Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","40-49","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","50-59","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","50-59","Cabinet Office","40","40","[c]","[c]"
"Leaver Dept.","2021","Male","50-59","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","50-59","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","50-59","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","50-59","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","50-59","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","50-59","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","50-59","Department for Environment, Food and Rural Affairs","30","30","[c]","[c]"
"Leaver Dept.","2021","Male","50-59","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","50-59","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","50-59","Department for Work and Pensions","100","100","34330","27570"
"Leaver Dept.","2021","Male","50-59","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","50-59","ESTYN","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","50-59","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","50-59","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","50-59","HM Revenue and Customs","100","100","[c]","[c]"
"Leaver Dept.","2021","Male","50-59","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","50-59","Home Office","50","50","37290","32990"
"Leaver Dept.","2021","Male","50-59","Ministry of Defence","70","70","48250","41570"
"Leaver Dept.","2021","Male","50-59","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","50-59","Ministry of Justice","100","90","37890","32920"
"Leaver Dept.","2021","Male","50-59","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","50-59","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","50-59","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","50-59","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","50-59","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","50-59","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","50-59","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","50-59","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","50-59","Wales Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","50-59","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","60-64","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","60-64","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","60-64","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","60-64","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","60-64","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","60-64","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","60-64","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","60-64","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","60-64","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","60-64","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","60-64","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","60-64","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","60-64","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","60-64","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","60-64","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","60-64","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","60-64","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","60-64","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","60-64","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","60-64","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","65+","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","65+","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","65+","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","65+","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","65+","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","65+","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","65+","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","65+","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","20-29","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","30-39","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","30-39","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
