"Status","Year","Sexual_orientation","Region_ITL1","Age","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Heterosexual / straight","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","South West (England)","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","South West (England)","20-29","160","160","26370","26420"
"Leaver Dept.","2021","Heterosexual / straight","South West (England)","30-39","150","140","34620","32710"
"Leaver Dept.","2021","Heterosexual / straight","South West (England)","40-49","110","110","42250","39760"
"Leaver Dept.","2021","Heterosexual / straight","South West (England)","50-59","80","80","41270","37460"
"Leaver Dept.","2021","Heterosexual / straight","South West (England)","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","South West (England)","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Unknown","20-29","140","140","33950","32000"
"Leaver Dept.","2021","Heterosexual / straight","Unknown","30-39","60","60","43680","32910"
"Leaver Dept.","2021","Heterosexual / straight","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Wales","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Wales","20-29","80","80","25930","22740"
"Leaver Dept.","2021","Heterosexual / straight","Wales","30-39","120","120","32250","29850"
"Leaver Dept.","2021","Heterosexual / straight","Wales","40-49","70","60","34380","30260"
"Leaver Dept.","2021","Heterosexual / straight","Wales","50-59","40","40","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Wales","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Wales","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","West Midlands (England)","20-29","80","80","22950","21170"
"Leaver Dept.","2021","Heterosexual / straight","West Midlands (England)","30-39","100","100","26500","22570"
"Leaver Dept.","2021","Heterosexual / straight","West Midlands (England)","40-49","70","70","30870","27570"
"Leaver Dept.","2021","Heterosexual / straight","West Midlands (England)","50-59","40","40","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","West Midlands (England)","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Yorkshire and The Humber","20-29","80","80","26640","27570"
"Leaver Dept.","2021","Heterosexual / straight","Yorkshire and The Humber","30-39","80","80","32950","29860"
"Leaver Dept.","2021","Heterosexual / straight","Yorkshire and The Humber","40-49","90","90","35240","31740"
"Leaver Dept.","2021","Heterosexual / straight","Yorkshire and The Humber","50-59","50","50","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Yorkshire and The Humber","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Yorkshire and The Humber","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","East Midlands (England)","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","East Midlands (England)","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","East Midlands (England)","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","East Midlands (England)","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","East Midlands (England)","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","East Midlands (England)","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","East of England","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","East of England","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","East of England","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","East of England","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","East of England","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","London","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","London","20-29","170","170","35870","33510"
"Leaver Dept.","2021","LGBO","London","30-39","80","80","49040","51580"
"Leaver Dept.","2021","LGBO","London","40-49","40","40","[c]","[c]"
"Leaver Dept.","2021","LGBO","London","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","London","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","London","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","North East (England)","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","North East (England)","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","North East (England)","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","North East (England)","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","North East (England)","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","North East (England)","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","North East (England)","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","North West (England)","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","North West (England)","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","North West (England)","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","North West (England)","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","North West (England)","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","North West (England)","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","North West (England)","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Northern Ireland","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Northern Ireland","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Northern Ireland","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Northern Ireland","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Overseas","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Overseas","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Overseas","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Overseas","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Overseas","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Overseas","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Scotland","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Scotland","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Scotland","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Scotland","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Scotland","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Scotland","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","South East (England)","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","South East (England)","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","South East (England)","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","South East (England)","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","South East (England)","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","South East (England)","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","South West (England)","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","South West (England)","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","South West (England)","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","South West (England)","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","South West (England)","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","South West (England)","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","South West (England)","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Wales","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Wales","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Wales","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Wales","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Wales","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Wales","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Wales","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","West Midlands (England)","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","West Midlands (England)","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","West Midlands (England)","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","West Midlands (England)","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","West Midlands (England)","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Yorkshire and The Humber","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Yorkshire and The Humber","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Yorkshire and The Humber","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Yorkshire and The Humber","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Yorkshire and The Humber","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Yorkshire and The Humber","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","East Midlands (England)","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","East Midlands (England)","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","East Midlands (England)","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","East Midlands (England)","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","East Midlands (England)","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","East of England","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","East of England","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","East of England","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","East of England","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","London","20-29","110","110","36680","33450"
"Leaver Dept.","2021","Undeclared","London","30-39","120","120","46150","49280"
"Leaver Dept.","2021","Undeclared","London","40-49","70","60","55100","55820"
"Leaver Dept.","2021","Undeclared","London","50-59","30","30","[c]","[c]"
"Leaver Dept.","2021","Undeclared","London","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","London","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","North East (England)","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","North East (England)","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","North East (England)","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","North East (England)","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","North West (England)","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","North West (England)","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","North West (England)","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","North West (England)","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Northern Ireland","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Overseas","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Overseas","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Overseas","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Scotland","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Scotland","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Scotland","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Scotland","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","South East (England)","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","South East (England)","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","South East (England)","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","South East (England)","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","South East (England)","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","South West (England)","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","South West (England)","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","South West (England)","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","South West (England)","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","South West (England)","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Wales","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Wales","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Wales","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Wales","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","West Midlands (England)","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","West Midlands (England)","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","West Midlands (England)","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","West Midlands (England)","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Yorkshire and The Humber","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Yorkshire and The Humber","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Yorkshire and The Humber","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Yorkshire and The Humber","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","East Midlands (England)","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","East Midlands (England)","20-29","30","30","[c]","[c]"
"Leaver Dept.","2021","Unknown","East Midlands (England)","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","East Midlands (England)","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","East Midlands (England)","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","East of England","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","East of England","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","East of England","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","East of England","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","East of England","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","London","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","London","20-29","840","690","36080","33450"
"Leaver Dept.","2021","Unknown","London","30-39","560","470","47140","48500"
"Leaver Dept.","2021","Unknown","London","40-49","260","220","56040","56340"
"Leaver Dept.","2021","Unknown","London","50-59","160","150","49570","46480"
"Leaver Dept.","2021","Unknown","London","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","London","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","London","Unknown","80","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","North East (England)","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","North East (England)","20-29","100","100","[c]","[c]"
"Leaver Dept.","2021","Unknown","North East (England)","30-39","90","90","[c]","[c]"
"Leaver Dept.","2021","Unknown","North East (England)","40-49","60","60","[c]","[c]"
"Leaver Dept.","2021","Unknown","North East (England)","50-59","50","50","[c]","[c]"
"Leaver Dept.","2021","Unknown","North East (England)","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","North East (England)","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","North West (England)","20-29","170","160","[c]","[c]"
"Leaver Dept.","2021","Unknown","North West (England)","30-39","140","130","[c]","[c]"
"Leaver Dept.","2021","Unknown","North West (England)","40-49","120","110","[c]","[c]"
"Leaver Dept.","2021","Unknown","North West (England)","50-59","70","70","[c]","[c]"
"Leaver Dept.","2021","Unknown","North West (England)","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","North West (England)","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Northern Ireland","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Northern Ireland","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Northern Ireland","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Northern Ireland","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Overseas","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Overseas","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Overseas","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Overseas","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Overseas","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Scotland","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Scotland","20-29","100","100","[c]","[c]"
"Leaver Dept.","2021","Unknown","Scotland","30-39","100","100","[c]","[c]"
"Leaver Dept.","2021","Unknown","Scotland","40-49","50","50","[c]","[c]"
"Leaver Dept.","2021","Unknown","Scotland","50-59","60","60","[c]","[c]"
"Leaver Dept.","2021","Unknown","Scotland","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","South East (England)","20-29","40","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","South East (England)","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","South East (England)","40-49","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","South East (England)","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","South East (England)","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","South West (England)","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","South West (England)","20-29","60","60","[c]","[c]"
"Leaver Dept.","2021","Unknown","South West (England)","30-39","50","50","[c]","[c]"
"Leaver Dept.","2021","Unknown","South West (England)","40-49","40","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","South West (England)","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","South West (England)","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","20-29","290","290","31140","32000"
"Leaver Dept.","2021","Unknown","Unknown","30-39","80","80","36590","32000"
"Leaver Dept.","2021","Unknown","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Wales","20-29","80","80","[c]","[c]"
"Leaver Dept.","2021","Unknown","Wales","30-39","80","80","[c]","[c]"
"Leaver Dept.","2021","Unknown","Wales","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Wales","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Wales","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Wales","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","West Midlands (England)","20-29","60","60","[c]","[c]"
"Leaver Dept.","2021","Unknown","West Midlands (England)","30-39","70","70","[c]","[c]"
"Leaver Dept.","2021","Unknown","West Midlands (England)","40-49","50","50","[c]","[c]"
"Leaver Dept.","2021","Unknown","West Midlands (England)","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","West Midlands (England)","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Yorkshire and The Humber","20-29","90","80","[c]","[c]"
"Leaver Dept.","2021","Unknown","Yorkshire and The Humber","30-39","70","60","[c]","[c]"
"Leaver Dept.","2021","Unknown","Yorkshire and The Humber","40-49","50","50","[c]","[c]"
"Leaver Dept.","2021","Unknown","Yorkshire and The Humber","50-59","40","30","[c]","[c]"
"Leaver Dept.","2021","Unknown","Yorkshire and The Humber","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","East Midlands (England)","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","East Midlands (England)","20-29","110","100","25380","23390"
"Leaver Dept.","2022","Heterosexual / straight","East Midlands (England)","30-39","100","100","30410","27570"
"Leaver Dept.","2022","Heterosexual / straight","East Midlands (England)","40-49","110","100","35200","30500"
"Leaver Dept.","2022","Heterosexual / straight","East Midlands (England)","50-59","80","80","37370","28590"
"Leaver Dept.","2022","Heterosexual / straight","East Midlands (England)","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","East Midlands (England)","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","East of England","20-29","100","100","28670","27570"
"Leaver Dept.","2022","Heterosexual / straight","East of England","30-39","110","110","32640","30460"
"Leaver Dept.","2022","Heterosexual / straight","East of England","40-49","110","100","37740","33210"
"Leaver Dept.","2022","Heterosexual / straight","East of England","50-59","100","100","45750","36690"
"Leaver Dept.","2022","Heterosexual / straight","East of England","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","East of England","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","London","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","London","20-29","1980","1890","34340","32350"
"Leaver Dept.","2022","Heterosexual / straight","London","30-39","1780","1680","44490","40680"
"Leaver Dept.","2022","Heterosexual / straight","London","40-49","1150","1060","51620","50730"
"Leaver Dept.","2022","Heterosexual / straight","London","50-59","730","670","51580","46000"
"Leaver Dept.","2022","Heterosexual / straight","London","60-64","130","110","53370","43590"
"Leaver Dept.","2022","Heterosexual / straight","London","65+","50","30","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","North East (England)","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","North East (England)","20-29","120","120","25030","24890"
"Leaver Dept.","2022","Heterosexual / straight","North East (England)","30-39","170","160","29920","27570"
"Leaver Dept.","2022","Heterosexual / straight","North East (England)","40-49","150","140","33890","27570"
"Leaver Dept.","2022","Heterosexual / straight","North East (England)","50-59","100","100","34970","28590"
"Leaver Dept.","2022","Heterosexual / straight","North East (England)","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","North East (England)","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","North West (England)","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","North West (England)","20-29","340","330","25510","24890"
"Leaver Dept.","2022","Heterosexual / straight","North West (England)","30-39","390","370","30220","27570"
"Leaver Dept.","2022","Heterosexual / straight","North West (England)","40-49","320","300","35670","30830"
"Leaver Dept.","2022","Heterosexual / straight","North West (England)","50-59","230","220","37710","30020"
"Leaver Dept.","2022","Heterosexual / straight","North West (England)","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","North West (England)","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Northern Ireland","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Northern Ireland","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Northern Ireland","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Northern Ireland","50-59","[c]","[c]","[c]","[c]"
