"Status","Year","Region_ITL1","Function_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","East Midlands (England)","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Unknown","Heterosexual / straight","130","120","26130","21580"
"Leaver CS","2022","East Midlands (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Unknown","Unknown","390","330","26750","26610"
"Leaver CS","2022","East of England","Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Analysis","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Debt","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Debt","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Debt","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Digital, Data & Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Grants Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","No function","Heterosexual / straight","1290","1190","31050","27570"
"Leaver CS","2022","East of England","No function","LGBO","90","90","[c]","[c]"
"Leaver CS","2022","East of England","No function","Undeclared","120","100","32670","29870"
"Leaver CS","2022","East of England","No function","Unknown","340","310","32360","27570"
"Leaver CS","2022","East of England","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Security","Heterosexual / straight","60","50","36790","33630"
"Leaver CS","2022","East of England","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Unknown","Heterosexual / straight","250","220","27820","25220"
"Leaver CS","2022","East of England","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Unknown","Undeclared","40","40","[c]","[c]"
"Leaver CS","2022","East of England","Unknown","Unknown","170","150","26310","26670"
"Leaver CS","2022","London","Analysis","Heterosexual / straight","140","130","40600","36390"
"Leaver CS","2022","London","Analysis","LGBO","30","[c]","[c]","[c]"
"Leaver CS","2022","London","Analysis","Undeclared","50","[c]","[c]","[c]"
"Leaver CS","2022","London","Analysis","Unknown","60","50","[c]","[c]"
"Leaver CS","2022","London","Commercial","Heterosexual / straight","50","50","[c]","[c]"
"Leaver CS","2022","London","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Commercial","Unknown","80","70","74370","68000"
"Leaver CS","2022","London","Communications","Heterosexual / straight","140","120","42640","40050"
"Leaver CS","2022","London","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Communications","Undeclared","30","[c]","[c]","[c]"
"Leaver CS","2022","London","Communications","Unknown","80","80","45410","40600"
"Leaver CS","2022","London","Counter Fraud","Heterosexual / straight","30","30","[c]","[c]"
"Leaver CS","2022","London","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Debt","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Debt","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Debt","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Digital, Data & Technology","Heterosexual / straight","210","200","50350","51500"
"Leaver CS","2022","London","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Digital, Data & Technology","Undeclared","60","40","[c]","[c]"
"Leaver CS","2022","London","Digital, Data & Technology","Unknown","90","90","45210","41860"
"Leaver CS","2022","London","Finance","Heterosexual / straight","100","90","46870","40450"
"Leaver CS","2022","London","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Finance","Undeclared","30","[c]","[c]","[c]"
"Leaver CS","2022","London","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Grants Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Human Resources","Heterosexual / straight","170","160","43990","38000"
"Leaver CS","2022","London","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Legal","Heterosexual / straight","240","230","48110","51250"
"Leaver CS","2022","London","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Legal","Undeclared","30","30","[c]","[c]"
"Leaver CS","2022","London","Legal","Unknown","60","60","59090","56360"
"Leaver CS","2022","London","No function","Heterosexual / straight","3180","2960","39860","32330"
"Leaver CS","2022","London","No function","LGBO","330","320","37630","31060"
"Leaver CS","2022","London","No function","Undeclared","590","430","39850","32330"
"Leaver CS","2022","London","No function","Unknown","1440","1380","39200","31880"
"Leaver CS","2022","London","Project Delivery","Heterosexual / straight","120","110","55040","53380"
"Leaver CS","2022","London","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Project Delivery","Unknown","70","60","[c]","[c]"
"Leaver CS","2022","London","Property","Heterosexual / straight","40","30","[c]","[c]"
"Leaver CS","2022","London","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Security","Heterosexual / straight","60","60","34150","32060"
"Leaver CS","2022","London","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Unknown","Heterosexual / straight","690","600","39730","34630"
"Leaver CS","2022","London","Unknown","LGBO","40","30","[c]","[c]"
"Leaver CS","2022","London","Unknown","Undeclared","180","120","38760","34630"
"Leaver CS","2022","London","Unknown","Unknown","920","680","34740","31060"
"Leaver CS","2022","North East (England)","Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Analysis","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Debt","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Debt","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Debt","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Debt","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Digital, Data & Technology","Heterosexual / straight","50","50","[c]","[c]"
"Leaver CS","2022","North East (England)","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Grants Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Grants Management","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","No function","Heterosexual / straight","840","730","26850","21260"
"Leaver CS","2022","North East (England)","No function","LGBO","60","60","[c]","[c]"
"Leaver CS","2022","North East (England)","No function","Undeclared","80","70","29780","21840"
"Leaver CS","2022","North East (England)","No function","Unknown","250","210","26830","21590"
"Leaver CS","2022","North East (England)","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Unknown","Heterosexual / straight","120","100","25350","21680"
"Leaver CS","2022","North East (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Unknown","Unknown","880","710","25740","21470"
"Leaver CS","2022","North West (England)","Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Analysis","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Debt","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Debt","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Debt","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Debt","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Digital, Data & Technology","Heterosexual / straight","80","70","44670","40670"
"Leaver CS","2022","North West (England)","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Digital, Data & Technology","Unknown","30","30","[c]","[c]"
"Leaver CS","2022","North West (England)","Finance","Heterosexual / straight","40","30","[c]","[c]"
"Leaver CS","2022","North West (England)","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Grants Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Human Resources","Heterosexual / straight","50","40","[c]","[c]"
"Leaver CS","2022","North West (England)","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Legal","Heterosexual / straight","40","40","[c]","[c]"
"Leaver CS","2022","North West (England)","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","No function","Heterosexual / straight","1640","1460","27880","24560"
"Leaver CS","2022","North West (England)","No function","LGBO","130","120","26660","24070"
"Leaver CS","2022","North West (England)","No function","Undeclared","180","150","28760","26120"
"Leaver CS","2022","North West (England)","No function","Unknown","610","520","26210","24250"
"Leaver CS","2022","North West (England)","Project Delivery","Heterosexual / straight","50","40","[c]","[c]"
"Leaver CS","2022","North West (England)","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Unknown","Heterosexual / straight","430","360","26920","24890"
"Leaver CS","2022","North West (England)","Unknown","LGBO","30","30","[c]","[c]"
"Leaver CS","2022","North West (England)","Unknown","Undeclared","50","40","[c]","[c]"
"Leaver CS","2022","North West (England)","Unknown","Unknown","960","830","26220","22480"
"Leaver CS","2022","Northern Ireland","Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Analysis","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Digital, Data & Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","No function","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","No function","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Unknown","Heterosexual / straight","70","60","24820","22020"
"Leaver CS","2022","Northern Ireland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Unknown","Unknown","120","100","[c]","[c]"
"Leaver CS","2022","Overseas","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Digital, Data & Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","No function","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","No function","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","No function","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Unknown","Heterosexual / straight","30","30","[c]","[c]"
"Leaver CS","2022","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Unknown","Unknown","40","30","[c]","[c]"
"Leaver CS","2022","Scotland","Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Analysis","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Debt","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Debt","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Debt","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Debt","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Digital, Data & Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
