"Status","Year","Sexual_orientation","Age","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Heterosexual / straight","40-49","Office of Gas and Electricity Markets","80","80","47780","42910"
"New entrant CS","2022","Heterosexual / straight","40-49","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","40-49","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","40-49","Scottish Government","440","420","33490","31540"
"New entrant CS","2022","Heterosexual / straight","40-49","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","40-49","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","40-49","UK Statistics Authority","130","120","35510","30710"
"New entrant CS","2022","Heterosexual / straight","40-49","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","40-49","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","40-49","Welsh Government","80","70","42090","40100"
"New entrant CS","2022","Heterosexual / straight","50-59","Attorney General's Departments","70","60","45680","48080"
"New entrant CS","2022","Heterosexual / straight","50-59","Cabinet Office","100","100","43550","32000"
"New entrant CS","2022","Heterosexual / straight","50-59","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","50-59","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","50-59","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","50-59","Department for Business, Energy and Industrial Strategy","90","80","37440","33950"
"New entrant CS","2022","Heterosexual / straight","50-59","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","50-59","Department for Education","60","60","42330","36500"
"New entrant CS","2022","Heterosexual / straight","50-59","Department for Environment, Food and Rural Affairs","220","220","34800","32560"
"New entrant CS","2022","Heterosexual / straight","50-59","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","50-59","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","50-59","Department for Transport","190","180","31040","26130"
"New entrant CS","2022","Heterosexual / straight","50-59","Department for Work and Pensions","1220","1190","26550","27570"
"New entrant CS","2022","Heterosexual / straight","50-59","Department of Health and Social Care","230","200","40890","36820"
"New entrant CS","2022","Heterosexual / straight","50-59","Estyn","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","50-59","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","50-59","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","50-59","HM Land Registry","50","50","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","50-59","HM Revenue and Customs","370","360","28800","26590"
"New entrant CS","2022","Heterosexual / straight","50-59","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","50-59","Home Office","100","100","34590","28650"
"New entrant CS","2022","Heterosexual / straight","50-59","Ministry of Defence","540","520","34080","33000"
"New entrant CS","2022","Heterosexual / straight","50-59","Ministry of Justice","1750","1650","29500","26990"
"New entrant CS","2022","Heterosexual / straight","50-59","National Crime Agency","110","110","38680","36410"
"New entrant CS","2022","Heterosexual / straight","50-59","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","50-59","Office for Standards in Education, Children's Services and Skills","60","60","56770","48860"
"New entrant CS","2022","Heterosexual / straight","50-59","Office of Gas and Electricity Markets","30","30","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","50-59","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","50-59","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","50-59","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","50-59","Scottish Government","290","280","33380","27940"
"New entrant CS","2022","Heterosexual / straight","50-59","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","50-59","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","50-59","UK Statistics Authority","80","60","27380","19860"
"New entrant CS","2022","Heterosexual / straight","50-59","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","50-59","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","50-59","Welsh Government","50","50","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","60-64","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","60-64","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","60-64","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","60-64","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","60-64","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","60-64","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","60-64","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","60-64","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","60-64","Department for Environment, Food and Rural Affairs","30","30","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","60-64","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","60-64","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","60-64","Department for Transport","30","30","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","60-64","Department for Work and Pensions","260","250","24680","21260"
"New entrant CS","2022","Heterosexual / straight","60-64","Department of Health and Social Care","50","40","48780","35040"
"New entrant CS","2022","Heterosexual / straight","60-64","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","60-64","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","60-64","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","60-64","HM Revenue and Customs","50","50","28660","22010"
"New entrant CS","2022","Heterosexual / straight","60-64","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","60-64","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","60-64","Ministry of Defence","90","80","34280","33000"
"New entrant CS","2022","Heterosexual / straight","60-64","Ministry of Justice","560","500","29020","28200"
"New entrant CS","2022","Heterosexual / straight","60-64","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","60-64","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","60-64","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","60-64","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","60-64","Scottish Government","40","30","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","60-64","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","60-64","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","60-64","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","60-64","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","65+","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","65+","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","65+","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","65+","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","65+","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","65+","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","65+","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","65+","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","65+","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","65+","Department for Work and Pensions","60","50","24340","21260"
"New entrant CS","2022","Heterosexual / straight","65+","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","65+","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","65+","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","65+","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","65+","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","65+","Ministry of Justice","180","150","31170","28200"
"New entrant CS","2022","Heterosexual / straight","65+","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","65+","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","65+","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","65+","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","65+","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","65+","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","65+","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","65+","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","16-19","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","16-19","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","16-19","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","16-19","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","16-19","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","16-19","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","16-19","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","16-19","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","16-19","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","16-19","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","16-19","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","16-19","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","16-19","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","16-19","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","16-19","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","16-19","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","16-19","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","16-19","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","16-19","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","16-19","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","16-19","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","16-19","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","16-19","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","16-19","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","16-19","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","16-19","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","16-19","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","16-19","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","16-19","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","20-29","Attorney General's Departments","40","40","[c]","[c]"
"New entrant CS","2022","LGBO","20-29","Cabinet Office","60","60","29550","27500"
"New entrant CS","2022","LGBO","20-29","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","20-29","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","20-29","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","20-29","Department for Business, Energy and Industrial Strategy","80","80","30630","30360"
"New entrant CS","2022","LGBO","20-29","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","20-29","Department for Education","50","50","29140","28500"
"New entrant CS","2022","LGBO","20-29","Department for Environment, Food and Rural Affairs","150","150","31520","29180"
"New entrant CS","2022","LGBO","20-29","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","20-29","Department for Levelling Up, Housing and Communities","50","50","30260","30190"
"New entrant CS","2022","LGBO","20-29","Department for Transport","80","80","29760","26130"
"New entrant CS","2022","LGBO","20-29","Department for Work and Pensions","390","380","24530","21260"
"New entrant CS","2022","LGBO","20-29","Department of Health and Social Care","110","100","28220","27270"
"New entrant CS","2022","LGBO","20-29","Estyn","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","20-29","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","20-29","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","20-29","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","20-29","HM Revenue and Customs","260","260","25910","26590"
"New entrant CS","2022","LGBO","20-29","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","20-29","Home Office","30","30","[c]","[c]"
"New entrant CS","2022","LGBO","20-29","Ministry of Defence","110","110","26820","26030"
"New entrant CS","2022","LGBO","20-29","Ministry of Justice","500","490","24400","23170"
"New entrant CS","2022","LGBO","20-29","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","20-29","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","20-29","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","20-29","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","20-29","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","20-29","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","20-29","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","20-29","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","20-29","Scottish Government","170","170","26640","27230"
"New entrant CS","2022","LGBO","20-29","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","20-29","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","20-29","UK Statistics Authority","50","50","29290","30710"
"New entrant CS","2022","LGBO","20-29","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","20-29","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","20-29","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","30-39","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","30-39","Cabinet Office","40","40","[c]","[c]"
"New entrant CS","2022","LGBO","30-39","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","30-39","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","30-39","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","30-39","Department for Business, Energy and Industrial Strategy","30","30","[c]","[c]"
"New entrant CS","2022","LGBO","30-39","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","30-39","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","30-39","Department for Environment, Food and Rural Affairs","50","50","[c]","[c]"
"New entrant CS","2022","LGBO","30-39","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","30-39","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","30-39","Department for Transport","40","30","[c]","[c]"
"New entrant CS","2022","LGBO","30-39","Department for Work and Pensions","200","190","26970","27570"
"New entrant CS","2022","LGBO","30-39","Department of Health and Social Care","60","50","37530","36330"
"New entrant CS","2022","LGBO","30-39","Estyn","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","30-39","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","30-39","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","30-39","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","30-39","HM Revenue and Customs","130","120","28570","26590"
"New entrant CS","2022","LGBO","30-39","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","30-39","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","30-39","Ministry of Defence","40","40","[c]","[c]"
"New entrant CS","2022","LGBO","30-39","Ministry of Justice","240","230","26440","24090"
"New entrant CS","2022","LGBO","30-39","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","30-39","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","30-39","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","30-39","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","30-39","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","30-39","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","30-39","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","30-39","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","30-39","Scottish Government","90","90","32020","27940"
"New entrant CS","2022","LGBO","30-39","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","30-39","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","30-39","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","30-39","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","30-39","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","30-39","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","40-49","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","40-49","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","40-49","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","40-49","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","40-49","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","40-49","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","40-49","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","40-49","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","40-49","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","40-49","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","40-49","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","40-49","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","40-49","Department for Work and Pensions","90","90","26850","27570"
"New entrant CS","2022","LGBO","40-49","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","40-49","Estyn","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","40-49","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","40-49","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","40-49","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","40-49","HM Revenue and Customs","50","50","[c]","[c]"
"New entrant CS","2022","LGBO","40-49","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","40-49","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","40-49","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","40-49","Ministry of Justice","130","120","32560","28200"
"New entrant CS","2022","LGBO","40-49","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","40-49","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","40-49","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","40-49","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","40-49","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","40-49","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","40-49","Scottish Government","30","30","[c]","[c]"
"New entrant CS","2022","LGBO","40-49","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","40-49","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","40-49","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","40-49","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","40-49","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","40-49","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","50-59","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","50-59","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","50-59","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","50-59","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","50-59","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","50-59","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","50-59","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","50-59","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","50-59","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","50-59","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","50-59","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","50-59","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","50-59","Department for Work and Pensions","60","60","25760","27570"
"New entrant CS","2022","LGBO","50-59","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","50-59","Estyn","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","50-59","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","50-59","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","50-59","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","50-59","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","50-59","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","50-59","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","50-59","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","50-59","Ministry of Justice","80","80","32170","28200"
"New entrant CS","2022","LGBO","50-59","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","50-59","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","50-59","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","50-59","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","50-59","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","50-59","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","50-59","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","50-59","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","50-59","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","50-59","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","50-59","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","50-59","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","50-59","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","50-59","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","60-64","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","60-64","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","60-64","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","60-64","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","60-64","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","60-64","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
