"Status","Year","Sexual_orientation","Age","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","LGBO","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","40-49","White","220","210","36240","29030"
"Leaver CS","2022","LGBO","50-59","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","50-59","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","50-59","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","50-59","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","50-59","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","50-59","White","190","180","40210","31030"
"Leaver CS","2022","LGBO","60-64","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","60-64","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","60-64","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","60-64","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","60-64","White","90","80","33940","27570"
"Leaver CS","2022","LGBO","65+","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","65+","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","65+","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","65+","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","65+","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","65+","White","60","40","[c]","[c]"
"Leaver CS","2022","LGBO","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","16-19","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","16-19","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","16-19","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","20-29","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","20-29","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","20-29","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","20-29","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","20-29","Undeclared","120","110","29820","27570"
"Leaver CS","2022","Undeclared","20-29","Unknown","190","30","[c]","[c]"
"Leaver CS","2022","Undeclared","20-29","White","270","250","27230","25010"
"Leaver CS","2022","Undeclared","30-39","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","30-39","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","30-39","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","30-39","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","30-39","Undeclared","150","140","39040","38630"
"Leaver CS","2022","Undeclared","30-39","Unknown","130","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","30-39","White","230","210","34810","31060"
"Leaver CS","2022","Undeclared","40-49","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","40-49","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","40-49","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","40-49","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","40-49","Undeclared","100","90","37050","31380"
"Leaver CS","2022","Undeclared","40-49","Unknown","90","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","40-49","White","200","180","38720","33300"
"Leaver CS","2022","Undeclared","50-59","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","50-59","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","50-59","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","50-59","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","50-59","Undeclared","220","200","36540","31990"
"Leaver CS","2022","Undeclared","50-59","Unknown","80","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","50-59","White","400","350","36060","29290"
"Leaver CS","2022","Undeclared","60-64","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","60-64","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","60-64","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","60-64","Undeclared","230","190","34220","31870"
"Leaver CS","2022","Undeclared","60-64","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","60-64","White","370","300","34330","27570"
"Leaver CS","2022","Undeclared","65+","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","65+","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","65+","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","65+","Undeclared","130","100","31430","27570"
"Leaver CS","2022","Undeclared","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","65+","White","350","260","28710","25470"
"Leaver CS","2022","Undeclared","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","16-19","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","16-19","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","16-19","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","16-19","Unknown","90","80","20220","20480"
"Leaver CS","2022","Unknown","16-19","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","20-29","Asian","130","110","[c]","[c]"
"Leaver CS","2022","Unknown","20-29","Black","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","20-29","Mixed","40","30","[c]","[c]"
"Leaver CS","2022","Unknown","20-29","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","20-29","Undeclared","80","70","24770","22610"
"Leaver CS","2022","Unknown","20-29","Unknown","3140","3040","25680","23720"
"Leaver CS","2022","Unknown","20-29","White","520","460","28880","26000"
"Leaver CS","2022","Unknown","30-39","Asian","80","70","[c]","[c]"
"Leaver CS","2022","Unknown","30-39","Black","40","30","[c]","[c]"
"Leaver CS","2022","Unknown","30-39","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","30-39","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","30-39","Undeclared","80","70","34570","30710"
"Leaver CS","2022","Unknown","30-39","Unknown","1840","1740","33710","28680"
"Leaver CS","2022","Unknown","30-39","White","500","440","36230","31660"
"Leaver CS","2022","Unknown","40-49","Asian","60","50","[c]","[c]"
"Leaver CS","2022","Unknown","40-49","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","40-49","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","40-49","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","40-49","Undeclared","70","70","38890","33220"
"Leaver CS","2022","Unknown","40-49","Unknown","1170","1080","38080","29500"
"Leaver CS","2022","Unknown","40-49","White","500","430","39740","32330"
"Leaver CS","2022","Unknown","50-59","Asian","80","70","[c]","[c]"
"Leaver CS","2022","Unknown","50-59","Black","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","50-59","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","50-59","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","50-59","Undeclared","140","120","38520","29050"
"Leaver CS","2022","Unknown","50-59","Unknown","1170","1080","37770","27780"
"Leaver CS","2022","Unknown","50-59","White","1180","990","36980","27570"
"Leaver CS","2022","Unknown","60-64","Asian","40","30","[c]","[c]"
"Leaver CS","2022","Unknown","60-64","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","60-64","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","60-64","Undeclared","150","120","33210","27570"
"Leaver CS","2022","Unknown","60-64","Unknown","630","530","35850","31880"
"Leaver CS","2022","Unknown","60-64","White","1180","880","35950","27570"
"Leaver CS","2022","Unknown","65+","Asian","60","40","[c]","[c]"
"Leaver CS","2022","Unknown","65+","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","65+","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","65+","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","65+","Undeclared","90","60","28460","27570"
"Leaver CS","2022","Unknown","65+","Unknown","410","310","33620","27170"
"Leaver CS","2022","Unknown","65+","White","940","630","31370","27570"
"Leaver CS","2022","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","16-19","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","16-19","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","16-19","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","16-19","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","16-19","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","16-19","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","20-29","Asian","260","250","30100","28580"
"Leaver Dept.","2021","Heterosexual / straight","20-29","Black","100","100","30940","30850"
"Leaver Dept.","2021","Heterosexual / straight","20-29","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","20-29","Mixed","100","90","33660","32000"
"Leaver Dept.","2021","Heterosexual / straight","20-29","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","20-29","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","20-29","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","20-29","White","1430","1410","31640","30850"
"Leaver Dept.","2021","Heterosexual / straight","30-39","Asian","250","240","35580","31310"
"Leaver Dept.","2021","Heterosexual / straight","30-39","Black","110","110","32500","30000"
"Leaver Dept.","2021","Heterosexual / straight","30-39","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","30-39","Mixed","70","70","41450","36380"
"Leaver Dept.","2021","Heterosexual / straight","30-39","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","30-39","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","30-39","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","30-39","White","1420","1360","39720","35640"
"Leaver Dept.","2021","Heterosexual / straight","40-49","Asian","140","130","39110","32820"
"Leaver Dept.","2021","Heterosexual / straight","40-49","Black","90","90","35070","30850"
"Leaver Dept.","2021","Heterosexual / straight","40-49","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","40-49","Mixed","40","30","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","40-49","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","40-49","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","40-49","White","910","860","44500","37900"
"Leaver Dept.","2021","Heterosexual / straight","50-59","Asian","40","40","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","50-59","Black","70","70","39320","36650"
"Leaver Dept.","2021","Heterosexual / straight","50-59","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","50-59","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","50-59","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","50-59","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","50-59","White","640","620","42370","34550"
"Leaver Dept.","2021","Heterosexual / straight","60-64","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","60-64","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","60-64","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","60-64","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","60-64","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","60-64","White","50","50","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","65+","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","65+","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","65+","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","65+","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","65+","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","65+","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Unknown","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","16-19","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","16-19","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","16-19","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","16-19","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","16-19","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","16-19","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","20-29","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","20-29","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","20-29","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","20-29","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","20-29","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","20-29","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","20-29","White","240","240","32480","31990"
"Leaver Dept.","2021","LGBO","30-39","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","30-39","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","30-39","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","30-39","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","30-39","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","30-39","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","30-39","White","150","150","39500","34530"
"Leaver Dept.","2021","LGBO","40-49","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","40-49","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","40-49","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","40-49","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","40-49","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","40-49","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","40-49","White","70","70","46290","40170"
"Leaver Dept.","2021","LGBO","50-59","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","50-59","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","50-59","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","50-59","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","50-59","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","50-59","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","50-59","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","60-64","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","60-64","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","60-64","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","60-64","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","60-64","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","65+","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","65+","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","65+","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","65+","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","65+","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","65+","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","20-29","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","20-29","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","20-29","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","20-29","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","20-29","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","20-29","Undeclared","50","40","[c]","[c]"
"Leaver Dept.","2021","Undeclared","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","20-29","White","100","100","33920","32000"
"Leaver Dept.","2021","Undeclared","30-39","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","30-39","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","30-39","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","30-39","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","30-39","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","30-39","Undeclared","70","70","37340","36760"
"Leaver Dept.","2021","Undeclared","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","30-39","White","110","110","41640","39200"
"Leaver Dept.","2021","Undeclared","40-49","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","40-49","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","40-49","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","40-49","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","40-49","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","40-49","Undeclared","50","40","[c]","[c]"
"Leaver Dept.","2021","Undeclared","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","40-49","White","70","60","47150","39760"
"Leaver Dept.","2021","Undeclared","50-59","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","50-59","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","50-59","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","50-59","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","50-59","Undeclared","40","40","[c]","[c]"
"Leaver Dept.","2021","Undeclared","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","50-59","White","60","60","40830","34080"
"Leaver Dept.","2021","Undeclared","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","60-64","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","60-64","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","16-19","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","20-29","Asian","70","70","[c]","[c]"
"Leaver Dept.","2021","Unknown","20-29","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","20-29","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","20-29","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","20-29","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","20-29","Undeclared","50","50","[c]","[c]"
"Leaver Dept.","2021","Unknown","20-29","Unknown","1380","1290","32430","32000"
"Leaver Dept.","2021","Unknown","20-29","White","340","270","29540","27570"
"Leaver Dept.","2021","Unknown","30-39","Asian","80","70","[c]","[c]"
"Leaver Dept.","2021","Unknown","30-39","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","30-39","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","30-39","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","30-39","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","30-39","Undeclared","30","30","[c]","[c]"
"Leaver Dept.","2021","Unknown","30-39","Unknown","820","750","40570","37100"
"Leaver Dept.","2021","Unknown","30-39","White","370","310","36910","31990"
"Leaver Dept.","2021","Unknown","40-49","Asian","40","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","40-49","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","40-49","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","40-49","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","40-49","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","40-49","Unknown","400","360","45240","40360"
"Leaver Dept.","2021","Unknown","40-49","White","250","220","42160","34800"
"Leaver Dept.","2021","Unknown","50-59","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","50-59","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","50-59","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","50-59","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","50-59","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","50-59","Unknown","270","260","42240","37260"
"Leaver Dept.","2021","Unknown","50-59","White","210","190","36120","29650"
"Leaver Dept.","2021","Unknown","60-64","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","60-64","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","60-64","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","60-64","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","65+","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Unknown","90","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","16-19","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","16-19","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","16-19","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","16-19","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","16-19","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","20-29","Asian","680","650","29410","27850"
"Leaver Dept.","2022","Heterosexual / straight","20-29","Black","260","250","29480","27850"
"Leaver Dept.","2022","Heterosexual / straight","20-29","Mixed","180","180","31660","31060"
"Leaver Dept.","2022","Heterosexual / straight","20-29","Other ethnicity","40","40","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","20-29","Undeclared","40","40","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","20-29","Unknown","40","30","[c]","[c]"
