"Status","Year","Responsibility_level","Profession_of_post","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","SEO/HEO","Statistics","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Statistics","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Tax","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Unknown","Cabinet Office","220","210","35210","34550"
"Leaver CS","2022","SEO/HEO","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Unknown","Department for Transport","100","100","38710","35860"
"Leaver CS","2022","SEO/HEO","Unknown","Department for Work and Pensions","70","70","36180","35380"
"Leaver CS","2022","SEO/HEO","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Unknown","Foreign, Commonwealth and Development Office","70","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Unknown","HM Revenue and Customs","770","660","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Unknown","Ministry of Justice","110","100","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Unknown","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Unknown","Scottish Government","260","230","40080","39660"
"Leaver CS","2022","SEO/HEO","Veterinarian","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Veterinarian","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data and Technology","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Intelligence Analysis","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Knowledge and Information Management","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Medicine","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Operational Delivery","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Operational Delivery","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Operational Delivery","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Operational Delivery","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Operational Delivery","Ministry of Justice","1470","1320","36140","31420"
"Leaver CS","2022","Unknown","Other","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other","Ministry of Defence","240","240","36210","33420"
"Leaver CS","2022","Unknown","Project Delivery","Ministry of Defence","40","40","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","Ministry of Defence","60","60","35890","33450"
"Leaver CS","2022","Unknown","Security","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Social Research","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Department for Business, Energy and Industrial Strategy","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Department of Health and Social Care","60","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Ministry of Justice","330","280","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Commercial","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Commercial","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Commercial","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Communications","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Communications","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Digital, Data and Technology","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Digital, Data and Technology","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Digital, Data and Technology","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Digital, Data and Technology","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Economics","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Finance","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Finance","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Finance","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Human Resources","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Human Resources","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Human Resources","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Human Resources","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Human Resources","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Human Resources","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Human Resources","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Human Resources","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Legal","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Operational Delivery","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Operational Delivery","Department for Business, Energy and Industrial Strategy","30","30","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Operational Delivery","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Operational Delivery","Department for Environment, Food and Rural Affairs","60","50","20850","21050"
"Leaver Dept.","2021","AA/AO","Operational Delivery","Department for Transport","70","70","21260","21380"
"Leaver Dept.","2021","AA/AO","Operational Delivery","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Operational Delivery","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Operational Delivery","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Operational Delivery","Home Office","110","100","21690","21010"
"Leaver Dept.","2021","AA/AO","Operational Delivery","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Operational Delivery","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Operational Delivery","Ministry of Justice","430","410","20080","19930"
"Leaver Dept.","2021","AA/AO","Operational Delivery","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Operational Delivery","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Operational Delivery","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Operational Delivery","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Operational Delivery","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Operational Delivery","Wales Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Operational Research","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Operational Research","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Other","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Other","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Other","Ministry of Defence","30","30","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Other","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Policy","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Policy","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Policy","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Policy","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Policy","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Policy","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Policy","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Policy","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Policy","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Policy","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Policy","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Project Delivery","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Property","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Property","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Property","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Psychology","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Science and Engineering","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Security","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Security","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Security","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Security","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Social Research","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Unknown","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Unknown","Cabinet Office","50","50","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Unknown","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Unknown","Department for Work and Pensions","340","320","21180","21010"
"Leaver Dept.","2021","AA/AO","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Unknown","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Unknown","HM Revenue and Customs","700","660","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Unknown","Home Office","40","30","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Unknown","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Unknown","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Commercial","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Commercial","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Commercial","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Commercial","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Commercial","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Commercial","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Commercial","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Communications","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Communications","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Communications","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Communications","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Communications","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Communications","ESTYN","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Communications","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Communications","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Communications","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Communications","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Communications","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Communications","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Communications","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Communications","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Communications","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Communications","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Corporate Finance","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Counter Fraud","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Counter Fraud","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Counter Fraud","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Digital, Data and Technology","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Digital, Data and Technology","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Digital, Data and Technology","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Digital, Data and Technology","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Digital, Data and Technology","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Digital, Data and Technology","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Digital, Data and Technology","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Digital, Data and Technology","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Digital, Data and Technology","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Digital, Data and Technology","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Finance","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Finance","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Finance","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Finance","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Finance","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Finance","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Finance","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Finance","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Finance","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Finance","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Finance","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Finance","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Human Resources","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Human Resources","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Human Resources","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Human Resources","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Human Resources","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Human Resources","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Human Resources","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Human Resources","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Human Resources","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Human Resources","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Human Resources","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Human Resources","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Human Resources","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Human Resources","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Human Resources","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Human Resources","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Intelligence Analysis","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Intelligence Analysis","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Intelligence Analysis","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","International Trade","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Knowledge and Information Management","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Knowledge and Information Management","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Knowledge and Information Management","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Knowledge and Information Management","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Knowledge and Information Management","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Legal","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Legal","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Legal","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Medicine","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Operational Delivery","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Operational Delivery","Department for Business, Energy and Industrial Strategy","30","30","[c]","[c]"
"Leaver Dept.","2021","EO","Operational Delivery","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Operational Delivery","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Operational Delivery","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Operational Delivery","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Operational Delivery","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Operational Delivery","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Operational Delivery","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Operational Delivery","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Operational Delivery","Home Office","190","180","25930","24890"
"Leaver Dept.","2021","EO","Operational Delivery","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Operational Delivery","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Operational Delivery","Ministry of Justice","160","150","23570","22570"
"Leaver Dept.","2021","EO","Operational Delivery","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Operational Delivery","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Operational Delivery","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Operational Delivery","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Operational Delivery","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Operational Delivery","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Operational Delivery","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Operational Delivery","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Operational Delivery","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Operational Research","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Operational Research","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Other","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Other","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Other","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Other","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Other","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Other","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Other","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Other","Ministry of Defence","40","30","[c]","[c]"
"Leaver Dept.","2021","EO","Other","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Other","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Planning","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Policy","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Policy","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Policy","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Policy","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Policy","Department for Environment, Food and Rural Affairs","30","30","[c]","[c]"
"Leaver Dept.","2021","EO","Policy","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Policy","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Policy","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Policy","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Policy","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Policy","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Policy","Ministry of Housing, Communities and Local Government","40","40","[c]","[c]"
"Leaver Dept.","2021","EO","Policy","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Policy","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Policy","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Policy","Wales Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Policy","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Project Delivery","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Project Delivery","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Project Delivery","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Project Delivery","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Project Delivery","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Project Delivery","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Project Delivery","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Project Delivery","Ministry of Defence","40","40","[c]","[c]"
"Leaver Dept.","2021","EO","Project Delivery","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Property","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Property","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Property","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Property","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Property","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Psychology","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Science and Engineering","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Science and Engineering","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Science and Engineering","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Science and Engineering","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Science and Engineering","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Security","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Security","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Social Research","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Social Research","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Statistics","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
