"Status","Year","Function_of_post","Disability","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Finance","Unknown","Female","120","30","[c]","[c]"
"Leaver Dept.","2022","Finance","Unknown","Male","100","40","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Declared non-disabled","Female","30","30","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Declared non-disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Declared disabled","Female","60","60","39970","36330"
"Leaver Dept.","2022","Human Resources","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Declared non-disabled","Female","350","340","37860","32330"
"Leaver Dept.","2022","Human Resources","Declared non-disabled","Male","140","140","36870","32000"
"Leaver Dept.","2022","Human Resources","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Unknown","Female","110","80","38170","32000"
"Leaver Dept.","2022","Human Resources","Unknown","Male","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Declared non-disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Declared non-disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Declared non-disabled","Female","90","80","44620","41060"
"Leaver Dept.","2022","Legal","Declared non-disabled","Male","50","40","[c]","[c]"
"Leaver Dept.","2022","Legal","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Unknown","Female","50","50","42190","30720"
"Leaver Dept.","2022","Legal","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Declared disabled","Female","730","680","34590","31060"
"Leaver Dept.","2022","No function","Declared disabled","Male","440","420","34970","28590"
"Leaver Dept.","2022","No function","Declared non-disabled","Female","5810","5410","36810","31990"
"Leaver Dept.","2022","No function","Declared non-disabled","Male","3330","3210","39130","32330"
"Leaver Dept.","2022","No function","Undeclared","Female","300","280","34200","29290"
"Leaver Dept.","2022","No function","Undeclared","Male","230","230","35420","31060"
"Leaver Dept.","2022","No function","Unknown","Female","2370","1980","41270","34530"
"Leaver Dept.","2022","No function","Unknown","Male","1580","1370","44460","35710"
"Leaver Dept.","2022","Project Delivery","Declared disabled","Female","40","40","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Declared disabled","Male","40","40","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Declared non-disabled","Female","220","210","39860","36780"
"Leaver Dept.","2022","Project Delivery","Declared non-disabled","Male","250","250","39910","35430"
"Leaver Dept.","2022","Project Delivery","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Unknown","Female","30","30","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Unknown","Male","60","60","43570","39470"
"Leaver Dept.","2022","Property","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Declared non-disabled","Female","50","50","[c]","[c]"
"Leaver Dept.","2022","Property","Declared non-disabled","Male","50","50","47370","40600"
"Leaver Dept.","2022","Property","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Unknown","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Declared non-disabled","Female","50","50","[c]","[c]"
"Leaver Dept.","2022","Security","Declared non-disabled","Male","50","50","36240","33470"
"Leaver Dept.","2022","Security","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared disabled","Female","150","130","35990","30450"
"Leaver Dept.","2022","Unknown","Declared disabled","Male","120","110","35220","30820"
"Leaver Dept.","2022","Unknown","Declared non-disabled","Female","1220","1070","35060","28810"
"Leaver Dept.","2022","Unknown","Declared non-disabled","Male","1070","980","36720","30830"
"Leaver Dept.","2022","Unknown","Undeclared","Female","50","50","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","Male","60","50","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Female","580","460","35190","29420"
"Leaver Dept.","2022","Unknown","Unknown","Male","490","400","35240","31060"
"New entrant CS","2021","Analysis","Declared disabled","Female","40","40","[c]","[c]"
"New entrant CS","2021","Analysis","Declared disabled","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Declared non-disabled","Female","280","280","34320","31810"
"New entrant CS","2021","Analysis","Declared non-disabled","Male","310","310","34490","32540"
"New entrant CS","2021","Analysis","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Unknown","Female","240","230","33980","32540"
"New entrant CS","2021","Analysis","Unknown","Male","240","240","34690","32540"
"New entrant CS","2021","Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Declared disabled","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Declared disabled","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Declared non-disabled","Female","150","150","34390","33000"
"New entrant CS","2021","Commercial","Declared non-disabled","Male","140","130","39210","36000"
"New entrant CS","2021","Commercial","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Unknown","Female","210","200","53710","48900"
"New entrant CS","2021","Commercial","Unknown","Male","230","230","60690","61710"
"New entrant CS","2021","Communications","Declared disabled","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Declared disabled","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Declared non-disabled","Female","250","240","31720","26350"
"New entrant CS","2021","Communications","Declared non-disabled","Male","240","240","30420","25560"
"New entrant CS","2021","Communications","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Unknown","Female","370","360","30350","25560"
"New entrant CS","2021","Communications","Unknown","Male","370","370","30000","25560"
"New entrant CS","2021","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Declared disabled","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Declared disabled","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Declared non-disabled","Female","40","40","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Declared non-disabled","Male","50","50","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Unknown","Female","40","40","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Unknown","Male","50","50","28610","29570"
"New entrant CS","2021","Debt","Declared disabled","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Declared disabled","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Declared non-disabled","Female","150","140","20460","20140"
"New entrant CS","2021","Debt","Declared non-disabled","Male","110","110","20660","20140"
"New entrant CS","2021","Debt","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Unknown","Female","350","330","20410","20140"
"New entrant CS","2021","Debt","Unknown","Male","330","320","20520","20140"
"New entrant CS","2021","Digital, Data & Technology","Declared disabled","Female","30","30","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Declared disabled","Male","50","50","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Declared non-disabled","Female","310","300","38540","35110"
"New entrant CS","2021","Digital, Data & Technology","Declared non-disabled","Male","500","500","41660","38270"
"New entrant CS","2021","Digital, Data & Technology","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Undeclared","Male","30","30","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Unknown","Female","350","350","38480","34300"
"New entrant CS","2021","Digital, Data & Technology","Unknown","Male","570","570","39670","36500"
"New entrant CS","2021","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Declared disabled","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Declared disabled","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Declared non-disabled","Female","220","220","33750","31810"
"New entrant CS","2021","Finance","Declared non-disabled","Male","170","170","39690","34280"
"New entrant CS","2021","Finance","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","Female","170","160","34190","32790"
"New entrant CS","2021","Finance","Unknown","Male","150","140","33400","32670"
"New entrant CS","2021","Grants Management","Declared disabled","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Declared disabled","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Declared non-disabled","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Declared non-disabled","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Declared disabled","Female","60","50","32890","27840"
"New entrant CS","2021","Human Resources","Declared disabled","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Declared non-disabled","Female","340","330","32090","28120"
"New entrant CS","2021","Human Resources","Declared non-disabled","Male","140","140","33370","28000"
"New entrant CS","2021","Human Resources","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Unknown","Female","210","200","32420","28000"
"New entrant CS","2021","Human Resources","Unknown","Male","80","80","31560","28840"
"New entrant CS","2021","Internal Audit","Declared disabled","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Declared disabled","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Declared non-disabled","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Declared non-disabled","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Declared disabled","Female","40","40","[c]","[c]"
"New entrant CS","2021","Legal","Declared disabled","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Declared non-disabled","Female","270","260","39440","37230"
"New entrant CS","2021","Legal","Declared non-disabled","Male","150","150","39400","33550"
"New entrant CS","2021","Legal","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Unknown","Female","610","590","32470","26550"
"New entrant CS","2021","Legal","Unknown","Male","320","310","36180","38000"
"New entrant CS","2021","No function","Declared disabled","Female","760","720","27480","24920"
"New entrant CS","2021","No function","Declared disabled","Male","400","400","28220","24620"
"New entrant CS","2021","No function","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Declared non-disabled","Female","5700","5410","28120","24240"
"New entrant CS","2021","No function","Declared non-disabled","Male","4070","3970","29670","25560"
"New entrant CS","2021","No function","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Undeclared","Female","470","420","32840","30080"
"New entrant CS","2021","No function","Undeclared","Male","320","310","35880","30920"
"New entrant CS","2021","No function","Unknown","Female","5280","5080","26580","22920"
"New entrant CS","2021","No function","Unknown","Male","4190","4110","27760","24240"
"New entrant CS","2021","No function","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Declared disabled","Female","60","60","32540","29770"
"New entrant CS","2021","Project Delivery","Declared disabled","Male","40","40","[c]","[c]"
"New entrant CS","2021","Project Delivery","Declared non-disabled","Female","490","480","35260","33000"
"New entrant CS","2021","Project Delivery","Declared non-disabled","Male","690","690","38330","35000"
"New entrant CS","2021","Project Delivery","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Undeclared","Female","30","30","[c]","[c]"
"New entrant CS","2021","Project Delivery","Undeclared","Male","30","30","[c]","[c]"
"New entrant CS","2021","Project Delivery","Unknown","Female","210","210","35660","33000"
"New entrant CS","2021","Project Delivery","Unknown","Male","300","300","32710","30000"
"New entrant CS","2021","Property","Declared disabled","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Declared disabled","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Declared non-disabled","Female","170","170","28360","26350"
"New entrant CS","2021","Property","Declared non-disabled","Male","280","280","33250","30000"
"New entrant CS","2021","Property","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Unknown","Female","100","100","26800","22570"
"New entrant CS","2021","Property","Unknown","Male","140","140","31260","25430"
"New entrant CS","2021","Security","Declared disabled","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Declared disabled","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Declared non-disabled","Female","110","110","24870","22650"
"New entrant CS","2021","Security","Declared non-disabled","Male","320","320","26830","23540"
"New entrant CS","2021","Security","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Unknown","Female","90","90","27370","23540"
"New entrant CS","2021","Security","Unknown","Male","270","270","27990","25540"
"New entrant CS","2021","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Declared disabled","Female","1320","1270","27000","27570"
"New entrant CS","2021","Unknown","Declared disabled","Male","950","940","26950","27570"
"New entrant CS","2021","Unknown","Declared non-disabled","Female","8550","8300","27160","27570"
"New entrant CS","2021","Unknown","Declared non-disabled","Male","6140","6110","27230","27570"
"New entrant CS","2021","Unknown","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","Female","430","410","27220","27570"
"New entrant CS","2021","Unknown","Undeclared","Male","320","320","26460","27570"
"New entrant CS","2021","Unknown","Unknown","Female","2900","2790","30660","27570"
"New entrant CS","2021","Unknown","Unknown","Male","2440","2410","31690","27570"
"New entrant CS","2021","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Declared disabled","Female","60","60","30810","30710"
"New entrant CS","2022","Analysis","Declared disabled","Male","60","50","30140","30710"
"New entrant CS","2022","Analysis","Declared non-disabled","Female","440","440","32570","30710"
"New entrant CS","2022","Analysis","Declared non-disabled","Male","500","490","34430","31000"
"New entrant CS","2022","Analysis","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Unknown","Female","190","160","34410","30710"
"New entrant CS","2022","Analysis","Unknown","Male","190","180","35250","30850"
"New entrant CS","2022","Commercial","Declared disabled","Female","40","30","[c]","[c]"
"New entrant CS","2022","Commercial","Declared disabled","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Declared non-disabled","Female","230","230","33470","31520"
"New entrant CS","2022","Commercial","Declared non-disabled","Male","170","170","35010","33000"
"New entrant CS","2022","Commercial","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Unknown","Female","270","230","47150","37300"
"New entrant CS","2022","Commercial","Unknown","Male","260","230","55820","54420"
"New entrant CS","2022","Communications","Declared disabled","Female","40","30","[c]","[c]"
"New entrant CS","2022","Communications","Declared disabled","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Declared non-disabled","Female","420","410","31320","26590"
"New entrant CS","2022","Communications","Declared non-disabled","Male","330","330","30400","26590"
"New entrant CS","2022","Communications","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Unknown","Female","340","320","31600","27270"
"New entrant CS","2022","Communications","Unknown","Male","320","310","29410","26590"
"New entrant CS","2022","Counter Fraud","Declared disabled","Female","70","70","27350","26590"
"New entrant CS","2022","Counter Fraud","Declared disabled","Male","70","60","26550","25210"
"New entrant CS","2022","Counter Fraud","Declared non-disabled","Female","550","530","26350","26590"
"New entrant CS","2022","Counter Fraud","Declared non-disabled","Male","490","490","27660","26590"
"New entrant CS","2022","Counter Fraud","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Unknown","Female","200","190","27400","26590"
"New entrant CS","2022","Counter Fraud","Unknown","Male","180","180","28450","26590"
"New entrant CS","2022","Debt","Declared disabled","Female","50","40","[c]","[c]"
"New entrant CS","2022","Debt","Declared disabled","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Declared non-disabled","Female","370","350","21640","21250"
"New entrant CS","2022","Debt","Declared non-disabled","Male","240","240","21630","21250"
"New entrant CS","2022","Debt","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Unknown","Female","180","170","21430","21250"
"New entrant CS","2022","Debt","Unknown","Male","140","130","22020","21250"
"New entrant CS","2022","Digital, Data & Technology","Declared disabled","Female","100","90","36130","34410"
"New entrant CS","2022","Digital, Data & Technology","Declared disabled","Male","110","110","36540","33080"
"New entrant CS","2022","Digital, Data & Technology","Declared non-disabled","Female","620","610","35970","33210"
"New entrant CS","2022","Digital, Data & Technology","Declared non-disabled","Male","1040","1040","38820","35900"
"New entrant CS","2022","Digital, Data & Technology","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Undeclared","Male","60","60","36850","34540"
"New entrant CS","2022","Digital, Data & Technology","Unknown","Female","370","350","37270","33840"
"New entrant CS","2022","Digital, Data & Technology","Unknown","Male","570","540","37680","33840"
"New entrant CS","2022","Finance","Declared disabled","Female","30","30","[c]","[c]"
"New entrant CS","2022","Finance","Declared disabled","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Declared non-disabled","Female","310","290","33340","30400"
"New entrant CS","2022","Finance","Declared non-disabled","Male","250","250","34230","31990"
"New entrant CS","2022","Finance","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Unknown","Female","290","250","34420","31210"
"New entrant CS","2022","Finance","Unknown","Male","230","210","34050","29360"
"New entrant CS","2022","Grants Management","Declared disabled","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Declared disabled","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Declared non-disabled","Female","280","260","21510","21300"
"New entrant CS","2022","Grants Management","Declared non-disabled","Male","220","220","21900","21300"
"New entrant CS","2022","Grants Management","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Declared disabled","Female","80","80","31870","28000"
"New entrant CS","2022","Human Resources","Declared disabled","Male","40","40","[c]","[c]"
"New entrant CS","2022","Human Resources","Declared non-disabled","Female","570","550","32290","28000"
"New entrant CS","2022","Human Resources","Declared non-disabled","Male","210","200","33940","29920"
"New entrant CS","2022","Human Resources","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Unknown","Female","270","250","31640","27530"
"New entrant CS","2022","Human Resources","Unknown","Male","150","140","35210","29360"
"New entrant CS","2022","Internal Audit","Declared disabled","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Declared disabled","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Declared non-disabled","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Declared non-disabled","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Declared disabled","Female","90","80","34740","27230"
"New entrant CS","2022","Legal","Declared disabled","Male","30","30","[c]","[c]"
"New entrant CS","2022","Legal","Declared non-disabled","Female","610","590","36360","30130"
"New entrant CS","2022","Legal","Declared non-disabled","Male","290","290","39570","38550"
"New entrant CS","2022","Legal","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Unknown","Female","160","150","34000","26950"
"New entrant CS","2022","Legal","Unknown","Male","60","60","35280","31160"
"New entrant CS","2022","No function","Declared disabled","Female","2270","2150","28300","27040"
"New entrant CS","2022","No function","Declared disabled","Male","1270","1240","28090","26590"
"New entrant CS","2022","No function","Declared non-disabled","Female","13990","13410","27840","25480"
"New entrant CS","2022","No function","Declared non-disabled","Male","9360","9190","28580","26590"
"New entrant CS","2022","No function","Undeclared","Female","720","680","28290","27570"
"New entrant CS","2022","No function","Undeclared","Male","510","500","29390","27570"
"New entrant CS","2022","No function","Unknown","Female","8180","7680","27530","24800"
"New entrant CS","2022","No function","Unknown","Male","5610","5410","28410","26130"
"New entrant CS","2022","Project Delivery","Declared disabled","Female","70","60","32670","31060"
"New entrant CS","2022","Project Delivery","Declared disabled","Male","70","70","33000","28680"
"New entrant CS","2022","Project Delivery","Declared non-disabled","Female","550","530","33380","29230"
"New entrant CS","2022","Project Delivery","Declared non-disabled","Male","690","690","37410","33120"
"New entrant CS","2022","Project Delivery","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Undeclared","Male","30","30","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","Female","210","210","34390","33000"
"New entrant CS","2022","Project Delivery","Unknown","Male","350","350","34990","33000"
"New entrant CS","2022","Property","Declared disabled","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Declared disabled","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Declared non-disabled","Female","240","230","31240","26030"
"New entrant CS","2022","Property","Declared non-disabled","Male","270","270","35640","33000"
"New entrant CS","2022","Property","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Unknown","Female","250","240","28740","25000"
"New entrant CS","2022","Property","Unknown","Male","280","270","33510","26350"
"New entrant CS","2022","Security","Declared disabled","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Declared disabled","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Declared non-disabled","Female","120","120","28970","26350"
"New entrant CS","2022","Security","Declared non-disabled","Male","260","260","30150","26350"
"New entrant CS","2022","Security","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Unknown","Female","90","90","28020","25540"
"New entrant CS","2022","Security","Unknown","Male","350","340","28110","25000"
"New entrant CS","2022","Unknown","Declared disabled","Female","280","260","28790","27230"
"New entrant CS","2022","Unknown","Declared disabled","Male","210","210","30240","27230"
"New entrant CS","2022","Unknown","Declared non-disabled","Female","1870","1810","30770","27230"
"New entrant CS","2022","Unknown","Declared non-disabled","Male","1390","1370","31660","27230"
"New entrant CS","2022","Unknown","Undeclared","Female","80","80","29880","27230"
"New entrant CS","2022","Unknown","Undeclared","Male","80","80","30790","27570"
"New entrant CS","2022","Unknown","Unknown","Female","3010","2870","29530","27230"
"New entrant CS","2022","Unknown","Unknown","Male","2720","2610","30340","27230"
"Notes","Summary figures are suppressed when information relates to less than 30 civil servants for FTE or Headcount, and less than 50 civil servants for median and mean salary (shown as [c]). Additionally, zero responses have been suppressed for GPDR protected characteristics. Figures are rounded to the nearest 10, or £10 as appropriate.","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","",""
"Version","Generated on 2022-07-26, with GIT 03ee02c.","","","","","","",""
"Data column","Description","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","",""
