"Status","Year","Region_ITL2","Disability","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Northern Ireland","Declared non-disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Declared non-disabled","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Declared non-disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Declared non-disabled","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Undeclared","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Undeclared","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northumberland and Tyne and Wear","Declared disabled","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northumberland and Tyne and Wear","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northumberland and Tyne and Wear","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northumberland and Tyne and Wear","Declared disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northumberland and Tyne and Wear","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northumberland and Tyne and Wear","Declared disabled","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northumberland and Tyne and Wear","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northumberland and Tyne and Wear","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northumberland and Tyne and Wear","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northumberland and Tyne and Wear","Declared disabled","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northumberland and Tyne and Wear","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northumberland and Tyne and Wear","Declared disabled","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northumberland and Tyne and Wear","Declared disabled","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2021","Northumberland and Tyne and Wear","Declared non-disabled","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northumberland and Tyne and Wear","Declared non-disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northumberland and Tyne and Wear","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northumberland and Tyne and Wear","Declared non-disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northumberland and Tyne and Wear","Declared non-disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northumberland and Tyne and Wear","Declared non-disabled","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northumberland and Tyne and Wear","Declared non-disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northumberland and Tyne and Wear","Declared non-disabled","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northumberland and Tyne and Wear","Declared non-disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northumberland and Tyne and Wear","Declared non-disabled","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northumberland and Tyne and Wear","Declared non-disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northumberland and Tyne and Wear","Declared non-disabled","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northumberland and Tyne and Wear","Declared non-disabled","Unknown","220","210","26740","26890"
"Leaver Dept.","2021","Northumberland and Tyne and Wear","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northumberland and Tyne and Wear","Unknown","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northumberland and Tyne and Wear","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northumberland and Tyne and Wear","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northumberland and Tyne and Wear","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northumberland and Tyne and Wear","Unknown","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northumberland and Tyne and Wear","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northumberland and Tyne and Wear","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northumberland and Tyne and Wear","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northumberland and Tyne and Wear","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northumberland and Tyne and Wear","Unknown","Unknown","80","70","[c]","[c]"
"Leaver Dept.","2021","Outer London - East and North East","Declared disabled","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - East and North East","Declared disabled","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - East and North East","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - East and North East","Declared non-disabled","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - East and North East","Declared non-disabled","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - East and North East","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - East and North East","Undeclared","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - East and North East","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - East and North East","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - South","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - South","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - South","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - South","Declared disabled","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - South","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - South","Declared non-disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - South","Declared non-disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - South","Declared non-disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - South","Declared non-disabled","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - South","Declared non-disabled","Unknown","140","140","39210","33960"
"Leaver Dept.","2021","Outer London - South","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - South","Undeclared","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - South","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - South","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - South","Unknown","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2021","Outer London - West and North West","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - West and North West","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - West and North West","Declared disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - West and North West","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - West and North West","Declared disabled","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - West and North West","Declared disabled","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - West and North West","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - West and North West","Declared non-disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - West and North West","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - West and North West","Declared non-disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - West and North West","Declared non-disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - West and North West","Declared non-disabled","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - West and North West","Declared non-disabled","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - West and North West","Declared non-disabled","Unknown","50","40","[c]","[c]"
"Leaver Dept.","2021","Outer London - West and North West","Undeclared","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - West and North West","Undeclared","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - West and North West","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - West and North West","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - West and North West","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - West and North West","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - West and North West","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Declared disabled","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Declared disabled","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Declared non-disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Declared non-disabled","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Declared non-disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Declared non-disabled","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Undeclared","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Shropshire and Staffordshire","Declared disabled","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Shropshire and Staffordshire","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Shropshire and Staffordshire","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Shropshire and Staffordshire","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Shropshire and Staffordshire","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Shropshire and Staffordshire","Declared disabled","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Shropshire and Staffordshire","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Shropshire and Staffordshire","Declared disabled","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Shropshire and Staffordshire","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Shropshire and Staffordshire","Declared non-disabled","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Shropshire and Staffordshire","Declared non-disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Shropshire and Staffordshire","Declared non-disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Shropshire and Staffordshire","Declared non-disabled","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Shropshire and Staffordshire","Declared non-disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Shropshire and Staffordshire","Declared non-disabled","No function","30","30","[c]","[c]"
"Leaver Dept.","2021","Shropshire and Staffordshire","Declared non-disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Shropshire and Staffordshire","Declared non-disabled","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Shropshire and Staffordshire","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Shropshire and Staffordshire","Undeclared","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Shropshire and Staffordshire","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Shropshire and Staffordshire","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Shropshire and Staffordshire","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Shropshire and Staffordshire","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Shropshire and Staffordshire","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Shropshire and Staffordshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Yorkshire","Declared disabled","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Yorkshire","Declared disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Yorkshire","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Yorkshire","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Yorkshire","Declared disabled","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Yorkshire","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Yorkshire","Declared disabled","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Yorkshire","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Yorkshire","Declared non-disabled","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Yorkshire","Declared non-disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Yorkshire","Declared non-disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Yorkshire","Declared non-disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Yorkshire","Declared non-disabled","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Yorkshire","Declared non-disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Yorkshire","Declared non-disabled","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Yorkshire","Declared non-disabled","Unknown","100","100","33550","30090"
"Leaver Dept.","2021","South Yorkshire","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Yorkshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southern Scotland","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southern Scotland","Declared disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southern Scotland","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southern Scotland","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southern Scotland","Declared disabled","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southern Scotland","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southern Scotland","Declared disabled","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southern Scotland","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southern Scotland","Declared non-disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southern Scotland","Declared non-disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southern Scotland","Declared non-disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southern Scotland","Declared non-disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southern Scotland","Declared non-disabled","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southern Scotland","Declared non-disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southern Scotland","Declared non-disabled","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southern Scotland","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southern Scotland","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southern Scotland","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southern Scotland","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southern Scotland","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southern Scotland","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southern Scotland","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southern Scotland","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southern Scotland","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southern Scotland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Surrey, East and West Sussex","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Surrey, East and West Sussex","Declared disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Surrey, East and West Sussex","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Surrey, East and West Sussex","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Surrey, East and West Sussex","Declared disabled","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Surrey, East and West Sussex","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Surrey, East and West Sussex","Declared disabled","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Surrey, East and West Sussex","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Surrey, East and West Sussex","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Surrey, East and West Sussex","Declared non-disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Surrey, East and West Sussex","Declared non-disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Surrey, East and West Sussex","Declared non-disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Surrey, East and West Sussex","Declared non-disabled","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Surrey, East and West Sussex","Declared non-disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Surrey, East and West Sussex","Declared non-disabled","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Surrey, East and West Sussex","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Surrey, East and West Sussex","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Surrey, East and West Sussex","Undeclared","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Surrey, East and West Sussex","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Surrey, East and West Sussex","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Surrey, East and West Sussex","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Surrey, East and West Sussex","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tees Valley and Durham","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tees Valley and Durham","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tees Valley and Durham","Declared disabled","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tees Valley and Durham","Declared disabled","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tees Valley and Durham","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tees Valley and Durham","Declared non-disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tees Valley and Durham","Declared non-disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tees Valley and Durham","Declared non-disabled","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tees Valley and Durham","Declared non-disabled","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tees Valley and Durham","Declared non-disabled","Unknown","90","90","26140","24310"
"Leaver Dept.","2021","Tees Valley and Durham","Undeclared","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tees Valley and Durham","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tees Valley and Durham","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tees Valley and Durham","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tees Valley and Durham","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tees Valley and Durham","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared disabled","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared disabled","No function","40","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared disabled","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared disabled","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared non-disabled","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared non-disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared non-disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared non-disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared non-disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared non-disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared non-disabled","No function","180","180","38060","32000"
"Leaver Dept.","2021","Unknown","Declared non-disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared non-disabled","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared non-disabled","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","No function","360","360","32870","32000"
"Leaver Dept.","2021","Unknown","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Central Scotland","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Central Scotland","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Central Scotland","Declared disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Central Scotland","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Central Scotland","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Central Scotland","Declared disabled","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Central Scotland","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Central Scotland","Declared disabled","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Central Scotland","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Central Scotland","Declared non-disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Central Scotland","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Central Scotland","Declared non-disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Central Scotland","Declared non-disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Central Scotland","Declared non-disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Central Scotland","Declared non-disabled","No function","40","40","[c]","[c]"
"Leaver Dept.","2021","West Central Scotland","Declared non-disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Central Scotland","Declared non-disabled","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Central Scotland","Declared non-disabled","Unknown","150","150","26470","27230"
"Leaver Dept.","2021","West Central Scotland","Undeclared","No function","[c]","[c]","[c]","[c]"
