"Status","Year","Parent_department","Sexual_orientation","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Ministry of Justice","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","LGBO","White","70","70","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Undeclared","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Undeclared","Undeclared","30","30","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Undeclared","White","40","40","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Unknown","Unknown","160","160","32340","30320"
"Leaver Dept.","2021","Ministry of Justice","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Heterosexual / straight","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Heterosexual / straight","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Heterosexual / straight","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Heterosexual / straight","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Heterosexual / straight","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Heterosexual / straight","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","LGBO","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","LGBO","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","LGBO","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","LGBO","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","LGBO","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Undeclared","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Undeclared","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Heterosexual / straight","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Heterosexual / straight","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Heterosexual / straight","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Heterosexual / straight","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Heterosexual / straight","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Heterosexual / straight","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","LGBO","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","LGBO","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","LGBO","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","LGBO","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","LGBO","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Undeclared","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","Heterosexual / straight","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","Heterosexual / straight","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","Heterosexual / straight","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","Heterosexual / straight","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","Heterosexual / straight","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","Heterosexual / straight","White","30","30","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","LGBO","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","LGBO","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","LGBO","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","LGBO","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","LGBO","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","Undeclared","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Heterosexual / straight","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Heterosexual / straight","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Heterosexual / straight","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Heterosexual / straight","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Heterosexual / straight","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Heterosexual / straight","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","LGBO","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","LGBO","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","LGBO","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","LGBO","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","LGBO","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Qualifications and Examinations Regulation","Heterosexual / straight","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Qualifications and Examinations Regulation","Heterosexual / straight","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Qualifications and Examinations Regulation","Heterosexual / straight","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Qualifications and Examinations Regulation","Heterosexual / straight","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Qualifications and Examinations Regulation","Heterosexual / straight","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Qualifications and Examinations Regulation","Heterosexual / straight","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Qualifications and Examinations Regulation","LGBO","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Qualifications and Examinations Regulation","LGBO","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Qualifications and Examinations Regulation","LGBO","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Qualifications and Examinations Regulation","LGBO","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Qualifications and Examinations Regulation","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Qualifications and Examinations Regulation","LGBO","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Qualifications and Examinations Regulation","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Qualifications and Examinations Regulation","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Qualifications and Examinations Regulation","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","Heterosexual / straight","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","Heterosexual / straight","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","Heterosexual / straight","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","Heterosexual / straight","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","Heterosexual / straight","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","Heterosexual / straight","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","LGBO","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","LGBO","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","LGBO","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","LGBO","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","LGBO","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","Undeclared","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","Heterosexual / straight","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","Heterosexual / straight","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","Heterosexual / straight","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","Heterosexual / straight","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","Heterosexual / straight","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","Heterosexual / straight","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","LGBO","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","LGBO","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","LGBO","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","LGBO","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","LGBO","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","Undeclared","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland Office","Heterosexual / straight","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland Office","Heterosexual / straight","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland Office","Heterosexual / straight","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland Office","Heterosexual / straight","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland Office","Heterosexual / straight","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland Office","Heterosexual / straight","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland Office","LGBO","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland Office","LGBO","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland Office","LGBO","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland Office","LGBO","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland Office","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland Office","LGBO","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Heterosexual / straight","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Heterosexual / straight","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Heterosexual / straight","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Heterosexual / straight","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Heterosexual / straight","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Heterosexual / straight","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","LGBO","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","LGBO","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","LGBO","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","LGBO","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","LGBO","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","The National Archives","Heterosexual / straight","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","The National Archives","Heterosexual / straight","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","The National Archives","Heterosexual / straight","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","The National Archives","Heterosexual / straight","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","The National Archives","Heterosexual / straight","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","The National Archives","Heterosexual / straight","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","The National Archives","LGBO","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","The National Archives","LGBO","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","The National Archives","LGBO","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","The National Archives","LGBO","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","The National Archives","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","The National Archives","LGBO","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Export Finance","Heterosexual / straight","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Export Finance","Heterosexual / straight","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Export Finance","Heterosexual / straight","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Export Finance","Heterosexual / straight","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Export Finance","Heterosexual / straight","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Export Finance","Heterosexual / straight","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Export Finance","LGBO","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Export Finance","LGBO","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Export Finance","LGBO","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Export Finance","LGBO","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Export Finance","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Export Finance","LGBO","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Heterosexual / straight","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Heterosexual / straight","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Heterosexual / straight","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Heterosexual / straight","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Heterosexual / straight","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Heterosexual / straight","White","60","50","38100","36030"
"Leaver Dept.","2021","United Kingdom Statistics Authority","LGBO","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","LGBO","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","LGBO","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","LGBO","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","LGBO","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Undeclared","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Unknown","Undeclared","60","60","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","Heterosexual / straight","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","Heterosexual / straight","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","Heterosexual / straight","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","Heterosexual / straight","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","Heterosexual / straight","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","Heterosexual / straight","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","LGBO","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","LGBO","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","LGBO","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","LGBO","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","LGBO","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Water Services Regulation Authority","Heterosexual / straight","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Water Services Regulation Authority","Heterosexual / straight","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Water Services Regulation Authority","Heterosexual / straight","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Water Services Regulation Authority","Heterosexual / straight","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Water Services Regulation Authority","Heterosexual / straight","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Water Services Regulation Authority","Heterosexual / straight","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Water Services Regulation Authority","LGBO","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Water Services Regulation Authority","LGBO","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Water Services Regulation Authority","LGBO","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Water Services Regulation Authority","LGBO","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Water Services Regulation Authority","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Water Services Regulation Authority","LGBO","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Water Services Regulation Authority","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Water Services Regulation Authority","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government","Heterosexual / straight","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government","Heterosexual / straight","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government","Heterosexual / straight","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government","Heterosexual / straight","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government","Heterosexual / straight","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government","Heterosexual / straight","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government","LGBO","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government","LGBO","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government","LGBO","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government","LGBO","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government","LGBO","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government","Undeclared","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Heterosexual / straight","Asian","40","40","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Heterosexual / straight","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Heterosexual / straight","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Heterosexual / straight","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Heterosexual / straight","White","100","100","46420","43390"
"Leaver Dept.","2022","Attorney General's Departments","LGBO","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","LGBO","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","LGBO","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","LGBO","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Undeclared","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Undeclared","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Unknown","Unknown","60","50","47290","50500"
"Leaver Dept.","2022","Attorney General's Departments","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","Heterosexual / straight","Asian","90","80","43470","36570"
"Leaver Dept.","2022","Cabinet Office","Heterosexual / straight","Black","50","50","42070","36700"
"Leaver Dept.","2022","Cabinet Office","Heterosexual / straight","Mixed","30","30","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","Heterosexual / straight","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
