"Status","Year","Profession_of_post","Sexual_orientation","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Intelligence Analysis","LGBO","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","LGBO","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","LGBO","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","LGBO","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","LGBO","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","LGBO","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","LGBO","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","LGBO","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","LGBO","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","LGBO","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","LGBO","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","LGBO","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","LGBO","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","LGBO","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","LGBO","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","LGBO","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","LGBO","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","LGBO","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","LGBO","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","LGBO","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","LGBO","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","LGBO","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","LGBO","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","LGBO","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","LGBO","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","LGBO","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Undeclared","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Undeclared","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Undeclared","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Undeclared","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Undeclared","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Undeclared","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Undeclared","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Undeclared","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Undeclared","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Unknown","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Unknown","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Unknown","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Unknown","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Unknown","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Unknown","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Unknown","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Heterosexual / straight","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Heterosexual / straight","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Heterosexual / straight","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Heterosexual / straight","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Heterosexual / straight","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Heterosexual / straight","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Heterosexual / straight","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Heterosexual / straight","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Heterosexual / straight","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Heterosexual / straight","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Heterosexual / straight","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Heterosexual / straight","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Heterosexual / straight","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Heterosexual / straight","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Heterosexual / straight","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Heterosexual / straight","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Heterosexual / straight","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Heterosexual / straight","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","LGBO","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","LGBO","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","LGBO","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","LGBO","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","LGBO","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","LGBO","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","LGBO","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","LGBO","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","LGBO","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","LGBO","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","LGBO","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","LGBO","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","LGBO","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","LGBO","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","LGBO","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","LGBO","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","LGBO","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","LGBO","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Undeclared","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Undeclared","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Undeclared","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Undeclared","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Unknown","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Unknown","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Unknown","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","Heterosexual / straight","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","Heterosexual / straight","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","Heterosexual / straight","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","Heterosexual / straight","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","Heterosexual / straight","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","LGBO","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","LGBO","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","LGBO","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","LGBO","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","LGBO","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","Unknown","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Heterosexual / straight","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Heterosexual / straight","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Heterosexual / straight","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Heterosexual / straight","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Heterosexual / straight","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Heterosexual / straight","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Heterosexual / straight","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Heterosexual / straight","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Heterosexual / straight","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Heterosexual / straight","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Heterosexual / straight","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Heterosexual / straight","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Heterosexual / straight","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Heterosexual / straight","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Heterosexual / straight","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Heterosexual / straight","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Heterosexual / straight","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Heterosexual / straight","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Heterosexual / straight","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Heterosexual / straight","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","LGBO","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","LGBO","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","LGBO","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","LGBO","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","LGBO","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","LGBO","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","LGBO","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","LGBO","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","LGBO","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","LGBO","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","LGBO","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","LGBO","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","LGBO","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","LGBO","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","LGBO","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","LGBO","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","LGBO","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","LGBO","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","LGBO","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","LGBO","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Undeclared","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Undeclared","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Undeclared","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Undeclared","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Undeclared","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Undeclared","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Undeclared","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Unknown","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Unknown","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Unknown","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Unknown","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Unknown","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Unknown","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Unknown","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Heterosexual / straight","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Heterosexual / straight","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Heterosexual / straight","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Heterosexual / straight","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Heterosexual / straight","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Heterosexual / straight","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Heterosexual / straight","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Heterosexual / straight","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Heterosexual / straight","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Heterosexual / straight","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Heterosexual / straight","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Heterosexual / straight","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Heterosexual / straight","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Heterosexual / straight","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Heterosexual / straight","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Heterosexual / straight","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Heterosexual / straight","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Heterosexual / straight","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Heterosexual / straight","Inner London - West","80","70","58000","55000"
"Leaver CS","2021","Legal","Heterosexual / straight","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Heterosexual / straight","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Heterosexual / straight","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Heterosexual / straight","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Heterosexual / straight","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Heterosexual / straight","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Heterosexual / straight","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Heterosexual / straight","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Heterosexual / straight","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Heterosexual / straight","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Heterosexual / straight","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Heterosexual / straight","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Heterosexual / straight","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Heterosexual / straight","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Heterosexual / straight","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Heterosexual / straight","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Heterosexual / straight","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Heterosexual / straight","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Heterosexual / straight","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","LGBO","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","LGBO","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","LGBO","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","LGBO","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","LGBO","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","LGBO","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","LGBO","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","LGBO","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","LGBO","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","LGBO","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","LGBO","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","LGBO","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","LGBO","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","LGBO","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","LGBO","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","LGBO","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","LGBO","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","LGBO","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","LGBO","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","LGBO","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","LGBO","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","LGBO","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","LGBO","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","LGBO","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","LGBO","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","LGBO","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","LGBO","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","LGBO","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","LGBO","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","LGBO","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","LGBO","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","LGBO","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","LGBO","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","LGBO","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","LGBO","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","LGBO","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","LGBO","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","LGBO","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Undeclared","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Undeclared","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Undeclared","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Undeclared","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Undeclared","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Undeclared","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Undeclared","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Undeclared","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Undeclared","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Undeclared","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Undeclared","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Undeclared","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Undeclared","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Undeclared","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Undeclared","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Undeclared","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Undeclared","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Undeclared","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Undeclared","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Unknown","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Unknown","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Unknown","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Unknown","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Unknown","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Unknown","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Unknown","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Unknown","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Unknown","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Unknown","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Unknown","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Unknown","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Unknown","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Unknown","Inner London - West","50","40","[c]","[c]"
