"Status","Year","Sexual_orientation","Organisation","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","LGBO","Social Security Scotland","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Social Security Scotland","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Social Security Scotland","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Social Security Scotland","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Standards and Testing Agency","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Standards and Testing Agency","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Standards and Testing Agency","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Standards and Testing Agency","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Standards and Testing Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Standards and Testing Agency","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Submarine Delivery Agency","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Submarine Delivery Agency","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Submarine Delivery Agency","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Submarine Delivery Agency","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Submarine Delivery Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Submarine Delivery Agency","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Teaching Regulation Agency","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Teaching Regulation Agency","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Teaching Regulation Agency","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Teaching Regulation Agency","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Teaching Regulation Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Teaching Regulation Agency","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","The National Archives","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","The National Archives","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","The National Archives","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","The National Archives","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","The National Archives","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","The National Archives","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","UK Export Finance","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","UK Export Finance","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","UK Export Finance","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","UK Export Finance","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","UK Export Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","UK Export Finance","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","UK Hydrographic Office","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","UK Hydrographic Office","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","UK Hydrographic Office","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","UK Hydrographic Office","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","UK Hydrographic Office","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","UK Hydrographic Office","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","UK Intellectual Property Office","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","UK Intellectual Property Office","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","UK Intellectual Property Office","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","UK Intellectual Property Office","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","UK Intellectual Property Office","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","UK Intellectual Property Office","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","UK Space Agency","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","UK Space Agency","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","UK Space Agency","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","UK Space Agency","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","UK Space Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","UK Space Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","UK Space Agency","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","United Kingdom Statistics Authority","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","United Kingdom Statistics Authority","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","United Kingdom Statistics Authority","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","United Kingdom Statistics Authority","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","United Kingdom Statistics Authority","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","United Kingdom Statistics Authority","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Valuation Office Agency","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Valuation Office Agency","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Valuation Office Agency","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Valuation Office Agency","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Valuation Office Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Valuation Office Agency","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Vehicle Certification Agency","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Vehicle Certification Agency","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Vehicle Certification Agency","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Vehicle Certification Agency","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Vehicle Certification Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Vehicle Certification Agency","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Wales Office","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Wales Office","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Wales Office","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Wales Office","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Wales Office","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Wales Office","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Water Services Regulation Authority","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Water Services Regulation Authority","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Water Services Regulation Authority","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Water Services Regulation Authority","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Water Services Regulation Authority","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Water Services Regulation Authority","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Welsh Government (excl. agencies)","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Welsh Government (excl. agencies)","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Welsh Government (excl. agencies)","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Welsh Government (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Welsh Government (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Welsh Government (excl. agencies)","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Welsh Revenue Authority","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Welsh Revenue Authority","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Welsh Revenue Authority","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Welsh Revenue Authority","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Welsh Revenue Authority","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Welsh Revenue Authority","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Wilton Park","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Wilton Park","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Wilton Park","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Wilton Park","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Wilton Park","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Wilton Park","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Advisory, Conciliation and Arbitration Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Attorney General's Office","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Cabinet Office (excl. agencies)","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Cabinet Office (excl. agencies)","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Cabinet Office (excl. agencies)","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Cabinet Office (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Cabinet Office (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Cabinet Office (excl. agencies)","White","50","50","42400","34140"
"Leaver Dept.","2021","Undeclared","Centre for Environment, Fisheries and Aquaculture Science","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Charity Commission","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Charity Commission","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Companies House","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Competition and Markets Authority","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Criminal Injuries Compensation Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Crown Commercial Service","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Crown Prosecution Service","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Defence Equipment and Support","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Defence Equipment and Support","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Defence Science and Technology Laboratory","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Department for Digital, Culture, Media and Sport","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Department for Digital, Culture, Media and Sport","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Department for Digital, Culture, Media and Sport","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Department for Digital, Culture, Media and Sport","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Department for Digital, Culture, Media and Sport","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Department for Education (excl. agencies)","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Department for Education (excl. agencies)","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Department for Education (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Department for Education (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Department for Education (excl. agencies)","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Department for International Development","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Department for International Development","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Department for International Trade","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Department for Transport (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Department for Transport (excl. agencies)","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Department for Work and Pensions (excl. agencies)","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Department for Work and Pensions (excl. agencies)","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Department for Work and Pensions (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Department for Work and Pensions (excl. agencies)","Undeclared","30","30","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Department for Work and Pensions (excl. agencies)","White","40","40","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Driver and Vehicle Licensing Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Driver and Vehicle Licensing Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Driver and Vehicle Licensing Agency","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Driver and Vehicle Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Driver and Vehicle Standards Agency","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Education and Skills Funding Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Education and Skills Funding Agency","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Foreign, Commonwealth and Development Office (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Foreign, Commonwealth and Development Office (excl. agencies)","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Government Actuary's Department","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Government Actuary's Department","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Government Internal Audit Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Government Internal Audit Agency","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Government Legal Department","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Government Legal Department","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Government Legal Department","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Health and Safety Executive","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Health and Safety Executive","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Health and Safety Executive","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","HM Courts and Tribunals Service","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","HM Courts and Tribunals Service","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","HM Courts and Tribunals Service","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","HM Courts and Tribunals Service","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","HM Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","HM Courts and Tribunals Service","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","HM Prison and Probation Service","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","HM Prison and Probation Service","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","HM Prison and Probation Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","HM Prison and Probation Service","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","HM Treasury (excl. agencies)","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","HM Treasury (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","HM Treasury (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","HM Treasury (excl. agencies)","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Home Office (incl. agencies)","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Home Office (incl. agencies)","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Home Office (incl. agencies)","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Home Office (incl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Home Office (incl. agencies)","Undeclared","30","30","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Home Office (incl. agencies)","White","50","50","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Insolvency Service","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Insolvency Service","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Legal Aid Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Maritime and Coastguard Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Maritime and Coastguard Agency","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Medicines and Healthcare Products Regulatory Agency","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Ministry of Defence (excl. agencies)","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Ministry of Defence (excl. agencies)","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Ministry of Defence (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Ministry of Defence (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Ministry of Defence (excl. agencies)","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Ministry of Housing, Communities and Local Government (excl. agencies)","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Ministry of Housing, Communities and Local Government (excl. agencies)","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Ministry of Housing, Communities and Local Government (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Ministry of Housing, Communities and Local Government (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Ministry of Housing, Communities and Local Government (excl. agencies)","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Ministry of Justice (excl. agencies)","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Ministry of Justice (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Ministry of Justice (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Ministry of Justice (excl. agencies)","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","National Crime Agency","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","National Crime Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","National Crime Agency","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","National Infrastructure Commission","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Northern Ireland Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Northern Ireland Office","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Office for Budget Responsibility","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Office for Standards in Education, Children's Services and Skills","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Office of Gas and Electricity Markets","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Office of Rail and Road","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Office of the Public Guardian","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Public Health England","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Public Health England","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Public Health England","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Scottish Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Serious Fraud Office","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Submarine Delivery Agency","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","UK Intellectual Property Office","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","UK Space Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","United Kingdom Statistics Authority","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","United Kingdom Statistics Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","United Kingdom Statistics Authority","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Valuation Office Agency","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Welsh Government (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Welsh Government (excl. agencies)","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Wilton Park","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Advisory, Conciliation and Arbitration Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Advisory, Conciliation and Arbitration Service","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Animal and Plant Health Agency","Unknown","50","50","23970","21050"
"Leaver Dept.","2021","Unknown","Attorney General's Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Cabinet Office (excl. agencies)","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Cabinet Office (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Cabinet Office (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Cabinet Office (excl. agencies)","Unknown","550","540","36640","32000"
"Leaver Dept.","2021","Unknown","Cabinet Office (excl. agencies)","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Centre for Environment, Fisheries and Aquaculture Science","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Centre for Environment, Fisheries and Aquaculture Science","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Charity Commission","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Companies House","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Criminal Injuries Compensation Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Criminal Injuries Compensation Authority","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Crown Commercial Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Crown Prosecution Service","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Crown Prosecution Service","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Crown Prosecution Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Crown Prosecution Service","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Crown Prosecution Service Inspectorate","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Defence Equipment and Support","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Defence Equipment and Support","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Defence Equipment and Support","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2021","Unknown","Defence Equipment and Support","White","[c]","[c]","[c]","[c]"
