"Status","Year","Sexual_orientation","Profession_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Unknown","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Economics","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Economics","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Economics","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Finance","London","30","30","[c]","[c]"
"Leaver Dept.","2021","Unknown","Finance","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Finance","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Finance","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Finance","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Finance","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Finance","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Finance","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Finance","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Human Resources","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Human Resources","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Human Resources","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Human Resources","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Human Resources","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Human Resources","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Human Resources","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Human Resources","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Human Resources","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Human Resources","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Intelligence Analysis","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","International Trade","London","40","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","International Trade","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Knowledge and Information Management","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Knowledge and Information Management","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Knowledge and Information Management","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Legal","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Legal","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Legal","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Legal","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Legal","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Legal","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Legal","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Medicine","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Medicine","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Operational Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Operational Delivery","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Operational Delivery","London","100","100","37710","30850"
"Leaver Dept.","2021","Unknown","Operational Delivery","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Operational Delivery","North West (England)","70","60","23430","21050"
"Leaver Dept.","2021","Unknown","Operational Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Operational Delivery","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Operational Delivery","South East (England)","40","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","Operational Delivery","South West (England)","40","30","[c]","[c]"
"Leaver Dept.","2021","Unknown","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Operational Delivery","Wales","50","50","[c]","[c]"
"Leaver Dept.","2021","Unknown","Operational Delivery","West Midlands (England)","40","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","Operational Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Operational Research","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Operational Research","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Other","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Other","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Other","London","40","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","Other","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Other","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Other","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Other","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Planning","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Policy","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Policy","London","470","450","42100","38180"
"Leaver Dept.","2021","Unknown","Policy","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Policy","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Policy","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Policy","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Policy","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Policy","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Policy","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Policy","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Policy","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Policy","Yorkshire and The Humber","30","30","[c]","[c]"
"Leaver Dept.","2021","Unknown","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Project Delivery","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Project Delivery","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Project Delivery","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Project Delivery","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Project Delivery","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Project Delivery","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Project Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Project Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Property","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Property","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Property","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Property","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Property","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Property","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Property","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Property","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Psychology","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Science and Engineering","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Science and Engineering","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Science and Engineering","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Science and Engineering","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Science and Engineering","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Science and Engineering","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Security","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Security","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Security","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Security","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Social Research","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Social Research","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Statistics","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Statistics","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Statistics","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Statistics","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Statistics","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Statistics","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Statistics","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Statistics","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Tax","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","East Midlands (England)","80","80","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","East of England","30","30","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","London","1010","680","43880","40000"
"Leaver Dept.","2021","Unknown","Unknown","North East (England)","270","250","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","North West (England)","420","400","28690","27570"
"Leaver Dept.","2021","Unknown","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Overseas","50","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Scotland","270","270","27300","27570"
"Leaver Dept.","2021","Unknown","Unknown","South East (England)","50","50","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","South West (England)","50","50","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Unknown","390","380","33320","32000"
"Leaver Dept.","2021","Unknown","Unknown","Wales","130","130","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","West Midlands (England)","130","130","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Yorkshire and The Humber","180","150","36040","32270"
"Leaver Dept.","2022","Heterosexual / straight","Commercial","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Commercial","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Commercial","London","70","50","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Commercial","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Commercial","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Commercial","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Commercial","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Commercial","South West (England)","100","100","37490","33530"
"Leaver Dept.","2022","Heterosexual / straight","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Commercial","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Commercial","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Commercial","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Communications","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Communications","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Communications","London","150","140","45170","40070"
"Leaver Dept.","2022","Heterosexual / straight","Communications","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Communications","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Communications","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Communications","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Communications","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Communications","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Communications","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Communications","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Corporate Finance","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Corporate Finance","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Counter Fraud","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Counter Fraud","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Counter Fraud","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Counter Fraud","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Counter Fraud","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Counter Fraud","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Counter Fraud","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Counter Fraud","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Counter Fraud","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Counter Fraud","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Counter Fraud","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Counter Fraud","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Digital, Data and Technology","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Digital, Data and Technology","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Digital, Data and Technology","London","150","140","46630","41080"
"Leaver Dept.","2022","Heterosexual / straight","Digital, Data and Technology","North East (England)","30","30","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Digital, Data and Technology","North West (England)","50","50","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Digital, Data and Technology","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Digital, Data and Technology","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Digital, Data and Technology","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Digital, Data and Technology","South West (England)","50","50","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Digital, Data and Technology","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Digital, Data and Technology","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Digital, Data and Technology","Yorkshire and The Humber","40","40","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Economics","London","90","90","47420","39980"
"Leaver Dept.","2022","Heterosexual / straight","Economics","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Economics","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Economics","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Economics","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Economics","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Economics","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Economics","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Finance","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Finance","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Finance","London","130","120","49060","42760"
"Leaver Dept.","2022","Heterosexual / straight","Finance","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Finance","North West (England)","40","40","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Finance","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Finance","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Finance","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Finance","South West (England)","70","70","34890","28610"
"Leaver Dept.","2022","Heterosexual / straight","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Finance","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Finance","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Finance","Yorkshire and The Humber","50","40","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Geography","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Geography","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Geography","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Geography","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Geography","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Geography","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Human Resources","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Human Resources","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Human Resources","London","210","200","41220","33610"
"Leaver Dept.","2022","Heterosexual / straight","Human Resources","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Human Resources","North West (England)","50","50","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Human Resources","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Human Resources","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Human Resources","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Human Resources","South West (England)","40","40","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Human Resources","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Human Resources","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Human Resources","Yorkshire and The Humber","30","30","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Inspector of Education and Training","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Inspector of Education and Training","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Inspector of Education and Training","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Intelligence Analysis","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Intelligence Analysis","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Intelligence Analysis","London","30","30","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Intelligence Analysis","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Intelligence Analysis","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Intelligence Analysis","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Intelligence Analysis","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Intelligence Analysis","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Intelligence Analysis","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Intelligence Analysis","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Internal Audit","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Internal Audit","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Internal Audit","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Internal Audit","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Internal Audit","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Internal Audit","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Internal Audit","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Internal Audit","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","International Trade","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","International Trade","London","40","40","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","International Trade","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","International Trade","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","International Trade","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Knowledge and Information Management","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Knowledge and Information Management","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Knowledge and Information Management","London","140","130","46840","48860"
"Leaver Dept.","2022","Heterosexual / straight","Knowledge and Information Management","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Knowledge and Information Management","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Knowledge and Information Management","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Knowledge and Information Management","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Knowledge and Information Management","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Knowledge and Information Management","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Knowledge and Information Management","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Knowledge and Information Management","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Knowledge and Information Management","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Legal","London","50","50","59140","59060"
"Leaver Dept.","2022","Heterosexual / straight","Legal","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Legal","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Legal","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Legal","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Legal","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Legal","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Medicine","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Medicine","East of England","30","30","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Medicine","London","90","70","85520","90960"
"Leaver Dept.","2022","Heterosexual / straight","Medicine","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Medicine","North West (England)","40","30","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Medicine","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Medicine","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Medicine","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Medicine","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Medicine","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Medicine","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Operational Delivery","East Midlands (England)","260","250","27410","25120"
"Leaver Dept.","2022","Heterosexual / straight","Operational Delivery","East of England","220","200","30990","27570"
"Leaver Dept.","2022","Heterosexual / straight","Operational Delivery","London","1850","1740","38860","32330"
"Leaver Dept.","2022","Heterosexual / straight","Operational Delivery","North East (England)","320","310","27190","27570"
"Leaver Dept.","2022","Heterosexual / straight","Operational Delivery","North West (England)","750","720","27440","25120"
