"Status","Year","Parent_department","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","United Kingdom Statistics Authority","Undeclared","50","50","33050","32540"
"New entrant CS","2021","United Kingdom Statistics Authority","Unknown","300","290","31000","29540"
"New entrant CS","2021","Wales Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","Heterosexual / straight","150","140","28380","25030"
"New entrant CS","2021","Welsh Government","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","Unknown","30","30","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Heterosexual / straight","880","860","34940","27010"
"New entrant CS","2022","Attorney General's Departments","LGBO","70","70","28610","25480"
"New entrant CS","2022","Attorney General's Departments","Undeclared","60","60","31540","26950"
"New entrant CS","2022","Attorney General's Departments","Unknown","30","30","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Heterosexual / straight","780","760","38070","32000"
"New entrant CS","2022","Cabinet Office","LGBO","100","100","34700","32000"
"New entrant CS","2022","Cabinet Office","Undeclared","70","70","40430","34550"
"New entrant CS","2022","Cabinet Office","Unknown","1020","1010","39300","28000"
"New entrant CS","2022","Chancellor's other departments","Heterosexual / straight","40","40","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Unknown","60","60","28350","27570"
"New entrant CS","2022","Competition and Markets Authority","Heterosexual / straight","110","100","44990","33120"
"New entrant CS","2022","Competition and Markets Authority","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","950","930","33510","31000"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","LGBO","120","120","30870","30360"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Undeclared","110","100","35090","31390"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Unknown","290","280","31000","27680"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Heterosexual / straight","300","290","36040","34020"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","LGBO","40","40","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Undeclared","40","40","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Heterosexual / straight","720","710","34640","30000"
"New entrant CS","2022","Department for Education","LGBO","80","80","32480","29360"
"New entrant CS","2022","Department for Education","Undeclared","70","70","35200","32870"
"New entrant CS","2022","Department for Education","Unknown","220","220","35170","32940"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Heterosexual / straight","1680","1650","33610","30320"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","LGBO","230","230","33170","30290"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Undeclared","170","160","33860","32560"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Unknown","860","840","28790","24920"
"New entrant CS","2022","Department for International Trade","Heterosexual / straight","230","230","37150","31800"
"New entrant CS","2022","Department for International Trade","LGBO","30","30","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Unknown","150","150","36440","31800"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Heterosexual / straight","440","430","36130","33210"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","LGBO","80","80","33230","30190"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Undeclared","40","40","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Unknown","130","120","34250","32780"
"New entrant CS","2022","Department for Transport","Heterosexual / straight","1160","1120","31070","26130"
"New entrant CS","2022","Department for Transport","LGBO","140","140","31810","26840"
"New entrant CS","2022","Department for Transport","Undeclared","90","80","33000","29970"
"New entrant CS","2022","Department for Transport","Unknown","860","830","29560","26130"
"New entrant CS","2022","Department for Work and Pensions","Heterosexual / straight","7820","7640","26510","27570"
"New entrant CS","2022","Department for Work and Pensions","LGBO","760","750","25500","27570"
"New entrant CS","2022","Department for Work and Pensions","Undeclared","470","460","26560","27570"
"New entrant CS","2022","Department for Work and Pensions","Unknown","1530","1490","26590","27570"
"New entrant CS","2022","Department of Health and Social Care","Heterosexual / straight","1770","1610","35780","32330"
"New entrant CS","2022","Department of Health and Social Care","LGBO","210","190","34030","29490"
"New entrant CS","2022","Department of Health and Social Care","Undeclared","830","510","36020","32330"
"New entrant CS","2022","Department of Health and Social Care","Unknown","530","510","45420","38730"
"New entrant CS","2022","Estyn","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Heterosexual / straight","150","150","33660","31320"
"New entrant CS","2022","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Foreign, Commonwealth and Development Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Foreign, Commonwealth and Development Office","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Foreign, Commonwealth and Development Office","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Heterosexual / straight","270","260","27110","22600"
"New entrant CS","2022","HM Land Registry","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Unknown","220","210","27150","22600"
"New entrant CS","2022","HM Revenue and Customs","Heterosexual / straight","4190","4100","27430","26590"
"New entrant CS","2022","HM Revenue and Customs","LGBO","460","460","26900","26590"
"New entrant CS","2022","HM Revenue and Customs","Undeclared","240","230","28130","26590"
"New entrant CS","2022","HM Revenue and Customs","Unknown","3630","3520","26360","22010"
"New entrant CS","2022","HM Treasury","Heterosexual / straight","260","250","35100","29320"
"New entrant CS","2022","HM Treasury","LGBO","40","40","[c]","[c]"
"New entrant CS","2022","HM Treasury","Undeclared","50","50","[c]","[c]"
"New entrant CS","2022","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Heterosexual / straight","550","530","30120","24880"
"New entrant CS","2022","Home Office","LGBO","60","60","29910","24880"
"New entrant CS","2022","Home Office","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Unknown","1940","1840","29660","24880"
"New entrant CS","2022","Ministry of Defence","Heterosexual / straight","2830","2760","31010","27200"
"New entrant CS","2022","Ministry of Defence","LGBO","180","180","29460","26750"
"New entrant CS","2022","Ministry of Defence","Undeclared","140","140","31950","28000"
"New entrant CS","2022","Ministry of Defence","Unknown","1840","1790","29080","26030"
"New entrant CS","2022","Ministry of Justice","Heterosexual / straight","9950","9560","27160","24430"
"New entrant CS","2022","Ministry of Justice","LGBO","990","970","26740","23900"
"New entrant CS","2022","Ministry of Justice","Undeclared","580","550","29030","26310"
"New entrant CS","2022","Ministry of Justice","Unknown","6670","6250","26480","24620"
"New entrant CS","2022","National Crime Agency","Heterosexual / straight","410","400","37020","34140"
"New entrant CS","2022","National Crime Agency","LGBO","30","30","[c]","[c]"
"New entrant CS","2022","National Crime Agency","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Crime Agency","Unknown","50","50","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","220","220","49060","46360"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","Heterosexual / straight","360","360","36620","30000"
"New entrant CS","2022","Office of Gas and Electricity Markets","LGBO","50","50","31890","25750"
"New entrant CS","2022","Office of Gas and Electricity Markets","Undeclared","30","30","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","Heterosexual / straight","50","40","[c]","[c]"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","Heterosexual / straight","30","30","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Scotland","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Wales","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Wales","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Wales","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Government","Heterosexual / straight","2140","2090","30220","27230"
"New entrant CS","2022","Scottish Government","LGBO","320","320","29450","27230"
"New entrant CS","2022","Scottish Government","Undeclared","140","140","30880","27230"
"New entrant CS","2022","Scottish Government","Unknown","1910","1840","29190","27230"
"New entrant CS","2022","The National Archives","Heterosexual / straight","60","50","34170","29200"
"New entrant CS","2022","The National Archives","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","The National Archives","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Export Finance","Heterosexual / straight","110","100","43380","37910"
"New entrant CS","2022","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Export Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Statistics Authority","Heterosexual / straight","740","670","29560","30210"
"New entrant CS","2022","UK Statistics Authority","LGBO","80","80","30020","30710"
"New entrant CS","2022","UK Statistics Authority","Undeclared","70","60","30880","30710"
"New entrant CS","2022","UK Statistics Authority","Unknown","120","100","25760","19860"
"New entrant CS","2022","UK Supreme Court","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Supreme Court","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Supreme Court","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Supreme Court","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Water Services Regulation Authority","Heterosexual / straight","30","30","[c]","[c]"
"New entrant CS","2022","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Water Services Regulation Authority","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Welsh Government","Heterosexual / straight","270","270","36000","31210"
"New entrant CS","2022","Welsh Government","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Welsh Government","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Welsh Government","Unknown","40","40","[c]","[c]"
"Notes","Summary figures are suppressed when information relates to less than 30 civil servants for FTE or Headcount, and less than 50 civil servants for median and mean salary (shown as [c]). Additionally, zero responses have been suppressed for GPDR protected characteristics. Figures are rounded to the nearest 10, or £10 as appropriate.","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","",""
"Version","Generated on 2022-07-26, with GIT 03ee02c.","","","","","",""
"Data column","Description","","","","","",""
"Status","Employment status of the civil servants.","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","",""
"","Organisation specific notes on status: In late June 2021 around 7,000 employees from Community Rehabilitation Companies were transferred in from the private sector to HM Prison and Probation Service, counting as entrants. The Defence Electronics and Components Agency does not record the date in which their employees first enter the Civil Service and so entrants data is not available. HM Land Registry do not record where their departing employees transfer to and so are unable to identify those that transfer to another Civil Service department.","","","","","",""
"Year","Year of data collection (as at March 31st).","","","","","",""
"Parent_department","Government Department, total figures include Executive Agencies, Ministerial and Non-Ministerial Departments.","","","","","",""
"","On 30 September 2021, the Ministry for Housing, Communities and Local Government changed it's name to the Department for Levelling Up, Housing and Communities.","","","","","",""
"Sexual_orientation","Self reported sexual orientation.","","","","","",""
"","""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their sexual orientation and ""Unknown"" accounts for employees who have not made an active declaration about their sexual orientation.","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 10).","","","","","",""
"FTE","Total full-time equivalent employment numbers (rounded to nearest 10).","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","",""
