"Status","Year","Profession_of_post","Ethnicity","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Internal Audit","White","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","White","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","Asian","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","Asian","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","Asian","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","Asian","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","Black","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","Black","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","Black","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","Black","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","Chinese","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","Chinese","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","Chinese","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","Chinese","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","Mixed","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","Mixed","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","Mixed","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","Mixed","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","Other ethnicity","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","Other ethnicity","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","White","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","White","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","White","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","White","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Asian","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Asian","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Asian","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Black","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Black","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Black","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Chinese","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Chinese","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Chinese","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Mixed","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Mixed","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Mixed","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Other ethnicity","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Undeclared","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","White","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","White","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","White","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Asian","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Asian","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Asian","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Asian","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Asian","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Black","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Black","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Black","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Black","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Black","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Chinese","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Chinese","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Chinese","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Chinese","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Chinese","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Mixed","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Mixed","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Mixed","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Mixed","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Mixed","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Other ethnicity","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Other ethnicity","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Other ethnicity","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","White","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","White","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","White","G6/G7","50","50","58780","57690"
"Leaver Dept.","2021","Legal","White","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","White","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","Asian","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","Asian","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","Asian","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","Black","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","Black","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","Black","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","Chinese","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","Chinese","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","Chinese","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","Mixed","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","Mixed","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","Mixed","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","Other ethnicity","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","White","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","White","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","White","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Asian","AA/AO","90","90","21050","19930"
"Leaver Dept.","2021","Operational Delivery","Asian","EO","60","60","25960","26410"
"Leaver Dept.","2021","Operational Delivery","Asian","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Asian","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Asian","SEO/HEO","50","50","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Black","AA/AO","50","40","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Black","EO","30","30","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Black","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Black","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Black","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Chinese","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Chinese","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Chinese","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Chinese","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Chinese","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Chinese","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Mixed","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Mixed","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Mixed","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Mixed","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Mixed","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Other ethnicity","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Other ethnicity","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Other ethnicity","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Undeclared","AA/AO","30","30","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Undeclared","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Undeclared","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Undeclared","SEO/HEO","40","40","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Unknown","AA/AO","190","190","20770","20470"
"Leaver Dept.","2021","Operational Delivery","Unknown","EO","80","80","25450","24980"
"Leaver Dept.","2021","Operational Delivery","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Unknown","SEO/HEO","70","70","34190","32080"
"Leaver Dept.","2021","Operational Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","White","AA/AO","440","420","20650","21010"
"Leaver Dept.","2021","Operational Delivery","White","EO","280","270","25170","24890"
"Leaver Dept.","2021","Operational Delivery","White","G6/G7","80","80","56490","53860"
"Leaver Dept.","2021","Operational Delivery","White","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","White","SEO/HEO","250","250","34240","33160"
"Leaver Dept.","2021","Operational Delivery","White","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Asian","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Asian","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Asian","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Asian","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Black","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Black","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Black","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Black","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Chinese","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Chinese","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Chinese","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Chinese","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Mixed","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Mixed","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Mixed","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Mixed","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Other ethnicity","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Other ethnicity","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","White","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","White","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","White","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","White","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Asian","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Asian","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Asian","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Asian","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Asian","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Black","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Black","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Black","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Black","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Black","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Chinese","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Chinese","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Chinese","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Chinese","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Chinese","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Chinese","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Mixed","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Mixed","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Mixed","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Mixed","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Mixed","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Other ethnicity","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Other ethnicity","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Other ethnicity","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Undeclared","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","White","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","White","EO","50","50","[c]","[c]"
"Leaver Dept.","2021","Other","White","G6/G7","40","40","[c]","[c]"
"Leaver Dept.","2021","Other","White","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","White","SEO/HEO","70","70","33300","32830"
"Leaver Dept.","2021","Other","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","Asian","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","Asian","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","Asian","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","Asian","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","Black","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","Black","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","Black","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","Black","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","Chinese","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","Chinese","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","Chinese","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","Chinese","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","Mixed","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","Mixed","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","Mixed","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","Mixed","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","Other ethnicity","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","Other ethnicity","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","White","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","White","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","White","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","White","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning Inspectors","Asian","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning Inspectors","Black","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning Inspectors","Chinese","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning Inspectors","Mixed","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning Inspectors","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning Inspectors","White","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Asian","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Asian","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Asian","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Asian","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Asian","SEO/HEO","70","60","36860","36780"
"Leaver Dept.","2021","Policy","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Black","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Black","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Black","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Black","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Black","SEO/HEO","40","40","[c]","[c]"
"Leaver Dept.","2021","Policy","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Chinese","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Chinese","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Chinese","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Chinese","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Chinese","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Chinese","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Mixed","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Mixed","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Mixed","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Mixed","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Mixed","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Other ethnicity","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Other ethnicity","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Other ethnicity","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Undeclared","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Undeclared","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Unknown","EO","70","60","28360","27960"
"Leaver Dept.","2021","Policy","Unknown","G6/G7","160","150","55510","53870"
"Leaver Dept.","2021","Policy","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Unknown","SEO/HEO","310","310","35740","34520"
"Leaver Dept.","2021","Policy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","White","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","White","EO","70","70","27320","27310"
"Leaver Dept.","2021","Policy","White","G6/G7","300","290","56480","53760"
