"Status","Year","Sex","Sexual_orientation","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Female","LGBO","Department for Transport","40","40","[c]","[c]"
"New entrant CS","2021","Female","LGBO","Department for Work and Pensions","670","660","26600","27570"
"New entrant CS","2021","Female","LGBO","Department of Health and Social Care","90","90","32060","28970"
"New entrant CS","2021","Female","LGBO","ESTYN","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","LGBO","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","LGBO","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","LGBO","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","LGBO","HM Revenue and Customs","70","70","26230","24120"
"New entrant CS","2021","Female","LGBO","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","LGBO","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","LGBO","Ministry of Defence","100","100","27300","26350"
"New entrant CS","2021","Female","LGBO","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","LGBO","Ministry of Justice","300","300","23550","22850"
"New entrant CS","2021","Female","LGBO","National Crime Agency","30","30","[c]","[c]"
"New entrant CS","2021","Female","LGBO","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","LGBO","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","LGBO","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","LGBO","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","LGBO","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","LGBO","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","LGBO","Scotland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","LGBO","Scottish Government","50","50","29920","27140"
"New entrant CS","2021","Female","LGBO","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","LGBO","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","LGBO","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","LGBO","United Kingdom Statistics Authority","40","40","[c]","[c]"
"New entrant CS","2021","Female","LGBO","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","LGBO","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","LGBO","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Cabinet Office","30","30","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Department for Business, Energy and Industrial Strategy","40","40","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Department for Environment, Food and Rural Affairs","60","60","31410","29780"
"New entrant CS","2021","Female","Undeclared","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Department for Work and Pensions","450","430","27410","27570"
"New entrant CS","2021","Female","Undeclared","Department of Health and Social Care","240","200","34830","32330"
"New entrant CS","2021","Female","Undeclared","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","HM Revenue and Customs","50","50","25720","20140"
"New entrant CS","2021","Female","Undeclared","HM Treasury","40","40","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Ministry of Defence","70","70","28810","26350"
"New entrant CS","2021","Female","Undeclared","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Ministry of Justice","150","140","25190","22850"
"New entrant CS","2021","Female","Undeclared","National Crime Agency","40","30","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Scottish Government","90","80","26240","20850"
"New entrant CS","2021","Female","Undeclared","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Attorney General's Departments","100","100","30930","25480"
"New entrant CS","2021","Female","Unknown","Cabinet Office","580","580","37570","28000"
"New entrant CS","2021","Female","Unknown","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Department for Business, Energy and Industrial Strategy","330","320","29140","24250"
"New entrant CS","2021","Female","Unknown","Department for Digital, Culture, Media and Sport","30","30","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Department for Education","180","170","34510","29360"
"New entrant CS","2021","Female","Unknown","Department for Environment, Food and Rural Affairs","220","220","31340","29180"
"New entrant CS","2021","Female","Unknown","Department for International Trade","80","80","30190","28000"
"New entrant CS","2021","Female","Unknown","Department for Transport","260","240","27840","21590"
"New entrant CS","2021","Female","Unknown","Department for Work and Pensions","1050","1010","27710","27570"
"New entrant CS","2021","Female","Unknown","Department of Health and Social Care","530","510","39290","32790"
"New entrant CS","2021","Female","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Unknown","HM Land Registry","180","170","26050","22350"
"New entrant CS","2021","Female","Unknown","HM Revenue and Customs","1810","1750","23770","20140"
"New entrant CS","2021","Female","Unknown","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Home Office","670","660","31000","27370"
"New entrant CS","2021","Female","Unknown","Ministry of Defence","270","250","32050","26350"
"New entrant CS","2021","Female","Unknown","Ministry of Housing, Communities and Local Government","30","30","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Ministry of Justice","1980","1900","23800","22680"
"New entrant CS","2021","Female","Unknown","National Crime Agency","60","60","36370","32770"
"New entrant CS","2021","Female","Unknown","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Scotland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Scottish Government","550","520","32030","27150"
"New entrant CS","2021","Female","Unknown","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Unknown","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Unknown","United Kingdom Statistics Authority","130","130","30410","29540"
"New entrant CS","2021","Female","Unknown","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Heterosexual / straight","Attorney General's Departments","260","250","39140","39880"
"New entrant CS","2021","Male","Heterosexual / straight","Cabinet Office","240","240","41740","34550"
"New entrant CS","2021","Male","Heterosexual / straight","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Heterosexual / straight","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Heterosexual / straight","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","310","310","38220","33570"
"New entrant CS","2021","Male","Heterosexual / straight","Department for Digital, Culture, Media and Sport","120","120","40680","34020"
"New entrant CS","2021","Male","Heterosexual / straight","Department for Education","170","170","37070","36500"
"New entrant CS","2021","Male","Heterosexual / straight","Department for Environment, Food and Rural Affairs","420","420","34590","31460"
"New entrant CS","2021","Male","Heterosexual / straight","Department for International Trade","100","100","34960","31800"
"New entrant CS","2021","Male","Heterosexual / straight","Department for Transport","380","370","34260","30730"
"New entrant CS","2021","Male","Heterosexual / straight","Department for Work and Pensions","5340","5310","26700","27570"
"New entrant CS","2021","Male","Heterosexual / straight","Department of Health and Social Care","540","500","38860","32790"
"New entrant CS","2021","Male","Heterosexual / straight","ESTYN","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Heterosexual / straight","Food Standards Agency","40","40","[c]","[c]"
"New entrant CS","2021","Male","Heterosexual / straight","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Heterosexual / straight","HM Land Registry","130","130","27200","22350"
"New entrant CS","2021","Male","Heterosexual / straight","HM Revenue and Customs","760","750","26000","24500"
"New entrant CS","2021","Male","Heterosexual / straight","HM Treasury","150","150","33540","28500"
"New entrant CS","2021","Male","Heterosexual / straight","Home Office","350","350","32730","25630"
"New entrant CS","2021","Male","Heterosexual / straight","Ministry of Defence","1710","1700","31630","28000"
"New entrant CS","2021","Male","Heterosexual / straight","Ministry of Housing, Communities and Local Government","140","140","38560","33210"
"New entrant CS","2021","Male","Heterosexual / straight","Ministry of Justice","1950","1920","25760","22850"
"New entrant CS","2021","Male","Heterosexual / straight","National Crime Agency","380","380","36000","34140"
"New entrant CS","2021","Male","Heterosexual / straight","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Heterosexual / straight","Office for Standards in Education","50","50","[c]","[c]"
"New entrant CS","2021","Male","Heterosexual / straight","Office of Gas and Electricity Markets","120","120","36060","29980"
"New entrant CS","2021","Male","Heterosexual / straight","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Heterosexual / straight","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Heterosexual / straight","Other Cabinet Office Agencies","90","90","38760","34800"
"New entrant CS","2021","Male","Heterosexual / straight","Scotland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Heterosexual / straight","Scottish Government","290","290","30090","26160"
"New entrant CS","2021","Male","Heterosexual / straight","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Heterosexual / straight","UK Export Finance","40","40","[c]","[c]"
"New entrant CS","2021","Male","Heterosexual / straight","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Heterosexual / straight","United Kingdom Statistics Authority","250","240","32400","29540"
"New entrant CS","2021","Male","Heterosexual / straight","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Heterosexual / straight","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Heterosexual / straight","Welsh Government","50","50","28210","25030"
"New entrant CS","2021","Male","LGBO","Attorney General's Departments","30","30","[c]","[c]"
"New entrant CS","2021","Male","LGBO","Cabinet Office","50","50","[c]","[c]"
"New entrant CS","2021","Male","LGBO","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","LGBO","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","LGBO","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","LGBO","Department for Business, Energy and Industrial Strategy","50","50","33640","33570"
"New entrant CS","2021","Male","LGBO","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","LGBO","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","LGBO","Department for Environment, Food and Rural Affairs","50","50","33220","29180"
"New entrant CS","2021","Male","LGBO","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","LGBO","Department for Transport","40","40","[c]","[c]"
"New entrant CS","2021","Male","LGBO","Department for Work and Pensions","700","700","26290","27570"
"New entrant CS","2021","Male","LGBO","Department of Health and Social Care","70","60","35610","32330"
"New entrant CS","2021","Male","LGBO","ESTYN","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","LGBO","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","LGBO","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","LGBO","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","LGBO","HM Revenue and Customs","110","110","24200","20140"
"New entrant CS","2021","Male","LGBO","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","LGBO","Home Office","30","30","[c]","[c]"
"New entrant CS","2021","Male","LGBO","Ministry of Defence","80","80","26790","26350"
"New entrant CS","2021","Male","LGBO","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","LGBO","Ministry of Justice","180","170","25120","22850"
"New entrant CS","2021","Male","LGBO","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","LGBO","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","LGBO","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","LGBO","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","LGBO","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","LGBO","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","LGBO","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","LGBO","Scotland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","LGBO","Scottish Government","50","50","29010","26160"
"New entrant CS","2021","Male","LGBO","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","LGBO","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","LGBO","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","LGBO","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","LGBO","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","LGBO","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","LGBO","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Cabinet Office","30","30","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Department for Environment, Food and Rural Affairs","50","50","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Department for Work and Pensions","330","320","26950","27570"
"New entrant CS","2021","Male","Undeclared","Department of Health and Social Care","100","80","42770","33110"
"New entrant CS","2021","Male","Undeclared","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","HM Revenue and Customs","40","40","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","HM Treasury","40","40","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Ministry of Defence","110","110","32280","26930"
"New entrant CS","2021","Male","Undeclared","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Ministry of Justice","90","90","28770","23920"
"New entrant CS","2021","Male","Undeclared","National Crime Agency","30","30","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Scottish Government","60","60","29070","23340"
"New entrant CS","2021","Male","Undeclared","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Attorney General's Departments","60","50","34440","26970"
"New entrant CS","2021","Male","Unknown","Cabinet Office","460","460","44880","28000"
"New entrant CS","2021","Male","Unknown","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Department for Business, Energy and Industrial Strategy","330","330","30960","27680"
"New entrant CS","2021","Male","Unknown","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Department for Education","110","110","39080","36500"
"New entrant CS","2021","Male","Unknown","Department for Environment, Food and Rural Affairs","170","170","34370","29270"
"New entrant CS","2021","Male","Unknown","Department for International Trade","70","70","35980","31800"
"New entrant CS","2021","Male","Unknown","Department for Transport","310","310","31490","26590"
"New entrant CS","2021","Male","Unknown","Department for Work and Pensions","730","730","27850","27570"
"New entrant CS","2021","Male","Unknown","Department of Health and Social Care","360","360","42830","32790"
"New entrant CS","2021","Male","Unknown","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","HM Land Registry","150","150","26490","22350"
"New entrant CS","2021","Male","Unknown","HM Revenue and Customs","1760","1740","24680","20140"
"New entrant CS","2021","Male","Unknown","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Home Office","780","770","31740","25630"
"New entrant CS","2021","Male","Unknown","Ministry of Defence","540","530","28930","25540"
"New entrant CS","2021","Male","Unknown","Ministry of Housing, Communities and Local Government","30","30","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Ministry of Justice","1500","1460","25380","22850"
"New entrant CS","2021","Male","Unknown","National Crime Agency","60","60","38870","36740"
"New entrant CS","2021","Male","Unknown","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Scotland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Scottish Government","470","470","30670","26160"
"New entrant CS","2021","Male","Unknown","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","United Kingdom Statistics Authority","150","150","31090","29540"
"New entrant CS","2021","Male","Unknown","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","LGBO","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","LGBO","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Heterosexual / straight","Attorney General's Departments","630","610","33960","26970"
"New entrant CS","2022","Female","Heterosexual / straight","Cabinet Office","430","420","36580","32000"
"New entrant CS","2022","Female","Heterosexual / straight","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Heterosexual / straight","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Heterosexual / straight","Competition and Markets Authority","50","50","[c]","[c]"
"New entrant CS","2022","Female","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","500","480","33080","30770"
"New entrant CS","2022","Female","Heterosexual / straight","Department for Digital, Culture, Media and Sport","160","160","34430","34020"
"New entrant CS","2022","Female","Heterosexual / straight","Department for Education","450","440","33680","29360"
"New entrant CS","2022","Female","Heterosexual / straight","Department for Environment, Food and Rural Affairs","990","960","33090","30220"
"New entrant CS","2022","Female","Heterosexual / straight","Department for International Trade","120","120","35550","31800"
"New entrant CS","2022","Female","Heterosexual / straight","Department for Levelling Up, Housing and Communities","230","230","36180","33210"
"New entrant CS","2022","Female","Heterosexual / straight","Department for Transport","550","520","30240","26130"
"New entrant CS","2022","Female","Heterosexual / straight","Department for Work and Pensions","4540","4390","26100","27570"
"New entrant CS","2022","Female","Heterosexual / straight","Department of Health and Social Care","1240","1120","35480","32330"
"New entrant CS","2022","Female","Heterosexual / straight","Estyn","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Heterosexual / straight","Food Standards Agency","90","90","33810","30350"
"New entrant CS","2022","Female","Heterosexual / straight","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Heterosexual / straight","HM Land Registry","160","150","26200","22600"
"New entrant CS","2022","Female","Heterosexual / straight","HM Revenue and Customs","2150","2080","26610","26590"
"New entrant CS","2022","Female","Heterosexual / straight","HM Treasury","140","140","33110","28500"
"New entrant CS","2022","Female","Heterosexual / straight","Home Office","260","260","29420","24880"
"New entrant CS","2022","Female","Heterosexual / straight","Ministry of Defence","1150","1100","29510","26350"
"New entrant CS","2022","Female","Heterosexual / straight","Ministry of Justice","6350","6050","26890","24190"
"New entrant CS","2022","Female","Heterosexual / straight","National Crime Agency","190","180","35720","32890"
"New entrant CS","2022","Female","Heterosexual / straight","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Heterosexual / straight","Office for Standards in Education, Children's Services and Skills","160","160","48120","46360"
"New entrant CS","2022","Female","Heterosexual / straight","Office of Gas and Electricity Markets","180","180","35900","30950"
"New entrant CS","2022","Female","Heterosexual / straight","Office of Qualifications and Examinations Regulation","30","30","[c]","[c]"
"New entrant CS","2022","Female","Heterosexual / straight","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Heterosexual / straight","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Heterosexual / straight","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Heterosexual / straight","Scottish Government","1340","1300","30030","27230"
"New entrant CS","2022","Female","Heterosexual / straight","The National Archives","30","30","[c]","[c]"
"New entrant CS","2022","Female","Heterosexual / straight","UK Export Finance","60","60","40800","33180"
"New entrant CS","2022","Female","Heterosexual / straight","UK Statistics Authority","420","370","28650","27030"
"New entrant CS","2022","Female","Heterosexual / straight","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Heterosexual / straight","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Heterosexual / straight","Welsh Government","170","160","35260","31210"
"New entrant CS","2022","Female","LGBO","Attorney General's Departments","50","50","[c]","[c]"
"New entrant CS","2022","Female","LGBO","Cabinet Office","50","50","32780","28390"
"New entrant CS","2022","Female","LGBO","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","LGBO","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","LGBO","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","LGBO","Department for Business, Energy and Industrial Strategy","80","70","31340","30360"
"New entrant CS","2022","Female","LGBO","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","LGBO","Department for Education","50","50","33320","32870"
"New entrant CS","2022","Female","LGBO","Department for Environment, Food and Rural Affairs","120","120","32810","29850"
"New entrant CS","2022","Female","LGBO","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","LGBO","Department for Levelling Up, Housing and Communities","50","50","[c]","[c]"
"New entrant CS","2022","Female","LGBO","Department for Transport","70","70","30090","26130"
"New entrant CS","2022","Female","LGBO","Department for Work and Pensions","380","370","25100","26370"
"New entrant CS","2022","Female","LGBO","Department of Health and Social Care","130","120","32790","28600"
"New entrant CS","2022","Female","LGBO","Estyn","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","LGBO","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","LGBO","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","LGBO","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","LGBO","HM Revenue and Customs","210","200","26740","26590"
"New entrant CS","2022","Female","LGBO","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","LGBO","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","LGBO","Ministry of Defence","100","100","27070","25530"
"New entrant CS","2022","Female","LGBO","Ministry of Justice","700","680","26300","23170"
