"Status","Year","Profession_of_post","Organisation","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Communications","Foreign, Commonwealth and Development Office (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Government Legal Department","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Government Legal Department","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Health and Safety Executive","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Health and Safety Executive","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","HM Courts and Tribunals Service","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","HM Courts and Tribunals Service","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","HM Treasury (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","HM Treasury (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Home Office (incl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Home Office (incl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Insolvency Service","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Insolvency Service","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Legal Aid Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Legal Aid Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Medicines and Healthcare Products Regulatory Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Medicines and Healthcare Products Regulatory Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Medicines and Healthcare Products Regulatory Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Ministry of Defence (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Ministry of Defence (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Ministry of Housing, Communities and Local Government (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Ministry of Housing, Communities and Local Government (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Ministry of Justice (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Ministry of Justice (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","National Savings and Investments","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","National Savings and Investments","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Office for Standards in Education, Children's Services and Skills","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Public Health England","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Public Health England","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Scotland Office (incl. Office of the Advocate General for Scotland)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Scotland Office (incl. Office of the Advocate General for Scotland)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","UK Intellectual Property Office","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","UK Intellectual Property Office","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","UK Space Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","UK Space Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","United Kingdom Statistics Authority","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","United Kingdom Statistics Authority","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Valuation Office Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Valuation Office Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Wales Office","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Wales Office","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Welsh Government (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Welsh Government (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Wilton Park","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Wilton Park","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Corporate Finance","Centre for Environment, Fisheries and Aquaculture Science","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Corporate Finance","Centre for Environment, Fisheries and Aquaculture Science","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Corporate Finance","Defence Science and Technology Laboratory","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Corporate Finance","Defence Science and Technology Laboratory","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Corporate Finance","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Corporate Finance","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Corporate Finance","Department for Transport (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Corporate Finance","Department for Transport (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Driver and Vehicle Standards Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Driver and Vehicle Standards Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Government Internal Audit Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Government Internal Audit Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Home Office (incl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Home Office (incl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Insolvency Service","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Insolvency Service","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Serious Fraud Office","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Serious Fraud Office","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Advisory, Conciliation and Arbitration Service","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Advisory, Conciliation and Arbitration Service","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Companies House","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Companies House","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Crown Prosecution Service","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Crown Prosecution Service","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Defence Equipment and Support","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Defence Equipment and Support","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Defence Science and Technology Laboratory","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Defence Science and Technology Laboratory","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Department for Education (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Department for Education (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Department for International Development","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Department for International Development","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Driver and Vehicle Licensing Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Driver and Vehicle Licensing Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Driver and Vehicle Standards Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Driver and Vehicle Standards Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Education and Skills Funding Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Education and Skills Funding Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Foreign, Commonwealth and Development Office (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Foreign, Commonwealth and Development Office (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Government Internal Audit Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Government Internal Audit Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Government Legal Department","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Government Legal Department","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Health and Safety Executive","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Health and Safety Executive","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","HM Courts and Tribunals Service","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","HM Courts and Tribunals Service","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Home Office (incl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Home Office (incl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Insolvency Service","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Insolvency Service","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Institute for Apprenticeships and Technical Education","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Institute for Apprenticeships and Technical Education","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Maritime and Coastguard Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Maritime and Coastguard Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Medicines and Healthcare Products Regulatory Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Medicines and Healthcare Products Regulatory Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Medicines and Healthcare Products Regulatory Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Ministry of Defence (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Ministry of Defence (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Ministry of Housing, Communities and Local Government (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Ministry of Housing, Communities and Local Government (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Ministry of Justice (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Ministry of Justice (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Office for Standards in Education, Children's Services and Skills","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Public Health England","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Public Health England","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Serious Fraud Office","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Serious Fraud Office","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","UK Hydrographic Office","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","UK Hydrographic Office","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","UK Intellectual Property Office","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","UK Intellectual Property Office","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","United Kingdom Statistics Authority","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","United Kingdom Statistics Authority","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","United Kingdom Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Welsh Government (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Welsh Government (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Welsh Revenue Authority","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Welsh Revenue Authority","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Department for International Development","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Department for International Development","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Health and Safety Executive","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Health and Safety Executive","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","HM Courts and Tribunals Service","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","HM Courts and Tribunals Service","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","HM Treasury (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","HM Treasury (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Home Office (incl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Home Office (incl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Ministry of Defence (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Ministry of Defence (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Ministry of Housing, Communities and Local Government (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Ministry of Housing, Communities and Local Government (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Ministry of Justice (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Ministry of Justice (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","National Infrastructure Commission","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","National Infrastructure Commission","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Office for Budget Responsibility","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Office for Budget Responsibility","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","UK Intellectual Property Office","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","UK Intellectual Property Office","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","United Kingdom Statistics Authority","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","United Kingdom Statistics Authority","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Wales Office","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Wales Office","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Welsh Government (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Welsh Government (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Advisory, Conciliation and Arbitration Service","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Advisory, Conciliation and Arbitration Service","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Cabinet Office (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Cabinet Office (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Charity Commission","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Charity Commission","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Defence Equipment and Support","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Defence Equipment and Support","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Department for Education (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Department for Education (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Department for International Development","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Department for International Development","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Driver and Vehicle Licensing Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Driver and Vehicle Licensing Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Driver and Vehicle Standards Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Driver and Vehicle Standards Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Education and Skills Funding Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Education and Skills Funding Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Government Internal Audit Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Government Internal Audit Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Government Legal Department","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Government Legal Department","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","HM Courts and Tribunals Service","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","HM Courts and Tribunals Service","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","HM Treasury (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","HM Treasury (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Home Office (incl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Home Office (incl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Insolvency Service","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Insolvency Service","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Institute for Apprenticeships and Technical Education","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Institute for Apprenticeships and Technical Education","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Legal Aid Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Legal Aid Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Ministry of Defence (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Ministry of Defence (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Ministry of Housing, Communities and Local Government (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Ministry of Housing, Communities and Local Government (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Ministry of Justice (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Ministry of Justice (excl. agencies)","Male","30","30","[c]","[c]"
"Leaver Dept.","2021","Finance","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","National Savings and Investments","Female","[c]","[c]","[c]","[c]"
