"Status","Year","Profession_of_post","Sex","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Digital, Data and Technology","Male","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Male","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Male","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Male","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Male","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Male","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Male","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Male","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Male","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Male","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Male","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Male","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Male","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Male","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Male","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Male","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Male","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Male","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Male","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Male","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Male","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Unknown","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Female","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Female","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Female","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Female","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Female","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Female","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Female","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Female","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Female","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Female","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Female","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Female","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Female","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Female","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Female","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Female","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Female","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Female","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Female","Wales Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Female","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Female","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Male","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Male","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Male","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Male","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Male","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Male","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Male","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Male","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Male","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Male","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Male","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Male","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Male","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Male","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Male","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Male","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Male","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Male","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Male","Wales Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Male","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Male","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Female","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Female","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Female","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Female","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Female","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Female","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Female","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Female","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Female","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Female","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Female","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Female","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Female","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Female","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Female","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Female","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Female","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Female","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Female","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Female","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Female","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Female","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Female","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Female","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Female","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Male","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Male","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Male","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Male","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Male","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Male","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Male","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Male","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Male","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Male","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Male","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Male","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Male","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Male","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Male","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Male","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Male","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Male","Ministry of Justice","40","40","[c]","[c]"
"Leaver Dept.","2021","Finance","Male","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Male","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Male","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Male","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Male","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Male","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Male","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Female","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Female","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Female","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Female","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Female","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Female","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Female","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Female","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Female","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Female","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Female","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Female","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Female","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Female","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Female","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Female","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Female","Ministry of Defence","30","30","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Female","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Female","Ministry of Justice","40","40","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Female","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Female","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Female","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Female","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Female","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Female","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Female","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Male","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Male","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Male","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Male","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Male","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Male","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Male","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Male","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Male","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Male","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Male","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Male","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Male","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Male","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Male","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Male","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Male","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Male","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Male","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Male","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Male","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Male","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Male","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Male","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Male","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Male","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inspector of Education and Training","Female","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inspector of Education and Training","Male","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","Female","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","Female","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","Female","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","Female","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","Female","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","Female","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","Male","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","Male","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","Male","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","Male","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","Male","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","Male","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Female","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Female","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Female","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Male","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Male","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Male","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","Female","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","Female","Department for International Trade","50","50","44420","39540"
"Leaver Dept.","2021","International Trade","Female","Wales Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","Male","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","Male","Department for International Trade","80","80","46740","43170"
"Leaver Dept.","2021","International Trade","Male","Wales Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Female","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Female","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Female","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Female","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Female","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Female","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Female","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Female","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Female","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Female","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Female","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Female","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Male","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Male","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Male","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Male","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Male","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Male","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Male","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Male","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Male","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Male","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Male","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Male","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Female","Attorney General's Departments","40","40","[c]","[c]"
"Leaver Dept.","2021","Legal","Female","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Female","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Female","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Female","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Female","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Female","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Female","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Female","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Female","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Female","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Female","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Female","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Female","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Female","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Male","Attorney General's Departments","30","30","[c]","[c]"
"Leaver Dept.","2021","Legal","Male","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Male","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Male","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Male","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Male","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Male","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Male","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Male","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Male","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Male","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Male","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Male","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Male","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Male","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","Female","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","Female","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","Male","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","Male","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Female","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Female","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Female","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Female","Department for Business, Energy and Industrial Strategy","70","70","35870","24570"
"Leaver Dept.","2021","Operational Delivery","Female","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Female","Department for Environment, Food and Rural Affairs","50","50","24690","21050"
"Leaver Dept.","2021","Operational Delivery","Female","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Female","Department for Transport","50","50","22930","21590"
"Leaver Dept.","2021","Operational Delivery","Female","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Female","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Female","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Female","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Female","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Female","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Female","Home Office","240","230","29270","24890"
"Leaver Dept.","2021","Operational Delivery","Female","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Female","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Female","Ministry of Justice","490","460","24900","21320"
"Leaver Dept.","2021","Operational Delivery","Female","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Female","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Female","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Female","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Female","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Female","Office of Rail and Road","[c]","[c]","[c]","[c]"
