"Status","Year","Age","Disability","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","65+","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","No function","200","140","27900","21840"
"Leaver CS","2022","65+","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","Unknown","80","70","29090","26790"
"Leaver CS","2022","65+","Unknown","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","No function","270","200","34690","28050"
"Leaver CS","2022","65+","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Unknown","260","200","36970","30400"
"Leaver CS","2022","Unknown","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared disabled","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared non-disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared non-disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared non-disabled","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Declared disabled","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Declared non-disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Declared non-disabled","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared disabled","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared disabled","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared disabled","No function","110","110","32370","32000"
"Leaver Dept.","2021","20-29","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared disabled","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared disabled","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared disabled","Unknown","90","80","29460","27570"
"Leaver Dept.","2021","20-29","Declared non-disabled","Analysis","90","90","36220","33670"
"Leaver Dept.","2021","20-29","Declared non-disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared non-disabled","Communications","40","40","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared non-disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared non-disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared non-disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared non-disabled","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared non-disabled","Human Resources","100","100","29510","28620"
"Leaver Dept.","2021","20-29","Declared non-disabled","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared non-disabled","Legal","40","40","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared non-disabled","No function","790","780","32020","32000"
"Leaver Dept.","2021","20-29","Declared non-disabled","Project Delivery","100","100","31220","29700"
"Leaver Dept.","2021","20-29","Declared non-disabled","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared non-disabled","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared non-disabled","Unknown","1060","970","30280","27760"
"Leaver Dept.","2021","20-29","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Undeclared","No function","70","70","33750","32120"
"Leaver Dept.","2021","20-29","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Undeclared","Unknown","90","80","34550","33300"
"Leaver Dept.","2021","20-29","Unknown","Analysis","40","30","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Communications","40","40","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Human Resources","30","30","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","No function","800","790","32490","32000"
"Leaver Dept.","2021","20-29","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Unknown","500","420","31140","31060"
"Leaver Dept.","2021","30-39","Declared disabled","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared disabled","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared disabled","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared disabled","No function","90","90","36860","32320"
"Leaver Dept.","2021","30-39","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared disabled","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared disabled","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared disabled","Unknown","130","120","36800","33620"
"Leaver Dept.","2021","30-39","Declared non-disabled","Analysis","50","50","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared non-disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared non-disabled","Communications","40","30","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared non-disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared non-disabled","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared non-disabled","Digital, Data & Technology","60","60","43820","40190"
"Leaver Dept.","2021","30-39","Declared non-disabled","Finance","30","30","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared non-disabled","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared non-disabled","Human Resources","100","100","40060","35870"
"Leaver Dept.","2021","30-39","Declared non-disabled","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared non-disabled","Legal","50","50","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared non-disabled","No function","730","700","41630","38580"
"Leaver Dept.","2021","30-39","Declared non-disabled","Project Delivery","100","100","40040","38920"
"Leaver Dept.","2021","30-39","Declared non-disabled","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared non-disabled","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared non-disabled","Unknown","1040","950","34770","30060"
"Leaver Dept.","2021","30-39","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Undeclared","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Undeclared","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Undeclared","No function","60","60","[c]","[c]"
"Leaver Dept.","2021","30-39","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Undeclared","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Undeclared","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Undeclared","Unknown","110","100","35980","31530"
"Leaver Dept.","2021","30-39","Unknown","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","No function","390","380","40110","36250"
"Leaver Dept.","2021","30-39","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Unknown","330","260","39860","36360"
"Leaver Dept.","2021","40-49","Declared disabled","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Declared disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Declared disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Declared disabled","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Declared disabled","No function","60","60","[c]","[c]"
"Leaver Dept.","2021","40-49","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Declared disabled","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Declared disabled","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Declared disabled","Unknown","110","100","33810","27570"
"Leaver Dept.","2021","40-49","Declared non-disabled","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Declared non-disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Declared non-disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Declared non-disabled","Digital, Data & Technology","30","30","[c]","[c]"
"Leaver Dept.","2021","40-49","Declared non-disabled","Finance","40","40","[c]","[c]"
"Leaver Dept.","2021","40-49","Declared non-disabled","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Declared non-disabled","Human Resources","50","50","44190","40510"
"Leaver Dept.","2021","40-49","Declared non-disabled","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Declared non-disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Declared non-disabled","No function","320","300","49220","51510"
"Leaver Dept.","2021","40-49","Declared non-disabled","Project Delivery","80","80","48180","41570"
"Leaver Dept.","2021","40-49","Declared non-disabled","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Declared non-disabled","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Declared non-disabled","Unknown","740","680","38170","31850"
"Leaver Dept.","2021","40-49","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Undeclared","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Undeclared","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Undeclared","No function","40","40","[c]","[c]"
"Leaver Dept.","2021","40-49","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Undeclared","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Undeclared","Unknown","60","50","[c]","[c]"
"Leaver Dept.","2021","40-49","Unknown","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Unknown","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Unknown","No function","160","150","48460","47550"
"Leaver Dept.","2021","40-49","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Unknown","Unknown","180","140","[c]","[c]"
"Leaver Dept.","2021","50-59","Declared disabled","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Declared disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Declared disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Declared disabled","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Declared disabled","No function","40","40","[c]","[c]"
"Leaver Dept.","2021","50-59","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Declared disabled","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Declared disabled","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Declared disabled","Unknown","90","80","34760","31560"
"Leaver Dept.","2021","50-59","Declared non-disabled","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Declared non-disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Declared non-disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Declared non-disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Declared non-disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Declared non-disabled","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Declared non-disabled","Human Resources","40","40","[c]","[c]"
"Leaver Dept.","2021","50-59","Declared non-disabled","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Declared non-disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Declared non-disabled","No function","180","180","43310","36740"
"Leaver Dept.","2021","50-59","Declared non-disabled","Project Delivery","60","60","49510","41840"
"Leaver Dept.","2021","50-59","Declared non-disabled","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Declared non-disabled","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Declared non-disabled","Unknown","480","450","36310","31060"
"Leaver Dept.","2021","50-59","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Undeclared","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Undeclared","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Undeclared","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Undeclared","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Undeclared","Unknown","40","30","[c]","[c]"
"Leaver Dept.","2021","50-59","Unknown","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Unknown","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Unknown","No function","100","100","42770","37240"
"Leaver Dept.","2021","50-59","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Unknown","Unknown","130","120","[c]","[c]"
"Leaver Dept.","2021","60-64","Declared disabled","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Declared disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Declared disabled","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Declared disabled","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Declared disabled","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Declared non-disabled","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Declared non-disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Declared non-disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Declared non-disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Declared non-disabled","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Declared non-disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Declared non-disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Declared non-disabled","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Declared non-disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Declared non-disabled","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Declared non-disabled","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","60-64","Undeclared","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Unknown","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Declared disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Declared disabled","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Declared disabled","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Declared non-disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Declared non-disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Declared non-disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Declared non-disabled","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Declared non-disabled","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Undeclared","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Unknown","Finance","[c]","[c]","[c]","[c]"
