"Status","Year","Ethnicity","Disability","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Chinese","Declared non-disabled","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Declared non-disabled","Education Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Declared non-disabled","ESTYN","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Declared non-disabled","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Declared non-disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Declared non-disabled","Food Standards Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Declared non-disabled","Foreign and Commonwealth Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Declared non-disabled","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Declared non-disabled","Government Actuary's Department","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Declared non-disabled","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Declared non-disabled","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Declared non-disabled","Government Property Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Declared non-disabled","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Declared non-disabled","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Declared non-disabled","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Declared non-disabled","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Declared non-disabled","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Declared non-disabled","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Declared non-disabled","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Declared non-disabled","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Declared non-disabled","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Declared non-disabled","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Declared non-disabled","Met Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Declared non-disabled","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Declared non-disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Declared non-disabled","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Declared non-disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Declared non-disabled","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Declared non-disabled","National Records of Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Declared non-disabled","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Declared non-disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Declared non-disabled","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Declared non-disabled","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Declared non-disabled","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Declared non-disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Declared non-disabled","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Declared non-disabled","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Declared non-disabled","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Declared non-disabled","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Declared non-disabled","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Declared non-disabled","Revenue Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Declared non-disabled","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Declared non-disabled","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Declared non-disabled","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Declared non-disabled","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Declared non-disabled","Scottish Forestry","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Declared non-disabled","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Declared non-disabled","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Declared non-disabled","Social Security Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Declared non-disabled","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Declared non-disabled","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Declared non-disabled","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Declared non-disabled","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Declared non-disabled","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Declared non-disabled","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Declared non-disabled","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Declared non-disabled","UK Space Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Declared non-disabled","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Declared non-disabled","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Declared non-disabled","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Declared non-disabled","Wales Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Declared non-disabled","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Declared non-disabled","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Declared non-disabled","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Declared non-disabled","Wilton Park","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Undeclared","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Undeclared","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Unknown","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared disabled","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared disabled","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared disabled","Attorney General's Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared disabled","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared disabled","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared disabled","Companies House","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared disabled","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared disabled","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared disabled","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared disabled","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared disabled","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared disabled","Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared disabled","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared disabled","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared disabled","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared disabled","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared disabled","Department for International Development","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared disabled","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared disabled","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared disabled","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared disabled","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared disabled","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared disabled","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared disabled","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared disabled","Education Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared disabled","ESTYN","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared disabled","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared disabled","Food Standards Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared disabled","Foreign and Commonwealth Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared disabled","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared disabled","Government Actuary's Department","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared disabled","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared disabled","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared disabled","Government Property Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared disabled","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared disabled","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared disabled","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared disabled","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared disabled","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared disabled","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared disabled","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared disabled","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared disabled","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared disabled","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared disabled","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared disabled","Met Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared disabled","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared disabled","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared disabled","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared disabled","National Records of Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared disabled","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared disabled","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared disabled","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared disabled","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared disabled","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared disabled","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared disabled","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared disabled","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared disabled","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared disabled","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared disabled","Revenue Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared disabled","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared disabled","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared disabled","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared disabled","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared disabled","Scottish Forestry","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared disabled","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared disabled","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared disabled","Social Security Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared disabled","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared disabled","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared disabled","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared disabled","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared disabled","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared disabled","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared disabled","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared disabled","UK Space Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared disabled","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared disabled","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared disabled","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared disabled","Wales Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared disabled","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared disabled","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared disabled","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared disabled","Wilton Park","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared non-disabled","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared non-disabled","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared non-disabled","Attorney General's Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared non-disabled","Cabinet Office (excl. agencies)","40","40","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared non-disabled","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared non-disabled","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared non-disabled","Companies House","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared non-disabled","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared non-disabled","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared non-disabled","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared non-disabled","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared non-disabled","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared non-disabled","Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared non-disabled","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared non-disabled","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared non-disabled","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared non-disabled","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared non-disabled","Department for International Development","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared non-disabled","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared non-disabled","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared non-disabled","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared non-disabled","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared non-disabled","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared non-disabled","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared non-disabled","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared non-disabled","Education Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared non-disabled","ESTYN","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared non-disabled","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared non-disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared non-disabled","Food Standards Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared non-disabled","Foreign and Commonwealth Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared non-disabled","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared non-disabled","Government Actuary's Department","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared non-disabled","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared non-disabled","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared non-disabled","Government Property Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared non-disabled","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared non-disabled","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared non-disabled","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared non-disabled","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared non-disabled","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared non-disabled","Home Office (incl. agencies)","30","30","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared non-disabled","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared non-disabled","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared non-disabled","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared non-disabled","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared non-disabled","Met Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared non-disabled","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared non-disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared non-disabled","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared non-disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared non-disabled","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared non-disabled","National Records of Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared non-disabled","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared non-disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared non-disabled","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared non-disabled","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared non-disabled","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared non-disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared non-disabled","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared non-disabled","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared non-disabled","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared non-disabled","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared non-disabled","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared non-disabled","Revenue Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared non-disabled","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared non-disabled","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared non-disabled","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared non-disabled","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared non-disabled","Scottish Forestry","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared non-disabled","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared non-disabled","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared non-disabled","Social Security Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared non-disabled","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared non-disabled","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared non-disabled","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared non-disabled","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared non-disabled","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Declared non-disabled","UK Hydrographic Office","[c]","[c]","[c]","[c]"
