"Status","Year","Function_of_post","Region_ITL1","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Finance","Yorkshire and The Humber","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Yorkshire and The Humber","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Yorkshire and The Humber","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Yorkshire and The Humber","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Yorkshire and The Humber","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","East of England","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","East of England","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","East of England","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","East of England","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","East of England","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","East of England","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","North East (England)","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","North East (England)","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","North East (England)","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","North East (England)","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","North East (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","North East (England)","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","North West (England)","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","North West (England)","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","North West (England)","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","North West (England)","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","North West (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","North West (England)","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","South East (England)","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","South East (England)","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","South East (England)","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","South East (England)","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","South East (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","South East (England)","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","South West (England)","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","South West (England)","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","South West (England)","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","South West (England)","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","South West (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","South West (England)","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","West Midlands (England)","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","West Midlands (England)","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","West Midlands (England)","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","West Midlands (England)","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","West Midlands (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","West Midlands (England)","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Yorkshire and The Humber","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Yorkshire and The Humber","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Yorkshire and The Humber","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Yorkshire and The Humber","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Yorkshire and The Humber","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Yorkshire and The Humber","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","East Midlands (England)","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","East Midlands (England)","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","East Midlands (England)","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","East Midlands (England)","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","East Midlands (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","East Midlands (England)","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","East of England","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","East of England","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","East of England","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","East of England","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","East of England","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","East of England","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","London","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","London","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","London","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","London","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","London","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","London","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","Human Resources","London","White","120","120","43310","36800"
"Leaver Dept.","2021","Human Resources","North East (England)","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","North East (England)","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","North East (England)","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","North East (England)","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","North East (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","North East (England)","White","30","30","[c]","[c]"
"Leaver Dept.","2021","Human Resources","North West (England)","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","North West (England)","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","North West (England)","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","North West (England)","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","North West (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","North West (England)","White","30","30","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Scotland","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Scotland","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Scotland","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Scotland","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Scotland","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Scotland","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","South East (England)","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","South East (England)","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","South East (England)","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","South East (England)","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","South East (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","South East (England)","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","South West (England)","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","South West (England)","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","South West (England)","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","South West (England)","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","South West (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","South West (England)","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Wales","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Wales","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Wales","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Wales","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Wales","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Wales","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Wales","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","West Midlands (England)","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","West Midlands (England)","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","West Midlands (England)","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","West Midlands (England)","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","West Midlands (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","West Midlands (England)","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Yorkshire and The Humber","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Yorkshire and The Humber","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Yorkshire and The Humber","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Yorkshire and The Humber","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Yorkshire and The Humber","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Yorkshire and The Humber","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","London","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","London","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","London","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","London","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","London","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","London","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","North East (England)","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","North East (England)","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","North East (England)","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","North East (England)","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","North East (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","North East (England)","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","North West (England)","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","North West (England)","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","North West (England)","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","North West (England)","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","North West (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","North West (England)","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","South East (England)","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","South East (England)","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","South East (England)","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","South East (England)","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","South East (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","South East (England)","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","South West (England)","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","South West (England)","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","South West (England)","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","South West (England)","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","South West (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","South West (England)","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Wales","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Wales","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Wales","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Wales","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Wales","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Wales","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","West Midlands (England)","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","West Midlands (England)","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","West Midlands (England)","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","West Midlands (England)","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","West Midlands (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","West Midlands (England)","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Yorkshire and The Humber","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Yorkshire and The Humber","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Yorkshire and The Humber","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Yorkshire and The Humber","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Yorkshire and The Humber","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Yorkshire and The Humber","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","East Midlands (England)","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","East Midlands (England)","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","East Midlands (England)","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","East Midlands (England)","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","East Midlands (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","East Midlands (England)","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","East of England","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","East of England","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","East of England","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","East of England","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","East of England","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","East of England","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","East of England","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","London","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","London","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","London","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","London","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","London","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","London","White","80","80","48810","51040"
"Leaver Dept.","2021","Legal","North East (England)","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","North East (England)","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","North East (England)","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","North East (England)","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","North East (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","North East (England)","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","North West (England)","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","North West (England)","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","North West (England)","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","North West (England)","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","North West (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","North West (England)","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Scotland","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Scotland","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Scotland","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Scotland","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Scotland","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Scotland","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","South East (England)","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","South East (England)","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","South East (England)","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","South East (England)","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","South East (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","South East (England)","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","South West (England)","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","South West (England)","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","South West (England)","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","South West (England)","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","South West (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","South West (England)","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Wales","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Wales","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Wales","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Wales","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Wales","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Wales","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Wales","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","West Midlands (England)","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","West Midlands (England)","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","West Midlands (England)","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","West Midlands (England)","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","West Midlands (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","West Midlands (England)","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Yorkshire and The Humber","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Yorkshire and The Humber","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Yorkshire and The Humber","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Yorkshire and The Humber","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Yorkshire and The Humber","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Yorkshire and The Humber","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","East Midlands (England)","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","East Midlands (England)","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","East Midlands (England)","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","East Midlands (England)","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","East Midlands (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","East Midlands (England)","White","70","70","23610","21170"
"Leaver Dept.","2021","No function","East of England","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","East of England","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","East of England","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","East of England","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","East of England","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","East of England","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","East of England","White","40","30","[c]","[c]"
"Leaver Dept.","2021","No function","London","Asian","170","160","39490","35060"
"Leaver Dept.","2021","No function","London","Black","110","110","35730","32950"
"Leaver Dept.","2021","No function","London","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","London","Mixed","90","90","42860","38770"
"Leaver Dept.","2021","No function","London","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","London","Undeclared","80","80","40900","37110"
"Leaver Dept.","2021","No function","London","Unknown","630","620","42490","37410"
"Leaver Dept.","2021","No function","London","White","990","960","47000","41820"
"Leaver Dept.","2021","No function","North East (England)","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","North East (England)","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","North East (England)","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","North East (England)","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","North East (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","North East (England)","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","North West (England)","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","North West (England)","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","North West (England)","Chinese","[c]","[c]","[c]","[c]"
