"Status","Year","Responsibility_level","Profession_of_post","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","SCS","Medicine","White","80","70","101050","101430"
"Leaver CS","2022","SCS","Operational Delivery","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Operational Delivery","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Operational Delivery","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Operational Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Operational Delivery","White","70","70","98340","94380"
"Leaver CS","2022","SCS","Operational Research","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Operational Research","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Operational Research","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Operational Research","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Operational Research","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Other","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Other","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Other","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Other","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Other","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Policy","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Policy","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Policy","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Policy","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Policy","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Policy","White","60","60","[c]","[c]"
"Leaver CS","2022","SCS","Project Delivery","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Project Delivery","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Project Delivery","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Property","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Property","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Property","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Property","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Property","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Science and Engineering","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Science and Engineering","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Science and Engineering","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Science and Engineering","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Science and Engineering","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Security","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Security","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Security","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Security","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Security","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Statistics","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Statistics","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Statistics","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Statistics","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Statistics","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Unknown","Unknown","50","50","[c]","[c]"
"Leaver CS","2022","SCS","Unknown","White","110","90","92610","84760"
"Leaver CS","2022","SEO/HEO","Commercial","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Commercial","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Commercial","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Commercial","Unknown","50","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Commercial","White","140","130","36730","36670"
"Leaver CS","2022","SEO/HEO","Communications","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Communications","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Communications","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Communications","Unknown","40","40","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Communications","White","130","120","38030","37510"
"Leaver CS","2022","SEO/HEO","Corporate Finance","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Corporate Finance","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Corporate Finance","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Corporate Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Corporate Finance","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Counter Fraud","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Counter Fraud","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Counter Fraud","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Counter Fraud","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Counter Fraud","White","40","40","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Digital, Data and Technology","Asian","60","60","38290","38310"
"Leaver CS","2022","SEO/HEO","Digital, Data and Technology","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Digital, Data and Technology","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Digital, Data and Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Digital, Data and Technology","Undeclared","50","50","37400","36840"
"Leaver CS","2022","SEO/HEO","Digital, Data and Technology","Unknown","150","120","37870","37710"
"Leaver CS","2022","SEO/HEO","Digital, Data and Technology","White","360","350","38620","38070"
"Leaver CS","2022","SEO/HEO","Economics","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Economics","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Economics","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Economics","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Economics","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Economics","White","40","30","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Finance","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Finance","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Finance","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Finance","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Finance","White","180","160","38070","36460"
"Leaver CS","2022","SEO/HEO","Geography","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Geography","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Geography","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Geography","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Geography","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Geography","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Geography","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Human Resources","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Human Resources","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Human Resources","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Human Resources","White","150","130","37420","36650"
"Leaver CS","2022","SEO/HEO","Inspector of Education and Training","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Inspector of Education and Training","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Inspector of Education and Training","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Inspector of Education and Training","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Inspector of Education and Training","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Inspector of Education and Training","White","40","40","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Intelligence Analysis","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Intelligence Analysis","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Intelligence Analysis","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Intelligence Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Intelligence Analysis","White","40","30","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Internal Audit","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Internal Audit","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Internal Audit","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Internal Audit","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Internal Audit","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","International Trade","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","International Trade","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","International Trade","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","International Trade","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","International Trade","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","International Trade","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Knowledge and Information Management","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Knowledge and Information Management","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Knowledge and Information Management","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Knowledge and Information Management","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Knowledge and Information Management","White","130","120","35610","36330"
"Leaver CS","2022","SEO/HEO","Legal","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Legal","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Legal","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Legal","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Legal","White","60","60","42610","40000"
"Leaver CS","2022","SEO/HEO","Medicine","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Medicine","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Medicine","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Medicine","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Medicine","White","80","70","39520","39030"
"Leaver CS","2022","SEO/HEO","Operational Delivery","Asian","120","110","36620","36330"
"Leaver CS","2022","SEO/HEO","Operational Delivery","Black","90","80","36990","35200"
"Leaver CS","2022","SEO/HEO","Operational Delivery","Mixed","40","40","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Operational Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Operational Delivery","Undeclared","100","90","38060","36300"
"Leaver CS","2022","SEO/HEO","Operational Delivery","Unknown","300","270","36400","35060"
"Leaver CS","2022","SEO/HEO","Operational Delivery","White","1510","1350","37000","36330"
"Leaver CS","2022","SEO/HEO","Operational Research","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Operational Research","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Operational Research","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Operational Research","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Operational Research","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Other","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Other","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Other","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Other","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Other","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Other","Unknown","80","80","38390","39750"
"Leaver CS","2022","SEO/HEO","Other","White","340","320","36340","35000"
"Leaver CS","2022","SEO/HEO","Planning","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Planning","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Planning","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Planning","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Planning","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Planning Inspectors","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Planning Inspectors","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Planning Inspectors","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Planning Inspectors","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Planning Inspectors","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Policy","Asian","50","50","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Policy","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Policy","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Policy","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Policy","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Policy","Unknown","190","130","36020","35620"
"Leaver CS","2022","SEO/HEO","Policy","White","370","340","37010","36500"
"Leaver CS","2022","SEO/HEO","Project Delivery","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Project Delivery","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Project Delivery","Unknown","50","50","38510","38800"
"Leaver CS","2022","SEO/HEO","Project Delivery","White","270","260","36600","37000"
"Leaver CS","2022","SEO/HEO","Property","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Property","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Property","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Property","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Property","White","140","130","38290","36920"
"Leaver CS","2022","SEO/HEO","Psychology","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Psychology","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Psychology","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Psychology","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Psychology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Psychology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Psychology","White","30","30","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Science and Engineering","Asian","40","40","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Science and Engineering","Black","30","30","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Science and Engineering","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Science and Engineering","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Science and Engineering","Undeclared","50","50","37790","38270"
"Leaver CS","2022","SEO/HEO","Science and Engineering","Unknown","40","40","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Science and Engineering","White","520","480","36940","37680"
"Leaver CS","2022","SEO/HEO","Security","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Security","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Security","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Security","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Security","White","70","70","41510","37450"
"Leaver CS","2022","SEO/HEO","Social Research","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Social Research","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Social Research","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Social Research","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Social Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Social Research","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Statistics","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Statistics","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Statistics","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Statistics","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Statistics","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Tax","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Tax","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Tax","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Tax","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Tax","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Tax","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Tax","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Unknown","Asian","80","70","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Unknown","Black","50","50","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Unknown","Undeclared","50","50","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Unknown","Unknown","450","400","35850","34710"
"Leaver CS","2022","SEO/HEO","Unknown","White","970","800","39200","38420"
"Leaver CS","2022","SEO/HEO","Veterinarian","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Veterinarian","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Veterinarian","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Veterinarian","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Veterinarian","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Veterinarian","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data and Technology","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data and Technology","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data and Technology","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data and Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data and Technology","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Intelligence Analysis","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Intelligence Analysis","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Intelligence Analysis","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Intelligence Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Intelligence Analysis","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Knowledge and Information Management","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Knowledge and Information Management","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Knowledge and Information Management","Mixed","[c]","[c]","[c]","[c]"
