"Status","Year","Sexual_orientation","Region_ITL2","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Unknown","Shropshire and Staffordshire","No function","100","90","[c]","[c]"
"Leaver CS","2021","Unknown","Shropshire and Staffordshire","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Shropshire and Staffordshire","Unknown","80","60","[c]","[c]"
"Leaver CS","2021","Unknown","South Yorkshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","South Yorkshire","No function","40","40","[c]","[c]"
"Leaver CS","2021","Unknown","South Yorkshire","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","South Yorkshire","Unknown","240","190","28210","26120"
"Leaver CS","2021","Unknown","Southern Scotland","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Southern Scotland","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Southern Scotland","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Southern Scotland","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Southern Scotland","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Southern Scotland","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Southern Scotland","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Southern Scotland","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Southern Scotland","Unknown","130","100","[c]","[c]"
"Leaver CS","2021","Unknown","Surrey, East and West Sussex","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Surrey, East and West Sussex","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Surrey, East and West Sussex","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Surrey, East and West Sussex","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Surrey, East and West Sussex","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Surrey, East and West Sussex","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Surrey, East and West Sussex","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Surrey, East and West Sussex","No function","110","100","28680","24370"
"Leaver CS","2021","Unknown","Surrey, East and West Sussex","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Surrey, East and West Sussex","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Surrey, East and West Sussex","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Surrey, East and West Sussex","Unknown","100","90","30960","27570"
"Leaver CS","2021","Unknown","Tees Valley and Durham","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Tees Valley and Durham","No function","80","70","[c]","[c]"
"Leaver CS","2021","Unknown","Tees Valley and Durham","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Tees Valley and Durham","Unknown","240","190","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Commercial","40","40","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","No function","50","50","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Unknown","530","520","34050","31060"
"Leaver CS","2021","Unknown","West Central Scotland","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","West Central Scotland","No function","70","60","29520","26120"
"Leaver CS","2021","Unknown","West Central Scotland","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","West Central Scotland","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","West Central Scotland","Unknown","200","160","29940","25870"
"Leaver CS","2021","Unknown","West Midlands","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","West Midlands","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","West Midlands","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","West Midlands","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","West Midlands","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","West Midlands","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","West Midlands","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","West Midlands","No function","100","90","30870","20690"
"Leaver CS","2021","Unknown","West Midlands","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","West Midlands","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","West Midlands","Unknown","470","390","28340","26120"
"Leaver CS","2021","Unknown","West Wales and The Valleys","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","West Wales and The Valleys","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","West Wales and The Valleys","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","West Wales and The Valleys","No function","100","80","23780","21590"
"Leaver CS","2021","Unknown","West Wales and The Valleys","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","West Wales and The Valleys","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","West Wales and The Valleys","Unknown","150","130","26480","26120"
"Leaver CS","2021","Unknown","West Yorkshire","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","West Yorkshire","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","West Yorkshire","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","West Yorkshire","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","West Yorkshire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","West Yorkshire","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","West Yorkshire","No function","90","90","[c]","[c]"
"Leaver CS","2021","Unknown","West Yorkshire","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","West Yorkshire","Unknown","400","300","31730","27570"
"Leaver CS","2022","Heterosexual / straight","Bedfordshire and Hertfordshire","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Bedfordshire and Hertfordshire","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Bedfordshire and Hertfordshire","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Bedfordshire and Hertfordshire","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Bedfordshire and Hertfordshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Bedfordshire and Hertfordshire","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Bedfordshire and Hertfordshire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Bedfordshire and Hertfordshire","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Bedfordshire and Hertfordshire","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Bedfordshire and Hertfordshire","No function","310","300","31370","29290"
"Leaver CS","2022","Heterosexual / straight","Bedfordshire and Hertfordshire","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Bedfordshire and Hertfordshire","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Bedfordshire and Hertfordshire","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Bedfordshire and Hertfordshire","Unknown","50","50","29090","26800"
"Leaver CS","2022","Heterosexual / straight","Berkshire, Buckinghamshire and Oxfordshire","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Berkshire, Buckinghamshire and Oxfordshire","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Berkshire, Buckinghamshire and Oxfordshire","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Berkshire, Buckinghamshire and Oxfordshire","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Berkshire, Buckinghamshire and Oxfordshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Berkshire, Buckinghamshire and Oxfordshire","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Berkshire, Buckinghamshire and Oxfordshire","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Berkshire, Buckinghamshire and Oxfordshire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Berkshire, Buckinghamshire and Oxfordshire","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Berkshire, Buckinghamshire and Oxfordshire","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Berkshire, Buckinghamshire and Oxfordshire","No function","450","430","28860","27570"
"Leaver CS","2022","Heterosexual / straight","Berkshire, Buckinghamshire and Oxfordshire","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Berkshire, Buckinghamshire and Oxfordshire","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Berkshire, Buckinghamshire and Oxfordshire","Security","70","70","32620","28750"
"Leaver CS","2022","Heterosexual / straight","Berkshire, Buckinghamshire and Oxfordshire","Unknown","200","190","26800","21170"
"Leaver CS","2022","Heterosexual / straight","Cheshire","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Cheshire","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Cheshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Cheshire","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Cheshire","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Cheshire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Cheshire","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Cheshire","No function","170","160","31830","27570"
"Leaver CS","2022","Heterosexual / straight","Cheshire","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Cheshire","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Cheshire","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Cheshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Cornwall and Isles of Scilly","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Cornwall and Isles of Scilly","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Cornwall and Isles of Scilly","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Cornwall and Isles of Scilly","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Cornwall and Isles of Scilly","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Cornwall and Isles of Scilly","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Cornwall and Isles of Scilly","No function","80","70","26640","21260"
"Leaver CS","2022","Heterosexual / straight","Cornwall and Isles of Scilly","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Cornwall and Isles of Scilly","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Cornwall and Isles of Scilly","Unknown","40","40","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Cumbria","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Cumbria","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Cumbria","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Cumbria","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Cumbria","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Cumbria","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Cumbria","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Cumbria","No function","80","70","30720","27570"
"Leaver CS","2022","Heterosexual / straight","Cumbria","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Cumbria","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Cumbria","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Cumbria","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Derbyshire and Nottinghamshire","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Derbyshire and Nottinghamshire","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Derbyshire and Nottinghamshire","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Derbyshire and Nottinghamshire","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Derbyshire and Nottinghamshire","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Derbyshire and Nottinghamshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Derbyshire and Nottinghamshire","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Derbyshire and Nottinghamshire","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Derbyshire and Nottinghamshire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Derbyshire and Nottinghamshire","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Derbyshire and Nottinghamshire","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Derbyshire and Nottinghamshire","No function","450","400","28690","27570"
"Leaver CS","2022","Heterosexual / straight","Derbyshire and Nottinghamshire","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Derbyshire and Nottinghamshire","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Derbyshire and Nottinghamshire","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Derbyshire and Nottinghamshire","Unknown","40","40","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Devon","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Devon","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Devon","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Devon","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Devon","Digital, Data & Technology","60","60","35730","37330"
"Leaver CS","2022","Heterosexual / straight","Devon","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Devon","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Devon","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Devon","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Devon","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Devon","No function","250","210","25850","21300"
"Leaver CS","2022","Heterosexual / straight","Devon","Project Delivery","40","30","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Devon","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Devon","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Devon","Unknown","50","50","30350","25890"
"Leaver CS","2022","Heterosexual / straight","Dorset and Somerset","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Dorset and Somerset","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Dorset and Somerset","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Dorset and Somerset","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Dorset and Somerset","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Dorset and Somerset","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Dorset and Somerset","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Dorset and Somerset","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Dorset and Somerset","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Dorset and Somerset","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Dorset and Somerset","No function","220","200","28630","27570"
"Leaver CS","2022","Heterosexual / straight","Dorset and Somerset","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Dorset and Somerset","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Dorset and Somerset","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Dorset and Somerset","Unknown","60","50","28890","21710"
"Leaver CS","2022","Heterosexual / straight","East Anglia","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","East Anglia","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","East Anglia","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","East Anglia","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","East Anglia","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","East Anglia","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","East Anglia","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","East Anglia","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","East Anglia","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","East Anglia","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","East Anglia","No function","720","660","30810","27570"
"Leaver CS","2022","Heterosexual / straight","East Anglia","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","East Anglia","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","East Anglia","Security","30","30","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","East Anglia","Unknown","120","110","28120","21760"
"Leaver CS","2022","Heterosexual / straight","East Wales","Analysis","30","30","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","East Wales","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","East Wales","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","East Wales","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","East Wales","Digital, Data & Technology","50","50","38270","33020"
"Leaver CS","2022","Heterosexual / straight","East Wales","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","East Wales","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","East Wales","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","East Wales","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","East Wales","No function","410","370","27250","24030"
"Leaver CS","2022","Heterosexual / straight","East Wales","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","East Wales","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","East Wales","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","East Wales","Unknown","190","170","37050","28850"
"Leaver CS","2022","Heterosexual / straight","East Yorkshire and Northern Lincolnshire","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","East Yorkshire and Northern Lincolnshire","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","East Yorkshire and Northern Lincolnshire","No function","230","200","27640","27570"
"Leaver CS","2022","Heterosexual / straight","East Yorkshire and Northern Lincolnshire","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","East Yorkshire and Northern Lincolnshire","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","East Yorkshire and Northern Lincolnshire","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","East Yorkshire and Northern Lincolnshire","Unknown","60","50","26980","26930"
"Leaver CS","2022","Heterosexual / straight","Eastern Scotland","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Eastern Scotland","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Eastern Scotland","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Eastern Scotland","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Eastern Scotland","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Eastern Scotland","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Eastern Scotland","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Eastern Scotland","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Eastern Scotland","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Eastern Scotland","No function","280","250","26900","26900"
"Leaver CS","2022","Heterosexual / straight","Eastern Scotland","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Eastern Scotland","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Eastern Scotland","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Eastern Scotland","Unknown","240","230","42620","36130"
"Leaver CS","2022","Heterosexual / straight","Essex","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Essex","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Essex","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Essex","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Essex","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Essex","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Essex","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Essex","No function","260","240","31190","29290"
"Leaver CS","2022","Heterosexual / straight","Essex","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Essex","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Essex","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Essex","Unknown","80","70","26630","26410"
"Leaver CS","2022","Heterosexual / straight","Gloucestershire, Wiltshire and Bath/Bristol area","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Gloucestershire, Wiltshire and Bath/Bristol area","Commercial","50","40","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Gloucestershire, Wiltshire and Bath/Bristol area","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Gloucestershire, Wiltshire and Bath/Bristol area","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Gloucestershire, Wiltshire and Bath/Bristol area","Digital, Data & Technology","60","60","39360","38300"
"Leaver CS","2022","Heterosexual / straight","Gloucestershire, Wiltshire and Bath/Bristol area","Finance","30","30","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Gloucestershire, Wiltshire and Bath/Bristol area","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Gloucestershire, Wiltshire and Bath/Bristol area","Human Resources","40","30","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Gloucestershire, Wiltshire and Bath/Bristol area","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Gloucestershire, Wiltshire and Bath/Bristol area","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Gloucestershire, Wiltshire and Bath/Bristol area","No function","810","740","32940","27570"
"Leaver CS","2022","Heterosexual / straight","Gloucestershire, Wiltshire and Bath/Bristol area","Project Delivery","390","370","36440","33300"
"Leaver CS","2022","Heterosexual / straight","Gloucestershire, Wiltshire and Bath/Bristol area","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Gloucestershire, Wiltshire and Bath/Bristol area","Security","50","50","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","180","170","32830","30370"
"Leaver CS","2022","Heterosexual / straight","Greater Manchester","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Greater Manchester","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Greater Manchester","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Greater Manchester","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Greater Manchester","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Greater Manchester","Digital, Data & Technology","40","30","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Greater Manchester","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Greater Manchester","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Greater Manchester","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Greater Manchester","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Greater Manchester","No function","550","500","28870","25880"
"Leaver CS","2022","Heterosexual / straight","Greater Manchester","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Greater Manchester","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Greater Manchester","Security","[c]","[c]","[c]","[c]"
