"Status","Year","Sexual_orientation","Age","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","LGBO","60-64","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","60-64","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","60-64","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","60-64","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","60-64","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","60-64","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","60-64","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","60-64","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","60-64","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","65+","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","65+","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","65+","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","65+","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","65+","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","65+","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","65+","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","20-29","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","20-29","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","20-29","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","20-29","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","20-29","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","20-29","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","20-29","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","20-29","Operational Delivery","40","40","[c]","[c]"
"Leaver Dept.","2021","Undeclared","20-29","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","20-29","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","20-29","Policy","40","40","[c]","[c]"
"Leaver Dept.","2021","Undeclared","20-29","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","20-29","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","20-29","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","20-29","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","20-29","Unknown","70","70","32930","32000"
"Leaver Dept.","2021","Undeclared","30-39","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","30-39","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","30-39","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","30-39","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","30-39","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","30-39","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","30-39","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","30-39","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","30-39","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","30-39","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","30-39","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","30-39","Operational Delivery","40","40","[c]","[c]"
"Leaver Dept.","2021","Undeclared","30-39","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","30-39","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","30-39","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","30-39","Policy","50","50","[c]","[c]"
"Leaver Dept.","2021","Undeclared","30-39","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","30-39","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","30-39","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","30-39","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","30-39","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","30-39","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","30-39","Unknown","80","80","39480","34260"
"Leaver Dept.","2021","Undeclared","40-49","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","40-49","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","40-49","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","40-49","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","40-49","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","40-49","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","40-49","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","40-49","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","40-49","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","40-49","Operational Delivery","30","30","[c]","[c]"
"Leaver Dept.","2021","Undeclared","40-49","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","40-49","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","40-49","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","40-49","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","40-49","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","40-49","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","40-49","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","Undeclared","50-59","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","50-59","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","50-59","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","50-59","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","50-59","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","50-59","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","50-59","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","50-59","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","50-59","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","50-59","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","50-59","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","50-59","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","50-59","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","50-59","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","50-59","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","50-59","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","Undeclared","60-64","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","60-64","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","16-19","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","16-19","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","20-29","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","20-29","Communications","30","30","[c]","[c]"
"Leaver Dept.","2021","Unknown","20-29","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","20-29","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","20-29","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","20-29","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","20-29","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","20-29","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","20-29","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","20-29","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","20-29","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","20-29","Operational Delivery","180","180","24020","21590"
"Leaver Dept.","2021","Unknown","20-29","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","20-29","Other","30","30","[c]","[c]"
"Leaver Dept.","2021","Unknown","20-29","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","20-29","Policy","270","260","36070","33510"
"Leaver Dept.","2021","Unknown","20-29","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","20-29","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","20-29","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","20-29","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","20-29","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","20-29","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","20-29","Unknown","1220","1050","31710","32000"
"Leaver Dept.","2021","Unknown","30-39","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","30-39","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","30-39","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","30-39","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","30-39","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","30-39","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","30-39","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","30-39","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","30-39","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","30-39","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","30-39","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","30-39","Operational Delivery","100","90","28770","24450"
"Leaver Dept.","2021","Unknown","30-39","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","30-39","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","30-39","Policy","190","180","43510","39770"
"Leaver Dept.","2021","Unknown","30-39","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","30-39","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","30-39","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","30-39","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","30-39","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","30-39","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","30-39","Unknown","870","730","38170","32000"
"Leaver Dept.","2021","Unknown","40-49","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","40-49","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","40-49","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","40-49","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","40-49","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","40-49","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","40-49","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","40-49","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","40-49","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","40-49","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","40-49","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","40-49","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","40-49","Operational Delivery","80","70","30980","24250"
"Leaver Dept.","2021","Unknown","40-49","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","40-49","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","40-49","Policy","70","60","54970","54900"
"Leaver Dept.","2021","Unknown","40-49","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","40-49","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","40-49","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","40-49","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","40-49","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","40-49","Unknown","490","420","38250","31990"
"Leaver Dept.","2021","Unknown","50-59","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","50-59","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","50-59","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","50-59","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","50-59","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","50-59","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","50-59","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","50-59","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","50-59","Operational Delivery","70","60","33450","26340"
"Leaver Dept.","2021","Unknown","50-59","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","50-59","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","50-59","Policy","40","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","50-59","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","50-59","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","50-59","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","50-59","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","50-59","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","50-59","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","50-59","Unknown","350","330","35910","27570"
"Leaver Dept.","2021","Unknown","60-64","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","60-64","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","60-64","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","60-64","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","60-64","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","60-64","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","60-64","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","60-64","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","60-64","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2021","Unknown","65+","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","65+","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Unknown","110","40","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","16-19","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","16-19","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","16-19","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","20-29","Commercial","60","50","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","20-29","Communications","60","50","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","20-29","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","20-29","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","20-29","Digital, Data and Technology","90","90","33490","33100"
"Leaver Dept.","2022","Heterosexual / straight","20-29","Economics","60","60","36620","34310"
"Leaver Dept.","2022","Heterosexual / straight","20-29","Finance","60","60","32740","30750"
"Leaver Dept.","2022","Heterosexual / straight","20-29","Geography","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","20-29","Human Resources","130","120","30460","29700"
"Leaver Dept.","2022","Heterosexual / straight","20-29","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","20-29","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","20-29","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","20-29","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","20-29","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","20-29","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","20-29","Operational Delivery","1660","1600","27400","26880"
"Leaver Dept.","2022","Heterosexual / straight","20-29","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","20-29","Other","190","190","27170","27570"
"Leaver Dept.","2022","Heterosexual / straight","20-29","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","20-29","Policy","550","520","36810","34020"
"Leaver Dept.","2022","Heterosexual / straight","20-29","Project Delivery","90","90","31010","28630"
"Leaver Dept.","2022","Heterosexual / straight","20-29","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","20-29","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","20-29","Science and Engineering","400","390","28390","27540"
"Leaver Dept.","2022","Heterosexual / straight","20-29","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","20-29","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","20-29","Statistics","30","30","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","20-29","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","20-29","Unknown","440","420","36180","34550"
"Leaver Dept.","2022","Heterosexual / straight","30-39","Commercial","100","90","36660","36500"
"Leaver Dept.","2022","Heterosexual / straight","30-39","Communications","80","80","41240","37490"
"Leaver Dept.","2022","Heterosexual / straight","30-39","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","30-39","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","30-39","Digital, Data and Technology","130","120","40410","38000"
"Leaver Dept.","2022","Heterosexual / straight","30-39","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","30-39","Finance","100","90","40970","36900"
"Leaver Dept.","2022","Heterosexual / straight","30-39","Geography","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","30-39","Human Resources","120","120","37620","32330"
"Leaver Dept.","2022","Heterosexual / straight","30-39","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","30-39","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","30-39","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","30-39","Knowledge and Information Management","70","70","42500","40070"
"Leaver Dept.","2022","Heterosexual / straight","30-39","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","30-39","Medicine","60","50","66880","60830"
"Leaver Dept.","2022","Heterosexual / straight","30-39","Operational Delivery","1750","1660","31630","27570"
"Leaver Dept.","2022","Heterosexual / straight","30-39","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","30-39","Other","130","130","31260","27570"
"Leaver Dept.","2022","Heterosexual / straight","30-39","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","30-39","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","30-39","Policy","480","440","47740","47670"
"Leaver Dept.","2022","Heterosexual / straight","30-39","Project Delivery","100","100","39910","39030"
"Leaver Dept.","2022","Heterosexual / straight","30-39","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","30-39","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","30-39","Science and Engineering","410","390","36740","36330"
"Leaver Dept.","2022","Heterosexual / straight","30-39","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","30-39","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","30-39","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","30-39","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","30-39","Unknown","400","390","47300","49700"
"Leaver Dept.","2022","Heterosexual / straight","30-39","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","40-49","Commercial","60","50","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","40-49","Communications","60","50","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","40-49","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","40-49","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","40-49","Digital, Data and Technology","130","120","47510","41990"
"Leaver Dept.","2022","Heterosexual / straight","40-49","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","40-49","Finance","110","90","44750","41530"
"Leaver Dept.","2022","Heterosexual / straight","40-49","Geography","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","40-49","Human Resources","110","110","43490","39850"
"Leaver Dept.","2022","Heterosexual / straight","40-49","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","40-49","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","40-49","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","40-49","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","40-49","Knowledge and Information Management","60","50","46520","48860"
"Leaver Dept.","2022","Heterosexual / straight","40-49","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","40-49","Medicine","90","70","80830","91570"
"Leaver Dept.","2022","Heterosexual / straight","40-49","Operational Delivery","1330","1240","35700","29220"
"Leaver Dept.","2022","Heterosexual / straight","40-49","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","40-49","Other","120","120","34400","27650"
"Leaver Dept.","2022","Heterosexual / straight","40-49","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","40-49","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","40-49","Policy","240","210","53400","53380"
"Leaver Dept.","2022","Heterosexual / straight","40-49","Project Delivery","120","120","46020","41940"
"Leaver Dept.","2022","Heterosexual / straight","40-49","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","40-49","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","40-49","Science and Engineering","340","310","43000","40060"
"Leaver Dept.","2022","Heterosexual / straight","40-49","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","40-49","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","40-49","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","40-49","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","40-49","Unknown","250","240","51830","51440"
"Leaver Dept.","2022","Heterosexual / straight","40-49","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","50-59","Commercial","60","50","44240","40950"
"Leaver Dept.","2022","Heterosexual / straight","50-59","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","50-59","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","50-59","Digital, Data and Technology","70","60","48660","43000"
"Leaver Dept.","2022","Heterosexual / straight","50-59","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","50-59","Finance","80","70","45090","40950"
"Leaver Dept.","2022","Heterosexual / straight","50-59","Human Resources","70","70","46480","42760"
"Leaver Dept.","2022","Heterosexual / straight","50-59","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","50-59","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","50-59","Internal Audit","[c]","[c]","[c]","[c]"
