"Status","Year","Profession_of_post","Sex","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Knowledge and Information Management","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Male","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Male","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Female","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Female","White","50","40","[c]","[c]"
"Leaver Dept.","2021","Legal","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Male","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Male","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","Female","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","Female","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","Male","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","Male","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Female","Asian","130","130","27940","24890"
"Leaver Dept.","2021","Operational Delivery","Female","Black","80","70","27850","25180"
"Leaver Dept.","2021","Operational Delivery","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Female","Undeclared","50","40","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Female","Unknown","220","210","27870","22680"
"Leaver Dept.","2021","Operational Delivery","Female","White","640","610","29320","24310"
"Leaver Dept.","2021","Operational Delivery","Male","Asian","80","80","27130","25080"
"Leaver Dept.","2021","Operational Delivery","Male","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Male","Undeclared","70","60","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Male","Unknown","160","160","27390","23480"
"Leaver Dept.","2021","Operational Delivery","Male","White","470","470","30100","25040"
"Leaver Dept.","2021","Operational Research","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Female","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Female","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Male","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Male","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Female","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Female","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2021","Other","Female","White","120","110","35970","27870"
"Leaver Dept.","2021","Other","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Male","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Male","White","70","70","39870","32830"
"Leaver Dept.","2021","Planning","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","Female","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","Female","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","Male","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","Male","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning Inspectors","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning Inspectors","Female","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning Inspectors","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning Inspectors","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning Inspectors","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning Inspectors","Female","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning Inspectors","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning Inspectors","Male","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning Inspectors","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning Inspectors","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning Inspectors","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning Inspectors","Male","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Female","Asian","90","80","41500","36790"
"Leaver Dept.","2021","Policy","Female","Black","40","40","[c]","[c]"
"Leaver Dept.","2021","Policy","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Female","Unknown","320","310","41980","37410"
"Leaver Dept.","2021","Policy","Female","White","440","420","47350","42780"
"Leaver Dept.","2021","Policy","Male","Asian","50","40","[c]","[c]"
"Leaver Dept.","2021","Policy","Male","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Male","Unknown","250","250","41360","36990"
"Leaver Dept.","2021","Policy","Male","White","360","350","46640","40690"
"Leaver Dept.","2021","Policy","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Female","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Female","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Female","White","140","140","41820","33770"
"Leaver Dept.","2021","Project Delivery","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Male","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Male","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Male","White","120","120","43480","40380"
"Leaver Dept.","2021","Property","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Female","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Female","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Male","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Male","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Female","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Female","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Male","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Male","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Female","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Female","White","40","40","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Male","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Male","White","60","60","35750","32680"
"Leaver Dept.","2021","Science and Engineering","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Female","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Female","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Male","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Male","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Female","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Female","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Male","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Male","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Female","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Female","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Male","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Male","White","30","30","[c]","[c]"
"Leaver Dept.","2021","Tax","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tax","Female","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tax","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tax","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tax","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tax","Female","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tax","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tax","Male","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tax","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tax","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tax","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tax","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tax","Male","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Asian","200","180","34440","31060"
"Leaver Dept.","2021","Unknown","Female","Black","130","120","33180","30240"
"Leaver Dept.","2021","Unknown","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Mixed","80","70","36080","32000"
"Leaver Dept.","2021","Unknown","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Undeclared","70","60","35210","31980"
"Leaver Dept.","2021","Unknown","Female","Unknown","880","730","35110","32000"
"Leaver Dept.","2021","Unknown","Female","White","1670","1510","34920","31990"
"Leaver Dept.","2021","Unknown","Male","Asian","210","200","33540","31060"
"Leaver Dept.","2021","Unknown","Male","Black","90","80","33150","30350"
"Leaver Dept.","2021","Unknown","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Mixed","60","50","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Undeclared","90","80","35250","31240"
"Leaver Dept.","2021","Unknown","Male","Unknown","810","700","36740","32000"
"Leaver Dept.","2021","Unknown","Male","White","1170","1080","37300","32000"
"Leaver Dept.","2021","Unknown","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Female","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Female","Unknown","100","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Female","White","150","140","38440","36640"
"Leaver Dept.","2022","Commercial","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Male","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Male","Unknown","70","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Male","White","110","100","42160","37650"
"Leaver Dept.","2022","Communications","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Female","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Female","Unknown","70","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Female","White","130","110","41820","37830"
"Leaver Dept.","2022","Communications","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Male","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Male","Unknown","60","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Male","White","90","80","46620","37850"
"Leaver Dept.","2022","Corporate Finance","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","Female","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","Female","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","Male","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","Male","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Female","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Female","White","40","40","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Male","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Male","White","40","40","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","Female","Asian","40","30","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","Female","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","Female","Mixed","[c]","[c]","[c]","[c]"
