"Status","Year","Function_of_post","Ethnicity","Disability","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Project Delivery","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Unknown","Unknown","160","160","38230","33150"
"Leaver CS","2022","Project Delivery","White","Declared disabled","100","100","38140","34090"
"Leaver CS","2022","Project Delivery","White","Declared non-disabled","720","670","39280","36450"
"Leaver CS","2022","Project Delivery","White","Undeclared","40","30","[c]","[c]"
"Leaver CS","2022","Project Delivery","White","Unknown","60","50","41660","37460"
"Leaver CS","2022","Property","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Asian","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Asian","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Black","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Unknown","Unknown","120","110","27000","22040"
"Leaver CS","2022","Property","White","Declared disabled","40","30","[c]","[c]"
"Leaver CS","2022","Property","White","Declared non-disabled","300","270","35680","33000"
"Leaver CS","2022","Property","White","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","White","Unknown","40","30","[c]","[c]"
"Leaver CS","2022","Security","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Asian","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Black","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Black","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","Unknown","120","120","28390","26350"
"Leaver CS","2022","Security","White","Declared disabled","50","50","33350","32230"
"Leaver CS","2022","Security","White","Declared non-disabled","410","390","32610","29250"
"Leaver CS","2022","Security","White","Undeclared","30","30","[c]","[c]"
"Leaver CS","2022","Security","White","Unknown","90","90","33840","39070"
"Leaver CS","2022","Unknown","Asian","Declared disabled","50","40","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Declared non-disabled","460","390","30130","27570"
"Leaver CS","2022","Unknown","Asian","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Unknown","60","50","[c]","[c]"
"Leaver CS","2022","Unknown","Black","Declared disabled","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","Declared non-disabled","190","170","31200","28670"
"Leaver CS","2022","Unknown","Black","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","Declared non-disabled","90","80","30770","25020"
"Leaver CS","2022","Unknown","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","Declared non-disabled","30","30","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Declared disabled","50","40","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Declared non-disabled","170","140","30340","28260"
"Leaver CS","2022","Unknown","Undeclared","Undeclared","210","180","34350","31520"
"Leaver CS","2022","Unknown","Undeclared","Unknown","40","30","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Declared disabled","40","30","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Declared non-disabled","110","90","28260","27360"
"Leaver CS","2022","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Unknown","2860","2560","31150","27570"
"Leaver CS","2022","Unknown","White","Declared disabled","850","690","29130","25940"
"Leaver CS","2022","Unknown","White","Declared non-disabled","5210","4450","32450","26930"
"Leaver CS","2022","Unknown","White","Undeclared","250","220","29570","24970"
"Leaver CS","2022","Unknown","White","Unknown","630","520","34240","28670"
"Leaver Dept.","2021","Analysis","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Asian","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Asian","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Black","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Black","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Chinese","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Chinese","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Unknown","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","Analysis","White","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","White","Declared non-disabled","120","120","42170","37970"
"Leaver Dept.","2021","Analysis","White","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Asian","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Asian","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Black","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Chinese","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Chinese","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Unknown","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","Commercial","White","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","White","Declared non-disabled","50","50","42030","41740"
"Leaver Dept.","2021","Commercial","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Asian","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Black","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Black","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Chinese","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Chinese","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Unknown","Unknown","60","60","40630","39080"
"Leaver Dept.","2021","Communications","White","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","White","Declared non-disabled","80","80","44040","37860"
"Leaver Dept.","2021","Communications","White","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Asian","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Asian","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Black","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Chinese","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Chinese","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","White","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","White","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","White","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Debt","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Debt","Asian","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Debt","Black","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Debt","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Debt","Chinese","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Debt","Chinese","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Debt","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Debt","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Debt","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Debt","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Debt","White","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Debt","White","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Asian","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Asian","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Black","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Chinese","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Chinese","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Chinese","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Unknown","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","White","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","White","Declared non-disabled","90","90","47300","42360"
"Leaver Dept.","2021","Digital, Data & Technology","White","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Asian","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Black","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Chinese","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Chinese","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Unknown","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","Finance","White","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","White","Declared non-disabled","90","80","45320","43290"
"Leaver Dept.","2021","Finance","White","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Asian","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Black","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Chinese","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Chinese","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Unknown","Unknown","50","40","[c]","[c]"
"Leaver Dept.","2021","Grants Management","White","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","White","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Asian","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Asian","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Black","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Black","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Chinese","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Chinese","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","Unknown","70","70","41270","37480"
"Leaver Dept.","2021","Human Resources","White","Declared disabled","40","40","[c]","[c]"
"Leaver Dept.","2021","Human Resources","White","Declared non-disabled","230","230","37480","32710"
"Leaver Dept.","2021","Human Resources","White","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Asian","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Black","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Chinese","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Chinese","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","White","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","White","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Asian","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Black","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Chinese","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Chinese","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Unknown","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","Legal","White","Declared disabled","[c]","[c]","[c]","[c]"
