"Status","Year","Region_ITL3","Age","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Dudley","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dudley","50-59","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dudley","50-59","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dudley","50-59","Unknown","40","30","[c]","[c]"
"Leaver CS","2021","Dudley","60-64","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dudley","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dudley","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dumfries and Galloway","20-29","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dumfries and Galloway","20-29","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dumfries and Galloway","20-29","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dumfries and Galloway","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dumfries and Galloway","30-39","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dumfries and Galloway","30-39","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dumfries and Galloway","30-39","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dumfries and Galloway","50-59","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dumfries and Galloway","50-59","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dumfries and Galloway","50-59","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dumfries and Galloway","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dumfries and Galloway","60-64","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dumfries and Galloway","60-64","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dumfries and Galloway","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dumfries and Galloway","65+","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dumfries and Galloway","65+","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dumfries and Galloway","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Durham CC","16-19","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Durham CC","20-29","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Durham CC","20-29","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Durham CC","20-29","No function","40","40","[c]","[c]"
"Leaver CS","2021","Durham CC","20-29","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Durham CC","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Durham CC","30-39","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Durham CC","30-39","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Durham CC","30-39","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Durham CC","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Durham CC","40-49","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Durham CC","40-49","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Durham CC","40-49","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Durham CC","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Durham CC","50-59","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Durham CC","50-59","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Durham CC","50-59","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Durham CC","50-59","No function","40","30","[c]","[c]"
"Leaver CS","2021","Durham CC","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Durham CC","60-64","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Durham CC","60-64","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Durham CC","60-64","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Durham CC","60-64","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Durham CC","60-64","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Durham CC","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Durham CC","65+","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Durham CC","65+","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Durham CC","65+","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Durham CC","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ealing","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ealing","30-39","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ealing","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ealing","40-49","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ealing","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ealing","50-59","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ealing","50-59","Unknown","40","30","[c]","[c]"
"Leaver CS","2021","Ealing","60-64","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ealing","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ealing","65+","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ealing","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Ayrshire and North Ayrshire mainland","16-19","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Ayrshire and North Ayrshire mainland","20-29","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Ayrshire and North Ayrshire mainland","30-39","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Ayrshire and North Ayrshire mainland","30-39","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Ayrshire and North Ayrshire mainland","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Ayrshire and North Ayrshire mainland","40-49","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Ayrshire and North Ayrshire mainland","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Ayrshire and North Ayrshire mainland","50-59","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Ayrshire and North Ayrshire mainland","50-59","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Ayrshire and North Ayrshire mainland","50-59","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Ayrshire and North Ayrshire mainland","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Ayrshire and North Ayrshire mainland","60-64","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Ayrshire and North Ayrshire mainland","60-64","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Ayrshire and North Ayrshire mainland","60-64","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Ayrshire and North Ayrshire mainland","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Ayrshire and North Ayrshire mainland","65+","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Ayrshire and North Ayrshire mainland","65+","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Ayrshire and North Ayrshire mainland","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Cumbria","20-29","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Cumbria","20-29","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Cumbria","20-29","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Cumbria","30-39","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Cumbria","30-39","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Cumbria","30-39","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Cumbria","30-39","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Cumbria","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Cumbria","40-49","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Cumbria","40-49","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Cumbria","50-59","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Cumbria","50-59","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Cumbria","50-59","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Cumbria","50-59","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Cumbria","50-59","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Cumbria","50-59","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Cumbria","50-59","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Cumbria","60-64","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Cumbria","60-64","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Cumbria","60-64","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Cumbria","60-64","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Cumbria","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Cumbria","65+","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Cumbria","65+","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Cumbria","65+","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Cumbria","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Derbyshire","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Derbyshire","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Derbyshire","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Derbyshire","50-59","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Derbyshire","50-59","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Derbyshire","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Derbyshire","60-64","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Derbyshire","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Derbyshire","65+","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Derbyshire","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","20-29","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","20-29","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","20-29","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","30-39","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","30-39","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","30-39","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","40-49","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","40-49","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","50-59","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","50-59","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","50-59","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","50-59","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","60-64","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","60-64","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","60-64","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","65+","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","65+","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Kent","20-29","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Kent","20-29","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Kent","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Kent","30-39","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Kent","30-39","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Kent","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Kent","40-49","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Kent","40-49","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Kent","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Kent","50-59","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Kent","50-59","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Kent","50-59","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Kent","50-59","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","East Kent","60-64","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Kent","60-64","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Kent","60-64","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","East Kent","65+","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Kent","65+","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Kent","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Lancashire","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Lancashire","40-49","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Lancashire","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Lancashire","50-59","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Lancashire","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Lancashire","60-64","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Lancashire","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Lancashire","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Lothian and Midlothian","30-39","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Lothian and Midlothian","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Lothian and Midlothian","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Merseyside","20-29","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Merseyside","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Merseyside","30-39","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Merseyside","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Merseyside","40-49","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Merseyside","50-59","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Merseyside","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Merseyside","60-64","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Merseyside","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Merseyside","65+","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Merseyside","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Riding of Yorkshire","16-19","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Riding of Yorkshire","20-29","No function","30","30","[c]","[c]"
"Leaver CS","2021","East Riding of Yorkshire","20-29","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Riding of Yorkshire","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Riding of Yorkshire","30-39","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Riding of Yorkshire","30-39","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Riding of Yorkshire","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Riding of Yorkshire","40-49","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Riding of Yorkshire","40-49","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Riding of Yorkshire","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Riding of Yorkshire","50-59","No function","30","30","[c]","[c]"
"Leaver CS","2021","East Riding of Yorkshire","50-59","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Riding of Yorkshire","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Riding of Yorkshire","60-64","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Riding of Yorkshire","60-64","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Riding of Yorkshire","60-64","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Riding of Yorkshire","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Riding of Yorkshire","65+","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Riding of Yorkshire","65+","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Riding of Yorkshire","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Surrey","20-29","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Surrey","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Surrey","30-39","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Surrey","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Surrey","40-49","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Surrey","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Surrey","50-59","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Surrey","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Surrey","60-64","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Surrey","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Surrey","65+","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Surrey","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Sussex CC","16-19","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Sussex CC","20-29","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Sussex CC","20-29","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Sussex CC","20-29","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Sussex CC","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Sussex CC","30-39","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Sussex CC","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Sussex CC","40-49","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Sussex CC","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Sussex CC","50-59","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Sussex CC","50-59","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Sussex CC","50-59","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Sussex CC","50-59","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Sussex CC","50-59","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Sussex CC","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Sussex CC","60-64","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Sussex CC","60-64","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Sussex CC","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Sussex CC","65+","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Sussex CC","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Enfield","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Enfield","30-39","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Enfield","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Enfield","40-49","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Enfield","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Enfield","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Enfield","60-64","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Enfield","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Enfield","65+","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Enfield","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex Haven Gateway","20-29","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex Haven Gateway","20-29","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex Haven Gateway","30-39","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex Haven Gateway","30-39","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex Haven Gateway","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex Haven Gateway","40-49","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex Haven Gateway","40-49","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex Haven Gateway","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex Haven Gateway","50-59","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex Haven Gateway","50-59","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex Haven Gateway","50-59","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex Haven Gateway","50-59","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex Haven Gateway","50-59","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex Haven Gateway","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex Haven Gateway","60-64","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex Haven Gateway","60-64","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex Haven Gateway","60-64","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex Haven Gateway","60-64","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex Haven Gateway","60-64","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex Haven Gateway","60-64","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex Haven Gateway","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex Haven Gateway","65+","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex Haven Gateway","65+","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex Haven Gateway","65+","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex Haven Gateway","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex Thames Gateway","20-29","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex Thames Gateway","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex Thames Gateway","30-39","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex Thames Gateway","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex Thames Gateway","40-49","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex Thames Gateway","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex Thames Gateway","50-59","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex Thames Gateway","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex Thames Gateway","60-64","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex Thames Gateway","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex Thames Gateway","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Falkirk","16-19","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Falkirk","20-29","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Falkirk","20-29","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Falkirk","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Falkirk","30-39","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Falkirk","30-39","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Falkirk","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Falkirk","40-49","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Falkirk","40-49","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Falkirk","40-49","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Falkirk","40-49","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Falkirk","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Falkirk","50-59","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Falkirk","50-59","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Falkirk","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Falkirk","60-64","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Falkirk","60-64","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Falkirk","60-64","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Falkirk","60-64","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Falkirk","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Falkirk","65+","Legal","[c]","[c]","[c]","[c]"
