"Status","Year","Disability","Organisation","Age","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Declared disabled","Public Health England","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Public Health England","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Public Health England","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Queen Elizabeth II Centre","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Queen Elizabeth II Centre","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Queen Elizabeth II Centre","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Queen Elizabeth II Centre","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Registers of Scotland","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Registers of Scotland","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Registers of Scotland","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Registers of Scotland","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Registers of Scotland","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Registers of Scotland","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Revenue Scotland","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Revenue Scotland","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Revenue Scotland","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Revenue Scotland","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Royal Fleet Auxiliary","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Royal Fleet Auxiliary","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Royal Fleet Auxiliary","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Royal Fleet Auxiliary","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Royal Fleet Auxiliary","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Royal Fleet Auxiliary","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Royal Fleet Auxiliary","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Rural Payments Agency","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Rural Payments Agency","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Rural Payments Agency","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Rural Payments Agency","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Rural Payments Agency","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Rural Payments Agency","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Rural Payments Agency","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Scottish Courts and Tribunals Service","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Scottish Courts and Tribunals Service","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Scottish Courts and Tribunals Service","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Scottish Courts and Tribunals Service","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Scottish Courts and Tribunals Service","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Scottish Courts and Tribunals Service","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Scottish Courts and Tribunals Service","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Scottish Forestry","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Scottish Forestry","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Scottish Forestry","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Scottish Forestry","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Scottish Forestry","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Scottish Forestry","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Scottish Government (excl. agencies)","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Scottish Government (excl. agencies)","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Scottish Government (excl. agencies)","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Scottish Government (excl. agencies)","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Scottish Government (excl. agencies)","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Scottish Government (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Scottish Government (excl. agencies)","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Scottish Housing Regulator","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Scottish Housing Regulator","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Scottish Housing Regulator","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Scottish Prison Service","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Scottish Prison Service","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Scottish Prison Service","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Scottish Prison Service","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Scottish Prison Service","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Scottish Prison Service","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Scottish Public Pensions Agency","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Scottish Public Pensions Agency","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Scottish Public Pensions Agency","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Scottish Public Pensions Agency","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Scottish Public Pensions Agency","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Scottish Public Pensions Agency","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Serious Fraud Office","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Serious Fraud Office","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Serious Fraud Office","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Serious Fraud Office","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Serious Fraud Office","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Serious Fraud Office","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Serious Fraud Office","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Social Security Scotland","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Social Security Scotland","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Social Security Scotland","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Social Security Scotland","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Social Security Scotland","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Social Security Scotland","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Standards and Testing Agency","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Standards and Testing Agency","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Student Awards Agency for Scotland","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Student Awards Agency for Scotland","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Student Awards Agency for Scotland","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Student Awards Agency for Scotland","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Student Awards Agency for Scotland","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Student Awards Agency for Scotland","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Student Awards Agency for Scotland","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Submarine Delivery Agency","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Submarine Delivery Agency","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Submarine Delivery Agency","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Submarine Delivery Agency","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Submarine Delivery Agency","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Submarine Delivery Agency","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Teaching Regulation Agency","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Teaching Regulation Agency","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","The Insolvency Service","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","The Insolvency Service","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","The Insolvency Service","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","The Insolvency Service","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","The Insolvency Service","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","The Insolvency Service","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","The Insolvency Service","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","The National Archives","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","The National Archives","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","The National Archives","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","The National Archives","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","The National Archives","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","The National Archives","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","The National Archives","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Transport Scotland","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Transport Scotland","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Transport Scotland","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Transport Scotland","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Transport Scotland","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Transport Scotland","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","UK Debt Management Office","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","UK Debt Management Office","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","UK Debt Management Office","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","UK Debt Management Office","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","UK Export Finance","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","UK Export Finance","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","UK Export Finance","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","UK Export Finance","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","UK Export Finance","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","UK Export Finance","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","UK Health Security Agency","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","UK Health Security Agency","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","UK Health Security Agency","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","UK Health Security Agency","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","UK Health Security Agency","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","UK Health Security Agency","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","UK Health Security Agency","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","UK Hydrographic Office","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","UK Hydrographic Office","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","UK Hydrographic Office","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","UK Hydrographic Office","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","UK Hydrographic Office","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","UK Hydrographic Office","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","UK Space Agency","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","UK Space Agency","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","UK Space Agency","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","UK Space Agency","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","UK Space Agency","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","UK Space Agency","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","UK Space Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","UK Statistics Authority","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","UK Statistics Authority","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","UK Statistics Authority","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","UK Statistics Authority","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","UK Statistics Authority","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","UK Statistics Authority","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","UK Statistics Authority","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","UK Supreme Court","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","UK Supreme Court","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","UK Supreme Court","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","UK Supreme Court","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Valuation Office Agency","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Valuation Office Agency","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Valuation Office Agency","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Valuation Office Agency","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Valuation Office Agency","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Valuation Office Agency","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Valuation Office Agency","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Vehicle Certification Agency","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Vehicle Certification Agency","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Vehicle Certification Agency","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Vehicle Certification Agency","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Vehicle Certification Agency","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Vehicle Certification Agency","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Veterinary Medicines Directorate","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Veterinary Medicines Directorate","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Veterinary Medicines Directorate","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Veterinary Medicines Directorate","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Veterinary Medicines Directorate","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Veterinary Medicines Directorate","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Water Services Regulation Authority","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Water Services Regulation Authority","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Water Services Regulation Authority","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Water Services Regulation Authority","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Water Services Regulation Authority","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Welsh Government (excl. agencies)","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Welsh Government (excl. agencies)","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Welsh Government (excl. agencies)","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Welsh Government (excl. agencies)","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Welsh Government (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Welsh Government (excl. agencies)","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Welsh Revenue Authority","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Welsh Revenue Authority","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Welsh Revenue Authority","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Wilton Park","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Wilton Park","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Wilton Park","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Wilton Park","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Accountant in Bankruptcy","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Accountant in Bankruptcy","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Accountant in Bankruptcy","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Advisory, Conciliation and Arbitration Service","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Advisory, Conciliation and Arbitration Service","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Advisory, Conciliation and Arbitration Service","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Advisory, Conciliation and Arbitration Service","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Advisory, Conciliation and Arbitration Service","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Advisory, Conciliation and Arbitration Service","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Animal and Plant Health Agency","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Animal and Plant Health Agency","20-29","60","60","23850","24370"
"Leaver CS","2022","Declared non-disabled","Animal and Plant Health Agency","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Animal and Plant Health Agency","40-49","30","30","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Animal and Plant Health Agency","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Animal and Plant Health Agency","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Animal and Plant Health Agency","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Attorney General's Office","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Attorney General's Office","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Cabinet Office (excl. agencies)","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Cabinet Office (excl. agencies)","20-29","80","80","33230","32000"
"Leaver CS","2022","Declared non-disabled","Cabinet Office (excl. agencies)","30-39","100","90","49780","54700"
"Leaver CS","2022","Declared non-disabled","Cabinet Office (excl. agencies)","40-49","70","70","65340","61850"
"Leaver CS","2022","Declared non-disabled","Cabinet Office (excl. agencies)","50-59","40","40","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Cabinet Office (excl. agencies)","60-64","30","30","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Cabinet Office (excl. agencies)","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Centre for Environment, Fisheries and Aquaculture Science","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Centre for Environment, Fisheries and Aquaculture Science","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Centre for Environment, Fisheries and Aquaculture Science","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Centre for Environment, Fisheries and Aquaculture Science","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Centre for Environment, Fisheries and Aquaculture Science","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Centre for Environment, Fisheries and Aquaculture Science","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Charity Commission","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Charity Commission","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Charity Commission","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Charity Commission","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Charity Commission","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Charity Commission","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Companies House","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Companies House","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Companies House","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Companies House","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Companies House","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Companies House","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Competition and Markets Authority","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Competition and Markets Authority","30-39","30","30","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Competition and Markets Authority","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Competition and Markets Authority","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Competition and Markets Authority","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Competition and Markets Authority","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Criminal Injuries Compensation Authority","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Criminal Injuries Compensation Authority","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Criminal Injuries Compensation Authority","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Criminal Injuries Compensation Authority","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Criminal Injuries Compensation Authority","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Crown Commercial Service","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Crown Commercial Service","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Crown Commercial Service","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Crown Commercial Service","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Crown Commercial Service","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Crown Commercial Service","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Crown Commercial Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Crown Office and Procurator Fiscal Service","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Crown Office and Procurator Fiscal Service","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Crown Office and Procurator Fiscal Service","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Crown Office and Procurator Fiscal Service","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Crown Office and Procurator Fiscal Service","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Crown Office and Procurator Fiscal Service","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Crown Office and Procurator Fiscal Service","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Crown Prosecution Service","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Crown Prosecution Service","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Crown Prosecution Service","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Crown Prosecution Service","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Crown Prosecution Service","50-59","60","50","48840","53620"
"Leaver CS","2022","Declared non-disabled","Crown Prosecution Service","60-64","60","40","46280","55610"
"Leaver CS","2022","Declared non-disabled","Crown Prosecution Service","65+","30","20","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Defence Electronics and Components Agency","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Defence Electronics and Components Agency","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Defence Electronics and Components Agency","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Defence Electronics and Components Agency","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Defence Electronics and Components Agency","60-64","[c]","[c]","[c]","[c]"
