"Status","Year","Sex","Function_of_post","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Female","Communications","White","120","100","40600","37280"
"Leaver CS","2022","Female","Counter Fraud","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Counter Fraud","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Counter Fraud","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Counter Fraud","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Counter Fraud","White","150","110","28050","27570"
"Leaver CS","2022","Female","Debt","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Debt","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Debt","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Debt","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Debt","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Debt","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Debt","White","100","80","22500","21260"
"Leaver CS","2022","Female","Digital, Data & Technology","Asian","40","40","[c]","[c]"
"Leaver CS","2022","Female","Digital, Data & Technology","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Digital, Data & Technology","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Digital, Data & Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Digital, Data & Technology","Unknown","100","80","40730","36460"
"Leaver CS","2022","Female","Digital, Data & Technology","White","250","220","39930","35310"
"Leaver CS","2022","Female","Finance","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Finance","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Finance","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Finance","Unknown","50","[c]","[c]","[c]"
"Leaver CS","2022","Female","Finance","White","160","130","37000","33000"
"Leaver CS","2022","Female","Grants Management","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Grants Management","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Grants Management","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Grants Management","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Grants Management","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Grants Management","Unknown","30","30","[c]","[c]"
"Leaver CS","2022","Female","Grants Management","White","50","40","[c]","[c]"
"Leaver CS","2022","Female","Human Resources","Asian","40","40","[c]","[c]"
"Leaver CS","2022","Female","Human Resources","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Human Resources","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Human Resources","Unknown","50","40","[c]","[c]"
"Leaver CS","2022","Female","Human Resources","White","300","270","35900","31390"
"Leaver CS","2022","Female","Internal Audit","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Internal Audit","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Internal Audit","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Internal Audit","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Internal Audit","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Legal","Asian","40","40","[c]","[c]"
"Leaver CS","2022","Female","Legal","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Legal","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Legal","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Legal","Unknown","40","40","[c]","[c]"
"Leaver CS","2022","Female","Legal","White","310","270","45290","50500"
"Leaver CS","2022","Female","No function","Asian","730","660","32030","27570"
"Leaver CS","2022","Female","No function","Black","640","600","31330","30190"
"Leaver CS","2022","Female","No function","Mixed","350","330","29840","27570"
"Leaver CS","2022","Female","No function","Other ethnicity","90","90","33360","31060"
"Leaver CS","2022","Female","No function","Undeclared","410","350","30800","27570"
"Leaver CS","2022","Female","No function","Unknown","2480","2200","28680","23780"
"Leaver CS","2022","Female","No function","White","9140","7840","30920","27570"
"Leaver CS","2022","Female","Project Delivery","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Project Delivery","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Project Delivery","Unknown","80","70","41190","37960"
"Leaver CS","2022","Female","Project Delivery","White","330","290","37700","34290"
"Leaver CS","2022","Female","Property","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Property","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Property","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Property","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Property","Unknown","60","50","24670","22010"
"Leaver CS","2022","Female","Property","White","160","140","31760","26500"
"Leaver CS","2022","Female","Security","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Security","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Security","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Security","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Security","White","130","120","31500","28890"
"Leaver CS","2022","Female","Unknown","Asian","320","260","29660","27570"
"Leaver CS","2022","Female","Unknown","Black","170","140","29640","28670"
"Leaver CS","2022","Female","Unknown","Mixed","80","70","28320","26350"
"Leaver CS","2022","Female","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Unknown","Undeclared","200","160","31020","27680"
"Leaver CS","2022","Female","Unknown","Unknown","1480","1270","29130","27570"
"Leaver CS","2022","Female","Unknown","White","3660","2980","30500","25400"
"Leaver CS","2022","Male","Analysis","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Analysis","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Analysis","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Analysis","Undeclared","40","40","[c]","[c]"
"Leaver CS","2022","Male","Analysis","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2022","Male","Analysis","White","170","150","41370","36560"
"Leaver CS","2022","Male","Commercial","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Commercial","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Commercial","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Commercial","Unknown","120","100","69030","67270"
"Leaver CS","2022","Male","Commercial","White","130","120","46380","39650"
"Leaver CS","2022","Male","Communications","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Communications","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Communications","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Communications","Unknown","60","40","[c]","[c]"
"Leaver CS","2022","Male","Communications","White","90","90","41070","37530"
"Leaver CS","2022","Male","Counter Fraud","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Counter Fraud","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Counter Fraud","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Counter Fraud","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Counter Fraud","White","110","90","31050","27570"
"Leaver CS","2022","Male","Debt","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Debt","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Debt","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Debt","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Debt","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Debt","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Debt","White","60","60","22770","21260"
"Leaver CS","2022","Male","Digital, Data & Technology","Asian","80","70","42780","38450"
"Leaver CS","2022","Male","Digital, Data & Technology","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Digital, Data & Technology","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Digital, Data & Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Digital, Data & Technology","Undeclared","80","80","40990","36840"
"Leaver CS","2022","Male","Digital, Data & Technology","Unknown","200","180","39530","37230"
"Leaver CS","2022","Male","Digital, Data & Technology","White","550","520","43410","40050"
"Leaver CS","2022","Male","Finance","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Finance","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Finance","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Finance","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2022","Male","Finance","White","150","140","43670","38880"
"Leaver CS","2022","Male","Grants Management","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Grants Management","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Grants Management","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Grants Management","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Grants Management","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Grants Management","Unknown","40","40","[c]","[c]"
"Leaver CS","2022","Male","Grants Management","White","30","30","[c]","[c]"
"Leaver CS","2022","Male","Human Resources","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Human Resources","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Human Resources","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Human Resources","Unknown","40","40","[c]","[c]"
"Leaver CS","2022","Male","Human Resources","White","140","130","37260","33300"
"Leaver CS","2022","Male","Internal Audit","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Internal Audit","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Internal Audit","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Internal Audit","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Internal Audit","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Legal","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Legal","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Legal","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Legal","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Legal","Unknown","40","40","[c]","[c]"
"Leaver CS","2022","Male","Legal","White","190","180","51000","53050"
"Leaver CS","2022","Male","No function","Asian","580","540","32950","27570"
"Leaver CS","2022","Male","No function","Black","320","310","30700","28500"
"Leaver CS","2022","Male","No function","Mixed","210","200","30310","27570"
"Leaver CS","2022","Male","No function","Other ethnicity","80","70","35830","30170"
"Leaver CS","2022","Male","No function","Undeclared","440","400","35120","29230"
"Leaver CS","2022","Male","No function","Unknown","2180","2020","30520","26550"
"Leaver CS","2022","Male","No function","White","6810","6310","32960","27570"
"Leaver CS","2022","Male","Project Delivery","Asian","30","30","[c]","[c]"
"Leaver CS","2022","Male","Project Delivery","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Project Delivery","Undeclared","50","50","39720","39310"
"Leaver CS","2022","Male","Project Delivery","Unknown","120","120","35510","33300"
"Leaver CS","2022","Male","Project Delivery","White","590","560","40050","37240"
"Leaver CS","2022","Male","Property","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Property","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Property","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Property","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Property","Undeclared","40","30","[c]","[c]"
"Leaver CS","2022","Male","Property","Unknown","70","60","29900","25420"
"Leaver CS","2022","Male","Property","White","220","210","36190","33300"
"Leaver CS","2022","Male","Security","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Security","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Security","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Security","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Security","Undeclared","40","40","[c]","[c]"
"Leaver CS","2022","Male","Security","Unknown","120","120","29460","26670"
"Leaver CS","2022","Male","Security","White","460","440","33170","33300"
"Leaver CS","2022","Male","Unknown","Asian","270","240","30520","27570"
"Leaver CS","2022","Male","Unknown","Black","90","80","33240","28820"
"Leaver CS","2022","Male","Unknown","Mixed","60","50","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Undeclared","270","230","32650","30500"
"Leaver CS","2022","Male","Unknown","Unknown","1540","1420","32780","28980"
"Leaver CS","2022","Male","Unknown","White","3280","2900","33620","27570"
"Leaver CS","2022","Unknown","Communications","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Analysis","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Analysis","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Analysis","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Analysis","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Analysis","White","90","80","40390","34690"
"Leaver Dept.","2021","Female","Commercial","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Commercial","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Commercial","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Commercial","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Commercial","White","50","50","[c]","[c]"
"Leaver Dept.","2021","Female","Communications","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Communications","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Communications","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Communications","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Communications","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","Female","Communications","White","60","60","41340","36520"
"Leaver Dept.","2021","Female","Counter Fraud","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Counter Fraud","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Counter Fraud","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Counter Fraud","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Counter Fraud","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Counter Fraud","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Debt","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Debt","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Debt","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Debt","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Debt","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Debt","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Digital, Data & Technology","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Digital, Data & Technology","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Digital, Data & Technology","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Digital, Data & Technology","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Digital, Data & Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Digital, Data & Technology","White","50","50","45140","39200"
"Leaver Dept.","2021","Female","Finance","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Finance","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Finance","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Finance","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Finance","White","60","60","45680","45200"
"Leaver Dept.","2021","Female","Grants Management","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Grants Management","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Grants Management","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Grants Management","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Grants Management","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Grants Management","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Human Resources","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Human Resources","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Human Resources","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Human Resources","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Human Resources","Unknown","50","50","[c]","[c]"
"Leaver Dept.","2021","Female","Human Resources","White","200","190","37440","32510"
"Leaver Dept.","2021","Female","Internal Audit","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Internal Audit","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Internal Audit","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Internal Audit","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Internal Audit","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Internal Audit","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Legal","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Legal","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Legal","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Legal","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Legal","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Legal","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","Female","Legal","White","80","80","45050","41650"
"Leaver Dept.","2021","Female","No function","Asian","180","180","33380","30190"
"Leaver Dept.","2021","Female","No function","Black","110","100","32550","32130"
"Leaver Dept.","2021","Female","No function","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","No function","Mixed","70","70","38220","33570"
"Leaver Dept.","2021","Female","No function","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","No function","Undeclared","60","60","[c]","[c]"
"Leaver Dept.","2021","Female","No function","Unknown","720","700","36340","32000"
"Leaver Dept.","2021","Female","No function","White","1080","1040","39250","33100"
"Leaver Dept.","2021","Female","Project Delivery","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Project Delivery","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Project Delivery","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Project Delivery","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","Female","Project Delivery","White","170","170","40960","33930"
"Leaver Dept.","2021","Female","Property","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Property","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Property","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Property","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Property","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Property","White","40","30","[c]","[c]"
"Leaver Dept.","2021","Female","Security","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Security","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Security","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Security","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Security","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Security","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Asian","260","240","33870","30300"
"Leaver Dept.","2021","Female","Unknown","Black","140","130","33770","29320"
"Leaver Dept.","2021","Female","Unknown","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Mixed","70","70","36720","30950"
"Leaver Dept.","2021","Female","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Undeclared","80","70","33560","29640"
"Leaver Dept.","2021","Female","Unknown","Unknown","660","520","34260","30300"
"Leaver Dept.","2021","Female","Unknown","White","1760","1590","34300","28670"
"Leaver Dept.","2021","Male","Analysis","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Analysis","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Analysis","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Analysis","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Analysis","White","80","80","42500","38860"
"Leaver Dept.","2021","Male","Commercial","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Commercial","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Commercial","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Commercial","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Commercial","White","40","40","[c]","[c]"
"Leaver Dept.","2021","Male","Communications","Asian","[c]","[c]","[c]","[c]"
