"Status","Year","Responsibility_level","Organisation","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","AA/AO","Department for Work and Pensions (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Department for Work and Pensions (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Department for Work and Pensions (excl. agencies)","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Department for Work and Pensions (excl. agencies)","White","230","210","21020","21010"
"Leaver Dept.","2021","AA/AO","Driver and Vehicle Licensing Agency","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Driver and Vehicle Licensing Agency","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Driver and Vehicle Licensing Agency","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Driver and Vehicle Licensing Agency","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Driver and Vehicle Licensing Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Driver and Vehicle Licensing Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Driver and Vehicle Licensing Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Driver and Vehicle Licensing Agency","White","40","40","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Driver and Vehicle Standards Agency","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Driver and Vehicle Standards Agency","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Driver and Vehicle Standards Agency","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Driver and Vehicle Standards Agency","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Driver and Vehicle Standards Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Driver and Vehicle Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Driver and Vehicle Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Driver and Vehicle Standards Agency","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Education and Skills Funding Agency","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Education and Skills Funding Agency","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Education and Skills Funding Agency","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Education and Skills Funding Agency","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Education and Skills Funding Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Education and Skills Funding Agency","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Foreign and Commonwealth Office (excl. agencies)","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Foreign and Commonwealth Office (excl. agencies)","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Foreign and Commonwealth Office (excl. agencies)","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Foreign and Commonwealth Office (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Foreign and Commonwealth Office (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Foreign and Commonwealth Office (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Foreign and Commonwealth Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Foreign and Commonwealth Office (excl. agencies)","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Foreign, Commonwealth and Development Office (excl. agencies)","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Foreign, Commonwealth and Development Office (excl. agencies)","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Foreign, Commonwealth and Development Office (excl. agencies)","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Foreign, Commonwealth and Development Office (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Foreign, Commonwealth and Development Office (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Foreign, Commonwealth and Development Office (excl. agencies)","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Forestry and Land Scotland","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Forestry and Land Scotland","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Forestry and Land Scotland","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Forestry and Land Scotland","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Forestry and Land Scotland","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Forestry and Land Scotland","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Government Legal Department","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Government Legal Department","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Government Legal Department","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Government Legal Department","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Government Legal Department","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Government Legal Department","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Government Legal Department","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Health and Safety Executive","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Health and Safety Executive","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Health and Safety Executive","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Health and Safety Executive","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Health and Safety Executive","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Health and Safety Executive","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Health and Safety Executive","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","HM Courts and Tribunals Service","Asian","30","30","[c]","[c]"
"Leaver Dept.","2021","AA/AO","HM Courts and Tribunals Service","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","HM Courts and Tribunals Service","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","HM Courts and Tribunals Service","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","HM Courts and Tribunals Service","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","HM Courts and Tribunals Service","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","HM Courts and Tribunals Service","Unknown","40","30","[c]","[c]"
"Leaver Dept.","2021","AA/AO","HM Courts and Tribunals Service","White","110","100","19610","19830"
"Leaver Dept.","2021","AA/AO","HM Prison and Probation Service","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","HM Prison and Probation Service","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","HM Prison and Probation Service","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","HM Prison and Probation Service","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","HM Prison and Probation Service","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","HM Prison and Probation Service","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","HM Prison and Probation Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","HM Prison and Probation Service","White","120","120","[c]","[c]"
"Leaver Dept.","2021","AA/AO","HM Revenue and Customs (excl. agencies)","Asian","80","80","[c]","[c]"
"Leaver Dept.","2021","AA/AO","HM Revenue and Customs (excl. agencies)","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","HM Revenue and Customs (excl. agencies)","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","HM Revenue and Customs (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","HM Revenue and Customs (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","HM Revenue and Customs (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","HM Revenue and Customs (excl. agencies)","Unknown","270","260","[c]","[c]"
"Leaver Dept.","2021","AA/AO","HM Revenue and Customs (excl. agencies)","White","300","280","[c]","[c]"
"Leaver Dept.","2021","AA/AO","HM Treasury (excl. agencies)","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","HM Treasury (excl. agencies)","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","HM Treasury (excl. agencies)","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","HM Treasury (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","HM Treasury (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","HM Treasury (excl. agencies)","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Home Office (incl. agencies)","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Home Office (incl. agencies)","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Home Office (incl. agencies)","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Home Office (incl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Home Office (incl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Home Office (incl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Home Office (incl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Home Office (incl. agencies)","White","120","100","21330","21010"
"Leaver Dept.","2021","AA/AO","Insolvency Service","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Insolvency Service","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Insolvency Service","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Insolvency Service","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Insolvency Service","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Insolvency Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Insolvency Service","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Institute for Apprenticeships and Technical Education","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Institute for Apprenticeships and Technical Education","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Institute for Apprenticeships and Technical Education","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Institute for Apprenticeships and Technical Education","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Institute for Apprenticeships and Technical Education","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Institute for Apprenticeships and Technical Education","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Institute for Apprenticeships and Technical Education","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Legal Aid Agency","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Legal Aid Agency","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Legal Aid Agency","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Legal Aid Agency","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Legal Aid Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Legal Aid Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Legal Aid Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Legal Aid Agency","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Maritime and Coastguard Agency","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Maritime and Coastguard Agency","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Maritime and Coastguard Agency","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Maritime and Coastguard Agency","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Maritime and Coastguard Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Maritime and Coastguard Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Maritime and Coastguard Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Maritime and Coastguard Agency","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Medicines and Healthcare Products Regulatory Agency","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Medicines and Healthcare Products Regulatory Agency","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Medicines and Healthcare Products Regulatory Agency","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Medicines and Healthcare Products Regulatory Agency","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Medicines and Healthcare Products Regulatory Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Medicines and Healthcare Products Regulatory Agency","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Ministry of Defence (excl. agencies)","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Ministry of Defence (excl. agencies)","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Ministry of Defence (excl. agencies)","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Ministry of Defence (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Ministry of Defence (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Ministry of Defence (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Ministry of Defence (excl. agencies)","White","50","50","20970","20920"
"Leaver Dept.","2021","AA/AO","Ministry of Housing, Communities and Local Government (excl. agencies)","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Ministry of Housing, Communities and Local Government (excl. agencies)","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Ministry of Housing, Communities and Local Government (excl. agencies)","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Ministry of Housing, Communities and Local Government (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Ministry of Housing, Communities and Local Government (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Ministry of Housing, Communities and Local Government (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Ministry of Housing, Communities and Local Government (excl. agencies)","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Ministry of Justice (excl. agencies)","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Ministry of Justice (excl. agencies)","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Ministry of Justice (excl. agencies)","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Ministry of Justice (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Ministry of Justice (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Ministry of Justice (excl. agencies)","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","National Crime Agency","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","National Crime Agency","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","National Crime Agency","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","National Crime Agency","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","National Crime Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","National Crime Agency","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Northern Ireland Office","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Northern Ireland Office","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Northern Ireland Office","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Northern Ireland Office","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Northern Ireland Office","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Northern Ireland Office","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Office for Standards in Education, Children's Services and Skills","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Office for Standards in Education, Children's Services and Skills","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Office for Standards in Education, Children's Services and Skills","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Office for Standards in Education, Children's Services and Skills","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Office for Standards in Education, Children's Services and Skills","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Office for Standards in Education, Children's Services and Skills","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Office of Gas and Electricity Markets","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Office of Gas and Electricity Markets","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Office of Gas and Electricity Markets","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Office of Gas and Electricity Markets","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Office of Gas and Electricity Markets","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Office of Gas and Electricity Markets","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Office of the Public Guardian","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Office of the Public Guardian","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Office of the Public Guardian","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Office of the Public Guardian","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Office of the Public Guardian","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Office of the Public Guardian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Office of the Public Guardian","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Planning Inspectorate","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Planning Inspectorate","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Planning Inspectorate","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Planning Inspectorate","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Planning Inspectorate","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Planning Inspectorate","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Public Health England","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Public Health England","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Public Health England","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Public Health England","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Public Health England","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Public Health England","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Registers of Scotland","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Registers of Scotland","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Registers of Scotland","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Registers of Scotland","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Registers of Scotland","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Registers of Scotland","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Rural Payments Agency","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Rural Payments Agency","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Rural Payments Agency","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Rural Payments Agency","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Rural Payments Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Rural Payments Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Rural Payments Agency","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Scottish Courts and Tribunals Service","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Scottish Courts and Tribunals Service","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Scottish Courts and Tribunals Service","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Scottish Courts and Tribunals Service","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Scottish Courts and Tribunals Service","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Scottish Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Scottish Courts and Tribunals Service","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Scottish Forestry","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Scottish Forestry","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Scottish Forestry","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Scottish Forestry","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Scottish Forestry","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Scottish Forestry","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Scottish Government (excl. agencies)","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Scottish Government (excl. agencies)","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Scottish Government (excl. agencies)","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Scottish Government (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Scottish Government (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Scottish Government (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Scottish Government (excl. agencies)","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Social Security Scotland","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Social Security Scotland","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Social Security Scotland","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Social Security Scotland","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Social Security Scotland","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Social Security Scotland","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","The National Archives","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","The National Archives","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","The National Archives","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","The National Archives","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","The National Archives","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","The National Archives","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","UK Export Finance","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","UK Export Finance","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","UK Export Finance","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","UK Export Finance","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","UK Export Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","UK Export Finance","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","UK Intellectual Property Office","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","UK Intellectual Property Office","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","UK Intellectual Property Office","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","UK Intellectual Property Office","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","UK Intellectual Property Office","Other ethnicity","[c]","[c]","[c]","[c]"
