"Status","Year","Sexual_orientation","Ethnicity","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Heterosexual / straight","White","Ministry of Justice (excl. agencies)","90","80","40500","35330"
"Leaver CS","2021","Heterosexual / straight","White","National Crime Agency","110","110","45620","43710"
"Leaver CS","2021","Heterosexual / straight","White","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","White","National Records of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","White","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","White","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","White","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","White","Office for Standards in Education, Children's Services and Skills","80","70","55690","51360"
"Leaver CS","2021","Heterosexual / straight","White","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","White","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","White","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","White","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","White","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","White","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","White","Public Health England","380","350","41320","33100"
"Leaver CS","2021","Heterosexual / straight","White","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","White","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","White","Revenue Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","White","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","White","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","White","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","White","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","White","Scottish Fiscal Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","White","Scottish Forestry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","White","Scottish Government (excl. agencies)","120","110","43070","35110"
"Leaver CS","2021","Heterosexual / straight","White","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","White","Scottish Prison Service","60","60","37230","33650"
"Leaver CS","2021","Heterosexual / straight","White","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","White","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","White","Social Security Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","White","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","White","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","White","Submarine Delivery Agency","30","30","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","White","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","White","Transport Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","White","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","White","UK Hydrographic Office","40","30","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","White","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","White","UK Space Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","White","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","White","United Kingdom Statistics Authority","140","110","29500","22860"
"Leaver CS","2021","Heterosexual / straight","White","Valuation Office Agency","110","90","31070","26340"
"Leaver CS","2021","Heterosexual / straight","White","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","White","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","White","Wales Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","White","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","White","Welsh Government (excl. agencies)","110","100","43900","37410"
"Leaver CS","2021","Heterosexual / straight","White","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","White","Wilton Park","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Attorney General's Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Companies House","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Debt Management Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Department for International Development","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Disclosure Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Education Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","ESTYN","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Food Standards Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Foreign and Commonwealth Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Government Actuary's Department","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Government Property Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Met Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","National Records of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Revenue Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Scottish Fiscal Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Scottish Forestry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Scottish Prison Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Social Security Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Transport Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","UK Space Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Wales Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Wilton Park","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Black","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Black","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Black","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Black","Attorney General's Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Black","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Black","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Black","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Black","Companies House","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Black","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Black","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Black","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Black","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Black","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Black","Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Black","Debt Management Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Black","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Black","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Black","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Black","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Black","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Black","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Black","Department for International Development","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Black","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Black","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Black","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Black","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Black","Disclosure Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Black","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Black","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Black","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Black","Education Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Black","ESTYN","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Black","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Black","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Black","Food Standards Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Black","Foreign and Commonwealth Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Black","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Black","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Black","Government Actuary's Department","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Black","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Black","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Black","Government Property Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Black","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Black","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Black","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Black","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Black","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Black","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Black","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Black","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Black","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Black","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Black","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Black","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Black","Met Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Black","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Black","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Black","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Black","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Black","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Black","National Records of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Black","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Black","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Black","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Black","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Black","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Black","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Black","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Black","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Black","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Black","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Black","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Black","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Black","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Black","Revenue Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Black","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Black","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Black","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Black","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Black","Scottish Fiscal Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Black","Scottish Forestry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Black","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Black","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Black","Scottish Prison Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Black","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Black","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Black","Social Security Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Black","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Black","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Black","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Black","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Black","Transport Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Black","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Black","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Black","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Black","UK Space Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Black","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Black","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Black","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Black","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Black","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Black","Wales Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Black","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Black","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Black","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Black","Wilton Park","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Chinese","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Chinese","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Chinese","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Chinese","Attorney General's Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Chinese","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Chinese","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Chinese","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Chinese","Companies House","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Chinese","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Chinese","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Chinese","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Chinese","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Chinese","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Chinese","Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Chinese","Debt Management Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Chinese","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Chinese","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Chinese","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
