"Status","Year","Responsibility_level","Disability","Age","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","EO","Undeclared","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Unknown","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Unknown","20-29","250","230","27310","27310"
"Leaver Dept.","2021","EO","Unknown","30-39","110","100","26750","26550"
"Leaver Dept.","2021","EO","Unknown","40-49","60","60","[c]","[c]"
"Leaver Dept.","2021","EO","Unknown","50-59","40","30","[c]","[c]"
"Leaver Dept.","2021","EO","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Declared disabled","30-39","70","60","56060","53480"
"Leaver Dept.","2021","G6/G7","Declared disabled","40-49","40","40","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Declared disabled","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Declared non-disabled","20-29","170","160","54260","53600"
"Leaver Dept.","2021","G6/G7","Declared non-disabled","30-39","590","560","56920","54760"
"Leaver Dept.","2021","G6/G7","Declared non-disabled","40-49","360","330","59050","57950"
"Leaver Dept.","2021","G6/G7","Declared non-disabled","50-59","200","190","59520","59780"
"Leaver Dept.","2021","G6/G7","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Undeclared","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Undeclared","30-39","40","40","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Undeclared","40-49","40","30","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Undeclared","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","20-29","120","100","53690","53200"
"Leaver Dept.","2021","G6/G7","Unknown","30-39","280","240","55400","54280"
"Leaver Dept.","2021","G6/G7","Unknown","40-49","160","140","57130","56730"
"Leaver Dept.","2021","G6/G7","Unknown","50-59","90","80","58520","56770"
"Leaver Dept.","2021","G6/G7","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","Unknown","40","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Declared disabled","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Declared non-disabled","30-39","50","40","[c]","[c]"
"Leaver Dept.","2021","SCS","Declared non-disabled","40-49","120","110","87030","78550"
"Leaver Dept.","2021","SCS","Declared non-disabled","50-59","50","50","[c]","[c]"
"Leaver Dept.","2021","SCS","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Undeclared","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Undeclared","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Undeclared","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Unknown","40-49","40","30","[c]","[c]"
"Leaver Dept.","2021","SCS","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Declared disabled","20-29","120","120","33460","32320"
"Leaver Dept.","2021","SEO/HEO","Declared disabled","30-39","110","100","35540","34200"
"Leaver Dept.","2021","SEO/HEO","Declared disabled","40-49","90","80","36790","36900"
"Leaver Dept.","2021","SEO/HEO","Declared disabled","50-59","60","60","36540","35330"
"Leaver Dept.","2021","SEO/HEO","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Declared disabled","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Declared non-disabled","20-29","1010","960","34200","33300"
"Leaver Dept.","2021","SEO/HEO","Declared non-disabled","30-39","760","720","35980","35050"
"Leaver Dept.","2021","SEO/HEO","Declared non-disabled","40-49","410","390","36930","35900"
"Leaver Dept.","2021","SEO/HEO","Declared non-disabled","50-59","280","270","36270","35310"
"Leaver Dept.","2021","SEO/HEO","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Undeclared","20-29","100","100","34920","34000"
"Leaver Dept.","2021","SEO/HEO","Undeclared","30-39","80","80","37860","38490"
"Leaver Dept.","2021","SEO/HEO","Undeclared","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Undeclared","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Undeclared","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Undeclared","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Unknown","20-29","820","770","33090","32000"
"Leaver Dept.","2021","SEO/HEO","Unknown","30-39","380","350","35540","33990"
"Leaver Dept.","2021","SEO/HEO","Unknown","40-49","130","110","36980","36800"
"Leaver Dept.","2021","SEO/HEO","Unknown","50-59","100","90","37060","36490"
"Leaver Dept.","2021","SEO/HEO","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Unknown","Unknown","40","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared non-disabled","20-29","40","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared non-disabled","30-39","30","30","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared non-disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared non-disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","20-29","60","60","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Declared disabled","20-29","100","100","21600","21260"
"Leaver Dept.","2022","AA/AO","Declared disabled","30-39","70","70","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Declared disabled","40-49","60","50","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Declared disabled","50-59","50","50","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Declared disabled","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Declared non-disabled","20-29","910","870","21410","21260"
"Leaver Dept.","2022","AA/AO","Declared non-disabled","30-39","530","490","21560","21260"
"Leaver Dept.","2022","AA/AO","Declared non-disabled","40-49","370","340","21530","21260"
"Leaver Dept.","2022","AA/AO","Declared non-disabled","50-59","260","240","21370","21260"
"Leaver Dept.","2022","AA/AO","Declared non-disabled","60-64","50","40","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Undeclared","20-29","30","30","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Undeclared","30-39","30","30","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Undeclared","40-49","30","30","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Undeclared","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Undeclared","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Unknown","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Unknown","20-29","350","340","21590","21260"
"Leaver Dept.","2022","AA/AO","Unknown","30-39","180","170","21530","21130"
"Leaver Dept.","2022","AA/AO","Unknown","40-49","110","100","22220","21840"
"Leaver Dept.","2022","AA/AO","Unknown","50-59","90","80","21640","22010"
"Leaver Dept.","2022","AA/AO","Unknown","60-64","30","30","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Declared disabled","20-29","180","170","27430","27570"
"Leaver Dept.","2022","EO","Declared disabled","30-39","130","120","26950","27570"
"Leaver Dept.","2022","EO","Declared disabled","40-49","90","80","27200","27570"
"Leaver Dept.","2022","EO","Declared disabled","50-59","90","90","27370","27570"
"Leaver Dept.","2022","EO","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Declared disabled","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Declared non-disabled","20-29","1410","1370","26830","27500"
"Leaver Dept.","2022","EO","Declared non-disabled","30-39","1000","960","26930","27570"
"Leaver Dept.","2022","EO","Declared non-disabled","40-49","660","630","27160","27570"
"Leaver Dept.","2022","EO","Declared non-disabled","50-59","430","410","27170","27570"
"Leaver Dept.","2022","EO","Declared non-disabled","60-64","60","50","26890","27570"
"Leaver Dept.","2022","EO","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Undeclared","20-29","80","80","27380","27570"
"Leaver Dept.","2022","EO","Undeclared","30-39","60","60","27200","27570"
"Leaver Dept.","2022","EO","Undeclared","40-49","40","30","[c]","[c]"
"Leaver Dept.","2022","EO","Undeclared","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Undeclared","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Unknown","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Unknown","20-29","410","310","27320","27570"
"Leaver Dept.","2022","EO","Unknown","30-39","230","190","27320","27570"
"Leaver Dept.","2022","EO","Unknown","40-49","160","130","27200","27570"
"Leaver Dept.","2022","EO","Unknown","50-59","120","90","27730","27900"
"Leaver Dept.","2022","EO","Unknown","60-64","40","30","[c]","[c]"
"Leaver Dept.","2022","EO","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Declared disabled","30-39","100","90","55180","54070"
"Leaver Dept.","2022","G6/G7","Declared disabled","40-49","90","70","58210","56340"
"Leaver Dept.","2022","G6/G7","Declared disabled","50-59","70","60","59030","59470"
"Leaver Dept.","2022","G6/G7","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Declared disabled","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Declared non-disabled","20-29","260","250","54200","53420"
"Leaver Dept.","2022","G6/G7","Declared non-disabled","30-39","990","930","57100","54700"
"Leaver Dept.","2022","G6/G7","Declared non-disabled","40-49","900","840","58530","56410"
"Leaver Dept.","2022","G6/G7","Declared non-disabled","50-59","530","500","59790","57460"
"Leaver Dept.","2022","G6/G7","Declared non-disabled","60-64","80","70","60610","58770"
"Leaver Dept.","2022","G6/G7","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Undeclared","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Undeclared","30-39","50","50","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Undeclared","40-49","30","30","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Undeclared","50-59","30","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Undeclared","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Unknown","20-29","170","100","54930","54700"
"Leaver Dept.","2022","G6/G7","Unknown","30-39","420","270","57010","54700"
"Leaver Dept.","2022","G6/G7","Unknown","40-49","490","360","57970","54960"
"Leaver Dept.","2022","G6/G7","Unknown","50-59","400","300","59210","56430"
"Leaver Dept.","2022","G6/G7","Unknown","60-64","80","60","63560","61440"
"Leaver Dept.","2022","G6/G7","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Declared disabled","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Declared non-disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Declared non-disabled","30-39","100","80","82110","77080"
"Leaver Dept.","2022","SCS","Declared non-disabled","40-49","210","180","91270","92500"
"Leaver Dept.","2022","SCS","Declared non-disabled","50-59","150","130","101850","104490"
"Leaver Dept.","2022","SCS","Declared non-disabled","60-64","30","30","[c]","[c]"
"Leaver Dept.","2022","SCS","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Undeclared","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Undeclared","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Undeclared","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Undeclared","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Undeclared","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Unknown","30-39","40","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Unknown","40-49","100","60","95240","94310"
"Leaver Dept.","2022","SCS","Unknown","50-59","110","80","115390","114350"
"Leaver Dept.","2022","SCS","Unknown","60-64","40","30","[c]","[c]"
"Leaver Dept.","2022","SCS","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","20-29","200","180","33820","33340"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","30-39","210","200","35710","35380"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","40-49","160","160","35610","35310"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","50-59","110","100","36770","36330"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared non-disabled","20-29","1650","1590","34710","34020"
"Leaver Dept.","2022","SEO/HEO","Declared non-disabled","30-39","1730","1640","36250","36330"
"Leaver Dept.","2022","SEO/HEO","Declared non-disabled","40-49","1060","990","36690","36400"
"Leaver Dept.","2022","SEO/HEO","Declared non-disabled","50-59","710","660","36290","36320"
"Leaver Dept.","2022","SEO/HEO","Declared non-disabled","60-64","90","80","36920","36330"
"Leaver Dept.","2022","SEO/HEO","Declared non-disabled","65+","40","20","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Undeclared","20-29","110","110","35190","34020"
"Leaver Dept.","2022","SEO/HEO","Undeclared","30-39","130","120","37000","36840"
"Leaver Dept.","2022","SEO/HEO","Undeclared","40-49","80","70","36870","36810"
"Leaver Dept.","2022","SEO/HEO","Undeclared","50-59","50","50","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Undeclared","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Unknown","20-29","1140","920","33230","32000"
"Leaver Dept.","2022","SEO/HEO","Unknown","30-39","720","580","35930","35290"
"Leaver Dept.","2022","SEO/HEO","Unknown","40-49","470","350","37880","38370"
"Leaver Dept.","2022","SEO/HEO","Unknown","50-59","320","220","38210","38770"
"Leaver Dept.","2022","SEO/HEO","Unknown","60-64","70","50","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared disabled","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared non-disabled","20-29","50","50","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared non-disabled","30-39","40","30","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared non-disabled","40-49","30","30","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared non-disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","20-29","80","50","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","30-39","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Declared disabled","20-29","560","550","21430","21010"
"New entrant CS","2021","AA/AO","Declared disabled","30-39","270","260","21230","21010"
"New entrant CS","2021","AA/AO","Declared disabled","40-49","190","180","21210","21010"
"New entrant CS","2021","AA/AO","Declared disabled","50-59","190","180","20910","21010"
"New entrant CS","2021","AA/AO","Declared disabled","60-64","40","40","[c]","[c]"
"New entrant CS","2021","AA/AO","Declared disabled","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Declared non-disabled","16-19","330","320","20990","21010"
"New entrant CS","2021","AA/AO","Declared non-disabled","20-29","4810","4730","21720","21010"
"New entrant CS","2021","AA/AO","Declared non-disabled","30-39","2160","2100","21970","21010"
"New entrant CS","2021","AA/AO","Declared non-disabled","40-49","1460","1420","21780","21010"
"New entrant CS","2021","AA/AO","Declared non-disabled","50-59","1470","1430","21350","21010"
"New entrant CS","2021","AA/AO","Declared non-disabled","60-64","340","320","21060","21010"
"New entrant CS","2021","AA/AO","Declared non-disabled","65+","50","50","20700","21010"
"New entrant CS","2021","AA/AO","Undeclared","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Undeclared","20-29","200","190","21400","21010"
"New entrant CS","2021","AA/AO","Undeclared","30-39","110","110","21540","21010"
"New entrant CS","2021","AA/AO","Undeclared","40-49","80","80","22110","21010"
"New entrant CS","2021","AA/AO","Undeclared","50-59","70","70","21390","21010"
"New entrant CS","2021","AA/AO","Undeclared","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Undeclared","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Unknown","16-19","310","300","20700","20140"
"New entrant CS","2021","AA/AO","Unknown","20-29","4160","4090","21400","20810"
"New entrant CS","2021","AA/AO","Unknown","30-39","1640","1570","21760","20810"
"New entrant CS","2021","AA/AO","Unknown","40-49","1010","970","21720","20810"
"New entrant CS","2021","AA/AO","Unknown","50-59","880","850","21400","20800"
"New entrant CS","2021","AA/AO","Unknown","60-64","150","140","20740","20380"
"New entrant CS","2021","AA/AO","Unknown","65+","30","30","[c]","[c]"
"New entrant CS","2021","EO","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Declared disabled","20-29","620","610","27700","27570"
"New entrant CS","2021","EO","Declared disabled","30-39","400","390","27910","27570"
"New entrant CS","2021","EO","Declared disabled","40-49","360","340","28000","27570"
"New entrant CS","2021","EO","Declared disabled","50-59","300","290","27990","27570"
"New entrant CS","2021","EO","Declared disabled","60-64","60","60","28270","27570"
"New entrant CS","2021","EO","Declared disabled","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Declared non-disabled","16-19","100","100","25360","25560"
"New entrant CS","2021","EO","Declared non-disabled","20-29","4310","4280","27660","27570"
"New entrant CS","2021","EO","Declared non-disabled","30-39","2690","2610","28010","27570"
"New entrant CS","2021","EO","Declared non-disabled","40-49","2020","1960","28000","27570"
"New entrant CS","2021","EO","Declared non-disabled","50-59","1700","1650","27950","27570"
"New entrant CS","2021","EO","Declared non-disabled","60-64","260","250","27870","27570"
"New entrant CS","2021","EO","Declared non-disabled","65+","30","30","[c]","[c]"
"New entrant CS","2021","EO","Undeclared","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Undeclared","20-29","280","280","27510","27570"
"New entrant CS","2021","EO","Undeclared","30-39","140","140","27920","27570"
"New entrant CS","2021","EO","Undeclared","40-49","90","90","28060","27570"
"New entrant CS","2021","EO","Undeclared","50-59","100","100","27640","27570"
"New entrant CS","2021","EO","Undeclared","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Undeclared","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Unknown","16-19","70","70","21530","23050"
"New entrant CS","2021","EO","Unknown","20-29","2500","2480","26800","27130"
"New entrant CS","2021","EO","Unknown","30-39","1210","1180","27300","27500"
"New entrant CS","2021","EO","Unknown","40-49","690","670","27340","27570"
"New entrant CS","2021","EO","Unknown","50-59","590","570","28000","27570"
"New entrant CS","2021","EO","Unknown","60-64","80","80","27330","27570"
"New entrant CS","2021","EO","Unknown","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Declared disabled","30-39","60","60","55680","54390"
"New entrant CS","2021","G6/G7","Declared disabled","40-49","60","60","54930","53700"
"New entrant CS","2021","G6/G7","Declared disabled","50-59","30","30","[c]","[c]"
"New entrant CS","2021","G6/G7","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Declared disabled","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Declared non-disabled","20-29","170","170","54080","53180"
"New entrant CS","2021","G6/G7","Declared non-disabled","30-39","610","590","56700","54700"
"New entrant CS","2021","G6/G7","Declared non-disabled","40-49","530","510","58660","55000"
"New entrant CS","2021","G6/G7","Declared non-disabled","50-59","350","350","59210","56520"
"New entrant CS","2021","G6/G7","Declared non-disabled","60-64","40","40","[c]","[c]"
"New entrant CS","2021","G6/G7","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
