"Status","Year","Sexual_orientation","Parent_department","Age","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Unknown","Food Standards Agency","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Food Standards Agency","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Food Standards Agency","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Food Standards Agency","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Foreign, Commonwealth and Development Office","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Foreign, Commonwealth and Development Office","20-29","40","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Foreign, Commonwealth and Development Office","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Foreign, Commonwealth and Development Office","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Foreign, Commonwealth and Development Office","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Foreign, Commonwealth and Development Office","60-64","30","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Foreign, Commonwealth and Development Office","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Land Registry","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Land Registry","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Land Registry","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Land Registry","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Land Registry","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Land Registry","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Revenue and Customs","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Revenue and Customs","20-29","580","540","24770","24500"
"Leaver CS","2021","Unknown","HM Revenue and Customs","30-39","470","420","[c]","[c]"
"Leaver CS","2021","Unknown","HM Revenue and Customs","40-49","640","550","[c]","[c]"
"Leaver CS","2021","Unknown","HM Revenue and Customs","50-59","1960","1730","[c]","[c]"
"Leaver CS","2021","Unknown","HM Revenue and Customs","60-64","1170","930","[c]","[c]"
"Leaver CS","2021","Unknown","HM Revenue and Customs","65+","710","480","[c]","[c]"
"Leaver CS","2021","Unknown","HM Treasury","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Treasury","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Treasury","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Treasury","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office","20-29","80","80","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence","20-29","150","150","24250","22780"
"Leaver CS","2021","Unknown","Ministry of Defence","30-39","110","110","30430","29930"
"Leaver CS","2021","Unknown","Ministry of Defence","40-49","80","70","36480","34470"
"Leaver CS","2021","Unknown","Ministry of Defence","50-59","110","110","35700","32700"
"Leaver CS","2021","Unknown","Ministry of Defence","60-64","90","90","36990","33300"
"Leaver CS","2021","Unknown","Ministry of Defence","65+","60","50","31480","23270"
"Leaver CS","2021","Unknown","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Housing, Communities and Local Government","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Housing, Communities and Local Government","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Housing, Communities and Local Government","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Housing, Communities and Local Government","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Housing, Communities and Local Government","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Housing, Communities and Local Government","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Justice","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Justice","20-29","630","620","22000","19930"
"Leaver CS","2021","Unknown","Ministry of Justice","30-39","330","310","27500","22570"
"Leaver CS","2021","Unknown","Ministry of Justice","40-49","250","230","30550","22680"
"Leaver CS","2021","Unknown","Ministry of Justice","50-59","340","310","26380","20640"
"Leaver CS","2021","Unknown","Ministry of Justice","60-64","150","120","25500","20690"
"Leaver CS","2021","Unknown","Ministry of Justice","65+","170","110","[c]","[c]"
"Leaver CS","2021","Unknown","National Crime Agency","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","National Crime Agency","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","National Crime Agency","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","National Crime Agency","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","National Crime Agency","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","National Crime Agency","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Northern Ireland Office","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Office for Standards in Education","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Office for Standards in Education","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Office for Standards in Education","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Office for Standards in Education","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Office for Standards in Education","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Office for Standards in Education","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Office of Gas and Electricity Markets","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Office of Gas and Electricity Markets","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Office of Gas and Electricity Markets","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Office of Gas and Electricity Markets","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Office of Gas and Electricity Markets","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Office of Qualifications and Examinations Regulation","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Office of Qualifications and Examinations Regulation","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Office of Qualifications and Examinations Regulation","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Office of Qualifications and Examinations Regulation","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Office of Qualifications and Examinations Regulation","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Office of Qualifications and Examinations Regulation","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Office of Rail and Road","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Office of Rail and Road","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Office of Rail and Road","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other Cabinet Office Agencies","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other Cabinet Office Agencies","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other Cabinet Office Agencies","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other Cabinet Office Agencies","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other Cabinet Office Agencies","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Scotland Office","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Scotland Office","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Scotland Office","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Scotland Office","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Scottish Government","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Scottish Government","20-29","80","80","25470","25870"
"Leaver CS","2021","Unknown","Scottish Government","30-39","90","80","30440","28170"
"Leaver CS","2021","Unknown","Scottish Government","40-49","50","40","[c]","[c]"
"Leaver CS","2021","Unknown","Scottish Government","50-59","90","80","40580","33650"
"Leaver CS","2021","Unknown","Scottish Government","60-64","90","80","41140","34100"
"Leaver CS","2021","Unknown","Scottish Government","65+","60","40","36270","29190"
"Leaver CS","2021","Unknown","The National Archives","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","The National Archives","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","UK Export Finance","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","UK Supreme Court","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","UK Supreme Court","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","United Kingdom Statistics Authority","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","United Kingdom Statistics Authority","20-29","60","60","23050","19130"
"Leaver CS","2021","Unknown","United Kingdom Statistics Authority","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","United Kingdom Statistics Authority","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","United Kingdom Statistics Authority","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","United Kingdom Statistics Authority","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","United Kingdom Statistics Authority","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","United Kingdom Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Wales Office","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Water Services Regulation Authority","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Water Services Regulation Authority","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Water Services Regulation Authority","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Water Services Regulation Authority","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Water Services Regulation Authority","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Welsh Government","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Welsh Government","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Welsh Government","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Welsh Government","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Attorney General's Departments","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Attorney General's Departments","20-29","110","110","29560","26950"
"Leaver CS","2022","Heterosexual / straight","Attorney General's Departments","30-39","110","100","45470","51250"
"Leaver CS","2022","Heterosexual / straight","Attorney General's Departments","40-49","60","50","52130","55000"
"Leaver CS","2022","Heterosexual / straight","Attorney General's Departments","50-59","90","80","49390","50500"
"Leaver CS","2022","Heterosexual / straight","Attorney General's Departments","60-64","60","50","47540","52370"
"Leaver CS","2022","Heterosexual / straight","Attorney General's Departments","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Cabinet Office","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Cabinet Office","20-29","90","90","33280","30300"
"Leaver CS","2022","Heterosexual / straight","Cabinet Office","30-39","100","90","46770","45040"
"Leaver CS","2022","Heterosexual / straight","Cabinet Office","40-49","80","80","60980","58670"
"Leaver CS","2022","Heterosexual / straight","Cabinet Office","50-59","60","60","47640","40000"
"Leaver CS","2022","Heterosexual / straight","Cabinet Office","60-64","40","40","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Cabinet Office","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Chancellor's other departments","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Chancellor's other departments","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Chancellor's other departments","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Chancellor's other departments","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Chancellor's other departments","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Chancellor's other departments","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Charity Commission","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Charity Commission","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Charity Commission","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Charity Commission","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Charity Commission","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Charity Commission","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Competition and Markets Authority","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Competition and Markets Authority","30-39","30","30","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Competition and Markets Authority","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Competition and Markets Authority","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Competition and Markets Authority","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Competition and Markets Authority","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","20-29","120","120","31990","30530"
"Leaver CS","2022","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","30-39","100","90","45590","40220"
"Leaver CS","2022","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","40-49","60","60","45240","40050"
"Leaver CS","2022","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","50-59","60","50","45220","39650"
"Leaver CS","2022","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","60-64","60","50","42310","39650"
"Leaver CS","2022","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","65+","50","40","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Department for Digital, Culture, Media and Sport","20-29","50","50","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Department for Digital, Culture, Media and Sport","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Department for Digital, Culture, Media and Sport","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Department for Digital, Culture, Media and Sport","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Department for Digital, Culture, Media and Sport","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Department for Digital, Culture, Media and Sport","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Department for Education","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Department for Education","20-29","70","70","33010","28500"
"Leaver CS","2022","Heterosexual / straight","Department for Education","30-39","70","60","41930","36780"
"Leaver CS","2022","Heterosexual / straight","Department for Education","40-49","40","40","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Department for Education","50-59","50","40","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Department for Education","60-64","40","30","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Department for Education","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Department for Environment, Food and Rural Affairs","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Department for Environment, Food and Rural Affairs","20-29","170","170","23420","22430"
"Leaver CS","2022","Heterosexual / straight","Department for Environment, Food and Rural Affairs","30-39","80","80","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Department for Environment, Food and Rural Affairs","40-49","80","70","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Department for Environment, Food and Rural Affairs","50-59","90","90","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Department for Environment, Food and Rural Affairs","60-64","60","60","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Department for Environment, Food and Rural Affairs","65+","40","30","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Department for International Trade","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Department for International Trade","20-29","40","40","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Department for International Trade","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Department for International Trade","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Department for International Trade","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Department for International Trade","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Department for International Trade","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Department for Levelling Up, Housing and Communities","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Department for Levelling Up, Housing and Communities","20-29","50","50","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Department for Levelling Up, Housing and Communities","30-39","30","30","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Department for Levelling Up, Housing and Communities","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Department for Levelling Up, Housing and Communities","50-59","30","30","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Department for Levelling Up, Housing and Communities","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Department for Levelling Up, Housing and Communities","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Department for Transport","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Department for Transport","20-29","110","110","27990","26130"
"Leaver CS","2022","Heterosexual / straight","Department for Transport","30-39","140","130","35030","30590"
"Leaver CS","2022","Heterosexual / straight","Department for Transport","40-49","110","100","36890","30730"
"Leaver CS","2022","Heterosexual / straight","Department for Transport","50-59","120","110","35510","26780"
"Leaver CS","2022","Heterosexual / straight","Department for Transport","60-64","100","80","35840","29730"
"Leaver CS","2022","Heterosexual / straight","Department for Transport","65+","90","70","31400","26780"
"Leaver CS","2022","Heterosexual / straight","Department for Work and Pensions","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Department for Work and Pensions","20-29","1290","1250","25250","25110"
"Leaver CS","2022","Heterosexual / straight","Department for Work and Pensions","30-39","890","850","27530","27570"
"Leaver CS","2022","Heterosexual / straight","Department for Work and Pensions","40-49","790","730","27900","27570"
"Leaver CS","2022","Heterosexual / straight","Department for Work and Pensions","50-59","1200","1090","28370","27570"
"Leaver CS","2022","Heterosexual / straight","Department for Work and Pensions","60-64","850","670","29830","27570"
"Leaver CS","2022","Heterosexual / straight","Department for Work and Pensions","65+","750","520","26110","26120"
"Leaver CS","2022","Heterosexual / straight","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Department of Health and Social Care","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Department of Health and Social Care","20-29","440","370","27970","27140"
"Leaver CS","2022","Heterosexual / straight","Department of Health and Social Care","30-39","470","380","38120","36330"
"Leaver CS","2022","Heterosexual / straight","Department of Health and Social Care","40-49","390","330","45620","40070"
"Leaver CS","2022","Heterosexual / straight","Department of Health and Social Care","50-59","380","320","49650","45840"
"Leaver CS","2022","Heterosexual / straight","Department of Health and Social Care","60-64","120","100","58000","48860"
"Leaver CS","2022","Heterosexual / straight","Department of Health and Social Care","65+","60","50","45710","39110"
"Leaver CS","2022","Heterosexual / straight","Estyn","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Estyn","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Estyn","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Estyn","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Food Standards Agency","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Food Standards Agency","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Food Standards Agency","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Food Standards Agency","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Food Standards Agency","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Food Standards Agency","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Foreign, Commonwealth and Development Office","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Foreign, Commonwealth and Development Office","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Foreign, Commonwealth and Development Office","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Foreign, Commonwealth and Development Office","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Foreign, Commonwealth and Development Office","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Foreign, Commonwealth and Development Office","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","HM Land Registry","20-29","50","40","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","HM Land Registry","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","HM Land Registry","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","HM Land Registry","50-59","50","40","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","HM Land Registry","60-64","40","30","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","HM Land Registry","65+","30","20","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","HM Revenue and Customs","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","HM Revenue and Customs","20-29","30","30","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","HM Revenue and Customs","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","HM Revenue and Customs","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","HM Revenue and Customs","50-59","60","50","33130","26030"
"Leaver CS","2022","Heterosexual / straight","HM Revenue and Customs","60-64","70","50","33290","28920"
"Leaver CS","2022","Heterosexual / straight","HM Revenue and Customs","65+","50","30","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","HM Treasury","20-29","80","80","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","HM Treasury","30-39","40","40","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","HM Treasury","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","HM Treasury","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","HM Treasury","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","HM Treasury","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Home Office","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Home Office","20-29","210","200","28120","24890"
"Leaver CS","2022","Heterosexual / straight","Home Office","30-39","250","230","31010","25220"
"Leaver CS","2022","Heterosexual / straight","Home Office","40-49","180","160","35720","27370"
"Leaver CS","2022","Heterosexual / straight","Home Office","50-59","320","270","34520","28350"
"Leaver CS","2022","Heterosexual / straight","Home Office","60-64","270","210","33450","27890"
"Leaver CS","2022","Heterosexual / straight","Home Office","65+","210","150","27830","25630"
"Leaver CS","2022","Heterosexual / straight","Ministry of Defence","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Ministry of Defence","20-29","500","490","26620","25660"
"Leaver CS","2022","Heterosexual / straight","Ministry of Defence","30-39","470","450","32700","31870"
"Leaver CS","2022","Heterosexual / straight","Ministry of Defence","40-49","400","370","34560","33000"
"Leaver CS","2022","Heterosexual / straight","Ministry of Defence","50-59","720","690","33810","31530"
"Leaver CS","2022","Heterosexual / straight","Ministry of Defence","60-64","710","660","35120","32930"
"Leaver CS","2022","Heterosexual / straight","Ministry of Defence","65+","570","510","30770","26930"
"Leaver CS","2022","Heterosexual / straight","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Ministry of Justice","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Ministry of Justice","20-29","1560","1530","23240","20970"
"Leaver CS","2022","Heterosexual / straight","Ministry of Justice","30-39","1290","1210","28370","22680"
"Leaver CS","2022","Heterosexual / straight","Ministry of Justice","40-49","800","750","32230","23720"
"Leaver CS","2022","Heterosexual / straight","Ministry of Justice","50-59","990","910","29990","21650"
"Leaver CS","2022","Heterosexual / straight","Ministry of Justice","60-64","630","530","30770","21650"
"Leaver CS","2022","Heterosexual / straight","Ministry of Justice","65+","550","410","25040","20970"
"Leaver CS","2022","Heterosexual / straight","National Crime Agency","20-29","30","30","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","National Crime Agency","30-39","50","50","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","National Crime Agency","40-49","30","30","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","National Crime Agency","50-59","70","60","45370","43710"
"Leaver CS","2022","Heterosexual / straight","National Crime Agency","60-64","50","40","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","National Crime Agency","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Northern Ireland Office","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Northern Ireland Office","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Northern Ireland Office","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Northern Ireland Office","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Northern Ireland Office","60-64","[c]","[c]","[c]","[c]"
