"Status","Year","Disability","Age","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Declared non-disabled","50-59","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","50-59","Undeclared","150","130","33510","27570"
"Leaver CS","2022","Declared non-disabled","50-59","Unknown","120","100","35430","27570"
"Leaver CS","2022","Declared non-disabled","50-59","White","4270","3830","36080","27570"
"Leaver CS","2022","Declared non-disabled","60-64","Asian","100","80","37000","30280"
"Leaver CS","2022","Declared non-disabled","60-64","Black","70","60","34100","31060"
"Leaver CS","2022","Declared non-disabled","60-64","Mixed","40","30","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","60-64","Undeclared","170","130","31580","27570"
"Leaver CS","2022","Declared non-disabled","60-64","Unknown","110","90","34880","28750"
"Leaver CS","2022","Declared non-disabled","60-64","White","3500","2870","36510","29200"
"Leaver CS","2022","Declared non-disabled","65+","Asian","110","80","31410","27570"
"Leaver CS","2022","Declared non-disabled","65+","Black","40","30","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","65+","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","65+","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","65+","Undeclared","120","90","30270","27570"
"Leaver CS","2022","Declared non-disabled","65+","Unknown","110","80","28940","23480"
"Leaver CS","2022","Declared non-disabled","65+","White","2700","2000","30440","27270"
"Leaver CS","2022","Declared non-disabled","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","16-19","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","20-29","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","20-29","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","20-29","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","20-29","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","20-29","Undeclared","60","60","[c]","[c]"
"Leaver CS","2022","Undeclared","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","20-29","White","180","180","26630","23330"
"Leaver CS","2022","Undeclared","30-39","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","30-39","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","30-39","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","30-39","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","30-39","Undeclared","80","70","40340","40580"
"Leaver CS","2022","Undeclared","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","30-39","White","200","190","32430","27570"
"Leaver CS","2022","Undeclared","40-49","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","40-49","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","40-49","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","40-49","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","40-49","Undeclared","70","70","[c]","[c]"
"Leaver CS","2022","Undeclared","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","40-49","White","150","140","32920","27570"
"Leaver CS","2022","Undeclared","50-59","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","50-59","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","50-59","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","50-59","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","50-59","Undeclared","140","120","37280","33900"
"Leaver CS","2022","Undeclared","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","50-59","White","330","300","33030","27930"
"Leaver CS","2022","Undeclared","60-64","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","60-64","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","60-64","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","60-64","Undeclared","150","130","35430","33370"
"Leaver CS","2022","Undeclared","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","60-64","White","250","210","32700","27360"
"Leaver CS","2022","Undeclared","65+","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","65+","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","65+","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","65+","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","65+","Undeclared","70","50","[c]","[c]"
"Leaver CS","2022","Undeclared","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","65+","White","250","180","27820","23150"
"Leaver CS","2022","Unknown","16-19","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","16-19","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","16-19","Unknown","80","80","20260","20540"
"Leaver CS","2022","Unknown","16-19","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","20-29","Asian","110","90","28030","25670"
"Leaver CS","2022","Unknown","20-29","Black","40","40","[c]","[c]"
"Leaver CS","2022","Unknown","20-29","Mixed","40","40","[c]","[c]"
"Leaver CS","2022","Unknown","20-29","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","20-29","Undeclared","80","80","26460","23840"
"Leaver CS","2022","Unknown","20-29","Unknown","3220","2960","25820","23720"
"Leaver CS","2022","Unknown","20-29","White","330","290","28700","25890"
"Leaver CS","2022","Unknown","30-39","Asian","70","60","35400","32940"
"Leaver CS","2022","Unknown","30-39","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","30-39","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","30-39","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","30-39","Undeclared","70","60","36210","33610"
"Leaver CS","2022","Unknown","30-39","Unknown","1860","1660","34010","28970"
"Leaver CS","2022","Unknown","30-39","White","320","290","38370","35000"
"Leaver CS","2022","Unknown","40-49","Asian","40","40","[c]","[c]"
"Leaver CS","2022","Unknown","40-49","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","40-49","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","40-49","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","40-49","Undeclared","50","40","[c]","[c]"
"Leaver CS","2022","Unknown","40-49","Unknown","1160","1010","38580","30540"
"Leaver CS","2022","Unknown","40-49","White","330","280","41560","38950"
"Leaver CS","2022","Unknown","50-59","Asian","30","30","[c]","[c]"
"Leaver CS","2022","Unknown","50-59","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","50-59","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","50-59","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","50-59","Undeclared","80","70","42070","35000"
"Leaver CS","2022","Unknown","50-59","Unknown","1120","1000","38580","28970"
"Leaver CS","2022","Unknown","50-59","White","460","400","43010","39050"
"Leaver CS","2022","Unknown","60-64","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","60-64","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","60-64","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","60-64","Undeclared","50","40","[c]","[c]"
"Leaver CS","2022","Unknown","60-64","Unknown","550","450","37060","33280"
"Leaver CS","2022","Unknown","60-64","White","350","280","41090","36330"
"Leaver CS","2022","Unknown","65+","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","65+","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","65+","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","65+","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","65+","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","65+","Unknown","320","240","35640","30220"
"Leaver CS","2022","Unknown","65+","White","260","200","35400","28920"
"Leaver CS","2022","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","16-19","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","16-19","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","16-19","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","16-19","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","16-19","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","16-19","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","20-29","Asian","30","30","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","20-29","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","20-29","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","20-29","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","20-29","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","20-29","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","20-29","White","210","200","31730","30020"
"Leaver Dept.","2021","Declared disabled","30-39","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","30-39","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","30-39","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","30-39","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","30-39","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","30-39","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","30-39","White","230","220","37840","33630"
"Leaver Dept.","2021","Declared disabled","40-49","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","40-49","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","40-49","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","40-49","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","40-49","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","40-49","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","40-49","White","170","170","38340","34260"
"Leaver Dept.","2021","Declared disabled","50-59","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","50-59","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","50-59","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","50-59","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","50-59","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","50-59","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","50-59","White","140","130","38370","33240"
"Leaver Dept.","2021","Declared disabled","60-64","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","60-64","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","60-64","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","60-64","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","60-64","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","60-64","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","65+","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","65+","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","65+","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","65+","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","65+","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","65+","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","16-19","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","16-19","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","16-19","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","16-19","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","16-19","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","16-19","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","20-29","Asian","290","280","30650","28840"
"Leaver Dept.","2021","Declared non-disabled","20-29","Black","110","100","31240","30950"
"Leaver Dept.","2021","Declared non-disabled","20-29","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","20-29","Mixed","110","100","33710","32000"
"Leaver Dept.","2021","Declared non-disabled","20-29","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","20-29","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","20-29","Unknown","70","70","30790","30560"
"Leaver Dept.","2021","Declared non-disabled","20-29","White","1700","1630","31510","30830"
"Leaver Dept.","2021","Declared non-disabled","30-39","Asian","280","260","36140","31560"
"Leaver Dept.","2021","Declared non-disabled","30-39","Black","110","100","32880","30380"
"Leaver Dept.","2021","Declared non-disabled","30-39","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","30-39","Mixed","90","80","41820","38580"
"Leaver Dept.","2021","Declared non-disabled","30-39","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","30-39","Undeclared","50","50","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","30-39","Unknown","80","70","40360","35590"
"Leaver Dept.","2021","Declared non-disabled","30-39","White","1640","1530","39890","35570"
"Leaver Dept.","2021","Declared non-disabled","40-49","Asian","150","140","38850","32010"
"Leaver Dept.","2021","Declared non-disabled","40-49","Black","100","90","35640","32560"
"Leaver Dept.","2021","Declared non-disabled","40-49","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","40-49","Mixed","40","30","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","40-49","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","40-49","Undeclared","40","40","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","40-49","Unknown","60","50","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","40-49","White","990","930","45320","38570"
"Leaver Dept.","2021","Declared non-disabled","50-59","Asian","40","40","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","50-59","Black","60","60","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","50-59","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","50-59","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","50-59","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","50-59","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","50-59","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","50-59","White","690","670","41520","33960"
"Leaver Dept.","2021","Declared non-disabled","60-64","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","60-64","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","60-64","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","60-64","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","60-64","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","60-64","White","50","50","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","65+","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","65+","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","65+","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","65+","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","65+","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","65+","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","65+","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","20-29","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","20-29","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","20-29","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","20-29","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","20-29","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","20-29","Undeclared","30","30","[c]","[c]"
"Leaver Dept.","2021","Undeclared","20-29","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","Undeclared","20-29","White","80","80","34600","32000"
"Leaver Dept.","2021","Undeclared","30-39","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","30-39","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","30-39","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","30-39","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","30-39","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","30-39","Undeclared","50","50","[c]","[c]"
"Leaver Dept.","2021","Undeclared","30-39","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","Undeclared","30-39","White","70","70","35120","27940"
"Leaver Dept.","2021","Undeclared","40-49","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","40-49","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","40-49","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","40-49","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","40-49","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","40-49","White","60","60","[c]","[c]"
"Leaver Dept.","2021","Undeclared","50-59","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","50-59","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","50-59","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","50-59","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","50-59","White","50","40","[c]","[c]"
"Leaver Dept.","2021","Undeclared","60-64","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","60-64","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","60-64","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","16-19","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","20-29","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","20-29","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","20-29","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","20-29","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","20-29","Undeclared","50","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","20-29","Unknown","1330","1240","32350","32000"
"Leaver Dept.","2021","Unknown","20-29","White","130","120","34360","31730"
"Leaver Dept.","2021","Unknown","30-39","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","30-39","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","30-39","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","30-39","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","30-39","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","30-39","Unknown","760","690","40140","36800"
"Leaver Dept.","2021","Unknown","30-39","White","110","110","42770","39510"
"Leaver Dept.","2021","Unknown","40-49","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","40-49","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","40-49","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","40-49","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","40-49","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","40-49","Unknown","370","330","45940","43810"
"Leaver Dept.","2021","Unknown","40-49","White","70","60","[c]","[c]"
"Leaver Dept.","2021","Unknown","50-59","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","50-59","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","50-59","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","50-59","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","50-59","Unknown","240","230","41880","37260"
"Leaver Dept.","2021","Unknown","50-59","White","50","50","[c]","[c]"
"Leaver Dept.","2021","Unknown","60-64","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","60-64","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","60-64","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","60-64","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Unknown","80","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","16-19","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","16-19","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","16-19","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","16-19","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","16-19","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","20-29","Asian","60","60","30790","30510"
"Leaver Dept.","2022","Declared disabled","20-29","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","20-29","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","20-29","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","20-29","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","20-29","White","370","350","30230","28590"
"Leaver Dept.","2022","Declared disabled","30-39","Asian","40","40","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","30-39","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","30-39","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","30-39","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","30-39","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","30-39","White","390","370","36290","32330"
"Leaver Dept.","2022","Declared disabled","40-49","Asian","50","40","[c]","[c]"
