"Status","Year","Disability","Parent_department","Age","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Declared non-disabled","HM Treasury","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Home Office","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Home Office","20-29","220","210","28100","24890"
"Leaver CS","2022","Declared non-disabled","Home Office","30-39","230","210","31400","25310"
"Leaver CS","2022","Declared non-disabled","Home Office","40-49","170","150","34900","26160"
"Leaver CS","2022","Declared non-disabled","Home Office","50-59","310","260","34720","28060"
"Leaver CS","2022","Declared non-disabled","Home Office","60-64","290","220","33700","28990"
"Leaver CS","2022","Declared non-disabled","Home Office","65+","200","140","28050","25630"
"Leaver CS","2022","Declared non-disabled","Ministry of Defence","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Ministry of Defence","20-29","540","530","26620","25680"
"Leaver CS","2022","Declared non-disabled","Ministry of Defence","30-39","470","450","32600","32720"
"Leaver CS","2022","Declared non-disabled","Ministry of Defence","40-49","350","330","35290","33290"
"Leaver CS","2022","Declared non-disabled","Ministry of Defence","50-59","610","580","34880","33300"
"Leaver CS","2022","Declared non-disabled","Ministry of Defence","60-64","660","610","35690","33300"
"Leaver CS","2022","Declared non-disabled","Ministry of Defence","65+","500","450","31330","28190"
"Leaver CS","2022","Declared non-disabled","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Ministry of Justice","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Ministry of Justice","20-29","1560","1530","23350","21170"
"Leaver CS","2022","Declared non-disabled","Ministry of Justice","30-39","1270","1210","29410","23500"
"Leaver CS","2022","Declared non-disabled","Ministry of Justice","40-49","760","710","32430","24310"
"Leaver CS","2022","Declared non-disabled","Ministry of Justice","50-59","920","830","30100","21650"
"Leaver CS","2022","Declared non-disabled","Ministry of Justice","60-64","540","440","31210","23500"
"Leaver CS","2022","Declared non-disabled","Ministry of Justice","65+","500","360","24940","20970"
"Leaver CS","2022","Declared non-disabled","National Crime Agency","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","National Crime Agency","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","National Crime Agency","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","National Crime Agency","50-59","30","30","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","National Crime Agency","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","National Crime Agency","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Northern Ireland Office","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Northern Ireland Office","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Northern Ireland Office","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Northern Ireland Office","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Northern Ireland Office","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","50-59","50","40","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Office of Gas and Electricity Markets","20-29","60","60","29990","29040"
"Leaver CS","2022","Declared non-disabled","Office of Gas and Electricity Markets","30-39","60","60","43050","38280"
"Leaver CS","2022","Declared non-disabled","Office of Gas and Electricity Markets","40-49","50","50","54130","50970"
"Leaver CS","2022","Declared non-disabled","Office of Gas and Electricity Markets","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Office of Gas and Electricity Markets","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Office of Gas and Electricity Markets","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Office of Qualifications and Examinations Regulation","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Office of Qualifications and Examinations Regulation","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Office of Qualifications and Examinations Regulation","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Office of Qualifications and Examinations Regulation","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Office of Qualifications and Examinations Regulation","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Office of Rail and Road","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Office of Rail and Road","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Office of Rail and Road","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Office of Rail and Road","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Office of Rail and Road","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Office of Rail and Road","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Office of the Secretary of State for Scotland","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Office of the Secretary of State for Scotland","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Office of the Secretary of State for Scotland","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Office of the Secretary of State for Scotland","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Office of the Secretary of State for Wales","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Office of the Secretary of State for Wales","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Office of the Secretary of State for Wales","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Office of the Secretary of State for Wales","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Scottish Government","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Scottish Government","20-29","80","80","27510","25940"
"Leaver CS","2022","Declared non-disabled","Scottish Government","30-39","80","80","33400","31060"
"Leaver CS","2022","Declared non-disabled","Scottish Government","40-49","70","70","39710","38580"
"Leaver CS","2022","Declared non-disabled","Scottish Government","50-59","90","90","39360","36130"
"Leaver CS","2022","Declared non-disabled","Scottish Government","60-64","120","110","48060","41260"
"Leaver CS","2022","Declared non-disabled","Scottish Government","65+","80","60","37920","30690"
"Leaver CS","2022","Declared non-disabled","The National Archives","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","The National Archives","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","The National Archives","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","The National Archives","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","The National Archives","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","The National Archives","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","The National Archives","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","UK Export Finance","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","UK Export Finance","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","UK Export Finance","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","UK Export Finance","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","UK Export Finance","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","UK Export Finance","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","UK Statistics Authority","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","UK Statistics Authority","20-29","60","50","24580","23050"
"Leaver CS","2022","Declared non-disabled","UK Statistics Authority","30-39","30","30","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","UK Statistics Authority","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","UK Statistics Authority","50-59","50","40","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","UK Statistics Authority","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","UK Statistics Authority","65+","40","20","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","UK Supreme Court","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","UK Supreme Court","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","UK Supreme Court","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","UK Supreme Court","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Water Services Regulation Authority","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Water Services Regulation Authority","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Water Services Regulation Authority","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Water Services Regulation Authority","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Water Services Regulation Authority","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Welsh Government","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Welsh Government","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Welsh Government","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Welsh Government","50-59","40","40","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Welsh Government","60-64","50","50","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Welsh Government","65+","40","40","[c]","[c]"
"Leaver CS","2022","Undeclared","Attorney General's Departments","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Attorney General's Departments","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Attorney General's Departments","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Attorney General's Departments","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Attorney General's Departments","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Cabinet Office","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Cabinet Office","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Cabinet Office","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Cabinet Office","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Cabinet Office","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Cabinet Office","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Chancellor's other departments","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Competition and Markets Authority","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Competition and Markets Authority","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Business, Energy and Industrial Strategy","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Business, Energy and Industrial Strategy","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Business, Energy and Industrial Strategy","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Business, Energy and Industrial Strategy","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Business, Energy and Industrial Strategy","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Business, Energy and Industrial Strategy","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Digital, Culture, Media and Sport","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Digital, Culture, Media and Sport","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Digital, Culture, Media and Sport","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Digital, Culture, Media and Sport","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Education","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Education","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Education","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Education","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Education","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Education","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Environment, Food and Rural Affairs","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Environment, Food and Rural Affairs","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Environment, Food and Rural Affairs","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Environment, Food and Rural Affairs","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Environment, Food and Rural Affairs","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Environment, Food and Rural Affairs","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for International Trade","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for International Trade","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for International Trade","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for International Trade","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Levelling Up, Housing and Communities","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Levelling Up, Housing and Communities","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Levelling Up, Housing and Communities","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Levelling Up, Housing and Communities","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Levelling Up, Housing and Communities","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Transport","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Transport","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Transport","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Transport","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Transport","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Transport","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Work and Pensions","20-29","70","60","25940","27570"
"Leaver CS","2022","Undeclared","Department for Work and Pensions","30-39","60","50","26370","27570"
"Leaver CS","2022","Undeclared","Department for Work and Pensions","40-49","50","50","30940","27570"
"Leaver CS","2022","Undeclared","Department for Work and Pensions","50-59","70","60","28720","27570"
"Leaver CS","2022","Undeclared","Department for Work and Pensions","60-64","30","20","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Work and Pensions","65+","40","30","[c]","[c]"
"Leaver CS","2022","Undeclared","Department of Health and Social Care","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department of Health and Social Care","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department of Health and Social Care","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department of Health and Social Care","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department of Health and Social Care","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department of Health and Social Care","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Food Standards Agency","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Food Standards Agency","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Food Standards Agency","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Food Standards Agency","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Food Standards Agency","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Food Standards Agency","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Foreign, Commonwealth and Development Office","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Foreign, Commonwealth and Development Office","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Foreign, Commonwealth and Development Office","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Foreign, Commonwealth and Development Office","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Foreign, Commonwealth and Development Office","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Land Registry","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Land Registry","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Land Registry","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Land Registry","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Land Registry","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Land Registry","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Revenue and Customs","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Revenue and Customs","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Revenue and Customs","40-49","30","30","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Revenue and Customs","50-59","60","60","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Revenue and Customs","60-64","70","60","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Revenue and Customs","65+","40","30","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Treasury","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Treasury","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Treasury","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Treasury","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Home Office","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Home Office","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Home Office","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Home Office","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Home Office","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Home Office","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Ministry of Defence","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Ministry of Defence","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Ministry of Defence","40-49","30","30","[c]","[c]"
"Leaver CS","2022","Undeclared","Ministry of Defence","50-59","80","80","36800","35060"
"Leaver CS","2022","Undeclared","Ministry of Defence","60-64","100","90","33120","29200"
"Leaver CS","2022","Undeclared","Ministry of Defence","65+","80","70","29030","26800"
"Leaver CS","2022","Undeclared","Ministry of Justice","20-29","80","80","[c]","[c]"
"Leaver CS","2022","Undeclared","Ministry of Justice","30-39","110","100","[c]","[c]"
"Leaver CS","2022","Undeclared","Ministry of Justice","40-49","80","70","[c]","[c]"
"Leaver CS","2022","Undeclared","Ministry of Justice","50-59","210","190","[c]","[c]"
"Leaver CS","2022","Undeclared","Ministry of Justice","60-64","150","120","[c]","[c]"
"Leaver CS","2022","Undeclared","Ministry of Justice","65+","150","90","[c]","[c]"
"Leaver CS","2022","Undeclared","Office of Qualifications and Examinations Regulation","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Scottish Government","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Scottish Government","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Scottish Government","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Scottish Government","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Scottish Government","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","UK Export Finance","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","UK Export Finance","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","UK Export Finance","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","UK Statistics Authority","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","UK Statistics Authority","20-29","50","50","[c]","[c]"
"Leaver CS","2022","Undeclared","UK Statistics Authority","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","UK Statistics Authority","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","UK Statistics Authority","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","UK Statistics Authority","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","UK Statistics Authority","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Welsh Government","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Welsh Government","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Welsh Government","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Welsh Government","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Attorney General's Departments","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Attorney General's Departments","20-29","60","60","28680","23770"
"Leaver CS","2022","Unknown","Attorney General's Departments","30-39","40","40","[c]","[c]"
"Leaver CS","2022","Unknown","Attorney General's Departments","40-49","30","30","[c]","[c]"
"Leaver CS","2022","Unknown","Attorney General's Departments","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Attorney General's Departments","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Attorney General's Departments","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Cabinet Office","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Cabinet Office","20-29","130","130","29900","29250"
"Leaver CS","2022","Unknown","Cabinet Office","30-39","110","110","50710","49700"
"Leaver CS","2022","Unknown","Cabinet Office","40-49","50","50","68380","66510"
"Leaver CS","2022","Unknown","Cabinet Office","50-59","70","60","76700","70880"
"Leaver CS","2022","Unknown","Cabinet Office","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Cabinet Office","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Chancellor's other departments","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Chancellor's other departments","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Chancellor's other departments","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Chancellor's other departments","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Chancellor's other departments","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Charity Commission","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Charity Commission","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Charity Commission","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Charity Commission","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Charity Commission","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Competition and Markets Authority","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Competition and Markets Authority","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Competition and Markets Authority","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Competition and Markets Authority","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Business, Energy and Industrial Strategy","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Business, Energy and Industrial Strategy","20-29","80","80","28420","24370"
"Leaver CS","2022","Unknown","Department for Business, Energy and Industrial Strategy","30-39","70","70","35500","33570"
"Leaver CS","2022","Unknown","Department for Business, Energy and Industrial Strategy","40-49","40","40","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Business, Energy and Industrial Strategy","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Business, Energy and Industrial Strategy","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Business, Energy and Industrial Strategy","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Business, Energy and Industrial Strategy","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Digital, Culture, Media and Sport","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Digital, Culture, Media and Sport","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Digital, Culture, Media and Sport","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Digital, Culture, Media and Sport","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Digital, Culture, Media and Sport","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Education","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Education","20-29","90","90","29500","26750"
"Leaver CS","2022","Unknown","Department for Education","30-39","50","50","42220","36660"
"Leaver CS","2022","Unknown","Department for Education","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Education","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Education","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Environment, Food and Rural Affairs","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Environment, Food and Rural Affairs","20-29","80","80","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Environment, Food and Rural Affairs","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Environment, Food and Rural Affairs","40-49","[c]","[c]","[c]","[c]"
