"Status","Year","Responsibility_level","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","SEO/HEO","Operational Research","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Operational Research","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Other","Female","230","210","35980","35300"
"Leaver CS","2022","SEO/HEO","Other","Male","270","250","37610","36460"
"Leaver CS","2022","SEO/HEO","Planning","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Planning","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Planning Inspectors","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Planning Inspectors","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Policy","Female","380","320","36720","35730"
"Leaver CS","2022","SEO/HEO","Policy","Male","310","270","37240","36850"
"Leaver CS","2022","SEO/HEO","Project Delivery","Female","160","150","36290","36540"
"Leaver CS","2022","SEO/HEO","Project Delivery","Male","240","230","37270","37840"
"Leaver CS","2022","SEO/HEO","Property","Female","60","50","39630","40580"
"Leaver CS","2022","SEO/HEO","Property","Male","130","120","38680","37050"
"Leaver CS","2022","SEO/HEO","Psychology","Female","40","40","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Psychology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Science and Engineering","Female","320","280","36990","38070"
"Leaver CS","2022","SEO/HEO","Science and Engineering","Male","390","370","36800","36460"
"Leaver CS","2022","SEO/HEO","Security","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Security","Male","60","60","42030","37450"
"Leaver CS","2022","SEO/HEO","Social Research","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Social Research","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Statistics","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Statistics","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Tax","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Tax","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Unknown","Female","760","660","37290","36130"
"Leaver CS","2022","SEO/HEO","Unknown","Male","880","740","38330","36650"
"Leaver CS","2022","SEO/HEO","Veterinarian","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Veterinarian","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Medicine","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Medicine","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Operational Delivery","Female","1120","1000","[c]","[c]"
"Leaver CS","2022","Unknown","Operational Delivery","Male","380","350","[c]","[c]"
"Leaver CS","2022","Unknown","Other","Female","30","30","[c]","[c]"
"Leaver CS","2022","Unknown","Other","Male","220","220","36650","33570"
"Leaver CS","2022","Unknown","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","Male","30","30","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","Male","50","50","36190","33500"
"Leaver CS","2022","Unknown","Security","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Social Research","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Social Research","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Female","310","210","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Male","130","80","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Economics","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Economics","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Operational Delivery","Female","480","450","20710","20880"
"Leaver Dept.","2021","AA/AO","Operational Delivery","Male","340","330","20920","20880"
"Leaver Dept.","2021","AA/AO","Operational Research","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Operational Research","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Other","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Other","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Property","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Property","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Psychology","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Psychology","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Security","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Security","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Social Research","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Social Research","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Unknown","Female","660","600","21280","21010"
"Leaver Dept.","2021","AA/AO","Unknown","Male","510","500","21200","21010"
"Leaver Dept.","2021","AA/AO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","International Trade","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Medicine","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Medicine","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Operational Delivery","Female","280","270","25390","24890"
"Leaver Dept.","2021","EO","Operational Delivery","Male","210","210","25550","25020"
"Leaver Dept.","2021","EO","Operational Research","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Operational Research","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Other","Female","60","60","25890","26680"
"Leaver Dept.","2021","EO","Other","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Planning","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Planning","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Policy","Female","110","110","27970","27420"
"Leaver Dept.","2021","EO","Policy","Male","80","80","27460","27550"
"Leaver Dept.","2021","EO","Project Delivery","Female","40","40","[c]","[c]"
"Leaver Dept.","2021","EO","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Property","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Property","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Psychology","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Psychology","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Security","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Security","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Social Research","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Social Research","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Statistics","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Statistics","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Unknown","Female","750","680","27730","27570"
"Leaver Dept.","2021","EO","Unknown","Male","540","510","27800","27570"
"Leaver Dept.","2021","EO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Digital, Data and Technology","Female","30","30","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Digital, Data and Technology","Male","40","40","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Economics","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Economics","Male","40","30","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Finance","Female","50","40","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Finance","Male","30","30","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Human Resources","Female","50","50","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Inspector of Education and Training","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Inspector of Education and Training","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","International Trade","Male","40","40","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Legal","Female","50","40","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Legal","Male","30","30","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Medicine","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Medicine","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Operational Delivery","Female","70","70","55400","53660"
"Leaver Dept.","2021","G6/G7","Operational Delivery","Male","70","70","56930","53860"
"Leaver Dept.","2021","G6/G7","Operational Research","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Operational Research","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Other","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Other","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Planning","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Planning","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Planning Inspectors","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Planning Inspectors","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Policy","Female","300","290","56230","54210"
"Leaver Dept.","2021","G6/G7","Policy","Male","250","240","56000","53610"
"Leaver Dept.","2021","G6/G7","Project Delivery","Female","60","60","60280","57950"
"Leaver Dept.","2021","G6/G7","Project Delivery","Male","50","50","56090","54930"
"Leaver Dept.","2021","G6/G7","Property","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Property","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Psychology","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Psychology","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Security","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Security","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Social Research","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Social Research","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Statistics","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Statistics","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","Female","420","340","56850","54760"
"Leaver Dept.","2021","G6/G7","Unknown","Male","410","340","58190","56300"
"Leaver Dept.","2021","G6/G7","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Economics","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Economics","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","International Trade","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Other","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Other","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Planning","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Planning","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Policy","Female","60","50","82420","76510"
"Leaver Dept.","2021","SCS","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Property","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Property","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Security","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Security","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Statistics","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Statistics","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Unknown","Female","80","60","[c]","[c]"
"Leaver Dept.","2021","SCS","Unknown","Male","60","50","[c]","[c]"
"Leaver Dept.","2021","SCS","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Commercial","Female","60","60","35920","36720"
"Leaver Dept.","2021","SEO/HEO","Commercial","Male","50","50","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Communications","Female","70","70","38600","38540"
"Leaver Dept.","2021","SEO/HEO","Communications","Male","40","40","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Digital, Data and Technology","Female","40","40","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Digital, Data and Technology","Male","50","50","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Economics","Female","30","30","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Economics","Male","30","30","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Finance","Female","50","40","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Finance","Male","50","50","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Human Resources","Female","100","100","35200","34400"
"Leaver Dept.","2021","SEO/HEO","Human Resources","Male","50","50","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","International Trade","Male","40","40","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Medicine","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Medicine","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Operational Delivery","Female","260","250","34610","33250"
"Leaver Dept.","2021","SEO/HEO","Operational Delivery","Male","190","180","33980","33100"
"Leaver Dept.","2021","SEO/HEO","Operational Research","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Operational Research","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Other","Female","60","60","33460","32850"
"Leaver Dept.","2021","SEO/HEO","Other","Male","50","50","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Planning","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Planning","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Policy","Female","450","440","36420","35900"
"Leaver Dept.","2021","SEO/HEO","Policy","Male","370","360","35940","34400"
"Leaver Dept.","2021","SEO/HEO","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Project Delivery","Female","110","110","34070","33300"
"Leaver Dept.","2021","SEO/HEO","Project Delivery","Male","110","110","35160","34570"
"Leaver Dept.","2021","SEO/HEO","Property","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Property","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Psychology","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Psychology","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Science and Engineering","Male","50","50","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Security","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Security","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Social Research","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Social Research","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Statistics","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Statistics","Male","40","30","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Tax","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Tax","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Unknown","Female","1080","950","34020","32810"
"Leaver Dept.","2021","SEO/HEO","Unknown","Male","860","760","34370","32910"
"Leaver Dept.","2021","SEO/HEO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Operational Delivery","Female","40","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Other","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Other","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Policy","Female","[c]","[c]","[c]","[c]"
