"Status","Year","Sex","Disability","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Male","Declared non-disabled","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Attorney General's Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Cabinet Office (excl. agencies)","290","290","43900","35590"
"Leaver Dept.","2021","Male","Declared non-disabled","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Companies House","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Defence Equipment and Support","170","170","34880","32540"
"Leaver Dept.","2021","Male","Declared non-disabled","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","130","120","47560","52300"
"Leaver Dept.","2021","Male","Declared non-disabled","Department for Digital, Culture, Media and Sport","50","50","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Department for Education (excl. agencies)","50","50","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Department for International Development","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Department for International Trade","50","50","46090","46940"
"Leaver Dept.","2021","Male","Declared non-disabled","Department for Transport (excl. agencies)","70","70","45590","38990"
"Leaver Dept.","2021","Male","Declared non-disabled","Department for Work and Pensions (excl. agencies)","410","400","30660","27570"
"Leaver Dept.","2021","Male","Declared non-disabled","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Driver and Vehicle Licensing Agency","30","30","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Education Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","ESTYN","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Food Standards Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Foreign and Commonwealth Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","50","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Government Actuary's Department","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Government Property Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","HM Courts and Tribunals Service","80","80","28920","22100"
"Leaver Dept.","2021","Male","Declared non-disabled","HM Prison and Probation Service","90","90","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","HM Revenue and Customs (excl. agencies)","350","340","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","HM Treasury (excl. agencies)","40","40","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Home Office (incl. agencies)","350","330","34970","28810"
"Leaver Dept.","2021","Male","Declared non-disabled","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Met Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Ministry of Defence (excl. agencies)","120","120","41880","39510"
"Leaver Dept.","2021","Male","Declared non-disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","110","110","39490","33210"
"Leaver Dept.","2021","Male","Declared non-disabled","Ministry of Justice (excl. agencies)","110","110","44490","40480"
"Leaver Dept.","2021","Male","Declared non-disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","National Records of Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Office of the Public Guardian","30","30","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Revenue Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Scottish Forestry","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Social Security Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","UK Space Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Wales Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Wilton Park","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Attorney General's Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Department for International Development","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Department for Transport (excl. agencies)","30","30","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Department for Work and Pensions (excl. agencies)","40","40","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Foreign and Commonwealth Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","UK Space Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Attorney General's Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Cabinet Office (excl. agencies)","260","260","36800","32000"
"Leaver Dept.","2021","Male","Unknown","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Companies House","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","70","60","47880","40050"
"Leaver Dept.","2021","Male","Unknown","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","170","170","41430","36710"
"Leaver Dept.","2021","Male","Unknown","Department for International Development","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Department for International Trade","70","70","41370","38300"
"Leaver Dept.","2021","Male","Unknown","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Department for Work and Pensions (excl. agencies)","50","50","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Department of Health and Social Care (excl. agencies)","60","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Food Standards Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Foreign and Commonwealth Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","40","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Government Actuary's Department","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Government Property Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","HM Revenue and Customs (excl. agencies)","330","320","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Home Office (incl. agencies)","30","30","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Rural Payments Agency","30","30","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Social Security Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","UK Space Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","United Kingdom Statistics Authority","60","60","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared disabled","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared disabled","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared disabled","Attorney General's Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared disabled","Cabinet Office (excl. agencies)","70","70","41450","36760"
"Leaver Dept.","2022","Female","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared disabled","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared disabled","Companies House","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared disabled","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared disabled","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared disabled","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared disabled","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared disabled","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared disabled","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared disabled","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared disabled","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared disabled","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared disabled","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared disabled","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared disabled","Department for Work and Pensions (excl. agencies)","240","230","29470","27570"
"Leaver Dept.","2022","Female","Declared disabled","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared disabled","Disclosure Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared disabled","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared disabled","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared disabled","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared disabled","Estyn","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared disabled","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared disabled","Food Standards Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared disabled","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared disabled","Government Actuary's Department","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared disabled","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared disabled","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared disabled","Government Property Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared disabled","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared disabled","HM Courts and Tribunals Service","30","30","[c]","[c]"
"Leaver Dept.","2022","Female","Declared disabled","HM Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared disabled","HM Prison and Probation Service","40","40","[c]","[c]"
"Leaver Dept.","2022","Female","Declared disabled","HM Revenue and Customs (excl. agencies)","60","50","[c]","[c]"
"Leaver Dept.","2022","Female","Declared disabled","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared disabled","Home Office","50","50","37620","30830"
"Leaver Dept.","2022","Female","Declared disabled","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared disabled","Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared disabled","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared disabled","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared disabled","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared disabled","Met Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared disabled","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared disabled","Ministry of Justice (excl. agencies)","40","40","[c]","[c]"
"Leaver Dept.","2022","Female","Declared disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared disabled","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared disabled","National Records of Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared disabled","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared disabled","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared disabled","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared disabled","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared disabled","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared disabled","Office of the Public Guardian","[c]","[c]","[c]","[c]"
