"Status","Year","Disability","Sex","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Declared non-disabled","Male","Human Resources","140","140","36870","32000"
"Leaver Dept.","2022","Declared non-disabled","Male","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Male","Legal","50","40","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Male","No function","3330","3210","39130","32330"
"Leaver Dept.","2022","Declared non-disabled","Male","Project Delivery","250","250","39910","35430"
"Leaver Dept.","2022","Declared non-disabled","Male","Property","50","50","47370","40600"
"Leaver Dept.","2022","Declared non-disabled","Male","Security","50","50","36240","33470"
"Leaver Dept.","2022","Declared non-disabled","Male","Unknown","1070","980","36720","30830"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Female","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Female","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Female","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Female","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Female","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Female","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Female","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Female","No function","300","280","34200","29290"
"Leaver Dept.","2022","Undeclared","Female","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Female","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Female","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Female","Unknown","50","50","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Male","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Male","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Male","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Male","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Male","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Male","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Male","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Male","No function","230","230","35420","31060"
"Leaver Dept.","2022","Undeclared","Male","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Male","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Male","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Male","Unknown","60","50","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Analysis","80","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Commercial","130","40","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Communications","110","50","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Digital, Data & Technology","110","50","40860","37040"
"Leaver Dept.","2022","Unknown","Female","Finance","120","30","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Human Resources","110","80","38170","32000"
"Leaver Dept.","2022","Unknown","Female","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Legal","50","50","42190","30720"
"Leaver Dept.","2022","Unknown","Female","No function","2370","1980","41270","34530"
"Leaver Dept.","2022","Unknown","Female","Project Delivery","30","30","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Property","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Unknown","580","460","35190","29420"
"Leaver Dept.","2022","Unknown","Male","Analysis","120","50","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Commercial","100","40","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Communications","80","30","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Digital, Data & Technology","140","100","43040","39630"
"Leaver Dept.","2022","Unknown","Male","Finance","100","40","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Human Resources","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","No function","1580","1370","44460","35710"
"Leaver Dept.","2022","Unknown","Male","Project Delivery","60","60","43570","39470"
"Leaver Dept.","2022","Unknown","Male","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Unknown","490","400","35240","31060"
"Leaver Dept.","2022","Unknown","Unknown","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Female","Analysis","40","40","[c]","[c]"
"New entrant CS","2021","Declared disabled","Female","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Female","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Female","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Female","Digital, Data & Technology","30","30","[c]","[c]"
"New entrant CS","2021","Declared disabled","Female","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Female","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Female","Human Resources","60","50","32890","27840"
"New entrant CS","2021","Declared disabled","Female","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Female","Legal","40","40","[c]","[c]"
"New entrant CS","2021","Declared disabled","Female","No function","760","720","27480","24920"
"New entrant CS","2021","Declared disabled","Female","Project Delivery","60","60","32540","29770"
"New entrant CS","2021","Declared disabled","Female","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Female","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Female","Unknown","1320","1270","27000","27570"
"New entrant CS","2021","Declared disabled","Male","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Male","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Male","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Male","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Male","Digital, Data & Technology","50","50","[c]","[c]"
"New entrant CS","2021","Declared disabled","Male","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Male","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Male","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Male","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Male","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Male","No function","400","400","28220","24620"
"New entrant CS","2021","Declared disabled","Male","Project Delivery","40","40","[c]","[c]"
"New entrant CS","2021","Declared disabled","Male","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Male","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Male","Unknown","950","940","26950","27570"
"New entrant CS","2021","Declared disabled","Unknown","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Female","Analysis","280","280","34320","31810"
"New entrant CS","2021","Declared non-disabled","Female","Commercial","150","150","34390","33000"
"New entrant CS","2021","Declared non-disabled","Female","Communications","250","240","31720","26350"
"New entrant CS","2021","Declared non-disabled","Female","Counter Fraud","40","40","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Female","Debt","150","140","20460","20140"
"New entrant CS","2021","Declared non-disabled","Female","Digital, Data & Technology","310","300","38540","35110"
"New entrant CS","2021","Declared non-disabled","Female","Finance","220","220","33750","31810"
"New entrant CS","2021","Declared non-disabled","Female","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Female","Human Resources","340","330","32090","28120"
"New entrant CS","2021","Declared non-disabled","Female","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Female","Legal","270","260","39440","37230"
"New entrant CS","2021","Declared non-disabled","Female","No function","5700","5410","28120","24240"
"New entrant CS","2021","Declared non-disabled","Female","Project Delivery","490","480","35260","33000"
"New entrant CS","2021","Declared non-disabled","Female","Property","170","170","28360","26350"
"New entrant CS","2021","Declared non-disabled","Female","Security","110","110","24870","22650"
"New entrant CS","2021","Declared non-disabled","Female","Unknown","8550","8300","27160","27570"
"New entrant CS","2021","Declared non-disabled","Male","Analysis","310","310","34490","32540"
"New entrant CS","2021","Declared non-disabled","Male","Commercial","140","130","39210","36000"
"New entrant CS","2021","Declared non-disabled","Male","Communications","240","240","30420","25560"
"New entrant CS","2021","Declared non-disabled","Male","Counter Fraud","50","50","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Male","Debt","110","110","20660","20140"
"New entrant CS","2021","Declared non-disabled","Male","Digital, Data & Technology","500","500","41660","38270"
"New entrant CS","2021","Declared non-disabled","Male","Finance","170","170","39690","34280"
"New entrant CS","2021","Declared non-disabled","Male","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Male","Human Resources","140","140","33370","28000"
"New entrant CS","2021","Declared non-disabled","Male","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Male","Legal","150","150","39400","33550"
"New entrant CS","2021","Declared non-disabled","Male","No function","4070","3970","29670","25560"
"New entrant CS","2021","Declared non-disabled","Male","Project Delivery","690","690","38330","35000"
"New entrant CS","2021","Declared non-disabled","Male","Property","280","280","33250","30000"
"New entrant CS","2021","Declared non-disabled","Male","Security","320","320","26830","23540"
"New entrant CS","2021","Declared non-disabled","Male","Unknown","6140","6110","27230","27570"
"New entrant CS","2021","Declared non-disabled","Unknown","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Female","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Female","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Female","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Female","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Female","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Female","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Female","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Female","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Female","No function","470","420","32840","30080"
"New entrant CS","2021","Undeclared","Female","Project Delivery","30","30","[c]","[c]"
"New entrant CS","2021","Undeclared","Female","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Female","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Female","Unknown","430","410","27220","27570"
"New entrant CS","2021","Undeclared","Male","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Male","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Male","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Male","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Male","Digital, Data & Technology","30","30","[c]","[c]"
"New entrant CS","2021","Undeclared","Male","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Male","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Male","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Male","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Male","No function","320","310","35880","30920"
"New entrant CS","2021","Undeclared","Male","Project Delivery","30","30","[c]","[c]"
"New entrant CS","2021","Undeclared","Male","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Male","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Male","Unknown","320","320","26460","27570"
"New entrant CS","2021","Unknown","Female","Analysis","240","230","33980","32540"
"New entrant CS","2021","Unknown","Female","Commercial","210","200","53710","48900"
"New entrant CS","2021","Unknown","Female","Communications","370","360","30350","25560"
"New entrant CS","2021","Unknown","Female","Counter Fraud","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Female","Debt","350","330","20410","20140"
"New entrant CS","2021","Unknown","Female","Digital, Data & Technology","350","350","38480","34300"
"New entrant CS","2021","Unknown","Female","Finance","170","160","34190","32790"
"New entrant CS","2021","Unknown","Female","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Female","Human Resources","210","200","32420","28000"
"New entrant CS","2021","Unknown","Female","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Female","Legal","610","590","32470","26550"
"New entrant CS","2021","Unknown","Female","No function","5280","5080","26580","22920"
"New entrant CS","2021","Unknown","Female","Project Delivery","210","210","35660","33000"
"New entrant CS","2021","Unknown","Female","Property","100","100","26800","22570"
"New entrant CS","2021","Unknown","Female","Security","90","90","27370","23540"
"New entrant CS","2021","Unknown","Female","Unknown","2900","2790","30660","27570"
"New entrant CS","2021","Unknown","Male","Analysis","240","240","34690","32540"
"New entrant CS","2021","Unknown","Male","Commercial","230","230","60690","61710"
"New entrant CS","2021","Unknown","Male","Communications","370","370","30000","25560"
"New entrant CS","2021","Unknown","Male","Counter Fraud","50","50","28610","29570"
"New entrant CS","2021","Unknown","Male","Debt","330","320","20520","20140"
"New entrant CS","2021","Unknown","Male","Digital, Data & Technology","570","570","39670","36500"
"New entrant CS","2021","Unknown","Male","Finance","150","140","33400","32670"
"New entrant CS","2021","Unknown","Male","Human Resources","80","80","31560","28840"
"New entrant CS","2021","Unknown","Male","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Male","Legal","320","310","36180","38000"
"New entrant CS","2021","Unknown","Male","No function","4190","4110","27760","24240"
"New entrant CS","2021","Unknown","Male","Project Delivery","300","300","32710","30000"
"New entrant CS","2021","Unknown","Male","Property","140","140","31260","25430"
"New entrant CS","2021","Unknown","Male","Security","270","270","27990","25540"
"New entrant CS","2021","Unknown","Male","Unknown","2440","2410","31690","27570"
"New entrant CS","2021","Unknown","Unknown","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Female","Analysis","60","60","30810","30710"
"New entrant CS","2022","Declared disabled","Female","Commercial","40","30","[c]","[c]"
"New entrant CS","2022","Declared disabled","Female","Communications","40","30","[c]","[c]"
"New entrant CS","2022","Declared disabled","Female","Counter Fraud","70","70","27350","26590"
"New entrant CS","2022","Declared disabled","Female","Debt","50","40","[c]","[c]"
"New entrant CS","2022","Declared disabled","Female","Digital, Data & Technology","100","90","36130","34410"
"New entrant CS","2022","Declared disabled","Female","Finance","30","30","[c]","[c]"
"New entrant CS","2022","Declared disabled","Female","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Female","Human Resources","80","80","31870","28000"
"New entrant CS","2022","Declared disabled","Female","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Female","Legal","90","80","34740","27230"
"New entrant CS","2022","Declared disabled","Female","No function","2270","2150","28300","27040"
"New entrant CS","2022","Declared disabled","Female","Project Delivery","70","60","32670","31060"
"New entrant CS","2022","Declared disabled","Female","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Female","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Female","Unknown","280","260","28790","27230"
"New entrant CS","2022","Declared disabled","Male","Analysis","60","50","30140","30710"
"New entrant CS","2022","Declared disabled","Male","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Male","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Male","Counter Fraud","70","60","26550","25210"
"New entrant CS","2022","Declared disabled","Male","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Male","Digital, Data & Technology","110","110","36540","33080"
"New entrant CS","2022","Declared disabled","Male","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Male","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Male","Human Resources","40","40","[c]","[c]"
"New entrant CS","2022","Declared disabled","Male","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Male","Legal","30","30","[c]","[c]"
"New entrant CS","2022","Declared disabled","Male","No function","1270","1240","28090","26590"
"New entrant CS","2022","Declared disabled","Male","Project Delivery","70","70","33000","28680"
"New entrant CS","2022","Declared disabled","Male","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Male","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Male","Unknown","210","210","30240","27230"
"New entrant CS","2022","Declared non-disabled","Female","Analysis","440","440","32570","30710"
"New entrant CS","2022","Declared non-disabled","Female","Commercial","230","230","33470","31520"
"New entrant CS","2022","Declared non-disabled","Female","Communications","420","410","31320","26590"
"New entrant CS","2022","Declared non-disabled","Female","Counter Fraud","550","530","26350","26590"
"New entrant CS","2022","Declared non-disabled","Female","Debt","370","350","21640","21250"
"New entrant CS","2022","Declared non-disabled","Female","Digital, Data & Technology","620","610","35970","33210"
"New entrant CS","2022","Declared non-disabled","Female","Finance","310","290","33340","30400"
"New entrant CS","2022","Declared non-disabled","Female","Grants Management","280","260","21510","21300"
"New entrant CS","2022","Declared non-disabled","Female","Human Resources","570","550","32290","28000"
"New entrant CS","2022","Declared non-disabled","Female","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Female","Legal","610","590","36360","30130"
"New entrant CS","2022","Declared non-disabled","Female","No function","13990","13410","27840","25480"
"New entrant CS","2022","Declared non-disabled","Female","Project Delivery","550","530","33380","29230"
"New entrant CS","2022","Declared non-disabled","Female","Property","240","230","31240","26030"
"New entrant CS","2022","Declared non-disabled","Female","Security","120","120","28970","26350"
"New entrant CS","2022","Declared non-disabled","Female","Unknown","1870","1810","30770","27230"
"New entrant CS","2022","Declared non-disabled","Male","Analysis","500","490","34430","31000"
"New entrant CS","2022","Declared non-disabled","Male","Commercial","170","170","35010","33000"
"New entrant CS","2022","Declared non-disabled","Male","Communications","330","330","30400","26590"
"New entrant CS","2022","Declared non-disabled","Male","Counter Fraud","490","490","27660","26590"
"New entrant CS","2022","Declared non-disabled","Male","Debt","240","240","21630","21250"
"New entrant CS","2022","Declared non-disabled","Male","Digital, Data & Technology","1040","1040","38820","35900"
"New entrant CS","2022","Declared non-disabled","Male","Finance","250","250","34230","31990"
"New entrant CS","2022","Declared non-disabled","Male","Grants Management","220","220","21900","21300"
"New entrant CS","2022","Declared non-disabled","Male","Human Resources","210","200","33940","29920"
"New entrant CS","2022","Declared non-disabled","Male","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Male","Legal","290","290","39570","38550"
"New entrant CS","2022","Declared non-disabled","Male","No function","9360","9190","28580","26590"
"New entrant CS","2022","Declared non-disabled","Male","Project Delivery","690","690","37410","33120"
"New entrant CS","2022","Declared non-disabled","Male","Property","270","270","35640","33000"
"New entrant CS","2022","Declared non-disabled","Male","Security","260","260","30150","26350"
"New entrant CS","2022","Declared non-disabled","Male","Unknown","1390","1370","31660","27230"
"New entrant CS","2022","Declared non-disabled","Unknown","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Female","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Female","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Female","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Female","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Female","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Female","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Female","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Female","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Female","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Female","No function","720","680","28290","27570"
"New entrant CS","2022","Undeclared","Female","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Female","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Female","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Female","Unknown","80","80","29880","27230"
"New entrant CS","2022","Undeclared","Male","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Male","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Male","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Male","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Male","Digital, Data & Technology","60","60","36850","34540"
"New entrant CS","2022","Undeclared","Male","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Male","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Male","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Male","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Male","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Male","No function","510","500","29390","27570"
"New entrant CS","2022","Undeclared","Male","Project Delivery","30","30","[c]","[c]"
"New entrant CS","2022","Undeclared","Male","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Male","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Male","Unknown","80","80","30790","27570"
"New entrant CS","2022","Unknown","Female","Analysis","190","160","34410","30710"
"New entrant CS","2022","Unknown","Female","Commercial","270","230","47150","37300"
"New entrant CS","2022","Unknown","Female","Communications","340","320","31600","27270"
"New entrant CS","2022","Unknown","Female","Counter Fraud","200","190","27400","26590"
"New entrant CS","2022","Unknown","Female","Debt","180","170","21430","21250"
"New entrant CS","2022","Unknown","Female","Digital, Data & Technology","370","350","37270","33840"
"New entrant CS","2022","Unknown","Female","Finance","290","250","34420","31210"
"New entrant CS","2022","Unknown","Female","Human Resources","270","250","31640","27530"
"New entrant CS","2022","Unknown","Female","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Female","Legal","160","150","34000","26950"
"New entrant CS","2022","Unknown","Female","No function","8180","7680","27530","24800"
"New entrant CS","2022","Unknown","Female","Project Delivery","210","210","34390","33000"
"New entrant CS","2022","Unknown","Female","Property","250","240","28740","25000"
"New entrant CS","2022","Unknown","Female","Security","90","90","28020","25540"
"New entrant CS","2022","Unknown","Female","Unknown","3010","2870","29530","27230"
"New entrant CS","2022","Unknown","Male","Analysis","190","180","35250","30850"
"New entrant CS","2022","Unknown","Male","Commercial","260","230","55820","54420"
"New entrant CS","2022","Unknown","Male","Communications","320","310","29410","26590"
"New entrant CS","2022","Unknown","Male","Counter Fraud","180","180","28450","26590"
"New entrant CS","2022","Unknown","Male","Debt","140","130","22020","21250"
"New entrant CS","2022","Unknown","Male","Digital, Data & Technology","570","540","37680","33840"
"New entrant CS","2022","Unknown","Male","Finance","230","210","34050","29360"
"New entrant CS","2022","Unknown","Male","Human Resources","150","140","35210","29360"
"New entrant CS","2022","Unknown","Male","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Male","Legal","60","60","35280","31160"
"New entrant CS","2022","Unknown","Male","No function","5610","5410","28410","26130"
"New entrant CS","2022","Unknown","Male","Project Delivery","350","350","34990","33000"
"New entrant CS","2022","Unknown","Male","Property","280","270","33510","26350"
"New entrant CS","2022","Unknown","Male","Security","350","340","28110","25000"
"New entrant CS","2022","Unknown","Male","Unknown","2720","2610","30340","27230"
"Notes","Summary figures are suppressed when information relates to less than 30 civil servants for FTE or Headcount, and less than 50 civil servants for median and mean salary (shown as [c]). Additionally, zero responses have been suppressed for GPDR protected characteristics. Figures are rounded to the nearest 10, or £10 as appropriate.","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","",""
"Version","Generated on 2022-07-26, with GIT 03ee02c.","","","","","","",""
"Data column","Description","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","","",""
