"Status","Year","Profession_of_post","Function_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Tax","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","No function","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","No function","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","Female","60","60","75620","66810"
"Leaver CS","2022","Unknown","Commercial","Male","90","90","77440","71750"
"Leaver CS","2022","Unknown","Communications","Female","40","40","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","Female","60","50","52770","54700"
"Leaver CS","2022","Unknown","Digital, Data & Technology","Male","80","70","51930","54700"
"Leaver CS","2022","Unknown","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","Female","40","40","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Female","660","590","41330","35060"
"Leaver CS","2022","Unknown","No function","Male","510","470","45390","42470"
"Leaver CS","2022","Unknown","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","Female","30","20","[c]","[c]"
"Leaver CS","2022","Unknown","Security","Male","40","40","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Female","3840","3080","29570","27570"
"Leaver CS","2022","Unknown","Unknown","Male","3080","2690","32840","27570"
"Leaver CS","2022","Veterinarian","No function","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","No function","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Commercial","Female","50","50","[c]","[c]"
"Leaver Dept.","2021","Commercial","Commercial","Male","50","50","[c]","[c]"
"Leaver Dept.","2021","Commercial","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","No function","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","No function","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Property","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Property","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Communications","Female","80","80","42560","39170"
"Leaver Dept.","2021","Communications","Communications","Male","70","60","46640","41740"
"Leaver Dept.","2021","Communications","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","No function","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","No function","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Corporate Finance","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Corporate Finance","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Corporate Finance","No function","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Corporate Finance","No function","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","No function","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","No function","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Digital, Data & Technology","Female","70","60","45730","41950"
"Leaver Dept.","2021","Digital, Data and Technology","Digital, Data & Technology","Male","80","80","45260","41720"
"Leaver Dept.","2021","Digital, Data and Technology","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","No function","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","No function","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Analysis","Female","40","40","[c]","[c]"
"Leaver Dept.","2021","Economics","Analysis","Male","50","50","[c]","[c]"
"Leaver Dept.","2021","Economics","No function","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","No function","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Debt","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Debt","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Finance","Female","90","80","47680","48860"
"Leaver Dept.","2021","Finance","Finance","Male","80","80","45610","43250"
"Leaver Dept.","2021","Finance","No function","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","No function","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Property","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Property","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Human Resources","Female","180","170","39740","35080"
"Leaver Dept.","2021","Human Resources","Human Resources","Male","100","100","38300","34400"
"Leaver Dept.","2021","Human Resources","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","No function","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","No function","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inspector of Education and Training","No function","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inspector of Education and Training","No function","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","No function","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","No function","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","Security","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","Security","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","No function","Female","60","60","44590","39540"
"Leaver Dept.","2021","International Trade","No function","Male","80","80","46630","43170"
"Leaver Dept.","2021","Knowledge and Information Management","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","No function","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","No function","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Property","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Property","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Legal","Female","70","70","54680","52830"
"Leaver Dept.","2021","Legal","Legal","Male","50","50","[c]","[c]"
"Leaver Dept.","2021","Legal","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Grants Management","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Grants Management","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Legal","Female","50","50","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","No function","Female","750","710","27970","22570"
"Leaver Dept.","2021","Operational Delivery","No function","Male","560","550","29070","23600"
"Leaver Dept.","2021","Operational Delivery","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Property","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Property","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Unknown","Female","270","250","29930","25220"
"Leaver Dept.","2021","Operational Delivery","Unknown","Male","190","190","28190","25120"
"Leaver Dept.","2021","Operational Research","Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","No function","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","No function","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","No function","Female","30","30","[c]","[c]"
"Leaver Dept.","2021","Other","No function","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Project Delivery","Female","30","30","[c]","[c]"
"Leaver Dept.","2021","Other","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Property","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Property","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Unknown","Female","90","80","31190","27040"
"Leaver Dept.","2021","Other","Unknown","Male","60","60","[c]","[c]"
"Leaver Dept.","2021","Planning","No function","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","No function","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning Inspectors","No function","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning Inspectors","No function","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","No function","Female","700","680","43170","38750"
"Leaver Dept.","2021","Policy","No function","Male","590","580","43190","38700"
"Leaver Dept.","2021","Policy","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Property","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Property","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Unknown","Female","220","210","47250","42170"
"Leaver Dept.","2021","Policy","Unknown","Male","110","110","46560","42330"
"Leaver Dept.","2021","Policy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","No function","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","No function","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Project Delivery","Female","140","140","42620","38160"
"Leaver Dept.","2021","Project Delivery","Project Delivery","Male","140","140","41160","37900"
"Leaver Dept.","2021","Project Delivery","Property","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Property","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","Female","60","60","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","Male","30","30","[c]","[c]"
"Leaver Dept.","2021","Property","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","No function","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","No function","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Property","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Property","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","No function","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","No function","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","No function","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","No function","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Unknown","Male","30","30","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","No function","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","No function","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Property","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Property","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Security","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Security","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Analysis","Female","50","40","[c]","[c]"
"Leaver Dept.","2021","Statistics","Analysis","Male","50","50","[c]","[c]"
"Leaver Dept.","2021","Statistics","No function","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","No function","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tax","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tax","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Communications","Female","30","30","[c]","[c]"
"Leaver Dept.","2021","Unknown","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Digital, Data & Technology","Male","40","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Human Resources","Female","110","110","38000","32910"
"Leaver Dept.","2021","Unknown","Human Resources","Male","60","60","37700","32910"
"Leaver Dept.","2021","Unknown","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","Female","610","600","38510","32000"
"Leaver Dept.","2021","Unknown","No function","Male","450","440","39390","32000"
"Leaver Dept.","2021","Unknown","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Property","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Property","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Security","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Security","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Female","2200","1860","31970","27570"
"Leaver Dept.","2021","Unknown","Unknown","Male","1800","1580","33730","28230"
"Leaver Dept.","2021","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
