"Status","Year","Parent_department","Sexual_orientation","Disability","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Department of Health and Social Care","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Heterosexual / straight","Unknown","330","210","44850","38200"
"Leaver CS","2022","Department of Health and Social Care","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","LGBO","Declared non-disabled","90","80","38440","31190"
"Leaver CS","2022","Department of Health and Social Care","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Undeclared","Declared non-disabled","160","140","40850","32650"
"Leaver CS","2022","Department of Health and Social Care","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Undeclared","Unknown","520","120","47110","42120"
"Leaver CS","2022","Department of Health and Social Care","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Unknown","Declared non-disabled","40","40","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Unknown","Unknown","420","390","49880","41340"
"Leaver CS","2022","Estyn","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Estyn","Heterosexual / straight","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Estyn","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Estyn","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Heterosexual / straight","Declared non-disabled","40","40","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Heterosexual / straight","Declared non-disabled","120","120","47920","41330"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Unknown","Declared non-disabled","120","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Unknown","Unknown","100","50","47430","39410"
"Leaver CS","2022","HM Land Registry","Heterosexual / straight","Declared disabled","30","30","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Heterosexual / straight","Declared non-disabled","140","110","35530","33840"
"Leaver CS","2022","HM Land Registry","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Heterosexual / straight","Unknown","50","50","28970","25850"
"Leaver CS","2022","HM Land Registry","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Unknown","Declared non-disabled","50","40","31400","27130"
"Leaver CS","2022","HM Land Registry","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Unknown","Unknown","80","80","31040","27130"
"Leaver CS","2022","HM Revenue and Customs","Heterosexual / straight","Declared disabled","30","30","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Heterosexual / straight","Declared non-disabled","200","160","32070","26820"
"Leaver CS","2022","HM Revenue and Customs","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Unknown","Declared disabled","410","330","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Unknown","Declared non-disabled","2380","1990","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Unknown","Undeclared","230","200","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Unknown","Unknown","1660","1430","27480","22080"
"Leaver CS","2022","HM Treasury","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Heterosexual / straight","Declared non-disabled","140","140","[c]","[c]"
"Leaver CS","2022","HM Treasury","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Heterosexual / straight","Declared disabled","150","120","30520","26160"
"Leaver CS","2022","Home Office","Heterosexual / straight","Declared non-disabled","1220","1020","32000","26910"
"Leaver CS","2022","Home Office","Heterosexual / straight","Undeclared","30","30","[c]","[c]"
"Leaver CS","2022","Home Office","Heterosexual / straight","Unknown","50","50","[c]","[c]"
"Leaver CS","2022","Home Office","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","LGBO","Declared non-disabled","50","50","[c]","[c]"
"Leaver CS","2022","Home Office","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Undeclared","Declared disabled","40","30","[c]","[c]"
"Leaver CS","2022","Home Office","Undeclared","Declared non-disabled","150","120","32820","28350"
"Leaver CS","2022","Home Office","Undeclared","Undeclared","60","50","33410","30740"
"Leaver CS","2022","Home Office","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Unknown","Unknown","310","300","30910","27760"
"Leaver CS","2022","Ministry of Defence","Heterosexual / straight","Declared disabled","360","330","31990","26670"
"Leaver CS","2022","Ministry of Defence","Heterosexual / straight","Declared non-disabled","2590","2450","32640","29350"
"Leaver CS","2022","Ministry of Defence","Heterosexual / straight","Undeclared","140","130","29600","26670"
"Leaver CS","2022","Ministry of Defence","Heterosexual / straight","Unknown","270","250","32550","29710"
"Leaver CS","2022","Ministry of Defence","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","LGBO","Declared non-disabled","80","80","31730","26670"
"Leaver CS","2022","Ministry of Defence","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Undeclared","Declared disabled","80","70","33450","31600"
"Leaver CS","2022","Ministry of Defence","Undeclared","Declared non-disabled","250","230","33180","31350"
"Leaver CS","2022","Ministry of Defence","Undeclared","Undeclared","170","160","36500","36300"
"Leaver CS","2022","Ministry of Defence","Undeclared","Unknown","70","70","33080","33020"
"Leaver CS","2022","Ministry of Defence","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Unknown","Declared non-disabled","210","200","34020","31950"
"Leaver CS","2022","Ministry of Defence","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Unknown","Unknown","750","720","31840","29550"
"Leaver CS","2022","Ministry of Justice","Heterosexual / straight","Declared disabled","760","690","26200","21180"
"Leaver CS","2022","Ministry of Justice","Heterosexual / straight","Declared non-disabled","4640","4290","28360","21490"
"Leaver CS","2022","Ministry of Justice","Heterosexual / straight","Undeclared","340","300","27750","21820"
"Leaver CS","2022","Ministry of Justice","Heterosexual / straight","Unknown","90","80","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","LGBO","Declared disabled","120","110","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","LGBO","Declared non-disabled","350","330","26130","21300"
"Leaver CS","2022","Ministry of Justice","LGBO","Undeclared","40","40","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Undeclared","Declared disabled","70","60","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Undeclared","Declared non-disabled","320","280","27700","21310"
"Leaver CS","2022","Ministry of Justice","Undeclared","Undeclared","180","160","29930","21330"
"Leaver CS","2022","Ministry of Justice","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Unknown","Declared disabled","30","30","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Unknown","Declared non-disabled","260","200","30100","24010"
"Leaver CS","2022","Ministry of Justice","Unknown","Undeclared","210","160","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Unknown","Unknown","2360","2230","24430","20970"
"Leaver CS","2022","National Crime Agency","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Heterosexual / straight","Declared non-disabled","90","80","45160","41170"
"Leaver CS","2022","National Crime Agency","Heterosexual / straight","Unknown","150","140","40280","37150"
"Leaver CS","2022","National Crime Agency","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Unknown","Unknown","40","40","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","Heterosexual / straight","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","Declared non-disabled","130","120","54190","51360"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Heterosexual / straight","Declared non-disabled","120","120","42250","37320"
"Leaver CS","2022","Office of Gas and Electricity Markets","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Unknown","Declared non-disabled","70","70","47640","46250"
"Leaver CS","2022","Office of Gas and Electricity Markets","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Heterosexual / straight","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Heterosexual / straight","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland","Heterosexual / straight","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","Heterosexual / straight","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Heterosexual / straight","Declared disabled","60","60","36210","35000"
"Leaver CS","2022","Scottish Government","Heterosexual / straight","Declared non-disabled","310","290","40310","34600"
"Leaver CS","2022","Scottish Government","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Heterosexual / straight","Unknown","150","130","37540","35000"
"Leaver CS","2022","Scottish Government","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Unknown","Declared disabled","30","30","[c]","[c]"
"Leaver CS","2022","Scottish Government","Unknown","Declared non-disabled","180","160","35520","30040"
"Leaver CS","2022","Scottish Government","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Unknown","Unknown","620","550","32700","28990"
"Leaver CS","2022","The National Archives","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Heterosexual / straight","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Heterosexual / straight","Declared non-disabled","30","30","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Heterosexual / straight","Declared disabled","30","30","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Heterosexual / straight","Declared non-disabled","160","130","28630","23630"
"Leaver CS","2022","UK Statistics Authority","Heterosexual / straight","Undeclared","80","70","29680","25110"
"Leaver CS","2022","UK Statistics Authority","Heterosexual / straight","Unknown","70","40","22160","19860"
"Leaver CS","2022","UK Statistics Authority","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Unknown","Declared non-disabled","40","30","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Unknown","Unknown","120","110","26510","23050"
"Leaver CS","2022","UK Supreme Court","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","Heterosexual / straight","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Heterosexual / straight","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","Heterosexual / straight","Declared non-disabled","180","150","41890","37410"
"Leaver CS","2022","Welsh Government","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
