"Status","Year","Region_ITL1","Organisation","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","East of England","HM Treasury (excl. agencies)","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","HM Treasury (excl. agencies)","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","HM Treasury (excl. agencies)","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","HM Treasury (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","HM Treasury (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","HM Treasury (excl. agencies)","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Home Office (incl. agencies)","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Home Office (incl. agencies)","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Home Office (incl. agencies)","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Home Office (incl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Home Office (incl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Home Office (incl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Home Office (incl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Home Office (incl. agencies)","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Insolvency Service","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Insolvency Service","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Insolvency Service","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Insolvency Service","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Insolvency Service","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Insolvency Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Insolvency Service","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Ministry of Defence (excl. agencies)","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Ministry of Defence (excl. agencies)","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Ministry of Defence (excl. agencies)","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Ministry of Defence (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Ministry of Defence (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Ministry of Defence (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Ministry of Defence (excl. agencies)","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Ministry of Housing, Communities and Local Government (excl. agencies)","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Ministry of Housing, Communities and Local Government (excl. agencies)","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Ministry of Housing, Communities and Local Government (excl. agencies)","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Ministry of Housing, Communities and Local Government (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Ministry of Housing, Communities and Local Government (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Ministry of Housing, Communities and Local Government (excl. agencies)","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Ministry of Justice (excl. agencies)","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Ministry of Justice (excl. agencies)","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Ministry of Justice (excl. agencies)","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Ministry of Justice (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Ministry of Justice (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Ministry of Justice (excl. agencies)","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Office for Standards in Education, Children's Services and Skills","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Office for Standards in Education, Children's Services and Skills","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Office for Standards in Education, Children's Services and Skills","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Office for Standards in Education, Children's Services and Skills","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Office for Standards in Education, Children's Services and Skills","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Office for Standards in Education, Children's Services and Skills","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Public Health England","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Public Health England","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Public Health England","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Public Health England","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Public Health England","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Public Health England","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Rural Payments Agency","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Rural Payments Agency","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Rural Payments Agency","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Rural Payments Agency","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Rural Payments Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Rural Payments Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Rural Payments Agency","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Valuation Office Agency","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Valuation Office Agency","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Valuation Office Agency","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Valuation Office Agency","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Valuation Office Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Valuation Office Agency","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Advisory, Conciliation and Arbitration Service","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Advisory, Conciliation and Arbitration Service","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Advisory, Conciliation and Arbitration Service","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Advisory, Conciliation and Arbitration Service","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Advisory, Conciliation and Arbitration Service","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Advisory, Conciliation and Arbitration Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Advisory, Conciliation and Arbitration Service","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Attorney General's Office","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Attorney General's Office","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Attorney General's Office","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Attorney General's Office","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Attorney General's Office","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Attorney General's Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Attorney General's Office","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Cabinet Office (excl. agencies)","Asian","50","50","[c]","[c]"
"Leaver Dept.","2021","London","Cabinet Office (excl. agencies)","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Cabinet Office (excl. agencies)","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Cabinet Office (excl. agencies)","Mixed","40","30","[c]","[c]"
"Leaver Dept.","2021","London","Cabinet Office (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Cabinet Office (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Cabinet Office (excl. agencies)","Unknown","160","160","45650","40600"
"Leaver Dept.","2021","London","Cabinet Office (excl. agencies)","White","360","360","47580","41820"
"Leaver Dept.","2021","London","Centre for Environment, Fisheries and Aquaculture Science","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Centre for Environment, Fisheries and Aquaculture Science","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Centre for Environment, Fisheries and Aquaculture Science","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Centre for Environment, Fisheries and Aquaculture Science","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Centre for Environment, Fisheries and Aquaculture Science","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Centre for Environment, Fisheries and Aquaculture Science","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Charity Commission","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Charity Commission","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Charity Commission","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Charity Commission","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Charity Commission","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Charity Commission","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Companies House","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Companies House","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Companies House","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Companies House","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Companies House","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Companies House","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Companies House","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Competition and Markets Authority","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Competition and Markets Authority","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Competition and Markets Authority","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Competition and Markets Authority","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Competition and Markets Authority","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Competition and Markets Authority","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Crown Commercial Service","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Crown Commercial Service","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Crown Commercial Service","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Crown Commercial Service","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Crown Commercial Service","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Crown Commercial Service","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Crown Prosecution Service","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Crown Prosecution Service","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Crown Prosecution Service","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Crown Prosecution Service","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Crown Prosecution Service","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Crown Prosecution Service","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Crown Prosecution Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Crown Prosecution Service","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Crown Prosecution Service Inspectorate","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Crown Prosecution Service Inspectorate","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Crown Prosecution Service Inspectorate","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Crown Prosecution Service Inspectorate","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Crown Prosecution Service Inspectorate","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Crown Prosecution Service Inspectorate","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Defence Equipment and Support","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Defence Equipment and Support","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Defence Equipment and Support","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Defence Equipment and Support","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Defence Equipment and Support","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Defence Equipment and Support","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Department for Business, Energy and Industrial Strategy (excl. agencies)","Asian","40","30","[c]","[c]"
"Leaver Dept.","2021","London","Department for Business, Energy and Industrial Strategy (excl. agencies)","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Department for Business, Energy and Industrial Strategy (excl. agencies)","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Department for Business, Energy and Industrial Strategy (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Department for Business, Energy and Industrial Strategy (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Department for Business, Energy and Industrial Strategy (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","80","70","44590","39080"
"Leaver Dept.","2021","London","Department for Business, Energy and Industrial Strategy (excl. agencies)","White","230","210","49090","52300"
"Leaver Dept.","2021","London","Department for Digital, Culture, Media and Sport","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Department for Digital, Culture, Media and Sport","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Department for Digital, Culture, Media and Sport","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Department for Digital, Culture, Media and Sport","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Department for Digital, Culture, Media and Sport","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Department for Digital, Culture, Media and Sport","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Department for Digital, Culture, Media and Sport","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","London","Department for Digital, Culture, Media and Sport","White","120","120","51170","50640"
"Leaver Dept.","2021","London","Department for Education (excl. agencies)","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Department for Education (excl. agencies)","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Department for Education (excl. agencies)","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Department for Education (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Department for Education (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Department for Education (excl. agencies)","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","London","Department for Education (excl. agencies)","White","80","80","47970","40940"
"Leaver Dept.","2021","London","Department for Environment, Food and Rural Affairs (excl. agencies)","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Department for Environment, Food and Rural Affairs (excl. agencies)","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Department for Environment, Food and Rural Affairs (excl. agencies)","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Department for Environment, Food and Rural Affairs (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Department for Environment, Food and Rural Affairs (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","300","290","41790","35710"
"Leaver Dept.","2021","London","Department for Environment, Food and Rural Affairs (excl. agencies)","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Department for International Development","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Department for International Development","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Department for International Development","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Department for International Development","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Department for International Development","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Department for International Development","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Department for International Development","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Department for International Trade","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Department for International Trade","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Department for International Trade","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Department for International Trade","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Department for International Trade","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Department for International Trade","Unknown","90","90","40080","37410"
"Leaver Dept.","2021","London","Department for International Trade","White","80","80","43230","38540"
"Leaver Dept.","2021","London","Department for Transport (excl. agencies)","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Department for Transport (excl. agencies)","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Department for Transport (excl. agencies)","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Department for Transport (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Department for Transport (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Department for Transport (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Department for Transport (excl. agencies)","Unknown","50","50","41760","42460"
"Leaver Dept.","2021","London","Department for Transport (excl. agencies)","White","100","100","48370","42680"
"Leaver Dept.","2021","London","Department for Work and Pensions (excl. agencies)","Asian","40","30","[c]","[c]"
"Leaver Dept.","2021","London","Department for Work and Pensions (excl. agencies)","Black","30","30","[c]","[c]"
"Leaver Dept.","2021","London","Department for Work and Pensions (excl. agencies)","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Department for Work and Pensions (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Department for Work and Pensions (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Department for Work and Pensions (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Department for Work and Pensions (excl. agencies)","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","London","Department for Work and Pensions (excl. agencies)","White","80","80","46410","39960"
"Leaver Dept.","2021","London","Department of Health and Social Care (excl. agencies)","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Department of Health and Social Care (excl. agencies)","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Department of Health and Social Care (excl. agencies)","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Department of Health and Social Care (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Department of Health and Social Care (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Department of Health and Social Care (excl. agencies)","Unknown","120","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Department of Health and Social Care (excl. agencies)","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Driver and Vehicle Standards Agency","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Driver and Vehicle Standards Agency","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Driver and Vehicle Standards Agency","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Driver and Vehicle Standards Agency","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Driver and Vehicle Standards Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Driver and Vehicle Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Driver and Vehicle Standards Agency","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Education and Skills Funding Agency","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Education and Skills Funding Agency","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Education and Skills Funding Agency","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Education and Skills Funding Agency","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Education and Skills Funding Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Education and Skills Funding Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Education and Skills Funding Agency","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Food Standards Agency","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Food Standards Agency","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Food Standards Agency","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Food Standards Agency","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Food Standards Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Food Standards Agency","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Foreign and Commonwealth Office (excl. agencies)","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Foreign and Commonwealth Office (excl. agencies)","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Foreign and Commonwealth Office (excl. agencies)","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Foreign and Commonwealth Office (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Foreign and Commonwealth Office (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Foreign and Commonwealth Office (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Foreign and Commonwealth Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Foreign and Commonwealth Office (excl. agencies)","White","40","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Foreign, Commonwealth and Development Office (excl. agencies)","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Foreign, Commonwealth and Development Office (excl. agencies)","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Foreign, Commonwealth and Development Office (excl. agencies)","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Foreign, Commonwealth and Development Office (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Foreign, Commonwealth and Development Office (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Foreign, Commonwealth and Development Office (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","50","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Foreign, Commonwealth and Development Office (excl. agencies)","White","90","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Government Actuary's Department","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Government Actuary's Department","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Government Actuary's Department","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Government Actuary's Department","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Government Actuary's Department","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Government Actuary's Department","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Government Actuary's Department","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Government Internal Audit Agency","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Government Internal Audit Agency","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Government Internal Audit Agency","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Government Internal Audit Agency","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Government Internal Audit Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Government Internal Audit Agency","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Government Legal Department","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Government Legal Department","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Government Legal Department","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Government Legal Department","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Government Legal Department","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Government Legal Department","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Government Legal Department","White","50","50","47320","51250"
"Leaver Dept.","2021","London","Government Property Agency","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Government Property Agency","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Government Property Agency","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Government Property Agency","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Government Property Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Government Property Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Government Property Agency","White","[c]","[c]","[c]","[c]"
