"Status","Year","Region_ITL1","Ethnicity","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","West Midlands (England)","Other ethnicity","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Other ethnicity","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Other ethnicity","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Undeclared","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Undeclared","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Undeclared","No function","50","40","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Undeclared","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Undeclared","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Unknown","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Unknown","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Unknown","No function","330","310","24950","20970"
"Leaver CS","2022","West Midlands (England)","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Unknown","Unknown","130","120","24860","27570"
"Leaver CS","2022","West Midlands (England)","White","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","White","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","White","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","White","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","White","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","White","Digital, Data & Technology","40","40","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","White","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","White","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","White","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","White","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","White","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","White","No function","1150","1010","32220","27570"
"Leaver CS","2022","West Midlands (England)","White","Project Delivery","30","30","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","White","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","White","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","White","Unknown","320","280","28610","25500"
"Leaver CS","2022","Yorkshire and The Humber","Asian","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Asian","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Asian","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Asian","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Asian","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Asian","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Asian","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Asian","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Asian","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Asian","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Asian","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Asian","No function","100","90","27200","27570"
"Leaver CS","2022","Yorkshire and The Humber","Asian","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Asian","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Asian","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Asian","Unknown","70","60","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Black","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Black","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Black","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Black","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Black","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Black","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Black","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Black","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Black","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Black","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Black","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Black","No function","40","30","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Black","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Black","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Black","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Mixed","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Mixed","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Mixed","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Mixed","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Mixed","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Mixed","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Mixed","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Mixed","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Mixed","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Mixed","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Mixed","No function","40","40","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Mixed","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Mixed","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Other ethnicity","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Other ethnicity","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Other ethnicity","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Other ethnicity","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Other ethnicity","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Other ethnicity","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Other ethnicity","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Undeclared","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Undeclared","No function","60","50","30460","27650"
"Leaver CS","2022","Yorkshire and The Humber","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Undeclared","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Undeclared","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Undeclared","Unknown","40","30","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Unknown","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Unknown","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Unknown","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Unknown","No function","320","280","26650","25120"
"Leaver CS","2022","Yorkshire and The Humber","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Unknown","Unknown","240","220","28500","24880"
"Leaver CS","2022","Yorkshire and The Humber","White","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","White","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","White","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","White","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","White","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","White","Digital, Data & Technology","60","50","44740","39910"
"Leaver CS","2022","Yorkshire and The Humber","White","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","White","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","White","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","White","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","White","Legal","30","30","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","White","No function","1400","1220","30270","27570"
"Leaver CS","2022","Yorkshire and The Humber","White","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","White","Property","60","60","30720","25270"
"Leaver CS","2022","Yorkshire and The Humber","White","Security","50","40","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","White","Unknown","530","460","27730","25040"
"Leaver Dept.","2021","East Midlands (England)","Asian","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Asian","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Asian","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Asian","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Asian","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Asian","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Asian","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Asian","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Asian","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Asian","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Black","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Black","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Black","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Black","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Black","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Black","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Black","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Black","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Black","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Black","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Chinese","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Chinese","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Chinese","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Chinese","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Chinese","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Chinese","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Chinese","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Chinese","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Chinese","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Chinese","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Chinese","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Mixed","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Mixed","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Mixed","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Mixed","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Mixed","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Mixed","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Mixed","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Mixed","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Other ethnicity","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Other ethnicity","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Other ethnicity","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Undeclared","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Undeclared","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Unknown","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","White","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","White","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","White","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","White","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","White","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","White","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","White","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","White","No function","70","70","23610","21170"
"Leaver Dept.","2021","East Midlands (England)","White","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","White","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","White","Unknown","50","50","[c]","[c]"
"Leaver Dept.","2021","East of England","Asian","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Asian","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Asian","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Asian","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Asian","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Asian","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Asian","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Asian","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Asian","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Asian","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Asian","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Asian","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Black","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Black","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Black","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Black","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Black","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Black","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Black","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Black","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Black","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Black","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Black","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Black","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Chinese","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Chinese","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Chinese","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Chinese","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Chinese","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Chinese","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Chinese","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Chinese","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Chinese","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Chinese","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Chinese","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Chinese","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Chinese","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Mixed","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Mixed","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Mixed","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Mixed","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Mixed","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Mixed","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Mixed","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Mixed","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Mixed","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Mixed","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Other ethnicity","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Other ethnicity","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Other ethnicity","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Other ethnicity","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Undeclared","Legal","[c]","[c]","[c]","[c]"
