"Status","Year","Function_of_post","Ethnicity","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Digital, Data & Technology","Asian","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Asian","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Asian","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Asian","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Asian","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Asian","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Asian","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Asian","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Asian","Scottish Prison Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Asian","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Asian","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Asian","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Asian","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Asian","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Asian","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Asian","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Asian","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Asian","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Asian","Wilton Park","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Black","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Black","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Black","Companies House","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Black","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Black","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Black","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Black","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Black","Debt Management Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Black","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Black","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Black","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Black","Department for International Development","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Black","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Black","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Black","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Black","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Black","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Black","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Black","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Black","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Black","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Black","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Black","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Black","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Black","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Black","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Black","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Black","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Black","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Black","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Black","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Black","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Black","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Black","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Black","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Black","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Black","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Black","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Black","Scottish Prison Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Black","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Black","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Black","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Black","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Black","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Black","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Black","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Black","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Black","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Black","Wilton Park","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Chinese","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Chinese","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Chinese","Companies House","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Chinese","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Chinese","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Chinese","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Chinese","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Chinese","Debt Management Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Chinese","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Chinese","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Chinese","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Chinese","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Chinese","Department for International Development","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Chinese","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Chinese","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Chinese","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Chinese","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Chinese","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Chinese","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Chinese","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Chinese","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Chinese","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Chinese","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Chinese","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Chinese","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Chinese","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Chinese","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Chinese","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Chinese","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Chinese","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Chinese","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Chinese","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Chinese","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Chinese","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Chinese","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Chinese","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Chinese","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Chinese","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Chinese","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Chinese","Scottish Prison Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Chinese","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Chinese","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Chinese","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Chinese","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Chinese","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Chinese","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Chinese","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Chinese","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Chinese","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Chinese","Wilton Park","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Mixed","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Mixed","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Mixed","Companies House","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Mixed","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Mixed","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Mixed","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Mixed","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Mixed","Debt Management Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Mixed","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Mixed","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Mixed","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Mixed","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Mixed","Department for International Development","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Mixed","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Mixed","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Mixed","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Mixed","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Mixed","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Mixed","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Mixed","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Mixed","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Mixed","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Mixed","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Mixed","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Mixed","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Mixed","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Mixed","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Mixed","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Mixed","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Mixed","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Mixed","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Mixed","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Mixed","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Mixed","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Mixed","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Mixed","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Mixed","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Mixed","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Mixed","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Mixed","Scottish Prison Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Mixed","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Mixed","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Mixed","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Mixed","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Mixed","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Mixed","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Mixed","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Mixed","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Mixed","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Mixed","Wilton Park","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Other ethnicity","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Other ethnicity","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Other ethnicity","Companies House","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Other ethnicity","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Other ethnicity","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Other ethnicity","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Other ethnicity","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Other ethnicity","Debt Management Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Other ethnicity","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Other ethnicity","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Other ethnicity","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Other ethnicity","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Other ethnicity","Department for International Development","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Other ethnicity","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Other ethnicity","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Other ethnicity","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Other ethnicity","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Other ethnicity","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Other ethnicity","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Other ethnicity","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Other ethnicity","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Other ethnicity","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Other ethnicity","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Other ethnicity","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Other ethnicity","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Other ethnicity","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Other ethnicity","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Other ethnicity","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Other ethnicity","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Other ethnicity","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Other ethnicity","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Other ethnicity","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Other ethnicity","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Other ethnicity","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Other ethnicity","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Other ethnicity","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Other ethnicity","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Other ethnicity","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Other ethnicity","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Other ethnicity","Scottish Prison Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Other ethnicity","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Other ethnicity","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Other ethnicity","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Other ethnicity","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Other ethnicity","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Other ethnicity","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Other ethnicity","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Other ethnicity","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Other ethnicity","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Other ethnicity","Wilton Park","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Undeclared","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Undeclared","Companies House","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Undeclared","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Undeclared","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Undeclared","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Undeclared","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Undeclared","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Undeclared","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Undeclared","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Undeclared","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Unknown","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Unknown","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Unknown","Companies House","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Unknown","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Unknown","Department for International Development","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Unknown","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Unknown","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Unknown","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Unknown","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Unknown","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Unknown","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Unknown","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Unknown","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
