"Status","Year","Profession_of_post","Disability","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Social Research","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","Declared non-disabled","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","Declared non-disabled","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","Declared non-disabled","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","Declared non-disabled","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared disabled","Female","890","690","26830","26890"
"Leaver CS","2021","Unknown","Declared disabled","Male","590","510","28250","26890"
"Leaver CS","2021","Unknown","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared non-disabled","Female","4180","3330","27600","25120"
"Leaver CS","2021","Unknown","Declared non-disabled","Male","2700","2390","31550","27150"
"Leaver CS","2021","Unknown","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Undeclared","Female","340","280","29050","26890"
"Leaver CS","2021","Unknown","Undeclared","Male","290","270","32280","27570"
"Leaver CS","2021","Unknown","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Female","1810","1490","31520","27570"
"Leaver CS","2021","Unknown","Unknown","Male","1390","1220","34880","27570"
"Leaver CS","2021","Unknown","Unknown","Unknown","60","60","44710","40010"
"Leaver CS","2021","Veterinarian","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","Declared non-disabled","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","Declared non-disabled","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Declared non-disabled","Female","110","90","36880","34370"
"Leaver CS","2022","Commercial","Declared non-disabled","Male","110","110","40550","38020"
"Leaver CS","2022","Commercial","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Unknown","Female","70","30","[c]","[c]"
"Leaver CS","2022","Commercial","Unknown","Male","80","50","39220","35340"
"Leaver CS","2022","Communications","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Declared non-disabled","Female","120","110","40130","37740"
"Leaver CS","2022","Communications","Declared non-disabled","Male","80","70","39250","36980"
"Leaver CS","2022","Communications","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Unknown","Female","90","60","37900","33030"
"Leaver CS","2022","Communications","Unknown","Male","50","40","[c]","[c]"
"Leaver CS","2022","Corporate Finance","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Corporate Finance","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Corporate Finance","Declared non-disabled","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Corporate Finance","Declared non-disabled","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Corporate Finance","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Corporate Finance","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Declared non-disabled","Female","110","80","27750","27570"
"Leaver CS","2022","Counter Fraud","Declared non-disabled","Male","90","80","30540","27570"
"Leaver CS","2022","Counter Fraud","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Declared disabled","Female","40","30","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Declared disabled","Male","70","60","37920","34290"
"Leaver CS","2022","Digital, Data and Technology","Declared non-disabled","Female","240","220","41070","38070"
"Leaver CS","2022","Digital, Data and Technology","Declared non-disabled","Male","530","520","43060","40000"
"Leaver CS","2022","Digital, Data and Technology","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Undeclared","Male","60","60","40470","38450"
"Leaver CS","2022","Digital, Data and Technology","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Unknown","Female","120","100","38010","34530"
"Leaver CS","2022","Digital, Data and Technology","Unknown","Male","300","280","41750","38400"
"Leaver CS","2022","Economics","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","Declared non-disabled","Female","40","40","[c]","[c]"
"Leaver CS","2022","Economics","Declared non-disabled","Male","70","70","[c]","[c]"
"Leaver CS","2022","Economics","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Declared disabled","Male","30","30","[c]","[c]"
"Leaver CS","2022","Finance","Declared non-disabled","Female","200","180","35940","33000"
"Leaver CS","2022","Finance","Declared non-disabled","Male","210","200","43820","40060"
"Leaver CS","2022","Finance","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Unknown","Female","80","50","[c]","[c]"
"Leaver CS","2022","Finance","Unknown","Male","80","60","37840","33410"
"Leaver CS","2022","Geography","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Geography","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Geography","Declared non-disabled","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Geography","Declared non-disabled","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Geography","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Geography","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Geography","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Geography","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Declared disabled","Female","50","40","[c]","[c]"
"Leaver CS","2022","Human Resources","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Declared non-disabled","Female","260","230","38050","33350"
"Leaver CS","2022","Human Resources","Declared non-disabled","Male","110","110","40700","35840"
"Leaver CS","2022","Human Resources","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Unknown","Female","90","70","31550","27140"
"Leaver CS","2022","Human Resources","Unknown","Male","50","40","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","Declared non-disabled","Female","70","70","64590","72990"
"Leaver CS","2022","Inspector of Education and Training","Declared non-disabled","Male","30","30","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Declared non-disabled","Female","40","30","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Declared non-disabled","Male","60","60","32030","29250"
"Leaver CS","2022","Intelligence Analysis","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Declared non-disabled","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Declared non-disabled","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","International Trade","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","International Trade","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","International Trade","Declared non-disabled","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","International Trade","Declared non-disabled","Male","30","30","[c]","[c]"
"Leaver CS","2022","International Trade","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","International Trade","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","International Trade","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","International Trade","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Declared non-disabled","Female","200","180","33890","29270"
"Leaver CS","2022","Knowledge and Information Management","Declared non-disabled","Male","90","90","38300","36330"
"Leaver CS","2022","Knowledge and Information Management","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Unknown","Female","70","60","35330","29250"
"Leaver CS","2022","Knowledge and Information Management","Unknown","Male","30","30","[c]","[c]"
"Leaver CS","2022","Legal","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Declared non-disabled","Female","190","160","56430","55020"
"Leaver CS","2022","Legal","Declared non-disabled","Male","140","130","58520","55610"
"Leaver CS","2022","Legal","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Unknown","Female","70","70","51950","53050"
"Leaver CS","2022","Legal","Unknown","Male","60","50","52190","55000"
"Leaver CS","2022","Medicine","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Declared non-disabled","Female","170","150","54940","39030"
"Leaver CS","2022","Medicine","Declared non-disabled","Male","80","70","68140","70530"
"Leaver CS","2022","Medicine","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Unknown","Female","110","90","53610","39030"
"Leaver CS","2022","Medicine","Unknown","Male","40","30","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Declared disabled","Female","1490","1250","26740","26400"
"Leaver CS","2022","Operational Delivery","Declared disabled","Male","960","860","27050","26100"
"Leaver CS","2022","Operational Delivery","Declared non-disabled","Female","7740","6640","27790","26520"
"Leaver CS","2022","Operational Delivery","Declared non-disabled","Male","5720","5300","29140","27370"
"Leaver CS","2022","Operational Delivery","Undeclared","Female","530","440","27700","25490"
"Leaver CS","2022","Operational Delivery","Undeclared","Male","610","540","28820","26880"
"Leaver CS","2022","Operational Delivery","Unknown","Female","2370","2150","28810","23720"
"Leaver CS","2022","Operational Delivery","Unknown","Male","2150","2030","30190","26130"
"Leaver CS","2022","Operational Research","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","Declared non-disabled","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","Declared non-disabled","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Declared disabled","Female","150","120","26020","22100"
"Leaver CS","2022","Other","Declared disabled","Male","140","130","26570","23130"
"Leaver CS","2022","Other","Declared non-disabled","Female","870","780","27640","22330"
"Leaver CS","2022","Other","Declared non-disabled","Male","820","790","30300","26350"
"Leaver CS","2022","Other","Undeclared","Female","70","60","26320","21980"
"Leaver CS","2022","Other","Undeclared","Male","80","80","28090","24250"
"Leaver CS","2022","Other","Unknown","Female","260","240","30420","27400"
"Leaver CS","2022","Other","Unknown","Male","500","490","33380","30480"
"Leaver CS","2022","Planning","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning","Declared non-disabled","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning","Declared non-disabled","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectors","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectors","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectors","Declared non-disabled","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectors","Declared non-disabled","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectors","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectors","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Declared disabled","Female","80","70","38990","34680"
"Leaver CS","2022","Policy","Declared disabled","Male","50","50","[c]","[c]"
"Leaver CS","2022","Policy","Declared non-disabled","Female","460","410","44700","40050"
"Leaver CS","2022","Policy","Declared non-disabled","Male","420","400","51840","51730"
"Leaver CS","2022","Policy","Undeclared","Female","40","40","[c]","[c]"
"Leaver CS","2022","Policy","Undeclared","Male","40","40","[c]","[c]"
"Leaver CS","2022","Policy","Unknown","Female","280","200","39480","34540"
"Leaver CS","2022","Policy","Unknown","Male","240","160","41840","38600"
"Leaver CS","2022","Project Delivery","Declared disabled","Female","30","30","[c]","[c]"
"Leaver CS","2022","Project Delivery","Declared disabled","Male","50","50","41010","40090"
"Leaver CS","2022","Project Delivery","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Declared non-disabled","Female","220","210","40740","37890"
"Leaver CS","2022","Project Delivery","Declared non-disabled","Male","290","280","42210","39600"
"Leaver CS","2022","Project Delivery","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Unknown","Female","50","50","[c]","[c]"
"Leaver CS","2022","Project Delivery","Unknown","Male","70","70","43700","40000"
"Leaver CS","2022","Property","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Declared non-disabled","Female","100","90","34750","33250"
"Leaver CS","2022","Property","Declared non-disabled","Male","170","150","39240","35480"
"Leaver CS","2022","Property","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Unknown","Female","30","[c]","[c]","[c]"
"Leaver CS","2022","Property","Unknown","Male","70","60","30640","25860"
"Leaver CS","2022","Psychology","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","Declared non-disabled","Female","60","50","[c]","[c]"
"Leaver CS","2022","Psychology","Declared non-disabled","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Declared disabled","Female","50","40","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Declared disabled","Male","70","70","38680","36330"
"Leaver CS","2022","Science and Engineering","Declared non-disabled","Female","450","410","37860","37450"
"Leaver CS","2022","Science and Engineering","Declared non-disabled","Male","610","580","36990","33930"
"Leaver CS","2022","Science and Engineering","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Undeclared","Male","50","50","35750","34980"
"Leaver CS","2022","Science and Engineering","Unknown","Female","80","70","41540","40060"
"Leaver CS","2022","Science and Engineering","Unknown","Male","130","120","38450","32690"
"Leaver CS","2022","Security","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Declared disabled","Male","50","40","[c]","[c]"
"Leaver CS","2022","Security","Declared non-disabled","Female","90","80","29240","26670"
"Leaver CS","2022","Security","Declared non-disabled","Male","320","300","32720","28890"
"Leaver CS","2022","Security","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Undeclared","Male","40","40","[c]","[c]"
"Leaver CS","2022","Security","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","Male","160","160","30870","27680"
"Leaver CS","2022","Social Research","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Declared non-disabled","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Declared non-disabled","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Declared non-disabled","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Declared non-disabled","Male","30","30","[c]","[c]"
"Leaver CS","2022","Statistics","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Declared non-disabled","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Declared non-disabled","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared disabled","Female","440","350","31280","27570"
"Leaver CS","2022","Unknown","Declared disabled","Male","330","280","33120","27570"
"Leaver CS","2022","Unknown","Declared non-disabled","Female","2380","1940","34960","27570"
"Leaver CS","2022","Unknown","Declared non-disabled","Male","1870","1650","41260","33110"
"Leaver CS","2022","Unknown","Undeclared","Female","200","160","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Male","200","180","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Female","1730","1450","34230","27570"
"Leaver CS","2022","Unknown","Unknown","Male","1500","1340","38620","29250"
"Leaver CS","2022","Veterinarian","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","Declared non-disabled","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","Declared non-disabled","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Declared non-disabled","Female","50","50","[c]","[c]"
"Leaver Dept.","2021","Commercial","Declared non-disabled","Male","40","40","[c]","[c]"
"Leaver Dept.","2021","Commercial","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Declared non-disabled","Female","60","60","43700","40310"
"Leaver Dept.","2021","Communications","Declared non-disabled","Male","50","50","[c]","[c]"
"Leaver Dept.","2021","Communications","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Unknown","Female","40","40","[c]","[c]"
"Leaver Dept.","2021","Communications","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Corporate Finance","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Corporate Finance","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Corporate Finance","Declared non-disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Corporate Finance","Declared non-disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Corporate Finance","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Declared non-disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Declared non-disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Declared non-disabled","Female","50","50","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Declared non-disabled","Male","70","70","42590","37710"
"Leaver Dept.","2021","Digital, Data and Technology","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Unknown","Male","40","40","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Declared non-disabled","Female","30","30","[c]","[c]"
"Leaver Dept.","2021","Economics","Declared non-disabled","Male","40","40","[c]","[c]"
"Leaver Dept.","2021","Economics","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Unknown","Male","[c]","[c]","[c]","[c]"
