"Status","Year","Region_ITL1","Sexual_orientation","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","East Midlands (England)","Unknown","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Unknown","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Heterosexual / straight","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Heterosexual / straight","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Heterosexual / straight","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Heterosexual / straight","Department for Environment, Food and Rural Affairs","40","40","[c]","[c]"
"Leaver CS","2022","East of England","Heterosexual / straight","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Heterosexual / straight","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Heterosexual / straight","Department for Work and Pensions","430","390","27490","27570"
"Leaver CS","2022","East of England","Heterosexual / straight","Department of Health and Social Care","150","130","40960","37450"
"Leaver CS","2022","East of England","Heterosexual / straight","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Heterosexual / straight","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Heterosexual / straight","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Heterosexual / straight","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Heterosexual / straight","Home Office","100","80","27020","25310"
"Leaver CS","2022","East of England","Heterosexual / straight","Ministry of Defence","260","240","31350","26670"
"Leaver CS","2022","East of England","Heterosexual / straight","Ministry of Justice","690","640","23570","20970"
"Leaver CS","2022","East of England","Heterosexual / straight","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Heterosexual / straight","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","LGBO","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","LGBO","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","LGBO","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","LGBO","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","LGBO","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","LGBO","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","LGBO","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","LGBO","Department for Work and Pensions","30","30","[c]","[c]"
"Leaver CS","2022","East of England","LGBO","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","LGBO","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","LGBO","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","LGBO","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","LGBO","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","LGBO","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","LGBO","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","LGBO","Ministry of Justice","50","50","[c]","[c]"
"Leaver CS","2022","East of England","LGBO","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","LGBO","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Undeclared","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Undeclared","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Undeclared","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Undeclared","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Undeclared","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Undeclared","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Undeclared","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Undeclared","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Undeclared","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Undeclared","Ministry of Defence","50","50","[c]","[c]"
"Leaver CS","2022","East of England","Undeclared","Ministry of Justice","60","60","[c]","[c]"
"Leaver CS","2022","East of England","Undeclared","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Unknown","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Unknown","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Unknown","Department for Environment, Food and Rural Affairs","30","30","[c]","[c]"
"Leaver CS","2022","East of England","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Unknown","Department for Work and Pensions","90","80","27450","27570"
"Leaver CS","2022","East of England","Unknown","Department of Health and Social Care","40","30","[c]","[c]"
"Leaver CS","2022","East of England","Unknown","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Unknown","HM Revenue and Customs","100","80","[c]","[c]"
"Leaver CS","2022","East of England","Unknown","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Unknown","Ministry of Defence","50","50","27520","21830"
"Leaver CS","2022","East of England","Unknown","Ministry of Justice","230","210","[c]","[c]"
"Leaver CS","2022","East of England","Unknown","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Unknown","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Heterosexual / straight","Attorney General's Departments","250","230","46580","50500"
"Leaver CS","2022","London","Heterosexual / straight","Cabinet Office","240","230","52230","54700"
"Leaver CS","2022","London","Heterosexual / straight","Chancellor's other departments","30","30","[c]","[c]"
"Leaver CS","2022","London","Heterosexual / straight","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Heterosexual / straight","Competition and Markets Authority","80","70","54320","54430"
"Leaver CS","2022","London","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","210","200","47520","41450"
"Leaver CS","2022","London","Heterosexual / straight","Department for Digital, Culture, Media and Sport","100","100","43000","36520"
"Leaver CS","2022","London","Heterosexual / straight","Department for Education","100","100","45920","40510"
"Leaver CS","2022","London","Heterosexual / straight","Department for Environment, Food and Rural Affairs","130","130","[c]","[c]"
"Leaver CS","2022","London","Heterosexual / straight","Department for International Trade","90","90","[c]","[c]"
"Leaver CS","2022","London","Heterosexual / straight","Department for Levelling Up, Housing and Communities","90","80","48850","43780"
"Leaver CS","2022","London","Heterosexual / straight","Department for Transport","130","130","47720","43270"
"Leaver CS","2022","London","Heterosexual / straight","Department for Work and Pensions","700","660","32390","31060"
"Leaver CS","2022","London","Heterosexual / straight","Department of Health and Social Care","960","790","43180","38880"
"Leaver CS","2022","London","Heterosexual / straight","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Heterosexual / straight","Foreign, Commonwealth and Development Office","40","40","[c]","[c]"
"Leaver CS","2022","London","Heterosexual / straight","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Heterosexual / straight","HM Revenue and Customs","30","30","[c]","[c]"
"Leaver CS","2022","London","Heterosexual / straight","HM Treasury","150","140","[c]","[c]"
"Leaver CS","2022","London","Heterosexual / straight","Home Office","530","470","39740","34630"
"Leaver CS","2022","London","Heterosexual / straight","Ministry of Defence","180","170","37670","34000"
"Leaver CS","2022","London","Heterosexual / straight","Ministry of Justice","850","800","35380","28310"
"Leaver CS","2022","London","Heterosexual / straight","National Crime Agency","80","80","49190","41170"
"Leaver CS","2022","London","Heterosexual / straight","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Heterosexual / straight","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Heterosexual / straight","Office of Gas and Electricity Markets","70","70","46620","39660"
"Leaver CS","2022","London","Heterosexual / straight","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Heterosexual / straight","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Heterosexual / straight","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Heterosexual / straight","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Heterosexual / straight","The National Archives","30","30","[c]","[c]"
"Leaver CS","2022","London","Heterosexual / straight","UK Export Finance","40","40","[c]","[c]"
"Leaver CS","2022","London","Heterosexual / straight","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Heterosexual / straight","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Heterosexual / straight","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","LGBO","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","LGBO","Cabinet Office","40","30","[c]","[c]"
"Leaver CS","2022","London","LGBO","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","LGBO","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","LGBO","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","LGBO","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","LGBO","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","LGBO","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","LGBO","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","LGBO","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","LGBO","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","LGBO","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","LGBO","Department for Work and Pensions","70","70","32600","31060"
"Leaver CS","2022","London","LGBO","Department of Health and Social Care","80","60","39730","36330"
"Leaver CS","2022","London","LGBO","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","LGBO","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","LGBO","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","LGBO","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","LGBO","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","LGBO","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","LGBO","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","LGBO","Ministry of Justice","80","80","[c]","[c]"
"Leaver CS","2022","London","LGBO","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","LGBO","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","LGBO","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","LGBO","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","LGBO","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","LGBO","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","LGBO","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","LGBO","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","LGBO","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","LGBO","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","LGBO","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","LGBO","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","LGBO","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Undeclared","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Undeclared","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Undeclared","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Undeclared","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Undeclared","Department for Business, Energy and Industrial Strategy","30","30","[c]","[c]"
"Leaver CS","2022","London","Undeclared","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Undeclared","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Undeclared","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Undeclared","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Undeclared","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Undeclared","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Undeclared","Department for Work and Pensions","100","80","31610","31060"
"Leaver CS","2022","London","Undeclared","Department of Health and Social Care","440","170","43970","40070"
"Leaver CS","2022","London","Undeclared","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Undeclared","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Undeclared","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Undeclared","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Undeclared","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Undeclared","Home Office","120","100","38530","34500"
"Leaver CS","2022","London","Undeclared","Ministry of Defence","40","40","[c]","[c]"
"Leaver CS","2022","London","Undeclared","Ministry of Justice","90","90","35020","28310"
"Leaver CS","2022","London","Undeclared","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Undeclared","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Undeclared","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Undeclared","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Undeclared","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Undeclared","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Undeclared","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Undeclared","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Unknown","Attorney General's Departments","60","50","54680","53050"
"Leaver CS","2022","London","Unknown","Cabinet Office","200","200","53160","50370"
"Leaver CS","2022","London","Unknown","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Unknown","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Unknown","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Unknown","Department for Business, Energy and Industrial Strategy","80","70","[c]","[c]"
"Leaver CS","2022","London","Unknown","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Unknown","Department for Education","50","50","40560","35620"
"Leaver CS","2022","London","Unknown","Department for Environment, Food and Rural Affairs","70","70","[c]","[c]"
"Leaver CS","2022","London","Unknown","Department for International Trade","100","90","[c]","[c]"
"Leaver CS","2022","London","Unknown","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Unknown","Department for Transport","80","80","35890","34710"
"Leaver CS","2022","London","Unknown","Department for Work and Pensions","210","190","32620","31060"
"Leaver CS","2022","London","Unknown","Department of Health and Social Care","300","290","52650","48860"
"Leaver CS","2022","London","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Unknown","Foreign, Commonwealth and Development Office","210","30","[c]","[c]"
"Leaver CS","2022","London","Unknown","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Unknown","HM Revenue and Customs","470","430","[c]","[c]"
"Leaver CS","2022","London","Unknown","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Unknown","Home Office","170","170","34780","28650"
"Leaver CS","2022","London","Unknown","Ministry of Defence","50","40","[c]","[c]"
"Leaver CS","2022","London","Unknown","Ministry of Justice","600","580","28500","23720"
"Leaver CS","2022","London","Unknown","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Unknown","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Unknown","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Unknown","Office of Gas and Electricity Markets","70","60","56770","51060"
"Leaver CS","2022","London","Unknown","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Unknown","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Unknown","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Unknown","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Unknown","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Unknown","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Unknown","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Heterosexual / straight","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Heterosexual / straight","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Heterosexual / straight","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Heterosexual / straight","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Heterosexual / straight","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Heterosexual / straight","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Heterosexual / straight","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Heterosexual / straight","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Heterosexual / straight","Department for Work and Pensions","580","510","26180","21260"
"Leaver CS","2022","North East (England)","Heterosexual / straight","Department of Health and Social Care","80","70","39490","36510"
"Leaver CS","2022","North East (England)","Heterosexual / straight","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Heterosexual / straight","HM Revenue and Customs","40","30","[c]","[c]"
"Leaver CS","2022","North East (England)","Heterosexual / straight","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Heterosexual / straight","Home Office","60","50","24560","21680"
"Leaver CS","2022","North East (England)","Heterosexual / straight","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Heterosexual / straight","Ministry of Justice","240","210","24550","20970"
"Leaver CS","2022","North East (England)","Heterosexual / straight","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Heterosexual / straight","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","LGBO","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","LGBO","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","LGBO","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","LGBO","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","LGBO","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","LGBO","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","LGBO","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","LGBO","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","LGBO","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","LGBO","Department for Work and Pensions","40","40","[c]","[c]"
"Leaver CS","2022","North East (England)","LGBO","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","LGBO","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","LGBO","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","LGBO","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","LGBO","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","LGBO","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","LGBO","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","LGBO","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","LGBO","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Undeclared","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Undeclared","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Undeclared","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Undeclared","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Undeclared","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Undeclared","Department for Work and Pensions","50","40","25960","21260"
"Leaver CS","2022","North East (England)","Undeclared","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Undeclared","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Undeclared","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Undeclared","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Undeclared","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Undeclared","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Unknown","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Unknown","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Unknown","Department for Work and Pensions","210","180","26330","21260"
"Leaver CS","2022","North East (England)","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Unknown","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Unknown","HM Revenue and Customs","820","660","[c]","[c]"
"Leaver CS","2022","North East (England)","Unknown","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Unknown","Ministry of Justice","100","80","[c]","[c]"
"Leaver CS","2022","North East (England)","Unknown","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Unknown","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Heterosexual / straight","Attorney General's Departments","30","30","[c]","[c]"
"Leaver CS","2022","North West (England)","Heterosexual / straight","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Heterosexual / straight","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Heterosexual / straight","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Heterosexual / straight","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Heterosexual / straight","Department for Education","40","40","[c]","[c]"
"Leaver CS","2022","North West (England)","Heterosexual / straight","Department for Environment, Food and Rural Affairs","60","60","[c]","[c]"
"Leaver CS","2022","North West (England)","Heterosexual / straight","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Heterosexual / straight","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Heterosexual / straight","Department for Work and Pensions","990","880","26780","26120"
"Leaver CS","2022","North West (England)","Heterosexual / straight","Department of Health and Social Care","80","70","41760","38590"
"Leaver CS","2022","North West (England)","Heterosexual / straight","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Heterosexual / straight","HM Land Registry","30","30","[c]","[c]"
"Leaver CS","2022","North West (England)","Heterosexual / straight","HM Revenue and Customs","40","30","[c]","[c]"
"Leaver CS","2022","North West (England)","Heterosexual / straight","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Heterosexual / straight","Home Office","320","260","27070","24890"
"Leaver CS","2022","North West (England)","Heterosexual / straight","Ministry of Defence","120","110","28990","25470"
"Leaver CS","2022","North West (England)","Heterosexual / straight","Ministry of Justice","580","510","26710","20970"
"Leaver CS","2022","North West (England)","Heterosexual / straight","National Crime Agency","40","40","[c]","[c]"
"Leaver CS","2022","North West (England)","Heterosexual / straight","Office for Standards in Education, Children's Services and Skills","30","30","[c]","[c]"
"Leaver CS","2022","North West (England)","Heterosexual / straight","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","LGBO","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","LGBO","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","LGBO","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","LGBO","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","LGBO","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","LGBO","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","LGBO","Department for Education","[c]","[c]","[c]","[c]"
