"Status","Year","Region_ITL2","Region_ITL1","Disability","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Northern Ireland","Northern Ireland","Unknown","60","60","[c]","[c]"
"Leaver CS","2022","Northumberland, and Tyne and Wear","North East (England)","Declared disabled","200","160","25690","21260"
"Leaver CS","2022","Northumberland, and Tyne and Wear","North East (England)","Declared non-disabled","1110","930","27890","21300"
"Leaver CS","2022","Northumberland, and Tyne and Wear","North East (England)","Undeclared","80","70","[c]","[c]"
"Leaver CS","2022","Northumberland, and Tyne and Wear","North East (England)","Unknown","460","390","31700","24880"
"Leaver CS","2022","Outer London - East and North East","London","Declared disabled","40","30","[c]","[c]"
"Leaver CS","2022","Outer London - East and North East","London","Declared non-disabled","250","220","30840","31060"
"Leaver CS","2022","Outer London - East and North East","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Outer London - East and North East","London","Unknown","110","110","27600","30130"
"Leaver CS","2022","Outer London - South","London","Declared disabled","90","80","34070","29370"
"Leaver CS","2022","Outer London - South","London","Declared non-disabled","480","440","35600","31060"
"Leaver CS","2022","Outer London - South","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Outer London - South","London","Unknown","170","170","32530","30130"
"Leaver CS","2022","Outer London - West and North West","London","Declared disabled","90","80","31090","31060"
"Leaver CS","2022","Outer London - West and North West","London","Declared non-disabled","580","510","31510","31060"
"Leaver CS","2022","Outer London - West and North West","London","Undeclared","40","40","[c]","[c]"
"Leaver CS","2022","Outer London - West and North West","London","Unknown","200","190","34810","31060"
"Leaver CS","2022","Overseas","Overseas","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Overseas","Declared non-disabled","70","60","53150","46860"
"Leaver CS","2022","Overseas","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Overseas","Unknown","60","60","[c]","[c]"
"Leaver CS","2022","Shropshire and Staffordshire","West Midlands (England)","Declared disabled","110","100","27190","27570"
"Leaver CS","2022","Shropshire and Staffordshire","West Midlands (England)","Declared non-disabled","480","430","28800","27570"
"Leaver CS","2022","Shropshire and Staffordshire","West Midlands (England)","Undeclared","50","40","[c]","[c]"
"Leaver CS","2022","Shropshire and Staffordshire","West Midlands (England)","Unknown","140","130","27930","22350"
"Leaver CS","2022","South Yorkshire","Yorkshire and The Humber","Declared disabled","110","100","29970","27570"
"Leaver CS","2022","South Yorkshire","Yorkshire and The Humber","Declared non-disabled","460","400","29840","26160"
"Leaver CS","2022","South Yorkshire","Yorkshire and The Humber","Undeclared","30","30","[c]","[c]"
"Leaver CS","2022","South Yorkshire","Yorkshire and The Humber","Unknown","140","130","31490","27570"
"Leaver CS","2022","Southern Scotland","Scotland","Declared disabled","40","30","[c]","[c]"
"Leaver CS","2022","Southern Scotland","Scotland","Declared non-disabled","310","260","30190","27570"
"Leaver CS","2022","Southern Scotland","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southern Scotland","Scotland","Unknown","170","150","30910","27570"
"Leaver CS","2022","Surrey, East and West Sussex","South East (England)","Declared disabled","80","70","26990","27570"
"Leaver CS","2022","Surrey, East and West Sussex","South East (England)","Declared non-disabled","630","560","30770","27570"
"Leaver CS","2022","Surrey, East and West Sussex","South East (England)","Undeclared","60","60","[c]","[c]"
"Leaver CS","2022","Surrey, East and West Sussex","South East (England)","Unknown","170","150","30770","25770"
"Leaver CS","2022","Tees Valley and Durham","North East (England)","Declared disabled","80","60","29340","25120"
"Leaver CS","2022","Tees Valley and Durham","North East (England)","Declared non-disabled","450","380","27190","22200"
"Leaver CS","2022","Tees Valley and Durham","North East (England)","Undeclared","50","40","[c]","[c]"
"Leaver CS","2022","Tees Valley and Durham","North East (England)","Unknown","130","120","24760","22600"
"Leaver CS","2022","Unknown","Unknown","Declared disabled","60","40","26190","21840"
"Leaver CS","2022","Unknown","Unknown","Declared non-disabled","420","360","28060","21840"
"Leaver CS","2022","Unknown","Unknown","Undeclared","50","40","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Unknown","710","560","35270","31880"
"Leaver CS","2022","West Central Scotland","Scotland","Declared disabled","130","100","28570","23540"
"Leaver CS","2022","West Central Scotland","Scotland","Declared non-disabled","700","600","30120","26380"
"Leaver CS","2022","West Central Scotland","Scotland","Undeclared","40","40","[c]","[c]"
"Leaver CS","2022","West Central Scotland","Scotland","Unknown","350","320","32640","27230"
"Leaver CS","2022","West Midlands","West Midlands (England)","Declared disabled","140","110","27920","27570"
"Leaver CS","2022","West Midlands","West Midlands (England)","Declared non-disabled","890","790","33020","27570"
"Leaver CS","2022","West Midlands","West Midlands (England)","Undeclared","50","50","[c]","[c]"
"Leaver CS","2022","West Midlands","West Midlands (England)","Unknown","400","380","33750","27570"
"Leaver CS","2022","West Wales and The Valleys","Wales","Declared disabled","100","80","26190","22350"
"Leaver CS","2022","West Wales and The Valleys","Wales","Declared non-disabled","410","350","29820","26120"
"Leaver CS","2022","West Wales and The Valleys","Wales","Undeclared","30","20","[c]","[c]"
"Leaver CS","2022","West Wales and The Valleys","Wales","Unknown","110","100","26130","25190"
"Leaver CS","2022","West Yorkshire","Yorkshire and The Humber","Declared disabled","170","140","27690","26120"
"Leaver CS","2022","West Yorkshire","Yorkshire and The Humber","Declared non-disabled","1070","930","30650","27570"
"Leaver CS","2022","West Yorkshire","Yorkshire and The Humber","Undeclared","80","70","[c]","[c]"
"Leaver CS","2022","West Yorkshire","Yorkshire and The Humber","Unknown","600","470","31600","27570"
"Leaver Dept.","2021","Bedfordshire and Hertfordshire","East of England","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Bedfordshire and Hertfordshire","East of England","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Bedfordshire and Hertfordshire","East of England","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Bedfordshire and Hertfordshire","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Berkshire, Buckinghamshire and Oxfordshire","South East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Berkshire, Buckinghamshire and Oxfordshire","South East (England)","Declared non-disabled","40","30","[c]","[c]"
"Leaver Dept.","2021","Berkshire, Buckinghamshire and Oxfordshire","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Berkshire, Buckinghamshire and Oxfordshire","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cheshire","North West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cheshire","North West (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cheshire","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cheshire","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cornwall and Isles of Scilly","South West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cornwall and Isles of Scilly","South West (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cornwall and Isles of Scilly","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cumbria","North West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cumbria","North West (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cumbria","North West (England)","Unknown","40","30","[c]","[c]"
"Leaver Dept.","2021","Derbyshire and Nottinghamshire","East Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Derbyshire and Nottinghamshire","East Midlands (England)","Declared non-disabled","100","100","27500","23740"
"Leaver Dept.","2021","Derbyshire and Nottinghamshire","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Derbyshire and Nottinghamshire","East Midlands (England)","Unknown","60","50","[c]","[c]"
"Leaver Dept.","2021","Devon","South West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Devon","South West (England)","Declared non-disabled","60","60","28450","25600"
"Leaver Dept.","2021","Devon","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Devon","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Dorset and Somerset","South West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Dorset and Somerset","South West (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Dorset and Somerset","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Dorset and Somerset","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Anglia","East of England","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Anglia","East of England","Declared non-disabled","60","60","[c]","[c]"
"Leaver Dept.","2021","East Anglia","East of England","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Anglia","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Wales","Wales","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Wales","Wales","Declared non-disabled","230","220","33880","30130"
"Leaver Dept.","2021","East Wales","Wales","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Wales","Wales","Unknown","130","130","35510","30950"
"Leaver Dept.","2021","East Yorkshire and Northern Lincolnshire","Yorkshire and The Humber","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Yorkshire and Northern Lincolnshire","Yorkshire and The Humber","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Yorkshire and Northern Lincolnshire","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Yorkshire and Northern Lincolnshire","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Eastern Scotland","Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Eastern Scotland","Scotland","Declared non-disabled","110","110","31120","27570"
"Leaver Dept.","2021","Eastern Scotland","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Eastern Scotland","Scotland","Unknown","70","70","[c]","[c]"
"Leaver Dept.","2021","Essex","East of England","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Essex","East of England","Declared non-disabled","40","30","[c]","[c]"
"Leaver Dept.","2021","Essex","East of England","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Essex","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Gloucestershire, Wiltshire and Bath/Bristol area","South West (England)","Declared disabled","70","70","32980","31980"
"Leaver Dept.","2021","Gloucestershire, Wiltshire and Bath/Bristol area","South West (England)","Declared non-disabled","450","440","35480","32270"
"Leaver Dept.","2021","Gloucestershire, Wiltshire and Bath/Bristol area","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Gloucestershire, Wiltshire and Bath/Bristol area","South West (England)","Unknown","130","120","37870","36490"
"Leaver Dept.","2021","Greater Manchester","North West (England)","Declared disabled","40","40","[c]","[c]"
"Leaver Dept.","2021","Greater Manchester","North West (England)","Declared non-disabled","280","270","29300","27570"
"Leaver Dept.","2021","Greater Manchester","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Greater Manchester","North West (England)","Unknown","110","110","[c]","[c]"
"Leaver Dept.","2021","Hampshire and Isle of Wight","South East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Hampshire and Isle of Wight","South East (England)","Declared non-disabled","100","100","36500","31350"
"Leaver Dept.","2021","Hampshire and Isle of Wight","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Hampshire and Isle of Wight","South East (England)","Unknown","60","50","[c]","[c]"
"Leaver Dept.","2021","Herefordshire, Worcestershire and Warwickshire","West Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Herefordshire, Worcestershire and Warwickshire","West Midlands (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Herefordshire, Worcestershire and Warwickshire","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Herefordshire, Worcestershire and Warwickshire","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Highlands and Islands","Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Highlands and Islands","Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Highlands and Islands","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - East","London","Declared disabled","30","30","[c]","[c]"
"Leaver Dept.","2021","Inner London - East","London","Declared non-disabled","310","300","45370","40480"
"Leaver Dept.","2021","Inner London - East","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - East","London","Unknown","130","120","47080","43380"
"Leaver Dept.","2021","Inner London - West","London","Declared disabled","340","320","42740","37640"
"Leaver Dept.","2021","Inner London - West","London","Declared non-disabled","2520","2340","45610","40310"
"Leaver Dept.","2021","Inner London - West","London","Undeclared","250","240","44600","42410"
"Leaver Dept.","2021","Inner London - West","London","Unknown","1370","1160","43160","38650"
"Leaver Dept.","2021","Kent","South East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Kent","South East (England)","Declared non-disabled","50","50","[c]","[c]"
"Leaver Dept.","2021","Kent","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Kent","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Lancashire","North West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Lancashire","North West (England)","Declared non-disabled","120","110","32970","27570"
"Leaver Dept.","2021","Lancashire","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Lancashire","North West (England)","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","Leicestershire, Rutland and Northamptonshire","East Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Leicestershire, Rutland and Northamptonshire","East Midlands (England)","Declared non-disabled","50","40","[c]","[c]"
"Leaver Dept.","2021","Leicestershire, Rutland and Northamptonshire","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Leicestershire, Rutland and Northamptonshire","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Lincolnshire","East Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Lincolnshire","East Midlands (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Lincolnshire","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Merseyside","North West (England)","Declared disabled","40","30","[c]","[c]"
"Leaver Dept.","2021","Merseyside","North West (England)","Declared non-disabled","240","220","28540","24890"
"Leaver Dept.","2021","Merseyside","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Merseyside","North West (England)","Unknown","70","60","[c]","[c]"
"Leaver Dept.","2021","North Eastern Scotland","Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North Eastern Scotland","Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North Eastern Scotland","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North Yorkshire","Yorkshire and The Humber","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North Yorkshire","Yorkshire and The Humber","Declared non-disabled","30","30","[c]","[c]"
"Leaver Dept.","2021","North Yorkshire","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North Yorkshire","Yorkshire and The Humber","Unknown","60","60","34300","32860"
"Leaver Dept.","2021","Northern Ireland","Northern Ireland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Northern Ireland","Declared non-disabled","30","30","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northumberland and Tyne and Wear","North East (England)","Declared disabled","50","40","[c]","[c]"
"Leaver Dept.","2021","Northumberland and Tyne and Wear","North East (England)","Declared non-disabled","270","260","27000","24920"
"Leaver Dept.","2021","Northumberland and Tyne and Wear","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northumberland and Tyne and Wear","North East (England)","Unknown","120","120","31150","29600"
"Leaver Dept.","2021","Outer London - East and North East","London","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - East and North East","London","Declared non-disabled","30","30","[c]","[c]"
"Leaver Dept.","2021","Outer London - East and North East","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - East and North East","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - South","London","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - South","London","Declared non-disabled","160","160","38370","32000"
"Leaver Dept.","2021","Outer London - South","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - South","London","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","Outer London - West and North West","London","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - West and North West","London","Declared non-disabled","70","70","31750","29780"
"Leaver Dept.","2021","Outer London - West and North West","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - West and North West","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Overseas","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Overseas","Declared non-disabled","60","30","[c]","[c]"
"Leaver Dept.","2021","Overseas","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Overseas","Unknown","50","[c]","[c]","[c]"
"Leaver Dept.","2021","Shropshire and Staffordshire","West Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Shropshire and Staffordshire","West Midlands (England)","Declared non-disabled","60","60","25980","21170"
"Leaver Dept.","2021","Shropshire and Staffordshire","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Shropshire and Staffordshire","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Yorkshire","Yorkshire and The Humber","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Yorkshire","Yorkshire and The Humber","Declared non-disabled","120","110","34300","30830"
"Leaver Dept.","2021","South Yorkshire","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Yorkshire","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southern Scotland","Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southern Scotland","Scotland","Declared non-disabled","40","40","[c]","[c]"
"Leaver Dept.","2021","Southern Scotland","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southern Scotland","Scotland","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","Surrey, East and West Sussex","South East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Surrey, East and West Sussex","South East (England)","Declared non-disabled","60","50","[c]","[c]"
"Leaver Dept.","2021","Surrey, East and West Sussex","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Surrey, East and West Sussex","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tees Valley and Durham","North East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tees Valley and Durham","North East (England)","Declared non-disabled","110","100","26050","24200"
"Leaver Dept.","2021","Tees Valley and Durham","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tees Valley and Durham","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Declared disabled","50","50","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Declared non-disabled","240","230","38270","32000"
"Leaver Dept.","2021","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Unknown","400","400","34040","32000"
"Leaver Dept.","2021","West Central Scotland","Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Central Scotland","Scotland","Declared non-disabled","210","210","27780","26890"
"Leaver Dept.","2021","West Central Scotland","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Central Scotland","Scotland","Unknown","60","60","[c]","[c]"
"Leaver Dept.","2021","West Midlands","West Midlands (England)","Declared disabled","40","30","[c]","[c]"
"Leaver Dept.","2021","West Midlands","West Midlands (England)","Declared non-disabled","250","240","28520","24890"
"Leaver Dept.","2021","West Midlands","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands","West Midlands (England)","Unknown","100","90","28580","22570"
"Leaver Dept.","2021","West Wales and The Valleys","Wales","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Wales and The Valleys","Wales","Declared non-disabled","130","120","28500","26470"
"Leaver Dept.","2021","West Wales and The Valleys","Wales","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Wales and The Valleys","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","Yorkshire and The Humber","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","Yorkshire and The Humber","Declared non-disabled","190","180","32760","27570"
"Leaver Dept.","2021","West Yorkshire","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","Yorkshire and The Humber","Unknown","110","80","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","East of England","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","East of England","Declared non-disabled","60","50","37240","30910"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","East of England","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","South East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","South East (England)","Declared non-disabled","240","210","38630","35350"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","South East (England)","Unknown","170","160","47840","42950"
"Leaver Dept.","2022","Cheshire","North West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire","North West (England)","Declared non-disabled","60","60","32600","27570"
"Leaver Dept.","2022","Cheshire","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cornwall and Isles of Scilly","South West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cornwall and Isles of Scilly","South West (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cornwall and Isles of Scilly","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cornwall and Isles of Scilly","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cumbria","North West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cumbria","North West (England)","Declared non-disabled","30","30","[c]","[c]"
"Leaver Dept.","2022","Cumbria","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cumbria","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","East Midlands (England)","Declared disabled","50","50","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","East Midlands (England)","Declared non-disabled","310","290","33480","28590"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","East Midlands (England)","Unknown","100","100","38380","32000"
"Leaver Dept.","2022","Devon","South West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon","South West (England)","Declared non-disabled","110","110","34520","29920"
"Leaver Dept.","2022","Devon","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dorset and Somerset","South West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dorset and Somerset","South West (England)","Declared non-disabled","40","40","[c]","[c]"
"Leaver Dept.","2022","Dorset and Somerset","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dorset and Somerset","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Anglia","East of England","Declared disabled","30","30","[c]","[c]"
"Leaver Dept.","2022","East Anglia","East of England","Declared non-disabled","300","280","36570","30460"
"Leaver Dept.","2022","East Anglia","East of England","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Anglia","East of England","Unknown","100","90","44310","36060"
"Leaver Dept.","2022","East Wales","Wales","Declared disabled","50","50","[c]","[c]"
"Leaver Dept.","2022","East Wales","Wales","Declared non-disabled","340","330","34310","29910"
"Leaver Dept.","2022","East Wales","Wales","Undeclared","40","40","[c]","[c]"
"Leaver Dept.","2022","East Wales","Wales","Unknown","140","140","34110","29540"
"Leaver Dept.","2022","East Yorkshire and Northern Lincolnshire","Yorkshire and The Humber","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Yorkshire and Northern Lincolnshire","Yorkshire and The Humber","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Yorkshire and Northern Lincolnshire","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Yorkshire and Northern Lincolnshire","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Eastern Scotland","Scotland","Declared disabled","50","50","[c]","[c]"
"Leaver Dept.","2022","Eastern Scotland","Scotland","Declared non-disabled","290","280","28670","27570"
"Leaver Dept.","2022","Eastern Scotland","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Eastern Scotland","Scotland","Unknown","120","110","33100","27570"
"Leaver Dept.","2022","Essex","East of England","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Essex","East of England","Declared non-disabled","80","80","33430","29290"
"Leaver Dept.","2022","Essex","East of England","Undeclared","[c]","[c]","[c]","[c]"
