"Status","Year","Organisation","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Other","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Other","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Property","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Social Research","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Social Research","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Statistics","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Statistics","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Economics","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Economics","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Other","Female","60","60","34860","30950"
"Leaver CS","2022","Office of Gas and Electricity Markets","Other","Male","70","70","47220","38550"
"Leaver CS","2022","Office of Gas and Electricity Markets","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Operational Research","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Operational Research","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Economics","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Economics","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Statistics","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Statistics","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Public Guardian","Operational Delivery","Female","30","30","[c]","[c]"
"Leaver CS","2022","Office of the Public Guardian","Operational Delivery","Male","30","30","[c]","[c]"
"Leaver CS","2022","Office of the Scottish Charity Regulator","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Scottish Charity Regulator","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","Other","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","Other","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectorate","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectorate","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectorate","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectorate","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectorate","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectorate","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectorate","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectorate","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectorate","Other","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectorate","Other","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectorate","Planning","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectorate","Planning","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectorate","Planning Inspectors","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectorate","Planning Inspectors","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectorate","Statistics","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectorate","Statistics","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Public Health England","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Public Health England","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Public Health England","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Public Health England","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Public Health England","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Public Health England","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Public Health England","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Public Health England","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Public Health England","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Public Health England","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Public Health England","Knowledge and Information Management","Female","250","220","33920","29270"
"Leaver CS","2022","Public Health England","Knowledge and Information Management","Male","80","80","37840","36330"
"Leaver CS","2022","Public Health England","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Public Health England","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Public Health England","Medicine","Female","60","50","96730","101430"
"Leaver CS","2022","Public Health England","Medicine","Male","30","30","[c]","[c]"
"Leaver CS","2022","Public Health England","Operational Delivery","Female","560","500","41030","38200"
"Leaver CS","2022","Public Health England","Operational Delivery","Male","160","150","39160","36330"
"Leaver CS","2022","Public Health England","Science and Engineering","Female","270","240","42630","40060"
"Leaver CS","2022","Public Health England","Science and Engineering","Male","50","50","45700","39580"
"Leaver CS","2022","Public Health England","Statistics","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Public Health England","Statistics","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Queen Elizabeth II Centre","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Queen Elizabeth II Centre","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Queen Elizabeth II Centre","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Queen Elizabeth II Centre","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Queen Elizabeth II Centre","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Queen Elizabeth II Centre","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Queen Elizabeth II Centre","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Queen Elizabeth II Centre","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Queen Elizabeth II Centre","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Queen Elizabeth II Centre","Property","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Registers of Scotland","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Registers of Scotland","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Registers of Scotland","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Registers of Scotland","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Registers of Scotland","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Registers of Scotland","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Registers of Scotland","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Registers of Scotland","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Registers of Scotland","Security","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Registers of Scotland","Security","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Revenue Scotland","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Revenue Scotland","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Royal Fleet Auxiliary","Other","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Royal Fleet Auxiliary","Other","Male","210","210","36610","33570"
"Leaver CS","2022","Rural Payments Agency","Operational Delivery","Female","90","70","25180","21300"
"Leaver CS","2022","Rural Payments Agency","Operational Delivery","Male","80","80","24290","21300"
"Leaver CS","2022","Rural Payments Agency","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Rural Payments Agency","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Courts and Tribunals Service","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Courts and Tribunals Service","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Courts and Tribunals Service","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Courts and Tribunals Service","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Courts and Tribunals Service","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Courts and Tribunals Service","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Courts and Tribunals Service","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Courts and Tribunals Service","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Courts and Tribunals Service","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Courts and Tribunals Service","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Courts and Tribunals Service","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Courts and Tribunals Service","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Courts and Tribunals Service","Operational Delivery","Female","90","70","24460","23780"
"Leaver CS","2022","Scottish Courts and Tribunals Service","Operational Delivery","Male","50","40","[c]","[c]"
"Leaver CS","2022","Scottish Courts and Tribunals Service","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Courts and Tribunals Service","Property","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Courts and Tribunals Service","Statistics","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Courts and Tribunals Service","Statistics","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Forestry","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Forestry","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government (excl. agencies)","Unknown","Female","190","180","41030","36130"
"Leaver CS","2022","Scottish Government (excl. agencies)","Unknown","Male","220","210","42220","36130"
"Leaver CS","2022","Scottish Housing Regulator","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Housing Regulator","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Prison Service","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Prison Service","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Prison Service","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Prison Service","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Prison Service","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Prison Service","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Prison Service","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Prison Service","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Prison Service","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Prison Service","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Prison Service","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Prison Service","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Prison Service","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Prison Service","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Prison Service","Operational Delivery","Female","60","50","30160","26900"
"Leaver CS","2022","Scottish Prison Service","Operational Delivery","Male","190","160","32010","35000"
"Leaver CS","2022","Scottish Prison Service","Other","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Prison Service","Other","Male","40","40","[c]","[c]"
"Leaver CS","2022","Scottish Prison Service","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Prison Service","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Prison Service","Psychology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Prison Service","Psychology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Public Pensions Agency","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Public Pensions Agency","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Serious Fraud Office","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Serious Fraud Office","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Serious Fraud Office","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Serious Fraud Office","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Serious Fraud Office","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Serious Fraud Office","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Serious Fraud Office","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Serious Fraud Office","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Serious Fraud Office","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Serious Fraud Office","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Serious Fraud Office","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Serious Fraud Office","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Serious Fraud Office","Other","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Serious Fraud Office","Other","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Serious Fraud Office","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Serious Fraud Office","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Serious Fraud Office","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Serious Fraud Office","Property","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Security Scotland","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Security Scotland","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Standards and Testing Agency","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Standards and Testing Agency","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Standards and Testing Agency","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Standards and Testing Agency","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Student Awards Agency for Scotland","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Student Awards Agency for Scotland","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Submarine Delivery Agency","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Submarine Delivery Agency","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Submarine Delivery Agency","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Submarine Delivery Agency","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Submarine Delivery Agency","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Submarine Delivery Agency","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Submarine Delivery Agency","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Submarine Delivery Agency","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Submarine Delivery Agency","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Submarine Delivery Agency","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Submarine Delivery Agency","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Submarine Delivery Agency","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Submarine Delivery Agency","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Submarine Delivery Agency","Project Delivery","Male","30","30","[c]","[c]"
"Leaver CS","2022","Submarine Delivery Agency","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Submarine Delivery Agency","Science and Engineering","Male","50","50","[c]","[c]"
"Leaver CS","2022","Submarine Delivery Agency","Security","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Submarine Delivery Agency","Security","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Teaching Regulation Agency","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Teaching Regulation Agency","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Teaching Regulation Agency","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Teaching Regulation Agency","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","Operational Delivery","Female","40","30","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","Operational Delivery","Male","40","40","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Other","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Other","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Property","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Transport Scotland","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Transport Scotland","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Debt Management Office","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Debt Management Office","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Debt Management Office","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Debt Management Office","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Debt Management Office","Policy","Female","[c]","[c]","[c]","[c]"
