"Status","Year","Function_of_post","Sex","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Unknown","Female","Overseas","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","South Yorkshire","80","70","32740","30110"
"Leaver Dept.","2021","Unknown","Female","Southern Scotland","30","30","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Tees Valley and Durham","80","70","25440","24200"
"Leaver Dept.","2021","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","West Central Scotland","120","120","26060","26890"
"Leaver Dept.","2021","Unknown","Female","West Midlands","130","120","29580","27570"
"Leaver Dept.","2021","Unknown","Female","West Wales and The Valleys","30","30","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","West Yorkshire","140","110","32250","27570"
"Leaver Dept.","2021","Unknown","Male","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Cheshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Derbyshire and Nottinghamshire","40","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","East Wales","90","90","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Eastern Scotland","70","70","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Gloucestershire, Wiltshire and Bath/Bristol area","110","110","34610","32420"
"Leaver Dept.","2021","Unknown","Male","Greater Manchester","180","170","29550","27570"
"Leaver Dept.","2021","Unknown","Male","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Inner London - East","60","60","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Inner London - West","690","520","45200","40640"
"Leaver Dept.","2021","Unknown","Male","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Lancashire","80","80","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Merseyside","120","120","26360","24890"
"Leaver Dept.","2021","Unknown","Male","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Northumberland and Tyne and Wear","130","130","27850","27570"
"Leaver Dept.","2021","Unknown","Male","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Outer London - South","100","90","39030","33960"
"Leaver Dept.","2021","Unknown","Male","Outer London - West and North West","30","30","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","South Yorkshire","60","60","34880","32300"
"Leaver Dept.","2021","Unknown","Male","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Tees Valley and Durham","40","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","West Central Scotland","100","100","26740","27230"
"Leaver Dept.","2021","Unknown","Male","West Midlands","80","80","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","West Yorkshire","110","100","33270","27610"
"Leaver Dept.","2021","Unknown","Unknown","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Female","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Female","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Female","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Female","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Female","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Female","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Female","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Female","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Female","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Female","Inner London - West","150","110","43370","40450"
"Leaver Dept.","2022","Analysis","Female","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Female","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Female","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Female","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Female","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Female","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Female","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Female","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Female","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Female","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Male","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Male","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Male","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Male","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Male","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Male","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Male","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Male","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Male","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Male","Inner London - West","170","120","44320","38280"
"Leaver Dept.","2022","Analysis","Male","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Male","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Male","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Male","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Male","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Male","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Male","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Male","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Male","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Male","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Unknown","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Female","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Female","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Female","Cheshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Female","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Female","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Female","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Female","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Female","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Female","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Female","Gloucestershire, Wiltshire and Bath/Bristol area","40","30","[c]","[c]"
"Leaver Dept.","2022","Commercial","Female","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Female","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Female","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Female","Inner London - West","50","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Female","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Female","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Female","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Female","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Female","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Female","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Female","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Female","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Female","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Female","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Female","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Female","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Female","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Female","West Yorkshire","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Male","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Male","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Male","Cheshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Male","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Male","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Male","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Male","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Male","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Male","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Male","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Male","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Male","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Male","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Male","Inner London - West","60","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Male","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Male","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Male","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Male","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Male","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Male","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Male","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Male","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Male","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Male","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Male","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Male","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Male","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Female","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Female","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Female","Cheshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Female","Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Female","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Female","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Female","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Female","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Female","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Female","Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Female","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Female","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Female","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Female","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Female","Inner London - East","40","30","[c]","[c]"
"Leaver Dept.","2022","Communications","Female","Inner London - West","140","110","43510","38600"
"Leaver Dept.","2022","Communications","Female","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Female","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Female","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Female","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Female","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Female","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Female","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Female","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Female","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Female","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Female","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Female","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Female","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Male","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Male","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Male","Cheshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Male","Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Male","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Male","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Male","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Male","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Male","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Male","Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Male","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Male","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Male","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Male","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Male","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Male","Inner London - West","110","70","45240","40330"
"Leaver Dept.","2022","Communications","Male","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Male","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Male","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Male","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Male","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Male","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Male","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Male","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Male","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Male","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Male","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Male","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Male","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Female","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Female","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Female","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Female","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Female","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Female","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Female","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Female","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Female","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Female","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Female","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Female","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Female","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Female","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Female","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Female","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Female","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Female","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Female","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Female","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Female","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Female","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Female","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Female","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Female","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Female","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Female","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Male","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Male","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Male","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Male","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Male","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Male","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Male","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Male","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Male","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Male","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Male","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Male","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Male","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Male","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Male","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Male","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Male","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Male","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Male","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Male","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Male","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Male","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Male","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Male","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Male","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Male","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Male","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Female","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Female","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Female","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Female","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Female","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Female","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Female","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Female","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Female","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Female","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Female","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Female","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Female","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Female","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Male","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Male","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Male","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Male","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Male","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Male","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Male","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
