"Status","Year","Parent_department","Ethnicity","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Department for Transport","Black","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Black","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Black","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Black","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Black","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Black","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Black","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Black","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Black","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Chinese","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Chinese","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Chinese","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Chinese","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Chinese","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Chinese","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Chinese","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Chinese","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Chinese","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Chinese","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Chinese","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Chinese","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Mixed","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Mixed","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Mixed","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Mixed","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Mixed","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Mixed","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Mixed","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Mixed","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Mixed","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Other ethnicity","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Other ethnicity","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Other ethnicity","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Other ethnicity","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Undeclared","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Undeclared","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Unknown","Unknown","50","50","41430","42460"
"Leaver Dept.","2021","Department for Transport","White","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","White","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","White","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","White","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","White","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","White","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","White","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","White","No function","90","80","26290","21590"
"Leaver Dept.","2021","Department for Transport","White","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","White","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","White","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","White","Unknown","100","100","48040","42470"
"Leaver Dept.","2021","Department for Work and Pensions","Asian","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Asian","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Asian","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Asian","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Asian","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Asian","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Asian","Unknown","110","110","28880","27570"
"Leaver Dept.","2021","Department for Work and Pensions","Black","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Black","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Black","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Black","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Black","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Black","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Black","Unknown","80","80","31230","27570"
"Leaver Dept.","2021","Department for Work and Pensions","Chinese","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Chinese","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Chinese","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Chinese","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Chinese","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Chinese","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Chinese","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Mixed","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Mixed","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Mixed","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Mixed","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Mixed","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Other ethnicity","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Other ethnicity","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Other ethnicity","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Undeclared","Unknown","60","50","28150","27570"
"Leaver Dept.","2021","Department for Work and Pensions","Unknown","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Unknown","Unknown","170","160","30380","27570"
"Leaver Dept.","2021","Department for Work and Pensions","White","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","White","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","White","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","White","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","White","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","White","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","White","Unknown","900","860","30230","27570"
"Leaver Dept.","2021","Department of Health and Social Care","Asian","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Asian","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Asian","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Asian","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Asian","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Black","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Black","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Black","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Black","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Black","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Chinese","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Chinese","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Chinese","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Chinese","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Chinese","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Chinese","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Mixed","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Mixed","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Mixed","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Mixed","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Other ethnicity","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Other ethnicity","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Undeclared","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Unknown","Unknown","150","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","White","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","White","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","White","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","White","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","White","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","ESTYN","Asian","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","ESTYN","Black","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","ESTYN","Chinese","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","ESTYN","Mixed","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","ESTYN","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","ESTYN","White","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Asian","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Asian","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Asian","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Asian","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Asian","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Asian","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Asian","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Black","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Black","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Black","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Black","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Black","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Black","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Black","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Chinese","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Chinese","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Chinese","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Chinese","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Chinese","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Chinese","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Chinese","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Chinese","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Mixed","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Mixed","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Mixed","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Mixed","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Mixed","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Mixed","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Other ethnicity","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Other ethnicity","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Other ethnicity","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","White","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","White","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","White","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","White","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","White","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","White","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","White","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Asian","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Asian","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Asian","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Asian","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Asian","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Asian","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Asian","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Asian","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Asian","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Asian","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Black","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Black","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Black","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Black","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Black","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Black","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Black","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Black","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Black","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Black","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Chinese","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Chinese","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Chinese","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Chinese","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Chinese","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Chinese","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Chinese","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Chinese","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Chinese","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Chinese","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Chinese","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Mixed","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Mixed","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Mixed","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Mixed","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Mixed","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Mixed","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Mixed","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Mixed","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Other ethnicity","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Other ethnicity","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
