"Status","Year","Function_of_post","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Security","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Security","660","640","31530","27680"
"Leaver CS","2022","Security","Unknown","70","70","32950","32000"
"Leaver CS","2022","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data and Technology","130","130","51480","45290"
"Leaver CS","2022","Unknown","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","180","170","36060","33300"
"Leaver CS","2022","Unknown","Human Resources","50","40","[c]","[c]"
"Leaver CS","2022","Unknown","Intelligence Analysis","70","60","28140","27370"
"Leaver CS","2022","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Medicine","280","240","42000","37280"
"Leaver CS","2022","Unknown","Operational Delivery","1490","1220","28170","25310"
"Leaver CS","2022","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other","1640","1550","28110","22330"
"Leaver CS","2022","Unknown","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Policy","270","250","47040","41570"
"Leaver CS","2022","Unknown","Project Delivery","80","70","45960","41300"
"Leaver CS","2022","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","220","200","34740","29200"
"Leaver CS","2022","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","6920","5770","31020","27570"
"Leaver CS","2022","Unknown","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Economics","100","90","45110","46150"
"Leaver Dept.","2021","Analysis","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Social Research","30","30","[c]","[c]"
"Leaver Dept.","2021","Analysis","Statistics","90","90","40150","35540"
"Leaver Dept.","2021","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Commercial","100","90","38490","37470"
"Leaver Dept.","2021","Commercial","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","Communications","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Communications","150","150","44380","39880"
"Leaver Dept.","2021","Communications","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Unknown","50","50","37420","35020"
"Leaver Dept.","2021","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Debt","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Digital, Data and Technology","150","150","45470","41950"
"Leaver Dept.","2021","Digital, Data & Technology","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Unknown","60","50","50510","52500"
"Leaver Dept.","2021","Finance","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Finance","160","160","46680","45200"
"Leaver Dept.","2021","Finance","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Operational Delivery","50","40","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Human Resources","280","270","39300","34400"
"Leaver Dept.","2021","Human Resources","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","170","170","37900","32910"
"Leaver Dept.","2021","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Legal","120","110","55140","54810"
"Leaver Dept.","2021","Legal","Operational Delivery","70","70","28680","24590"
"Leaver Dept.","2021","Legal","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","International Trade","140","140","45790","42030"
"Leaver Dept.","2021","No function","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Operational Delivery","1300","1260","28420","22680"
"Leaver Dept.","2021","No function","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Other","60","60","44750","36690"
"Leaver Dept.","2021","No function","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Policy","1290","1250","43180","38750"
"Leaver Dept.","2021","No function","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Science and Engineering","50","40","[c]","[c]"
"Leaver Dept.","2021","No function","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Unknown","1060","1050","38890","32000"
"Leaver Dept.","2021","Project Delivery","Commercial","30","30","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Other","60","60","39720","31740"
"Leaver Dept.","2021","Project Delivery","Policy","40","40","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Project Delivery","280","280","41890","37900"
"Leaver Dept.","2021","Project Delivery","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Operational Delivery","30","30","[c]","[c]"
"Leaver Dept.","2021","Property","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Property","50","50","[c]","[c]"
"Leaver Dept.","2021","Property","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Security","30","30","[c]","[c]"
"Leaver Dept.","2021","Security","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","Commercial","30","30","[c]","[c]"
"Leaver Dept.","2021","Unknown","Communications","40","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Digital, Data and Technology","40","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Finance","30","30","[c]","[c]"
"Leaver Dept.","2021","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Intelligence Analysis","40","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Operational Delivery","460","440","29200","25180"
"Leaver Dept.","2021","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Other","140","140","33250","29790"
"Leaver Dept.","2021","Unknown","Policy","340","330","47050","42170"
"Leaver Dept.","2021","Unknown","Project Delivery","90","90","39570","33050"
"Leaver Dept.","2021","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Science and Engineering","50","50","[c]","[c]"
"Leaver Dept.","2021","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","4010","3450","32800","27570"
"Leaver Dept.","2022","Analysis","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Economics","130","110","41970","34680"
"Leaver Dept.","2022","Analysis","Geography","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Policy","40","40","[c]","[c]"
"Leaver Dept.","2022","Analysis","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Social Research","50","50","[c]","[c]"
"Leaver Dept.","2022","Analysis","Statistics","100","100","41280","38340"
"Leaver Dept.","2022","Analysis","Unknown","120","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Commercial","400","230","43170","40360"
"Leaver Dept.","2022","Commercial","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2022","Communications","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Communications","380","260","41510","36840"
"Leaver Dept.","2022","Communications","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","70","70","44260","39370"
"Leaver Dept.","2022","Counter Fraud","Counter Fraud","110","110","30910","27570"
"Leaver Dept.","2022","Counter Fraud","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Other","60","50","23190","21260"
"Leaver Dept.","2022","Debt","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Digital, Data and Technology","680","570","41450","37640"
"Leaver Dept.","2022","Digital, Data & Technology","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Unknown","60","60","48310","54700"
"Leaver Dept.","2022","Finance","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Finance","540","390","41660","37610"
"Leaver Dept.","2022","Finance","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Operational Delivery","60","60","24620","21300"
"Leaver Dept.","2022","Human Resources","Human Resources","550","490","38840","33300"
"Leaver Dept.","2022","Human Resources","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Operational Delivery","60","60","28090","27570"
"Leaver Dept.","2022","Human Resources","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Unknown","140","130","39790","34550"
"Leaver Dept.","2022","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Legal","110","110","59850","59160"
"Leaver Dept.","2022","Legal","Operational Delivery","60","60","25450","24590"
"Leaver Dept.","2022","Legal","Other","40","40","[c]","[c]"
"Leaver Dept.","2022","Legal","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Geography","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","International Trade","100","100","[c]","[c]"
"Leaver Dept.","2022","No function","Knowledge and Information Management","260","230","44690","42370"
"Leaver Dept.","2022","No function","Medicine","390","330","90420","95140"
"Leaver Dept.","2022","No function","Operational Delivery","7500","7040","33530","27570"
"Leaver Dept.","2022","No function","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Other","370","360","31530","27570"
"Leaver Dept.","2022","No function","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Policy","1940","1480","44470","40050"
"Leaver Dept.","2022","No function","Project Delivery","40","40","[c]","[c]"
"Leaver Dept.","2022","No function","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Science and Engineering","2190","2030","40050","37830"
"Leaver Dept.","2022","No function","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Unknown","1820","1810","41810","34550"
"Leaver Dept.","2022","No function","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Commercial","50","50","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Other","60","60","36930","31970"
"Leaver Dept.","2022","Project Delivery","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Project Delivery","390","390","40230","37080"
"Leaver Dept.","2022","Project Delivery","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Science and Engineering","60","60","31100","27540"
"Leaver Dept.","2022","Project Delivery","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Property","120","100","39540","34550"
"Leaver Dept.","2022","Property","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Intelligence Analysis","30","30","[c]","[c]"
"Leaver Dept.","2022","Security","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Security","50","50","[c]","[c]"
"Leaver Dept.","2022","Security","Unknown","70","70","37480","33300"
"Leaver Dept.","2022","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Digital, Data and Technology","30","30","[c]","[c]"
"Leaver Dept.","2022","Unknown","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Finance","60","60","44550","39820"
"Leaver Dept.","2022","Unknown","Human Resources","50","50","[c]","[c]"
"Leaver Dept.","2022","Unknown","Intelligence Analysis","40","40","[c]","[c]"
"Leaver Dept.","2022","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Operational Delivery","730","700","28070","25040"
"Leaver Dept.","2022","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Other","240","230","30950","26670"
"Leaver Dept.","2022","Unknown","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Policy","360","360","47130","42130"
"Leaver Dept.","2022","Unknown","Project Delivery","70","70","40890","37460"
"Leaver Dept.","2022","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","2010","1570","35120","31060"
"New entrant CS","2021","Analysis","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Economics","300","300","31700","31800"
"New entrant CS","2021","Analysis","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Intelligence Analysis","70","70","49930","53360"
"New entrant CS","2021","Analysis","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Operational Delivery","90","90","29770","29540"
"New entrant CS","2021","Analysis","Operational Research","70","70","33390","33880"
"New entrant CS","2021","Analysis","Other","30","30","[c]","[c]"
"New entrant CS","2021","Analysis","Policy","30","30","[c]","[c]"
"New entrant CS","2021","Analysis","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Science and Engineering","50","50","[c]","[c]"
"New entrant CS","2021","Analysis","Social Research","190","190","32630","32540"
"New entrant CS","2021","Analysis","Statistics","330","320","33370","31810"
"New entrant CS","2021","Analysis","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Commercial","390","380","35670","33000"
"New entrant CS","2021","Commercial","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Knowledge and Information Management","40","40","[c]","[c]"
"New entrant CS","2021","Commercial","Operational Delivery","80","80","41220","37000"
"New entrant CS","2021","Commercial","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Project Delivery","[c]","[c]","[c]","[c]"
