"Status","Year","Age","Disability","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","20-29","Undeclared","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Undeclared","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Undeclared","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Undeclared","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Undeclared","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Undeclared","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Undeclared","Department for Transport","120","120","30590","30270"
"New entrant CS","2021","20-29","Undeclared","Department for Work and Pensions","220","220","26500","27570"
"New entrant CS","2021","20-29","Undeclared","Department of Health and Social Care","80","70","27260","25010"
"New entrant CS","2021","20-29","Undeclared","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Undeclared","HM Revenue and Customs","40","40","[c]","[c]"
"New entrant CS","2021","20-29","Undeclared","HM Treasury","80","70","32420","32320"
"New entrant CS","2021","20-29","Undeclared","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Undeclared","Ministry of Defence","40","40","[c]","[c]"
"New entrant CS","2021","20-29","Undeclared","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Undeclared","Ministry of Justice","70","70","23720","22760"
"New entrant CS","2021","20-29","Undeclared","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Undeclared","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Undeclared","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Undeclared","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Attorney General's Departments","340","340","24880","21000"
"New entrant CS","2021","20-29","Unknown","Cabinet Office","690","690","28990","28000"
"New entrant CS","2021","20-29","Unknown","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Department for Business, Energy and Industrial Strategy","330","330","28370","25530"
"New entrant CS","2021","20-29","Unknown","Department for Digital, Culture, Media and Sport","30","30","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Department for Education","330","320","30770","29360"
"New entrant CS","2021","20-29","Unknown","Department for Environment, Food and Rural Affairs","170","170","29130","27960"
"New entrant CS","2021","20-29","Unknown","Department for International Trade","130","130","27420","26250"
"New entrant CS","2021","20-29","Unknown","Department for Transport","160","150","24610","21590"
"New entrant CS","2021","20-29","Unknown","Department for Work and Pensions","700","690","27230","27570"
"New entrant CS","2021","20-29","Unknown","Department of Health and Social Care","590","580","32470","32790"
"New entrant CS","2021","20-29","Unknown","HM Land Registry","280","280","23880","22350"
"New entrant CS","2021","20-29","Unknown","HM Revenue and Customs","1610","1590","23070","20140"
"New entrant CS","2021","20-29","Unknown","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Home Office","780","770","29030","25630"
"New entrant CS","2021","20-29","Unknown","Ministry of Defence","360","360","24020","23540"
"New entrant CS","2021","20-29","Unknown","Ministry of Housing, Communities and Local Government","40","40","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Ministry of Justice","1780","1750","23470","22680"
"New entrant CS","2021","20-29","Unknown","National Crime Agency","380","380","30580","28840"
"New entrant CS","2021","20-29","Unknown","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Other Cabinet Office Agencies","40","40","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Scotland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Scottish Government","370","370","25490","23340"
"New entrant CS","2021","20-29","Unknown","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","United Kingdom Statistics Authority","300","300","28030","29540"
"New entrant CS","2021","20-29","Unknown","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Department for Environment, Food and Rural Affairs","40","40","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Department for Work and Pensions","450","440","27090","27570"
"New entrant CS","2021","30-39","Declared disabled","Department of Health and Social Care","40","40","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Ministry of Defence","50","50","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Ministry of Justice","130","120","25200","22920"
"New entrant CS","2021","30-39","Declared disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Scotland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Scottish Government","40","40","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared non-disabled","Attorney General's Departments","70","70","46080","50500"
"New entrant CS","2021","30-39","Declared non-disabled","Cabinet Office","140","130","43290","40600"
"New entrant CS","2021","30-39","Declared non-disabled","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared non-disabled","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared non-disabled","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared non-disabled","Department for Business, Energy and Industrial Strategy","160","150","37670","36740"
"New entrant CS","2021","30-39","Declared non-disabled","Department for Digital, Culture, Media and Sport","80","80","42970","34020"
"New entrant CS","2021","30-39","Declared non-disabled","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared non-disabled","Department for Environment, Food and Rural Affairs","270","260","33680","31460"
"New entrant CS","2021","30-39","Declared non-disabled","Department for International Trade","40","40","[c]","[c]"
"New entrant CS","2021","30-39","Declared non-disabled","Department for Transport","180","170","35170","34710"
"New entrant CS","2021","30-39","Declared non-disabled","Department for Work and Pensions","2950","2870","27350","27570"
"New entrant CS","2021","30-39","Declared non-disabled","Department of Health and Social Care","400","360","37260","34680"
"New entrant CS","2021","30-39","Declared non-disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared non-disabled","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared non-disabled","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared non-disabled","HM Revenue and Customs","410","400","26310","24120"
"New entrant CS","2021","30-39","Declared non-disabled","HM Treasury","60","60","38650","35000"
"New entrant CS","2021","30-39","Declared non-disabled","Home Office","100","100","32530","25630"
"New entrant CS","2021","30-39","Declared non-disabled","Ministry of Defence","650","630","31700","29000"
"New entrant CS","2021","30-39","Declared non-disabled","Ministry of Housing, Communities and Local Government","80","80","36630","33210"
"New entrant CS","2021","30-39","Declared non-disabled","Ministry of Justice","1120","1100","26210","22920"
"New entrant CS","2021","30-39","Declared non-disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared non-disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared non-disabled","Office for Standards in Education","50","50","[c]","[c]"
"New entrant CS","2021","30-39","Declared non-disabled","Office of Gas and Electricity Markets","60","60","37610","34000"
"New entrant CS","2021","30-39","Declared non-disabled","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared non-disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared non-disabled","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared non-disabled","Scotland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared non-disabled","Scottish Government","240","230","31500","30650"
"New entrant CS","2021","30-39","Declared non-disabled","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared non-disabled","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared non-disabled","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared non-disabled","United Kingdom Statistics Authority","100","90","33720","29540"
"New entrant CS","2021","30-39","Declared non-disabled","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared non-disabled","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared non-disabled","Welsh Government","40","40","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Department for Transport","50","50","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Department for Work and Pensions","160","160","26540","27570"
"New entrant CS","2021","30-39","Undeclared","Department of Health and Social Care","50","40","39160","36330"
"New entrant CS","2021","30-39","Undeclared","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Ministry of Defence","40","40","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Ministry of Justice","40","40","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Attorney General's Departments","170","170","38670","38000"
"New entrant CS","2021","30-39","Unknown","Cabinet Office","160","160","51150","54700"
"New entrant CS","2021","30-39","Unknown","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Department for Business, Energy and Industrial Strategy","170","160","32300","25060"
"New entrant CS","2021","30-39","Unknown","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Department for Education","190","180","39650","36500"
"New entrant CS","2021","30-39","Unknown","Department for Environment, Food and Rural Affairs","80","80","37040","33390"
"New entrant CS","2021","30-39","Unknown","Department for International Trade","40","40","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Department for Transport","100","90","31390","26580"
"New entrant CS","2021","30-39","Unknown","Department for Work and Pensions","500","480","28370","27570"
"New entrant CS","2021","30-39","Unknown","Department of Health and Social Care","230","230","42950","40650"
"New entrant CS","2021","30-39","Unknown","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","HM Land Registry","180","170","28350","22350"
"New entrant CS","2021","30-39","Unknown","HM Revenue and Customs","790","770","24880","20140"
"New entrant CS","2021","30-39","Unknown","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Home Office","380","370","33440","26790"
"New entrant CS","2021","30-39","Unknown","Ministry of Defence","190","180","34350","29000"
"New entrant CS","2021","30-39","Unknown","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Ministry of Justice","790","750","26070","22850"
"New entrant CS","2021","30-39","Unknown","National Crime Agency","260","250","34780","34140"
"New entrant CS","2021","30-39","Unknown","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Other Cabinet Office Agencies","50","50","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Scotland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Scottish Government","320","300","32380","30160"
"New entrant CS","2021","30-39","Unknown","United Kingdom Statistics Authority","170","160","34040","32540"
"New entrant CS","2021","30-39","Unknown","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Department for Environment, Food and Rural Affairs","30","30","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Department for Work and Pensions","430","420","27120","27570"
"New entrant CS","2021","40-49","Declared disabled","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Ministry of Defence","30","30","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Ministry of Justice","70","70","26940","22920"
"New entrant CS","2021","40-49","Declared disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Scotland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared non-disabled","Attorney General's Departments","30","30","[c]","[c]"
"New entrant CS","2021","40-49","Declared non-disabled","Cabinet Office","80","70","52610","49700"
"New entrant CS","2021","40-49","Declared non-disabled","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared non-disabled","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared non-disabled","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared non-disabled","Department for Business, Energy and Industrial Strategy","100","100","39640","35120"
"New entrant CS","2021","40-49","Declared non-disabled","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared non-disabled","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared non-disabled","Department for Environment, Food and Rural Affairs","140","140","37190","31460"
"New entrant CS","2021","40-49","Declared non-disabled","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared non-disabled","Department for Transport","100","90","37220","34560"
"New entrant CS","2021","40-49","Declared non-disabled","Department for Work and Pensions","2360","2300","27570","27570"
"New entrant CS","2021","40-49","Declared non-disabled","Department of Health and Social Care","310","270","39130","36330"
"New entrant CS","2021","40-49","Declared non-disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared non-disabled","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared non-disabled","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared non-disabled","HM Revenue and Customs","240","230","28760","25560"
"New entrant CS","2021","40-49","Declared non-disabled","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared non-disabled","Home Office","60","60","37180","25630"
"New entrant CS","2021","40-49","Declared non-disabled","Ministry of Defence","610","590","33560","30620"
"New entrant CS","2021","40-49","Declared non-disabled","Ministry of Housing, Communities and Local Government","50","50","49510","48200"
"New entrant CS","2021","40-49","Declared non-disabled","Ministry of Justice","610","600","27000","22920"
"New entrant CS","2021","40-49","Declared non-disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared non-disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared non-disabled","Office for Standards in Education","50","40","[c]","[c]"
"New entrant CS","2021","40-49","Declared non-disabled","Office of Gas and Electricity Markets","50","50","44970","39890"
"New entrant CS","2021","40-49","Declared non-disabled","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared non-disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared non-disabled","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared non-disabled","Scotland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared non-disabled","Scottish Government","160","150","34670","30650"
"New entrant CS","2021","40-49","Declared non-disabled","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared non-disabled","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared non-disabled","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared non-disabled","United Kingdom Statistics Authority","40","40","[c]","[c]"
"New entrant CS","2021","40-49","Declared non-disabled","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared non-disabled","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Undeclared","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Undeclared","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Undeclared","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Undeclared","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Undeclared","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Undeclared","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Undeclared","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Undeclared","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Undeclared","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Undeclared","Department for Work and Pensions","120","120","28020","27570"
"New entrant CS","2021","40-49","Undeclared","Department of Health and Social Care","50","40","46010","38890"
"New entrant CS","2021","40-49","Undeclared","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Undeclared","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Undeclared","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Undeclared","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Undeclared","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Undeclared","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Undeclared","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Undeclared","Ministry of Justice","30","30","[c]","[c]"
"New entrant CS","2021","40-49","Undeclared","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Undeclared","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Undeclared","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","Attorney General's Departments","120","120","45610","48080"
"New entrant CS","2021","40-49","Unknown","Cabinet Office","110","110","69250","71000"
"New entrant CS","2021","40-49","Unknown","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","Department for Business, Energy and Industrial Strategy","90","90","33320","30650"
"New entrant CS","2021","40-49","Unknown","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","Department for Education","100","100","42190","36500"
"New entrant CS","2021","40-49","Unknown","Department for Environment, Food and Rural Affairs","50","50","42600","35900"
"New entrant CS","2021","40-49","Unknown","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","Department for Transport","80","80","31350","26580"
"New entrant CS","2021","40-49","Unknown","Department for Work and Pensions","340","330","28570","27570"
"New entrant CS","2021","40-49","Unknown","Department of Health and Social Care","180","180","52080","49530"
"New entrant CS","2021","40-49","Unknown","HM Land Registry","110","110","28360","22350"
"New entrant CS","2021","40-49","Unknown","HM Revenue and Customs","510","490","26340","20140"
"New entrant CS","2021","40-49","Unknown","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","Home Office","260","260","36040","28650"
"New entrant CS","2021","40-49","Unknown","Ministry of Defence","190","180","37610","33140"
